country;continent;year;lifeExp;pop;iso_alpha
Gambia;Africa;2007;59,448;1688359;GMB
Germany;Europe;1952;67,5;69145952;DEU
Germany;Europe;1957;69,1;71019069;DEU
Germany;Europe;1962;70,3;73739117;DEU
Germany;Europe;1967;70,8;76368453;DEU
Germany;Europe;1972;71;78717088;DEU
Germany;Europe;1977;72,5;78160773;DEU
Germany;Europe;1982;73,8;78335266;DEU
Germany;Europe;1987;74,847;77718298;DEU
Germany;Europe;1992;76,07;80597764;DEU
Germany;Europe;1997;77,34;82011073;DEU
Germany;Europe;2002;78,67;82350671;DEU
Germany;Europe;2007;79,406;82400996;DEU
Ghana;Africa;1952;43,149;5581001;GHA
Ghana;Africa;1957;44,779;6391288;GHA
Ghana;Africa;1962;46,452;7355248;GHA
Ghana;Africa;1967;48,072;8490213;GHA
Ghana;Africa;1972;49,875;9354120;GHA
Ghana;Africa;1977;51,756;10538093;GHA
Ghana;Africa;1982;53,744;11400338;GHA
Ghana;Africa;1987;55,729;14168101;GHA
Ghana;Africa;1992;57,501;16278738;GHA
Ghana;Africa;1997;58,556;18418288;GHA
Ghana;Africa;2002;58,453;20550751;GHA
Ghana;Africa;2007;60,022;22873338;GHA
Greece;Europe;1952;65,86;7733250;GRC
Greece;Europe;1957;67,86;8096218;GRC
Greece;Europe;1962;69,51;8448233;GRC
Greece;Europe;1967;71;8716441;GRC
Greece;Europe;1972;72,34;8888628;GRC
Greece;Europe;1977;73,68;9308479;GRC
Greece;Europe;1982;75,24;9786480;GRC
Greece;Europe;1987;76,67;9974490;GRC
Greece;Europe;1992;77,03;10325429;GRC
Greece;Europe;1997;77,869;10502372;GRC
Greece;Europe;2002;78,256;10603863;GRC
Greece;Europe;2007;79,483;10706290;GRC
Guatemala;Americas;1952;42,023;3146381;GTM
Guatemala;Americas;1957;44,142;3640876;GTM
Guatemala;Americas;1962;46,954;4208858;GTM
Guatemala;Americas;1967;50,016;4690773;GTM
Guatemala;Americas;1972;53,738;5149581;GTM
Guatemala;Americas;1977;56,029;5703430;GTM
Guatemala;Americas;1982;58,137;6395630;GTM
Guatemala;Americas;1987;60,782;7326406;GTM
Guatemala;Americas;1992;63,373;8486949;GTM
Guatemala;Americas;1997;66,322;9803875;GTM
Guatemala;Americas;2002;68,978;11178650;GTM
Guatemala;Americas;2007;70,259;12572928;GTM
Guinea;Africa;1952;33,609;2664249;GIN
Guinea;Africa;1957;34,558;2876726;GIN
Guinea;Africa;1962;35,753;3140003;GIN
Guinea;Africa;1967;37,197;3451418;GIN
Guinea;Africa;1972;38,842;3811387;GIN
Guinea;Africa;1977;40,762;4227026;GIN
Guinea;Africa;1982;42,891;4710497;GIN
Guinea;Africa;1987;45,552;5650262;GIN
Guinea;Africa;1992;48,576;6990574;GIN
Guinea;Africa;1997;51,455;8048834;GIN
Guinea;Africa;2002;53,676;8807818;GIN
Guinea;Africa;2007;56,007;9947814;GIN
Guinea-Bissau;Africa;1952;32,5;580653;GNB
Guinea-Bissau;Africa;1957;33,489;601095;GNB
Guinea-Bissau;Africa;1962;34,488;627820;GNB
Guinea-Bissau;Africa;1967;35,492;601287;GNB
Guinea-Bissau;Africa;1972;36,486;625361;GNB
Guinea-Bissau;Africa;1977;37,465;745228;GNB
Guinea-Bissau;Africa;1982;39,327;825987;GNB
Guinea-Bissau;Africa;1987;41,245;927524;GNB
Guinea-Bissau;Africa;1992;43,266;1050938;GNB
Guinea-Bissau;Africa;1997;44,873;1193708;GNB
Guinea-Bissau;Africa;2002;45,504;1332459;GNB
Guinea-Bissau;Africa;2007;46,388;1472041;GNB
Haiti;Americas;1952;37,579;3201488;HTI
Haiti;Americas;1957;40,696;3507701;HTI
Haiti;Americas;1962;43,59;3880130;HTI
Haiti;Americas;1967;46,243;4318137;HTI
Haiti;Americas;1972;48,042;4698301;HTI
Haiti;Americas;1977;49,923;4908554;HTI
Haiti;Americas;1982;51,461;5198399;HTI
Haiti;Americas;1987;53,636;5756203;HTI
Haiti;Americas;1992;55,089;6326682;HTI
Haiti;Americas;1997;56,671;6913545;HTI
Haiti;Americas;2002;58,137;7607651;HTI
Haiti;Americas;2007;60,916;8502814;HTI
Honduras;Americas;1952;41,912;1517453;HND
Honduras;Americas;1957;44,665;1770390;HND
Honduras;Americas;1962;48,041;2090162;HND
Honduras;Americas;1967;50,924;2500689;HND
Honduras;Americas;1972;53,884;2965146;HND
Honduras;Americas;1977;57,402;3055235;HND
Honduras;Americas;1982;60,909;3669448;HND
Honduras;Americas;1987;64,492;4372203;HND
Honduras;Americas;1992;66,399;5077347;HND
Honduras;Americas;1997;67,659;5867957;HND
Honduras;Americas;2002;68,565;6677328;HND
Honduras;Americas;2007;70,198;7483763;HND
Hong Kong, China;Asia;1952;60,96;2125900;HKG
Hong Kong, China;Asia;1957;64,75;2736300;HKG
Hong Kong, China;Asia;1962;67,65;3305200;HKG
Hong Kong, China;Asia;1967;70;3722800;HKG
Hong Kong, China;Asia;1972;72;4115700;HKG
Hong Kong, China;Asia;1977;73,6;4583700;HKG
Hong Kong, China;Asia;1982;75,45;5264500;HKG
Hong Kong, China;Asia;1987;76,2;5584510;HKG
Hong Kong, China;Asia;1992;77,601;5829696;HKG
Hong Kong, China;Asia;1997;80;6495918;HKG
Hong Kong, China;Asia;2002;81,495;6762476;HKG
Hong Kong, China;Asia;2007;82,208;6980412;HKG
Hungary;Europe;1952;64,03;9504000;HUN
Hungary;Europe;1957;66,41;9839000;HUN
Hungary;Europe;1962;67,96;10063000;HUN
Hungary;Europe;1967;69,5;10223422;HUN
Hungary;Europe;1972;69,76;10394091;HUN
Hungary;Europe;1977;69,95;10637171;HUN
Hungary;Europe;1982;69,39;10705535;HUN
Hungary;Europe;1987;69,58;10612740;HUN
Hungary;Europe;1992;69,17;10348684;HUN
Hungary;Europe;1997;71,04;10244684;HUN
Hungary;Europe;2002;72,59;10083313;HUN
Hungary;Europe;2007;73,338;9956108;HUN
Iceland;Europe;1952;72,49;147962;ISL
Iceland;Europe;1957;73,47;165110;ISL
Iceland;Europe;1962;73,68;182053;ISL
Iceland;Europe;1967;73,73;198676;ISL
Iceland;Europe;1972;74,46;209275;ISL
Iceland;Europe;1977;76,11;221823;ISL
Iceland;Europe;1982;76,99;233997;ISL
Iceland;Europe;1987;77,23;244676;ISL
Iceland;Europe;1992;78,77;259012;ISL
Iceland;Europe;1997;78,95;271192;ISL
Iceland;Europe;2002;80,5;288030;ISL
Iceland;Europe;2007;81,757;301931;ISL
India;Asia;1952;37,373;372000000;IND
India;Asia;1957;40,249;409000000;IND
India;Asia;1962;43,605;454000000;IND
India;Asia;1967;47,193;506000000;IND
India;Asia;1972;50,651;567000000;IND
India;Asia;1977;54,208;634000000;IND
India;Asia;1982;56,596;708000000;IND
India;Asia;1987;58,553;788000000;IND
India;Asia;1992;60,223;872000000;IND
India;Asia;1997;61,765;959000000;IND
India;Asia;2002;62,879;1034172547;IND
India;Asia;2007;64,698;1110396331;IND
Indonesia;Asia;1952;37,468;82052000;IDN
Indonesia;Asia;1957;39,918;90124000;IDN
Indonesia;Asia;1962;42,518;99028000;IDN
Indonesia;Asia;1967;45,964;109343000;IDN
Indonesia;Asia;1972;49,203;121282000;IDN
Indonesia;Asia;1977;52,702;136725000;IDN
Indonesia;Asia;1982;56,159;153343000;IDN
Indonesia;Asia;1987;60,137;169276000;IDN
Indonesia;Asia;1992;62,681;184816000;IDN
Indonesia;Asia;1997;66,041;199278000;IDN
Indonesia;Asia;2002;68,588;211060000;IDN
Indonesia;Asia;2007;70,65;223547000;IDN
Iran;Asia;1952;44,869;17272000;IRN
Iran;Asia;1957;47,181;19792000;IRN
Iran;Asia;1962;49,325;22874000;IRN
Iran;Asia;1967;52,469;26538000;IRN
Iran;Asia;1972;55,234;30614000;IRN
Iran;Asia;1977;57,702;35480679;IRN
Iran;Asia;1982;59,62;43072751;IRN
Iran;Asia;1987;63,04;51889696;IRN
Iran;Asia;1992;65,742;60397973;IRN
Iran;Asia;1997;68,042;63327987;IRN
Iran;Asia;2002;69,451;66907826;IRN
Iran;Asia;2007;70,964;69453570;IRN
Iraq;Asia;1952;45,32;5441766;IRQ
Iraq;Asia;1957;48,437;6248643;IRQ
Iraq;Asia;1962;51,457;7240260;IRQ
Iraq;Asia;1967;54,459;8519282;IRQ
Iraq;Asia;1972;56,95;10061506;IRQ
Iraq;Asia;1977;60,413;11882916;IRQ
Iraq;Asia;1982;62,038;14173318;IRQ
Iraq;Asia;1987;65,044;16543189;IRQ
Iraq;Asia;1992;59,461;17861905;IRQ
Iraq;Asia;1997;58,811;20775703;IRQ
Iraq;Asia;2002;57,046;24001816;IRQ
Iraq;Asia;2007;59,545;27499638;IRQ
Ireland;Europe;1952;66,91;2952156;IRL
Ireland;Europe;1957;68,9;2878220;IRL
Ireland;Europe;1962;70,29;2830000;IRL
Ireland;Europe;1967;71,08;2900100;IRL
Ireland;Europe;1972;71,28;3024400;IRL
Ireland;Europe;1977;72,03;3271900;IRL
Ireland;Europe;1982;73,1;3480000;IRL
Ireland;Europe;1987;74,36;3539900;IRL
Ireland;Europe;1992;75,467;3557761;IRL
Ireland;Europe;1997;76,122;3667233;IRL
Ireland;Europe;2002;77,783;3879155;IRL
Ireland;Europe;2007;78,885;4109086;IRL
Israel;Asia;1952;65,39;1620914;ISR
Israel;Asia;1957;67,84;1944401;ISR
Israel;Asia;1962;69,39;2310904;ISR
Israel;Asia;1967;70,75;2693585;ISR
Israel;Asia;1972;71,63;3095893;ISR
Israel;Asia;1977;73,06;3495918;ISR
Israel;Asia;1982;74,45;3858421;ISR
Israel;Asia;1987;75,6;4203148;ISR
Israel;Asia;1992;76,93;4936550;ISR
Israel;Asia;1997;78,269;5531387;ISR
Israel;Asia;2002;79,696;6029529;ISR
Israel;Asia;2007;80,745;6426679;ISR
Italy;Europe;1952;65,94;47666000;ITA
Italy;Europe;1957;67,81;49182000;ITA
Italy;Europe;1962;69,24;50843200;ITA
Italy;Europe;1967;71,06;52667100;ITA
Italy;Europe;1972;72,19;54365564;ITA
Italy;Europe;1977;73,48;56059245;ITA
Italy;Europe;1982;74,98;56535636;ITA
Italy;Europe;1987;76,42;56729703;ITA
Italy;Europe;1992;77,44;56840847;ITA
Italy;Europe;1997;78,82;57479469;ITA
Italy;Europe;2002;80,24;57926999;ITA
Italy;Europe;2007;80,546;58147733;ITA
Jamaica;Americas;1952;58,53;1426095;JAM
Jamaica;Americas;1957;62,61;1535090;JAM
Jamaica;Americas;1962;65,61;1665128;JAM
Jamaica;Americas;1967;67,51;1861096;JAM
Jamaica;Americas;1972;69;1997616;JAM
Jamaica;Americas;1977;70,11;2156814;JAM
Jamaica;Americas;1982;71,21;2298309;JAM
Jamaica;Americas;1987;71,77;2326606;JAM
Jamaica;Americas;1992;71,766;2378618;JAM
Jamaica;Americas;1997;72,262;2531311;JAM
Jamaica;Americas;2002;72,047;2664659;JAM
Jamaica;Americas;2007;72,567;2780132;JAM
Japan;Asia;1952;63,03;86459025;JPN
Japan;Asia;1957;65,5;91563009;JPN
Japan;Asia;1962;68,73;95831757;JPN
Japan;Asia;1967;71,43;100825279;JPN
Japan;Asia;1972;73,42;107188273;JPN
Japan;Asia;1977;75,38;113872473;JPN
Japan;Asia;1982;77,11;118454974;JPN
Japan;Asia;1987;78,67;122091325;JPN
Japan;Asia;1992;79,36;124329269;JPN
Japan;Asia;1997;80,69;125956499;JPN
Japan;Asia;2002;82;127065841;JPN
Japan;Asia;2007;82,603;127467972;JPN
Jordan;Asia;1952;43,158;607914;JOR
Jordan;Asia;1957;45,669;746559;JOR
Jordan;Asia;1962;48,126;933559;JOR
Jordan;Asia;1967;51,629;1255058;JOR
Jordan;Asia;1972;56,528;1613551;JOR
Jordan;Asia;1977;61,134;1937652;JOR
Jordan;Asia;1982;63,739;2347031;JOR
Jordan;Asia;1987;65,869;2820042;JOR
Jordan;Asia;1992;68,015;3867409;JOR
Jordan;Asia;1997;69,772;4526235;JOR
Jordan;Asia;2002;71,263;5307470;JOR
Jordan;Asia;2007;72,535;6053193;JOR
Kenya;Africa;1952;42,27;6464046;KEN
Kenya;Africa;1957;44,686;7454779;KEN
Kenya;Africa;1962;47,949;8678557;KEN
Kenya;Africa;1967;50,654;10191512;KEN
Kenya;Africa;1972;53,559;12044785;KEN
Kenya;Africa;1977;56,155;14500404;KEN
Kenya;Africa;1982;58,766;17661452;KEN
Kenya;Africa;1987;59,339;21198082;KEN
Kenya;Africa;1992;59,285;25020539;KEN
Kenya;Africa;1997;54,407;28263827;KEN
Kenya;Africa;2002;50,992;31386842;KEN
Kenya;Africa;2007;54,11;35610177;KEN
Korea, Dem. Rep.;Asia;1952;50,056;8865488;KOR
Korea, Dem. Rep.;Asia;1957;54,081;9411381;KOR
Korea, Dem. Rep.;Asia;1962;56,656;10917494;KOR
Korea, Dem. Rep.;Asia;1967;59,942;12617009;KOR
Korea, Dem. Rep.;Asia;1972;63,983;14781241;KOR
Korea, Dem. Rep.;Asia;1977;67,159;16325320;KOR
Korea, Dem. Rep.;Asia;1982;69,1;17647518;KOR
Korea, Dem. Rep.;Asia;1987;70,647;19067554;KOR
Korea, Dem. Rep.;Asia;1992;69,978;20711375;KOR
Korea, Dem. Rep.;Asia;1997;67,727;21585105;KOR
Korea, Dem. Rep.;Asia;2002;66,662;22215365;KOR
Korea, Dem. Rep.;Asia;2007;67,297;23301725;KOR
Korea, Rep.;Asia;1952;47,453;20947571;KOR
Korea, Rep.;Asia;1957;52,681;22611552;KOR
Korea, Rep.;Asia;1962;55,292;26420307;KOR
Korea, Rep.;Asia;1967;57,716;30131000;KOR
Korea, Rep.;Asia;1972;62,612;33505000;KOR
Korea, Rep.;Asia;1977;64,766;36436000;KOR
Korea, Rep.;Asia;1982;67,123;39326000;KOR
Korea, Rep.;Asia;1987;69,81;41622000;KOR
Korea, Rep.;Asia;1992;72,244;43805450;KOR
Korea, Rep.;Asia;1997;74,647;46173816;KOR
Korea, Rep.;Asia;2002;77,045;47969150;KOR
Korea, Rep.;Asia;2007;78,623;49044790;KOR
Kuwait;Asia;1952;55,565;160000;KWT
Kuwait;Asia;1957;58,033;212846;KWT
Kuwait;Asia;1962;60,47;358266;KWT
Kuwait;Asia;1967;64,624;575003;KWT
Kuwait;Asia;1972;67,712;841934;KWT
Kuwait;Asia;1977;69,343;1140357;KWT
Kuwait;Asia;1982;71,309;1497494;KWT
Kuwait;Asia;1987;74,174;1891487;KWT
Kuwait;Asia;1992;75,19;1418095;KWT
Kuwait;Asia;1997;76,156;1765345;KWT
Kuwait;Asia;2002;76,904;2111561;KWT
Kuwait;Asia;2007;77,588;2505559;KWT
Lebanon;Asia;1952;55,928;1439529;LBN
Lebanon;Asia;1957;59,489;1647412;LBN
Lebanon;Asia;1962;62,094;1886848;LBN
Lebanon;Asia;1967;63,87;2186894;LBN
Lebanon;Asia;1972;65,421;2680018;LBN
Lebanon;Asia;1977;66,099;3115787;LBN
Lebanon;Asia;1982;66,983;3086876;LBN
Lebanon;Asia;1987;67,926;3089353;LBN
Lebanon;Asia;1992;69,292;3219994;LBN
Lebanon;Asia;1997;70,265;3430388;LBN
Lebanon;Asia;2002;71,028;3677780;LBN
Lebanon;Asia;2007;71,993;3921278;LBN
Lesotho;Africa;1952;42,138;748747;LSO
Lesotho;Africa;1957;45,047;813338;LSO
Lesotho;Africa;1962;47,747;893143;LSO
Lesotho;Africa;1967;48,492;996380;LSO
Lesotho;Africa;1972;49,767;1116779;LSO
Lesotho;Africa;1977;52,208;1251524;LSO
Lesotho;Africa;1982;55,078;1411807;LSO
Lesotho;Africa;1987;57,18;1599200;LSO
Lesotho;Africa;1992;59,685;1803195;LSO
Lesotho;Africa;1997;55,558;1982823;LSO
Lesotho;Africa;2002;44,593;2046772;LSO
Lesotho;Africa;2007;42,592;2012649;LSO
Liberia;Africa;1952;38,48;863308;LBR
Liberia;Africa;1957;39,486;975950;LBR
Liberia;Africa;1962;40,502;1112796;LBR
Liberia;Africa;1967;41,536;1279406;LBR
Liberia;Africa;1972;42,614;1482628;LBR
Liberia;Africa;1977;43,764;1703617;LBR
Liberia;Africa;1982;44,852;1956875;LBR
Liberia;Africa;1987;46,027;2269414;LBR
Liberia;Africa;1992;40,802;1912974;LBR
Liberia;Africa;1997;42,221;2200725;LBR
Liberia;Africa;2002;43,753;2814651;LBR
Liberia;Africa;2007;45,678;3193942;LBR
Libya;Africa;1952;42,723;1019729;LBY
Libya;Africa;1957;45,289;1201578;LBY
Libya;Africa;1962;47,808;1441863;LBY
Libya;Africa;1967;50,227;1759224;LBY
Libya;Africa;1972;52,773;2183877;LBY
Libya;Africa;1977;57,442;2721783;LBY
Libya;Africa;1982;62,155;3344074;LBY
Libya;Africa;1987;66,234;3799845;LBY
Libya;Africa;1992;68,755;4364501;LBY
Libya;Africa;1997;71,555;4759670;LBY
Libya;Africa;2002;72,737;5368585;LBY
Libya;Africa;2007;73,952;6036914;LBY
Madagascar;Africa;1952;36,681;4762912;MDG
Madagascar;Africa;1957;38,865;5181679;MDG
Madagascar;Africa;1962;40,848;5703324;MDG
Madagascar;Africa;1967;42,881;6334556;MDG
Madagascar;Africa;1972;44,851;7082430;MDG
Madagascar;Africa;1977;46,881;8007166;MDG
Madagascar;Africa;1982;48,969;9171477;MDG
Madagascar;Africa;1987;49,35;10568642;MDG
Madagascar;Africa;1992;52,214;12210395;MDG
Madagascar;Africa;1997;54,978;14165114;MDG
Madagascar;Africa;2002;57,286;16473477;MDG
Madagascar;Africa;2007;59,443;19167654;MDG
Malawi;Africa;1952;36,256;2917802;MWI
Malawi;Africa;1957;37,207;3221238;MWI
Malawi;Africa;1962;38,41;3628608;MWI
Malawi;Africa;1967;39,487;4147252;MWI
Malawi;Africa;1972;41,766;4730997;MWI
Malawi;Africa;1977;43,767;5637246;MWI
Malawi;Africa;1982;45,642;6502825;MWI
Malawi;Africa;1987;47,457;7824747;MWI
Malawi;Africa;1992;49,42;10014249;MWI
Malawi;Africa;1997;47,495;10419991;MWI
Malawi;Africa;2002;45,009;11824495;MWI
Malawi;Africa;2007;48,303;13327079;MWI
Malaysia;Asia;1952;48,463;6748378;MYS
Malaysia;Asia;1957;52,102;7739235;MYS
Malaysia;Asia;1962;55,737;8906385;MYS
Malaysia;Asia;1967;59,371;10154878;MYS
Malaysia;Asia;1972;63,01;11441462;MYS
Malaysia;Asia;1977;65,256;12845381;MYS
Malaysia;Asia;1982;68;14441916;MYS
Malaysia;Asia;1987;69,5;16331785;MYS
Malaysia;Asia;1992;70,693;18319502;MYS
Malaysia;Asia;1997;71,938;20476091;MYS
Malaysia;Asia;2002;73,044;22662365;MYS
Malaysia;Asia;2007;74,241;24821286;MYS
Mali;Africa;1952;33,685;3838168;MLI
Mali;Africa;1957;35,307;4241884;MLI
Mali;Africa;1962;36,936;4690372;MLI
Mali;Africa;1967;38,487;5212416;MLI
Mali;Africa;1972;39,977;5828158;MLI
Mali;Africa;1977;41,714;6491649;MLI
Mali;Africa;1982;43,916;6998256;MLI
Mali;Africa;1987;46,364;7634008;MLI
Mali;Africa;1992;48,388;8416215;MLI
Mali;Africa;1997;49,903;9384984;MLI
Mali;Africa;2002;51,818;10580176;MLI
Mali;Africa;2007;54,467;12031795;MLI
Mauritania;Africa;1952;40,543;1022556;MRT
Mauritania;Africa;1957;42,338;1076852;MRT
Mauritania;Africa;1962;44,248;1146757;MRT
Mauritania;Africa;1967;46,289;1230542;MRT
Mauritania;Africa;1972;48,437;1332786;MRT
Mauritania;Africa;1977;50,852;1456688;MRT
Mauritania;Africa;1982;53,599;1622136;MRT
Mauritania;Africa;1987;56,145;1841240;MRT
Mauritania;Africa;1992;58,333;2119465;MRT
Mauritania;Africa;1997;60,43;2444741;MRT
Mauritania;Africa;2002;62,247;2828858;MRT
Mauritania;Africa;2007;64,164;3270065;MRT
Mauritius;Africa;1952;50,986;516556;MUS
Mauritius;Africa;1957;58,089;609816;MUS
Mauritius;Africa;1962;60,246;701016;MUS
Mauritius;Africa;1967;61,557;789309;MUS
Mauritius;Africa;1972;62,944;851334;MUS
Mauritius;Africa;1977;64,93;913025;MUS
Mauritius;Africa;1982;66,711;992040;MUS
Mauritius;Africa;1987;68,74;1042663;MUS
Mauritius;Africa;1992;69,745;1096202;MUS
Mauritius;Africa;1997;70,736;1149818;MUS
Mauritius;Africa;2002;71,954;1200206;MUS
Mauritius;Africa;2007;72,801;1250882;MUS
Mexico;Americas;1952;50,789;30144317;MEX
Mexico;Americas;1957;55,19;35015548;MEX
Mexico;Americas;1962;58,299;41121485;MEX
Mexico;Americas;1967;60,11;47995559;MEX
Mexico;Americas;1972;62,361;55984294;MEX
Mexico;Americas;1977;65,032;63759976;MEX
Mexico;Americas;1982;67,405;71640904;MEX
Mexico;Americas;1987;69,498;80122492;MEX
Mexico;Americas;1992;71,455;88111030;MEX
Mexico;Americas;1997;73,67;95895146;MEX
Mexico;Americas;2002;74,902;102479927;MEX
Mexico;Americas;2007;76,195;108700891;MEX
Mongolia;Asia;1952;42,244;800663;MNG
Mongolia;Asia;1957;45,248;882134;MNG
Mongolia;Asia;1962;48,251;1010280;MNG
Mongolia;Asia;1967;51,253;1149500;MNG
Mongolia;Asia;1972;53,754;1320500;MNG
Mongolia;Asia;1977;55,491;1528000;MNG
Mongolia;Asia;1982;57,489;1756032;MNG
Mongolia;Asia;1987;60,222;2015133;MNG
Mongolia;Asia;1992;61,271;2312802;MNG
Mongolia;Asia;1997;63,625;2494803;MNG
Mongolia;Asia;2002;65,033;2674234;MNG
Mongolia;Asia;2007;66,803;2874127;MNG
Montenegro;Europe;1952;59,164;413834;MNE
Montenegro;Europe;1957;61,448;442829;MNE
Montenegro;Europe;1962;63,728;474528;MNE
Montenegro;Europe;1967;67,178;501035;MNE
Montenegro;Europe;1972;70,636;527678;MNE
Montenegro;Europe;1977;73,066;560073;MNE
Montenegro;Europe;1982;74,101;562548;MNE
Montenegro;Europe;1987;74,865;569473;MNE
Montenegro;Europe;1992;75,435;621621;MNE
Montenegro;Europe;1997;75,445;692651;MNE
Montenegro;Europe;2002;73,981;720230;MNE
Montenegro;Europe;2007;74,543;684736;MNE
Morocco;Africa;1952;42,873;9939217;MAR
Morocco;Africa;1957;45,423;11406350;MAR
Morocco;Africa;1962;47,924;13056604;MAR
Morocco;Africa;1967;50,335;14770296;MAR
Morocco;Africa;1972;52,862;16660670;MAR
Morocco;Africa;1977;55,73;18396941;MAR
Morocco;Africa;1982;59,65;20198730;MAR
Morocco;Africa;1987;62,677;22987397;MAR
Morocco;Africa;1992;65,393;25798239;MAR
Morocco;Africa;1997;67,66;28529501;MAR
Morocco;Africa;2002;69,615;31167783;MAR
Morocco;Africa;2007;71,164;33757175;MAR
Mozambique;Africa;1952;31,286;6446316;MOZ
Mozambique;Africa;1957;33,779;7038035;MOZ
Mozambique;Africa;1962;36,161;7788944;MOZ
Mozambique;Africa;1967;38,113;8680909;MOZ
Mozambique;Africa;1972;40,328;9809596;MOZ
Mozambique;Africa;1977;42,495;11127868;MOZ
Mozambique;Africa;1982;42,795;12587223;MOZ
Mozambique;Africa;1987;42,861;12891952;MOZ
Mozambique;Africa;1992;44,284;13160731;MOZ
Mozambique;Africa;1997;46,344;16603334;MOZ
Mozambique;Africa;2002;44,026;18473780;MOZ
Mozambique;Africa;2007;42,082;19951656;MOZ
Myanmar;Asia;1952;36,319;20092996;MMR
Myanmar;Asia;1957;41,905;21731844;MMR
Myanmar;Asia;1962;45,108;23634436;MMR
Myanmar;Asia;1967;49,379;25870271;MMR
Myanmar;Asia;1972;53,07;28466390;MMR
Myanmar;Asia;1977;56,059;31528087;MMR
Myanmar;Asia;1982;58,056;34680442;MMR
Myanmar;Asia;1987;58,339;38028578;MMR
Myanmar;Asia;1992;59,32;40546538;MMR
Myanmar;Asia;1997;60,328;43247867;MMR
Myanmar;Asia;2002;59,908;45598081;MMR
Myanmar;Asia;2007;62,069;47761980;MMR
Namibia;Africa;1952;41,725;485831;NAM
Namibia;Africa;1957;45,226;548080;NAM
Namibia;Africa;1962;48,386;621392;NAM
Namibia;Africa;1967;51,159;706640;NAM
Namibia;Africa;1972;53,867;821782;NAM
Namibia;Africa;1977;56,437;977026;NAM
Namibia;Africa;1982;58,968;1099010;NAM
Namibia;Africa;1987;60,835;1278184;NAM
Namibia;Africa;1992;61,999;1554253;NAM
Namibia;Africa;1997;58,909;1774766;NAM
Namibia;Africa;2002;51,479;1972153;NAM
Namibia;Africa;2007;52,906;2055080;NAM
Nepal;Asia;1952;36,157;9182536;NPL
Nepal;Asia;1957;37,686;9682338;NPL
Nepal;Asia;1962;39,393;10332057;NPL
Nepal;Asia;1967;41,472;11261690;NPL
Nepal;Asia;1972;43,971;12412593;NPL
Nepal;Asia;1977;46,748;13933198;NPL
Nepal;Asia;1982;49,594;15796314;NPL
Nepal;Asia;1987;52,537;17917180;NPL
Nepal;Asia;1992;55,727;20326209;NPL
Nepal;Asia;1997;59,426;23001113;NPL
Nepal;Asia;2002;61,34;25873917;NPL
Nepal;Asia;2007;63,785;28901790;NPL
Netherlands;Europe;1952;72,13;10381988;NLD
Netherlands;Europe;1957;72,99;11026383;NLD
Netherlands;Europe;1962;73,23;11805689;NLD
Netherlands;Europe;1967;73,82;12596822;NLD
Netherlands;Europe;1972;73,75;13329874;NLD
Netherlands;Europe;1977;75,24;13852989;NLD
Netherlands;Europe;1982;76,05;14310401;NLD
Netherlands;Europe;1987;76,83;14665278;NLD
Netherlands;Europe;1992;77,42;15174244;NLD
Netherlands;Europe;1997;78,03;15604464;NLD
Netherlands;Europe;2002;78,53;16122830;NLD
Netherlands;Europe;2007;79,762;16570613;NLD
New Zealand;Oceania;1952;69,39;1994794;NZL
New Zealand;Oceania;1957;70,26;2229407;NZL
New Zealand;Oceania;1962;71,24;2488550;NZL
New Zealand;Oceania;1967;71,52;2728150;NZL
New Zealand;Oceania;1972;71,89;2929100;NZL
New Zealand;Oceania;1977;72,22;3164900;NZL
New Zealand;Oceania;1982;73,84;3210650;NZL
New Zealand;Oceania;1987;74,32;3317166;NZL
New Zealand;Oceania;1992;76,33;3437674;NZL
New Zealand;Oceania;1997;77,55;3676187;NZL
New Zealand;Oceania;2002;79,11;3908037;NZL
New Zealand;Oceania;2007;80,204;4115771;NZL
Nicaragua;Americas;1952;42,314;1165790;NIC
Nicaragua;Americas;1957;45,432;1358828;NIC
Nicaragua;Americas;1962;48,632;1590597;NIC
Nicaragua;Americas;1967;51,884;1865490;NIC
Nicaragua;Americas;1972;55,151;2182908;NIC
Nicaragua;Americas;1977;57,47;2554598;NIC
Nicaragua;Americas;1982;59,298;2979423;NIC
Nicaragua;Americas;1987;62,008;3344353;NIC
Nicaragua;Americas;1992;65,843;4017939;NIC
Nicaragua;Americas;1997;68,426;4609572;NIC
Nicaragua;Americas;2002;70,836;5146848;NIC
Nicaragua;Americas;2007;72,899;5675356;NIC
Niger;Africa;1952;37,444;3379468;NER
Niger;Africa;1957;38,598;3692184;NER
Niger;Africa;1962;39,487;4076008;NER
Niger;Africa;1967;40,118;4534062;NER
Niger;Africa;1972;40,546;5060262;NER
Niger;Africa;1977;41,291;5682086;NER
Niger;Africa;1982;42,598;6437188;NER
Niger;Africa;1987;44,555;7332638;NER
Niger;Africa;1992;47,391;8392818;NER
Niger;Africa;1997;51,313;9666252;NER
Niger;Africa;2002;54,496;11140655;NER
Niger;Africa;2007;56,867;12894865;NER
Nigeria;Africa;1952;36,324;33119096;NGA
Nigeria;Africa;1957;37,802;37173340;NGA
Nigeria;Africa;1962;39,36;41871351;NGA
Nigeria;Africa;1967;41,04;47287752;NGA
Nigeria;Africa;1972;42,821;53740085;NGA
Nigeria;Africa;1977;44,514;62209173;NGA
