Hrapx,Hrapy,Lat,Lon,Globvalue
879.3333,606.1667,42.235,-79.2905,0.2692
577.5833,591.5833,44.6456,-95.0654,0.2692
492.5,239.1667,32.4658,-101.1247,0.2692
804.75,571.5,42.0331,-83.5515,0.2692
842.1667,561.1667,41.2098,-81.9796,0.2692
665.0833,428,37.352,-92.4357,0.2692
599.3333,546.1667,43.1022,-94.3325,0.2692
521.3333,594.25,44.8054,-98.1368,0.2692
591.5833,554.5,43.1117,-94.7401,0.2692
583.4167,558.25,43.0471,-95.2047,0.2692
504.5,329.5,35.2143,-100.3034,0.2692
487,594.1667,45.3252,-100.096,0.2692
451.0833,613.0833,46.1079,-102.0591,0.2692
533.75,300.25,34.2726,-99.1525,0.2692
497.9167,276.4167,33.7071,-100.7813,0.2692
706,439,37.6995,-90.4027,0.2692
460.75,627.0833,46.8314,-101.4433,0.2692
806.25,538.8333,40.9266,-84.0847,0.2692
752.3333,508.8333,40.0943,-87.2029,0.2692
502.5833,606.5833,45.6496,-99.1709,0.2692
557.75,636.75,46.7879,-95.7616,0.2692
547.5833,269,33.2396,-98.6883,0.2692
547.8333,554.25,43.3042,-97.0577,0.2692
621.5,572.25,43.6989,-92.8769,0.2692
486.5,314.5,34.8566,-101.1675,0.2692
798.0833,550.3333,41.4247,-84.2632,0.2692
408.6667,654.25,47.7014,-104.5005,0.2692
572.75,622.8333,46.0298,-95.0475,0.27
530.25,451.6667,38.5011,-98.6037,0.27
796.75,434.3333,37.1707,-86.2739,0.27
696.4167,464.5,38.3847,-90.5836,0.27
474.5,609.5833,45.9578,-100.7405,0.27
636.0833,450.25,38.2405,-93.5595,0.27
843.9167,585.4167,41.9614,-81.4114,0.27
757.25,186.25,28.7308,-90.8463,0.27
578.9167,574.5833,44.3158,-95.1623,0.27
766.3333,531.4167,41.0302,-86.1272,0.27
537.75,450.4167,38.4101,-98.2582,0.27
432.25,311.0833,35.1446,-103.576,0.27
455.3333,606.5,45.6953,-101.8422,0.27
591.5833,442.0833,38.2465,-95.7133,0.27
886.6667,200.5833,28.1933,-85.8729,0.27
590,356.4167,35.5329,-96.3688,0.27
872.9167,574.25,41.2426,-80.2833,0.27
617.6667,356.6667,35.6165,-95.116,0.27
603.5833,124.5833,27.3014,-97.1169,0.27
503.6667,274.6667,33.743,-100.545,0.2708
856.3333,211.0833,28.8833,-86.8498,0.2708
735.4167,376.0833,35.5357,-89.7621,0.2708
431.5833,242.0833,32.7117,-103.6755,0.2708
478.9167,215.4167,31.5867,-101.7481,0.2708
581.25,553.0833,43.195,-95.2964,0.2708
520.5,603.25,45.4069,-98.1722,0.2708
300.9167,688.3333,49.3897,-111.2324,0.2708
729.75,508.75,40.1361,-88.2753,0.2708
494.0833,618.4167,46.1951,-99.5667,0.2708
670.75,353.0833,35.2838,-92.8138,0.2708
486.6667,604.0833,45.5574,-100.0694,0.2708
477.25,550.1667,43.8423,-100.819,0.2708
723.1667,478.9167,39.2487,-88.9786,0.2708
797.75,465.4167,38.3602,-85.725,0.2708
466.5,602.9167,45.5993,-101.2148,0.2708
887.25,219.6667,28.8687,-85.6,0.2708
425,625.3333,46.5618,-103.5224,0.2708
517.1667,565.5833,44.2125,-98.5849,0.2708
409.5,629,46.9537,-104.4317,0.2708
773.0833,492.3333,39.4868,-86.4402,0.2708
807,555.4167,41.4543,-83.7469,0.2717
786.8333,530.6667,40.9097,-85.1431,0.2717
526.25,275.0833,33.4771,-99.5702,0.2717
797.4167,587.4167,42.6116,-83.6047,0.2717
438.8333,300.75,34.8196,-103.297,0.2717
570.75,110.0833,27.1433,-98.4236,0.2717
810.75,471.75,38.4161,-85.0431,0.2717
793.6667,463.0833,38.3448,-85.9438,0.2717
702.0833,562.5833,42.9393,-88.7922,0.2717
762.6667,578.25,42.6861,-85.4853,0.2717
474.1667,632.1667,46.7904,-100.6344,0.2717
383.1667,582,45.0142,-105.9337,0.2717
456.25,323.25,35.2129,-102.4752,0.2717
638.25,111.1667,26.7529,-95.8921,0.2717
780.8333,581.5833,42.5868,-84.5244,0.2717
490.1667,259.5833,33.1374,-101.1637,0.2717
260.75,685.6667,49.0863,-113.6757,0.2717
569.5,567.3333,43.9664,-95.7416,0.2717
451.9167,668.8333,48.1679,-101.8893,0.2717
416.3333,610.4167,46.0723,-104.0565,0.2717
423,591.75,45.3089,-103.694,0.2717
762.1667,568.25,42.4114,-85.6814,0.2717
776.25,223.75,30.2337,-89.7451,0.2717
730.0833,216.75,30.5842,-91.6051,0.2717
805.75,229.3333,30.277,-88.535,0.2717
458.25,601.0833,45.4684,-101.6675,0.2717
426.5,542.8333,43.2948,-103.6182,0.2717
625.4167,352.1667,35.3558,-94.8286,0.2717
791.25,190.3333,28.5177,-89.54,0.2725
483.3333,600.1667,45.4626,-100.279,0.2725
518.4167,549.5,43.7258,-98.6027,0.2725
442.25,621.6667,46.445,-102.549,0.2725
442.25,602.6667,45.5488,-102.6033,0.2725
832.9167,527.5833,40.2033,-83.0493,0.2725
778.9167,572.0833,42.346,-84.7903,0.2725
544.3333,574.5,44.2662,-97.0445,0.2725
564.0833,561.25,43.4668,-96.1419,0.2725
854.5833,560.8333,41.0383,-81.4083,0.2725
449,595.75,45.2069,-102.2393,0.2725
776.8333,486.8333,39.2008,-86.3604,0.2725
511.75,566.4167,44.2634,-98.869,0.2725
704.75,148.3333,27.3882,-93.1755,0.2725
422.6667,255.5,33.3153,-104.0535,0.2725
759.3333,456.1667,38.1608,-87.6524,0.2725
827.0833,213.5,29.3087,-87.9096,0.2725
534.6667,304.25,34.4352,-99.1019,0.2725
444.5833,345.6667,35.7387,-102.9378,0.2725
747.75,172.3333,27.887,-91.3704,0.2725
763.8333,224.25,30.4829,-90.2136,0.2725
624.5833,127.5833,27.37,-96.3103,0.2725
579.6667,566.75,43.3816,-95.3282,0.2733
268.8333,686.25,49.157,-113.1888,0.2733
832.5833,562.8333,41.4301,-82.395,0.2733
789.1667,230.75,30.4944,-89.1575,0.2733
756.4167,168.5833,27.8404,-91.0688,0.2733
495.25,662.8333,47.8449,-99.3037,0.2733
515.9167,561.5,43.9455,-98.6694,0.2733
768,558.0833,41.6337,-85.6815,0.2733
777.75,493.75,39.4447,-86.2018,0.2733
545.8333,566.1667,44.1644,-97.0256,0.2733
744.1667,553.4167,41.7632,-86.9156,0.2733
740.75,222.5,30.7108,-91.1298,0.2733
475.75,614.3333,46.0978,-100.6462,0.2733
462.3333,256,33.1015,-102.3537,0.2733
400.5,205.8333,31.4827,-105,0.2733
605.9167,115.9167,27.0391,-97.0708,0.2733
421.5833,589.25,45.2527,-103.7802,0.2733
801.5833,535.8333,40.9342,-84.3569,0.2733
414.75,632.5,47.0913,-104.1267,0.2733
687,464.25,38.4295,-91.0256,0.2733
421.5833,589.6667,45.286,-103.7807,0.2733
552.0833,319.1667,34.7732,-98.2645,0.2733
427.1667,326,35.6524,-103.7792,0.2733
247.5833,686.5833,49.0964,-114.4891,0.2733
808,580.3333,42.3227,-83.2275,0.2733
837.1667,536.75,40.4295,-82.684,0.2733
477.25,228.0833,32.1807,-101.7997,0.2733
470.9167,315.75,35.1083,-101.8299,0.2733
507.1667,354.0833,35.7923,-100.0674,0.2733
570.1667,533.5,42.9497,-95.9675,0.2733
805.75,234.4167,30.4311,-88.476,0.2733
739.25,551.5833,41.2519,-87.2755,0.2733
832.5,575,41.7883,-82.1581,0.2733
705.6667,433.8333,37.3137,-90.527,0.2733
541.5833,566,44.123,-97.2624,0.2733
488.25,254.4167,32.9606,-101.2568,0.2733
265.0833,686.9167,49.1793,-113.4267,0.2733
457.9167,623.5833,46.5212,-101.6283,0.2742
455.9167,226.5,31.9702,-102.6841,0.2742
895.75,213.5,28.6007,-85.3658,0.2742
472.8333,608.25,45.703,-100.8347,0.2742
442.5833,600.4167,45.7078,-102.5777,0.2742
737.9167,146,27.2877,-91.953,0.2742
776.5,224.3333,30.3808,-89.7174,0.2742
490.4167,278.1667,33.658,-101.106,0.2742
499.3333,626.1667,46.3498,-99.2165,0.2742
679.4167,381.9167,36.2225,-92.1325,0.2742
782,558.0833,41.8713,-84.8963,0.2742
768.3333,549.4167,41.3135,-85.8098,0.2742
450.1667,610,45.9951,-102.1211,0.2742
517.25,563.25,44.0308,-98.5858,0.2742
594.5833,454.8333,38.4646,-95.4982,0.2742
921.8333,215.0833,28.3668,-84.4011,0.2742
742,542.3333,41.4228,-87.1526,0.2742
467.8333,245.75,32.6413,-102.1313,0.2742
410.5,603,45.7943,-104.4026,0.2742
736.5833,217.25,30.3199,-91.3554,0.2742
463.9167,571.1667,44.4946,-101.4684,0.275
437.3333,616.75,46.3586,-102.8414,0.275
740.5,466,38.46,-88.4451,0.275
489.1667,631.5,46.8451,-99.7776,0.275
817.4167,510.9167,39.6334,-84.0859,0.275
505.1667,578.3333,44.6318,-99.1617,0.275
519.25,298.3333,34.2656,-99.7992,0.275
792.4167,498.75,39.4473,-85.4484,0.275
823.6667,212.5,29.3177,-88.0501,0.275
542.0833,608.0833,45.7513,-96.9131,0.275
474.25,225.8333,31.9679,-101.9261,0.275
591.3333,343,35.2699,-96.4001,0.275
532.5833,321.4167,34.7291,-99.1129,0.275
605.5833,231.25,31.6063,-96.4936,0.275
779.6667,188.25,28.7349,-89.9749,0.275
815.5833,573.8333,41.9665,-82.9873,0.275
439.5,210.0833,31.5838,-103.3892,0.275
567.9167,263.6667,32.9505,-97.8566,0.275
427,631,47.078,-103.4089,0.275
802.9167,493.75,39.2628,-85.0335,0.275
496,619.5,46.081,-99.4647,0.275
836.25,435.5,37.011,-84.4924,0.275
694.6667,208.4167,30.3547,-93.0803,0.275
770.5833,583.4167,42.7248,-85.0025,0.275
847.9167,209.0833,28.8481,-87.1931,0.275
846.4167,478.5,38.3411,-83.3265,0.275
575.75,601.4167,44.7081,-95.0514,0.275
738.8333,534.9167,41.1624,-87.4753,0.275
772.4167,556,41.9302,-85.3962,0.275
635.4167,460,38.357,-93.5387,0.275
590.1667,309.5833,34.5382,-96.6487,0.275
484.75,605.25,45.6289,-100.1612,0.275
844.25,582.0833,41.8589,-81.4627,0.275
405.4167,622,46.3276,-104.65,0.275
515.25,555.9167,43.808,-98.7484,0.275
456.5,606.1667,45.6593,-101.7752,0.275
424.5833,647.3333,47.465,-103.5299,0.2758
528.6667,313.4167,34.7787,-99.3162,0.2758
483.6667,664,47.8837,-99.989,0.2758
741.5833,227.4167,30.8658,-91.0493,0.2758
810.25,231,30.2916,-88.3432,0.2758
818.8333,566.1667,41.6616,-82.9806,0.2758
791.3333,527.5,40.3427,-85.0563,0.2758
774.5,489,39.2777,-86.4328,0.2758
615.1667,588.1667,44.4537,-93.0805,0.2758
590.0833,559.8333,43.0609,-94.7404,0.2758
859.5,548.25,40.4945,-81.4371,0.2758
810,186.8333,28.3473,-88.8592,0.2758
785.5833,212.25,29.4425,-89.5197,0.2758
806,520.1667,40.3359,-84.4263,0.2758
649.5,550.6667,42.9185,-91.6846,0.2758
811.8333,220.0833,29.7921,-88.4081,0.2758
810,524.8333,40.4032,-84.1596,0.2767
536.75,552.9167,43.1873,-97.6405,0.2767
826.75,549.5,41.0341,-82.9258,0.2767
840.9167,220.6667,29.4701,-87.3059,0.2767
794.25,565.9167,41.9528,-84.1632,0.2767
847.6667,596.75,42.3047,-80.995,0.2767
766.5,572.0833,42.4836,-85.4003,0.2767
568.8333,579.3333,44.1609,-95.6236,0.2767
493.5833,593.25,45.0284,-99.6817,0.2767
640.8333,362,35.5724,-94.0634,0.2767
512.3333,629,46.7624,-98.4396,0.2767
611.6667,380.75,36.5481,-95.1767,0.2767
777.8333,222.75,30.3136,-89.6829,0.2767
761.3333,512.0833,40.2512,-86.6868,0.2767
682.5,79.5833,25.8832,-94.4636,0.2767
689.3333,197.3333,29.8177,-93.3674,0.2767
524.9167,555.6667,43.4914,-98.2691,0.2767
773,491.4167,39.3906,-86.4627,0.2767
559.5,565.1667,44.0041,-96.3007,0.2767
507.25,624.4167,46.2929,-98.7803,0.2767
545.5,349.3333,35.6323,-98.3715,0.2767
454.5833,633,46.9344,-101.7808,0.2767
779.75,563,42.0184,-84.9159,0.2767
753.8333,552.4167,41.564,-86.4593,0.2767
822.8333,533.3333,40.5676,-83.4097,0.2767
673.5833,220.3333,30.9153,-93.8205,0.2767
786.0833,531.75,40.5603,-85.2268,0.2775
655.0833,558.5,43.0802,-91.2811,0.2775
467.9167,564.1667,44.3116,-101.2782,0.2775
665.9167,423.5,37.6369,-92.3318,0.2775
778.1667,521.25,40.1387,-85.7937,0.2775
541.1667,636.5,46.7777,-96.7288,0.2775
580.8333,573.5833,44.1966,-95.0643,0.2775
435.6667,629.9167,46.8987,-102.8997,0.2775
535.75,207.9167,31.099,-99.4425,0.2775
586.9167,579.8333,44.4739,-94.6785,0.2775
266.4167,686.4167,49.1708,-113.3379,0.2775
786.0833,222.9167,30.1534,-89.3653,0.2775
781.1667,466.5833,38.4514,-86.4682,0.2775
487.9167,588.0833,45.0013,-100.0784,0.2775
792.5833,221.6667,30.2074,-89.1257,0.2775
739.9167,477.4167,39.166,-88.2159,0.2775
618.5833,561.25,43.3177,-93.2475,0.2775
699.4167,444,38.3699,-90.5248,0.2775
376.8333,644.25,47.5353,-106.3815,0.2775
432.5,606.8333,45.6993,-103.1272,0.2775
795.75,193.4167,28.698,-89.3252,0.2775
642.3333,364.4167,35.5497,-93.9864,0.2775
590.75,545.75,43.0138,-94.8616,0.2775
716.75,502.9167,40.4308,-88.9778,0.2775
801.5,222.9167,30.04,-88.7695,0.2775
530.5,276.0833,33.5121,-99.386,0.2783
433.75,629.3333,46.9228,-103.0147,0.2783
444.3333,276.3333,33.7532,-103.0921,0.2783
793.5,584,42.5107,-83.8577,0.2783
462.4167,568.8333,43.3213,-101.6547,0.2783
861.8333,202.9167,28.5874,-86.7441,0.2783
844.75,539,40.4237,-82.2917,0.2783
806.8333,532.8333,40.7435,-84.1646,0.2783
583.9167,553.0833,43.0733,-95.1552,0.2783
479.0833,604.6667,45.6668,-100.4967,0.2783
690.75,412,37.0771,-91.306,0.2783
491.3333,549,43.2576,-100.1387,0.2783
499.6667,556.6667,43.9633,-99.5858,0.2783
578.75,212.8333,31.1629,-97.674,0.2783
261,686.5,49.1491,-113.6733,0.2783
476.25,578.0833,44.6213,-100.7517,0.2783
533.4167,293.6667,34.1012,-99.184,0.2783
510.5,572.5,44.2803,-98.8938,0.2783
496.25,582.3333,44.8287,-99.6366,0.2783
673.8333,387.75,36.2142,-92.3487,0.2792
802,536.5,40.5065,-84.4182,0.2792
667.75,434.9167,38.0542,-92.1101,0.2792
503,561.1667,43.4813,-99.453,0.2792
464.1667,617.75,46.187,-101.2777,0.2792
868.5833,203.5833,28.5222,-86.4873,0.2792
834.75,550.25,40.9704,-82.5362,0.2792
794.5,206.1667,29.3861,-89.2213,0.2792
791.1667,498.9167,39.5806,-85.4885,0.2792
548.3333,547.0833,43.1213,-97.082,0.2792
222.1667,691.5833,49.2296,-116.0991,0.2792
801.5,559.5833,41.6818,-83.9296,0.2792
727.5833,87.25,25.759,-92.7781,0.2792
273.0833,684.75,49.1872,-112.9167,0.2792
546.5833,422.25,38.5217,-97.8979,0.2792
545.6667,577.8333,44.3402,-96.9509,0.2792
747.1667,574.75,42.7611,-86.3183,0.2792
489.5,279.5833,33.8848,-101.1341,0.2792
767.1667,470.0833,38.3878,-87.1709,0.2792
617.0833,573.6667,43.9852,-93.1249,0.2792
488.5833,305.0833,34.7818,-101.0983,0.2792
614.5833,358.25,35.4606,-95.2638,0.2792
536.75,582.0833,44.5534,-97.41,0.2792
513.9167,349.5833,35.7556,-99.7893,0.2792
575,77.5,26.335,-98.4206,0.2792
501.4167,255.8333,32.9624,-100.6978,0.28
475.9167,600.1667,45.509,-100.7011,0.28
454.25,595.1667,45.3755,-101.9314,0.28
798.25,571.9167,42.0927,-83.8577,0.28
466.1667,289.75,34.3523,-102.1242,0.28
790.75,563.4167,41.9353,-84.3766,0.28
828.6667,549.3333,41.0261,-82.8388,0.28
585.5833,563.1667,43.1997,-94.9731,0.28
496.6667,611.5833,45.6921,-99.4728,0.28
819.75,503.8333,39.427,-84.098,0.28
759.0833,544.9167,41.2127,-86.3381,0.28
796.3333,205.3333,29.3128,-89.1603,0.28
235.75,693.9167,49.3219,-115.292,0.28
792.9167,528.25,40.3874,-84.971,0.28
296.0833,705.9167,50.0792,-111.6544,0.28
252.25,688.8333,49.1676,-114.2259,0.28
497.4167,602.5,45.3686,-99.476,0.28
654,429.1667,37.9769,-92.8016,0.28
861.8333,540.5,40.1928,-81.4847,0.28
795.5833,564.75,41.9056,-84.1206,0.28
363.8333,641.5,47.4956,-107.1565,0.28
434.25,591.9167,45.3866,-103.0729,0.28
433.9167,631,47.0137,-103.0038,0.28
463.75,624.9167,46.5162,-101.278,0.2808
729.8333,539.4167,41.4337,-87.836,0.2808
485.5,567.3333,44.3471,-100.3003,0.2808
456.8333,542.25,43.7225,-101.9498,0.2808
625.1667,215.1667,30.8818,-95.7986,0.2808
667.25,427.4167,37.7946,-92.2265,0.2808
758.3333,545.75,41.3016,-86.3504,0.2808
603.9167,558.75,43.1514,-94.0566,0.2808
660.9167,581.25,44.0973,-90.689,0.2808
398.5833,221.75,32.113,-105.0805,0.2808
427.5,614.1667,46.1565,-103.399,0.2808
815,491.1667,39.125,-84.5137,0.2808
620.75,135.0833,27.6718,-96.4159,0.2808
275.4167,690.6667,49.4197,-112.8226,0.2808
297.75,687.75,49.3548,-111.4238,0.2808
855.75,564.25,41.1221,-81.2848,0.2808
808.5833,545.75,41.1504,-83.8483,0.2808
419.25,607.25,45.9746,-103.8931,0.2808
560.5833,563.75,43.8853,-96.2488,0.2808
827.0833,436.75,37.1605,-84.8686,0.2808
524.4167,332.5833,35.1366,-99.4065,0.2808
453.5,314.3333,34.9022,-102.6301,0.2808
822.6667,532.4167,40.4773,-83.4344,0.2817
804.5,232.1667,30.4055,-88.5508,0.2817
731.5,392.3333,36.257,-89.704,0.2817
529.0833,618.9167,46.0395,-97.566,0.2817
842.75,442.8333,37.1638,-84.0926,0.2817
788.75,539.3333,41.2108,-84.9026,0.2817
441.5,309.9167,34.9589,-103.1717,0.2817
779.25,526.75,40.4732,-85.6497,0.2817
623.6667,416.5,37.6809,-94.3439,0.2817
685.0833,362.75,35.3832,-92.1177,0.2817
823.1667,538.0833,40.6417,-83.3074,0.2817
851.3333,191.6667,28.2077,-87.2739,0.2817
529.9167,312.75,34.7412,-99.2642,0.2817
878.6667,572.5,41.108,-80.0554,0.2817
769.5833,496.0833,39.5301,-86.5498,0.2817
676.5833,208.6667,30.3322,-93.7919,0.2817
927,215.8333,28.4005,-84.1957,0.2817
674.3333,402.4167,36.9865,-92.1531,0.2817
809,466.5,38.2768,-85.2043,0.2817
734.3333,543.75,41.557,-87.5475,0.2817
583.5833,348.3333,35.3534,-96.7042,0.2817
744.0833,545,41.489,-87.0541,0.2817
834.6667,195.75,28.5913,-87.8319,0.2817
721.8333,501.6667,40.0605,-88.7581,0.2817
879.3333,548.6667,40.2601,-80.5245,0.2825
797.5833,158.3333,27.2832,-89.6385,0.2825
505.5833,561.75,44.0739,-99.2332,0.2825
817.5833,506.1667,39.4815,-84.1666,0.2825
421.8333,612.0833,46.0997,-103.7335,0.2825
500.8333,561.25,43.5531,-99.575,0.2825
501.5,632.75,46.7399,-99.0503,0.2825
567,581.9167,44.5133,-95.7457,0.2825
710.6667,193.6667,29.4075,-92.5711,0.2825
770.5833,509.9167,39.866,-86.3308,0.2825
613.6667,563.5833,43.2625,-93.4995,0.2825
534.5833,576.8333,44.5961,-97.5626,0.2825
707.3333,149.0833,27.4326,-93.0693,0.2825
548.4167,449.9167,38.4185,-97.7691,0.2825
756.0833,226.5,30.6581,-90.4938,0.2825
526.0833,292.6667,34.1378,-99.5075,0.2825
497.4167,220.3333,31.8327,-100.9778,0.2825
507.5833,290.5,33.9923,-100.3306,0.2825
453.0833,621.0833,46.3867,-101.9123,0.2825
724.5833,178.4167,28.483,-92.1767,0.2833
482.75,597.5833,45.4489,-100.3217,0.2833
469.75,221.5,31.6867,-102.1131,0.2833
757.1667,434.6667,37.3391,-88.1102,0.2833
498.6667,299.25,34.5262,-100.6769,0.2833
270.5,687.75,49.207,-113.1009,0.2833
496.4167,623.25,46.5009,-99.4095,0.2833
423.8333,316.4167,35.3247,-103.9504,0.2833
755.5,515.8333,40.4508,-86.9339,0.2833
497.3333,626.6667,46.2814,-99.3497,0.2833
547.75,615,46.0119,-96.5215,0.2833
615,359.5833,35.4041,-95.241,0.2833
546.4167,288.8333,33.9146,-98.6578,0.2833
464.25,613.25,45.9558,-101.2921,0.2833
489.6667,633.9167,46.9419,-99.7368,0.2833
918.5833,228.5833,28.8983,-84.3273,0.2833
598.4167,563.0833,43.6915,-94.2313,0.2833
730.8333,546.25,41.1323,-87.7786,0.2833
395.3333,644.4167,47.503,-105.2783,0.2833
472.0833,625,46.586,-100.8006,0.2833
459.6667,626.5,46.4902,-101.511,0.2833
506,612.75,45.7907,-98.9259,0.2833
433.75,604.8333,45.9368,-103.0751,0.2833
836.0833,538.1667,40.4758,-82.7076,0.2833
432.75,648.25,47.4913,-103.0493,0.2833
820.4167,545.4167,40.9692,-83.2976,0.2833
745.5833,373.0833,35.4843,-89.3444,0.2833
889.6667,222.9167,28.9878,-85.4653,0.2833
843.1667,582.0833,41.8752,-81.5148,0.2833
460.6667,634.6667,47.0457,-101.4261,0.2833
547.1667,306.5833,34.5616,-98.5299,0.2833
560.5833,323.5833,34.8157,-97.8685,0.2833
713.6667,211.6667,30.3299,-92.3032,0.2842
228.6667,694.3333,49.3186,-115.7327,0.2842
526.4167,603.9167,45.4799,-97.8269,0.2842
780.5833,494.5833,39.3613,-86.0673,0.2842
352.9167,644.25,47.5782,-107.8027,0.2842
488.8333,551.8333,43.3075,-100.2679,0.2842
786.1667,565,42.0155,-84.5691,0.2842
572.5,572.4167,44.0851,-95.5343,0.2842
681.4167,445.8333,38.1387,-91.432,0.2842
853.3333,540.8333,40.3973,-81.8619,0.2842
807.25,582.25,42.3292,-83.2241,0.2842
817.5,213.5833,29.4376,-88.2705,0.2842
845.1667,190.6667,27.8523,-87.5695,0.2842
573.0833,555.75,43.4006,-95.7027,0.2842
675.75,81.1667,25.9549,-94.6977,0.2842
918.0833,228.6667,28.8627,-84.3488,0.2842
709.6667,529,41.1963,-88.9427,0.2842
491.1667,551.8333,43.6028,-100.0919,0.2842
481.4167,603,45.6048,-100.3641,0.2842
608.75,287.5833,33.6289,-95.9946,0.2842
757.9167,565.1667,42.3985,-85.9469,0.2842
264.8333,690.8333,49.3482,-113.4759,0.2842
468.25,253.5,33.0291,-102.1119,0.285
793.8333,228.0833,30.4253,-89.0071,0.285
861.6667,204.5,28.6276,-86.7315,0.285
803.4167,550.6667,41.3734,-84.0051,0.285
861.6667,572.8333,41.3291,-80.836,0.285
563.1667,456.8333,38.5094,-97.0122,0.285
576.25,80.4167,26.4226,-98.3663,0.285
388.6667,599.1667,45.6518,-105.6301,0.285
502.6667,349.8333,35.7737,-100.3037,0.285
509.75,262.4167,33.1946,-100.3227,0.285
526.0833,562.25,43.6616,-98.1648,0.285
497.25,572.5833,44.5299,-99.6336,0.285
784.8333,512.6667,39.9183,-85.6045,0.285
746.3333,548.9167,41.5282,-86.8794,0.285
614.0833,47.0833,25.285,-97.1325,0.285
780.0833,514.25,40.072,-85.7994,0.285
723.9167,449.8333,38.4057,-89.3219,0.285
835.1667,578.9167,41.9093,-81.9541,0.285
747.3333,562.25,42.4561,-86.5204,0.285
685.5833,457.0833,38.4797,-91.0959,0.285
792.0833,510.0833,39.788,-85.285,0.285
647.9167,66.6667,25.8166,-95.807,0.285
739.25,475.5833,39.2872,-88.2636,0.285
777.25,498.25,39.7075,-86.1458,0.285
793.75,537.5833,41.0788,-84.6953,0.285
769.9167,493,39.5237,-86.5807,0.285
807.8333,571.75,42.004,-83.3982,0.2858
825.9167,213.8333,29.3473,-87.9496,0.2858
476.25,612.1667,46.0083,-100.63,0.2858
728.25,224.0833,30.8738,-91.6061,0.2858
499.4167,270.0833,33.5784,-100.7481,0.2858
507.8333,439.9167,38.203,-99.7548,0.2858
922.9167,201.9167,27.8708,-84.548,0.2858
463.75,613.25,46.1191,-101.3397,0.2858
750.75,510.5,40.1016,-87.2465,0.2858
608.6667,206.8333,30.6455,-96.5088,0.2858
731.6667,481.8333,39.0889,-88.6343,0.2858
542.25,621.5833,46.0652,-96.8025,0.2858
618.0833,53,25.471,-96.9594,0.2858
650.4167,557.3333,42.9924,-91.5312,0.2858
481.4167,561.9167,43.3468,-100.6438,0.2858
767.75,557,41.9632,-85.603,0.2858
467,233.4167,32.2865,-102.21,0.2858
826.9167,535.5833,40.5556,-83.1795,0.2858
480,625.6667,46.525,-100.3343,0.2858
785.3333,572.6667,41.8732,-84.5722,0.2858
670.1667,366.1667,35.5002,-92.7347,0.2858
538.6667,73.5833,26.2391,-99.7701,0.2858
790.3333,514.1667,40.2646,-85.2601,0.2858
853.4167,238.4167,30.1117,-86.6071,0.2858
499.1667,584.8333,44.824,-99.4613,0.2858
434.5,624.0833,46.4055,-102.9633,0.2867
241.25,689.5833,49.2768,-114.9146,0.2867
577,557.9167,43.7302,-95.4189,0.2867
802,499.0833,39.3743,-84.9968,0.2867
520.3333,564.25,43.9966,-98.4066,0.2867
485.75,249.3333,32.7472,-101.3729,0.2867
789,490.25,39.1588,-85.7461,0.2867
544.5,637.5833,46.7126,-96.5356,0.2867
524.6667,619.1667,46.0912,-97.815,0.2867
813.4167,185.5,28.3145,-88.745,0.2867
460.0833,622.9167,46.4938,-101.5027,0.2867
461.25,634.3333,47.0666,-101.3937,0.2867
531.4167,578.5833,44.6415,-97.7176,0.2867
460.5,628.9167,46.6272,-101.4524,0.2867
839.8333,557.6667,41.1011,-82.1567,0.2867
833.0833,195.8333,28.6192,-87.8897,0.2867
755.5833,434.3333,37.3432,-88.1871,0.2867
437.5,209.75,31.6904,-103.475,0.2867
819.75,581.3333,42.1627,-82.6414,0.2867
829.9167,568.4167,41.5993,-82.4126,0.2867
832.3333,534.8333,40.4706,-82.9416,0.2867
579.1667,610.6667,45.4924,-94.8232,0.2867
620,561.6667,43.0767,-93.1782,0.2867
669.25,406.5,36.9889,-92.3351,0.2867
910.5,238.3333,29.3366,-84.4865,0.2867
566.9167,547,43.1002,-96.0988,0.2867
290.4167,698.6667,49.7168,-111.9597,0.2867
304.75,697.3333,49.7585,-111.0525,0.2875
821.9167,507.3333,39.4958,-83.9406,0.2875
537.25,301.9167,34.2013,-99.0032,0.2875
575.8333,204.3333,30.7156,-97.838,0.2875
757.3333,577.9167,42.8561,-85.7564,0.2875
460.5,623.9167,46.4706,-101.4828,0.2875
778.8333,567.5833,42.2267,-84.8777,0.2875
503.1667,610,45.922,-99.1003,0.2875
574.5,214.3333,31.0294,-97.833,0.2875
502.8333,619.9167,46.2373,-99.0611,0.2875
520.0833,613.1667,45.8435,-98.1234,0.2875
799.6667,519.5833,40.3676,-84.7316,0.2875
799.8333,534.6667,40.8895,-84.462,0.2875
849.25,511.9167,39.4595,-82.5969,0.2875
659.25,363.6667,35.4951,-93.2412,0.2875
661.75,425.1667,37.7494,-92.5043,0.2875
484.25,568.8333,44.4215,-100.3624,0.2875
625.75,351,35.3516,-94.8198,0.2875
799.3333,556.9167,41.5929,-84.0846,0.2875
508.1667,585,44.8033,-98.9627,0.2875
573.8333,591.6667,44.8121,-95.29,0.2875
562.6667,301,34.418,-97.8865,0.2875
834.5,194.0833,28.5567,-87.8567,0.2875
772.9167,565,42.1776,-85.2139,0.2875
543.5833,553.5833,43.3372,-97.29,0.2875
494.4167,623.3333,46.546,-99.5176,0.2875
