country,continent,year,lifeExp,pop,gdpPercap
Canada,Americas,1981,75.55,24900000,23904.52565
Canada,Americas,1982,75.76,25201900,22898.79214
Canada,Americas,1983,76.13,25456300,23329.80455
Canada,Americas,1984,76.43,25701800,24431.84887
Canada,Americas,1985,76.41,25941600,25514.7852
Canada,Americas,1986,76.56,26203800,25921.16702
Canada,Americas,1987,76.86,26549700,26626.51503
Canada,Americas,1988,76.94,26894800,27562.41454
Canada,Americas,1989,77.2,27379300,27729.89597
Canada,Americas,1990,77.51,27790600,27387.27394
Canada,Americas,1991,77.69,28117600,26491.59562
Canada,Americas,1992,77.95,28523502,26342.88426
Canada,Americas,1993,77.83,28920644,26590.39937
Canada,Americas,1994,78.02,29262472,27543.90811
Canada,Americas,1995,78.14,29619002,27969.67291
Canada,Americas,1996,78.4,29983162,28074.83649
Canada,Americas,1997,78.61,30305843,28954.92589
Canada,Americas,1998,78.83,30628924,29837.45806
Canada,Americas,1999,79.06,30957019,31154.85646
Canada,Americas,2000,79.42,31278097,32448.60764
Canada,Americas,2001,79.65,31592805,32570.56646
Canada,Americas,2002,79.77,31902268,33328.96507
Canada,Americas,2003,79.95,32207113,33635.25438
Canada,Americas,2004,80.25,32507874,34346.96551
Canada,Americas,2005,80.36,32805041,35078
Canada,Americas,2007,80.653,33390141,36319.23501
Cape Verde,Africa,1952,48.48,155037,594.7341659
Cape Verde,Africa,1957,50.98,179516,583.6337743
Cape Verde,Africa,1962,52.98,209878,695.8088512
Cape Verde,Africa,1967,55.48,246787,765.8281051
Cape Verde,Africa,1972,57.48,275392,691.5225913
Cape Verde,Africa,1977,59.98,285691,667.7823441
Cape Verde,Africa,1982,61.766,304586,1181.352308
Cape Verde,Africa,1987,64.078,330779,1481.038343
Cape Verde,Africa,1997,68.646,388383,1902.832452
Cape Verde,Africa,2002,70.203,408760,2505.291423
Cape Verde,Africa,2007,71.677,423613,3205.479398
Central African Republic,Africa,1952,35.463,1291695,1071.310713
Central African Republic,Africa,1957,37.464,1392284,1190.844328
Central African Republic,Africa,1962,39.475,1523478,1193.068753
Central African Republic,Africa,1967,41.478,1733638,1136.056615
Central African Republic,Africa,1972,43.457,1927260,1070.013275
Central African Republic,Africa,1977,46.775,2167533,1109.374338
Central African Republic,Africa,1982,48.295,2476971,956.7529907
Central African Republic,Africa,1987,50.485,2840009,844.8763504
Central African Republic,Africa,1992,49.396,3265124,747.9055252
Central African Republic,Africa,1997,46.066,3696513,740.5063317
Central African Republic,Africa,2002,43.308,4048013,738.6906068
Central African Republic,Africa,2007,44.741,4369038,706.016537
Chad,Africa,1952,38.092,2682462,1178.665927
Chad,Africa,1957,39.881,2894855,1308.495577
Chad,Africa,1962,41.716,3150417,1389.817618
Chad,Africa,1967,43.601,3495967,1196.810565
Chad,Africa,1972,45.569,3899068,1104.103987
Chad,Africa,1977,47.383,4388260,1133.98495
Chad,Africa,1982,49.517,4875118,797.9081006
Chad,Africa,1987,51.051,5498955,952.386129
Chad,Africa,1992,51.724,6429417,1058.0643
Chad,Africa,1997,51.573,7562011,1004.961353
Chad,Africa,2002,50.525,8835739,1156.18186
Chad,Africa,2007,50.651,10238807,1704.063724
Chile,Americas,1952,54.745,6377619,3939.978789
Chile,Americas,1957,56.074,7048426,4315.622723
Chile,Americas,1962,57.924,7961258,4519.094331
Chile,Americas,1967,60.523,8858908,5106.654313
Chile,Americas,1972,63.441,9717524,5494.024437
Chile,Americas,1977,67.052,10599793,4756.763836
Chile,Americas,1982,70.565,11487112,5095.665738
Chile,Americas,1987,72.492,12463354,5547.063754
Chile,Americas,1992,74.126,13572994,7596.125964
Chile,Americas,1997,75.816,14599929,10118.05318
Chile,Americas,2002,77.86,15497046,10778.78385
Chile,Americas,2007,78.553,16284741,13171.63885
China,Asia,1952,44,556263527,400.448611
China,Asia,1953,44.55952,581390000,508.9458694
China,Asia,1954,46.4656,595310000,511.0829177
China,Asia,1955,48.02216,608655000,526.7439603
China,Asia,1956,50.44528,621465000,560.4399495
China,Asia,1957,50.54896,637408000,575.9870009
China,Asia,1958,50.1584,653235000,622.4985891
China,Asia,1959,38.40448,666005000,616.1921861
China,Asia,1960,31.63176,667070000,591.8170473
China,Asia,1961,34.10448,660330000,492.0062811
China,Asia,1962,44.50136,665770000,487.6740183
China,Asia,1963,51.89912,682335000,520.6900172
China,Asia,1964,53.32072,698355000,566.2947915
China,Asia,1965,55.6468,715185000,613.4549871
China,Asia,1966,56.8032,735400000,649.6989604
China,Asia,1967,58.38112,754550000,612.7056934
China,Asia,1968,59.4052,774510000,582.400771
China,Asia,1969,60.9652,796025000,612.5461009
China,Asia,1970,62.6508,818315000,665.7836557
China,Asia,1971,63.73736,841105000,677.0101471
China,Asia,1972,63.11888,862030000,676.9000921
China,Asia,1973,62.7808,881940000,707.7530136
China,Asia,1974,62.4996,900350000,701.9200607
China,Asia,1975,62.69888,916395000,728.9965913
China,Asia,1976,62.43736,930685000,710.3795745
China,Asia,1977,63.96736,943455000,741.2374699
China,Asia,1978,64.24432,956165000,807.6260315
China,Asia,1979,65.08536,969005000,854.6172386
China,Asia,1980,66.12216,981235000,868.5881137
China,Asia,1981,66.44976,993861000,904.83126
China,Asia,1982,65.525,1000281000,962.4213805
China,Asia,1987,67.274,1084035000,1378.904018
China,Asia,1992,68.69,1164970000,1655.784158
China,Asia,1997,70.426,1230075000,2289.234136
China,Asia,2002,72.028,1280400000,3119.280896
China,Asia,2007,72.961,1318683096,4959.114854
Colombia,Americas,1952,50.643,12350771,2144.115096
Colombia,Americas,1957,55.118,14485993,2323.805581
Colombia,Americas,1962,57.863,17009885,2492.351109
Colombia,Americas,1967,59.963,19764027,2678.729839
Colombia,Americas,1972,61.623,22542890,3264.660041
Colombia,Americas,1977,63.837,25094412,3815.80787
Colombia,Americas,1982,66.653,27764644,4397.575659
Colombia,Americas,1987,67.768,30964245,4903.2191
Colombia,Americas,1992,68.421,34202721,5444.648617
Colombia,Americas,1997,70.313,37657830,6117.361746
Colombia,Americas,2002,71.682,41008227,5755.259962
Colombia,Americas,2007,72.889,44227550,7006.580419
Comoros,Africa,1952,40.715,153936,1102.990936
Comoros,Africa,1957,42.46,170928,1211.148548
Comoros,Africa,1962,44.467,191689,1406.648278
Comoros,Africa,1967,46.472,217378,1876.029643
Comoros,Africa,1972,48.944,250027,1937.577675
Comoros,Africa,1977,50.939,304739,1172.603047
Comoros,Africa,1982,52.933,348643,1267.100083
Comoros,Africa,1987,54.926,395114,1315.980812
Comoros,Africa,1992,57.939,454429,1246.90737
Comoros,Africa,1997,60.66,527982,1173.618235
Comoros,Africa,2002,62.974,614382,1075.811558
Comoros,Africa,2007,65.152,710960,986.1478792
"Congo, Dem. Rep.",Africa,1952,39.143,14100005,780.5423257
"Congo, Dem. Rep.",Africa,1957,40.652,15577932,905.8602303
"Congo, Dem. Rep.",Africa,1962,42.122,17486434,896.3146335
"Congo, Dem. Rep.",Africa,1967,44.056,19941073,861.5932424
"Congo, Dem. Rep.",Africa,1972,45.989,23007669,904.8960685
"Congo, Dem. Rep.",Africa,1977,47.804,26480870,795.757282
"Congo, Dem. Rep.",Africa,1982,47.784,30646495,673.7478181
"Congo, Dem. Rep.",Africa,1987,47.412,35481645,672.774812
"Congo, Dem. Rep.",Africa,1992,45.548,41672143,457.7191807
"Congo, Dem. Rep.",Africa,1997,42.587,47798986,312.188423
"Congo, Dem. Rep.",Africa,2002,44.966,55379852,241.1658765
"Congo, Dem. Rep.",Africa,2007,46.462,64606759,277.5518587
"Congo, Rep.",Africa,1952,42.111,854885,2125.621418
"Congo, Rep.",Africa,1957,45.053,940458,2315.056572
"Congo, Rep.",Africa,1962,48.435,1047924,2464.783157
"Congo, Rep.",Africa,1967,52.04,1179760,2677.939642
"Congo, Rep.",Africa,1972,54.907,1340458,3213.152683
"Congo, Rep.",Africa,1977,55.625,1536769,3259.178978
"Congo, Rep.",Africa,1982,56.695,1774735,4879.507522
"Congo, Rep.",Africa,1987,57.47,2064095,4201.194937
"Congo, Rep.",Africa,1992,56.433,2409073,4016.239529
"Congo, Rep.",Africa,1997,52.962,2800947,3484.164376
"Congo, Rep.",Africa,2002,52.97,3328795,3484.06197
"Congo, Rep.",Africa,2007,55.322,3800610,3632.557798
Costa Rica,Americas,1950,55.6,866982,2439.821535
Costa Rica,Americas,1952,57.206,926317,2627.009471
Costa Rica,Americas,1957,60.026,1112300,2990.010802
Costa Rica,Americas,1962,62.842,1345187,3460.937025
Costa Rica,Americas,1967,65.424,1588717,4161.727834
Costa Rica,Americas,1972,67.849,1834796,5118.146939
Costa Rica,Americas,1977,70.75,2108457,5926.876967
Costa Rica,Americas,1982,73.45,2424367,5262.734751
Costa Rica,Americas,1987,74.752,2799811,5629.915318
Costa Rica,Americas,1992,75.713,3173216,6160.416317
Costa Rica,Americas,1997,77.26,3518107,6677.045314
Costa Rica,Americas,2002,78.123,3834934,7723.447195
Costa Rica,Americas,2007,78.782,4133884,9645.06142
Cote d'Ivoire,Africa,1952,40.477,2977019,1388.594732
Cote d'Ivoire,Africa,1957,42.469,3300000,1500.895925
Cote d'Ivoire,Africa,1962,44.93,3832408,1728.869428
Cote d'Ivoire,Africa,1967,47.35,4744870,2052.050473
Cote d'Ivoire,Africa,1972,49.801,6071696,2378.201111
Cote d'Ivoire,Africa,1977,52.374,7459574,2517.736547
Cote d'Ivoire,Africa,1982,53.983,9025951,2602.710169
Cote d'Ivoire,Africa,1987,54.655,10761098,2156.956069
Cote d'Ivoire,Africa,1992,52.044,12772596,1648.073791
Cote d'Ivoire,Africa,1997,47.991,14625967,1786.265407
Cote d'Ivoire,Africa,2002,46.832,16252726,1648.800823
Cote d'Ivoire,Africa,2007,48.328,18013409,1544.750112
Croatia,Europe,1952,61.21,3882229,3119.23652
Croatia,Europe,1957,64.77,3991242,4338.231617
Croatia,Europe,1962,67.13,4076557,5477.890018
Croatia,Europe,1967,68.5,4174366,6960.297861
Croatia,Europe,1972,69.61,4225310,9164.090127
Croatia,Europe,1977,70.64,4318673,11305.38517
Croatia,Europe,1982,70.46,4413368,13221.82184
Croatia,Europe,1987,71.52,4484310,13822.58394
Croatia,Europe,1992,72.527,4494013,8447.794873
Croatia,Europe,1997,73.68,4444595,9875.604515
Croatia,Europe,2002,74.876,4481020,11628.38895
Croatia,Europe,2007,75.748,4493312,14619.22272
Cuba,Americas,1950,55.714,5784797,5180.436272
Cuba,Americas,1952,59.421,6007797,5586.53878
Cuba,Americas,1957,62.325,6640752,6092.174359
Cuba,Americas,1962,65.246,7254373,5180.75591
Cuba,Americas,1967,68.29,8139332,5690.268015
Cuba,Americas,1972,70.723,8831348,5305.445256
Cuba,Americas,1977,72.649,9537988,6380.494966
Cuba,Americas,1982,73.717,9789224,7316.918107
Cuba,Americas,1987,74.174,10239839,7532.924763
Cuba,Americas,1992,74.414,10723260,5592.843963
Cuba,Americas,1997,76.151,10983007,5431.990415
Cuba,Americas,2002,77.158,11226999,6340.646683
Cuba,Americas,2007,78.273,11416987,8948.102923
Cyprus,Europe,1972,71.41,626300,7624.588571
Cyprus,Europe,1977,73.7,598400,8898.469477
Cyprus,Europe,1982,75,624300,11663.93819
Cyprus,Europe,1987,76.136,659400,14634.94796
Cyprus,Europe,1992,76.826,707285,18364.49845
Cyprus,Europe,1997,77.95,743728,20409.22897
Cyprus,Europe,2002,78.957,767314,23683.60331
Cyprus,Europe,2007,79.035,788457,26002.87197
Czech Republic,Europe,1950,64.43,8925122,6690.749648
Czech Republic,Europe,1951,65.25,9023170,6734.885719
Czech Republic,Europe,1952,66.87,9125183,6876.14025
Czech Republic,Europe,1953,67.56,9220908,6774.039587
Czech Republic,Europe,1954,68.05,9290617,6979.21869
Czech Republic,Europe,1955,68.97,9365969,7495.881059
Czech Republic,Europe,1956,69.37,9442040,7855.581257
Czech Republic,Europe,1957,69.03,9513758,8256.343918
Czech Republic,Europe,1958,69.94,9574650,8811.025887
Czech Republic,Europe,1959,69.92,9618554,9135.702191
Czech Republic,Europe,1960,70.46,9659818,9763.502773
Czech Republic,Europe,1961,70.64,9587250,10060.06939
Czech Republic,Europe,1962,69.9,9620282,10136.86713
Czech Republic,Europe,1963,70.42,9666468,9880.818469
Czech Republic,Europe,1964,70.58,9726030,10268.34191
Czech Republic,Europe,1965,70.27,9776922,10574.6228
Czech Republic,Europe,1966,70.49,9815359,10972.00996
Czech Republic,Europe,1967,70.38,9835109,11399.44489
Czech Republic,Europe,1968,69.94,9851051,11893.045
Czech Republic,Europe,1969,69.44,9806577,12144.16425
Czech Republic,Europe,1970,69.53,9795226,12359.08198
Czech Republic,Europe,1971,69.77,9824749,12726.07613
Czech Republic,Europe,1972,70.29,9862158,13108.4536
Czech Republic,Europe,1973,70.13,9912080,13457.94085
Czech Republic,Europe,1974,70.21,9975770,13843.19819
Czech Republic,Europe,1975,70.55,10042019,14142.29877
Czech Republic,Europe,1976,70.66,10105143,14260.47536
Czech Republic,Europe,1977,70.71,10161915,14800.16062
Czech Republic,Europe,1978,70.78,10212894,14882.16908
Czech Republic,Europe,1979,70.89,10259670,14916.48544
Czech Republic,Europe,1980,70.42,10288726,15255.986
Czech Republic,Europe,1981,70.86,10297904,15123.0591
Czech Republic,Europe,1982,70.96,10303704,15377.22855
Czech Republic,Europe,1983,70.73,10306888,15571.71065
Czech Republic,Europe,1984,70.99,10309224,15900.92311
Czech Republic,Europe,1985,71.2,10310162,15992.09469
Czech Republic,Europe,1986,71.13,10308836,16259.80427
Czech Republic,Europe,1987,71.58,10311597,16310.4434
Czech Republic,Europe,1988,71.78,10313782,16644.97723
Czech Republic,Europe,1989,71.83,10314343,16757.82085
Czech Republic,Europe,1990,71.49,10309514,16270.17261
Czech Republic,Europe,1991,72.03,10305158,14376.48735
Czech Republic,Europe,1992,72.4,10315702,14297.02122
Czech Republic,Europe,1993,72.92,10326434,14300.96105
Czech Republic,Europe,1994,73.13,10330165,14617.02155
Czech Republic,Europe,1995,73.26,10323830,15493.47308
Czech Republic,Europe,1996,73.9,10311817,16137.212
Czech Republic,Europe,1997,74.01,10300707,16048.51424
Czech Republic,Europe,1998,74.63,10290949,15959.62777
Czech Republic,Europe,1999,74.81,10280436,16205.16024
Czech Republic,Europe,2000,75.06,10270128,16823.23775
Czech Republic,Europe,2001,75.39,10262308,17255.90228
Czech Republic,Europe,2002,75.51,10256295,17596.21022
Czech Republic,Europe,2003,75.46,10251087,18237.58775
Czech Republic,Europe,2004,76.01,10246178,19061.06809
Czech Republic,Europe,2005,76.22,10241138,20281
Czech Republic,Europe,2006,76.78,10235455,21577.07702
Czech Republic,Europe,2007,76.486,10228744,22833.30851
Denmark,Europe,1950,70.33,4271000,9675.477458
Denmark,Europe,1951,70.93,4303620,9666.254146
Denmark,Europe,1952,70.78,4334000,9692.385245
Denmark,Europe,1953,71.15,4369280,10161.10541
Denmark,Europe,1954,71.35,4406000,10272.20028
Denmark,Europe,1955,71.92,4439000,10305.71133
Denmark,Europe,1956,72.05,4466471,10366.19
Denmark,Europe,1957,71.81,4487831,11099.65935
Denmark,Europe,1958,72.24,4515132,11280.99757
Denmark,Europe,1959,72.22,4546636,12036.20036
Denmark,Europe,1960,72.21,4581000,12279.61856
Denmark,Europe,1961,72.47,4609817,12976.43602
Denmark,Europe,1962,72.35,4646899,13583.31351
Denmark,Europe,1963,72.44,4683579,13561.43467
Denmark,Europe,1964,72.52,4720171,14715.16498
Denmark,Europe,1965,72.4,4758100,15263.86573
Denmark,Europe,1966,72.48,4797500,15551.56018
Denmark,Europe,1967,72.96,4838800,15937.21123
Denmark,Europe,1968,73.17,4867300,16494.95248
Denmark,Europe,1969,73.26,4890687,17461.79325
Denmark,Europe,1970,73.38,4928757,17677.79288
Denmark,Europe,1971,73.44,4963126,18023.43374
Denmark,Europe,1972,73.47,4991596,18866.20721
Denmark,Europe,1973,73.71,5021861,19433.4781
Denmark,Europe,1974,73.84,5045297,19162.84526
Denmark,Europe,1975,74.11,5059861,18981.55018
Denmark,Europe,1976,73.78,5072596,20159.41674
Denmark,Europe,1977,74.69,5088419,20422.9015
Denmark,Europe,1978,74.45,5104247,20660.16103
Denmark,Europe,1979,74.27,5116800,21339.90635
Denmark,Europe,1980,74.16,5123027,21219.85084
Denmark,Europe,1981,74.29,5121572,21037.04755
Denmark,Europe,1982,74.63,5117810,21688.04048
Denmark,Europe,1983,74.5,5114297,22249.53046
Denmark,Europe,1984,74.65,5111619,23238.53543
Denmark,Europe,1985,74.52,5113691,24225.4201
Denmark,Europe,1986,74.69,5120534,25074.25739
Denmark,Europe,1987,74.8,5127024,25116.17581
Denmark,Europe,1988,74.89,5129516,25396.29132
Denmark,Europe,1989,74.92,5132593,25447.85704
Denmark,Europe,1990,74.92,5140954,25714.12973
Denmark,Europe,1991,75.29,5154352,25980.80761
Denmark,Europe,1992,75.33,5171393,26406.73985
Denmark,Europe,1993,75.25,5188386,26296.6636
Denmark,Europe,1994,75.51,5205603,27657.88425
Denmark,Europe,1995,75.36,5232612,28358.52353
Denmark,Europe,1996,75.74,5262075,28999.08162
Denmark,Europe,1997,76.11,5283663,29804.34567
Denmark,Europe,1998,76.51,5302767,30338.82805
Denmark,Europe,1999,76.66,5320134,31013.02697
Denmark,Europe,2000,76.9,5337416,32016.75301
Denmark,Europe,2001,77.06,5355826,32134.10623
Denmark,Europe,2002,77.18,5374693,32166.50006
Denmark,Europe,2003,77.78,5394138,32174.80797
Denmark,Europe,2004,77.58,5413392,32737.91096
Denmark,Europe,2005,78.32,5432335,33626
Denmark,Europe,2006,78.32,5450661,34724.80085
Denmark,Europe,2007,78.332,5468120,35278.41874
Djibouti,Africa,1952,34.812,63149,2669.529475
Djibouti,Africa,1957,37.328,71851,2864.969076
Djibouti,Africa,1962,39.693,89898,3020.989263
Djibouti,Africa,1967,42.074,127617,3020.050513
Djibouti,Africa,1972,44.366,178848,3694.212352
Djibouti,Africa,1977,46.519,228694,3081.761022
Djibouti,Africa,1982,48.812,305991,2879.468067
Djibouti,Africa,1987,50.04,311025,2880.102568
Djibouti,Africa,1992,51.604,384156,2377.156192
Djibouti,Africa,1997,53.157,417908,1895.016984
Djibouti,Africa,2002,53.373,447416,1908.260867
Djibouti,Africa,2007,54.791,496374,2082.481567
Dominican Republic,Americas,1952,45.928,2491346,1397.717137
Dominican Republic,Americas,1957,49.828,2923186,1544.402995
Dominican Republic,Americas,1962,53.459,3453434,1662.137359
Dominican Republic,Americas,1967,56.751,4049146,1653.723003
Dominican Republic,Americas,1972,59.631,4671329,2189.874499
Dominican Republic,Americas,1977,61.788,5302800,2681.9889
Dominican Republic,Americas,1982,63.727,5968349,2861.092386
Dominican Republic,Americas,1987,66.046,6655297,2899.842175
Dominican Republic,Americas,1992,68.457,7351181,3044.214214
Dominican Republic,Americas,1997,69.957,7992357,3614.101285
Dominican Republic,Americas,2002,70.847,8650322,4563.808154
Dominican Republic,Americas,2007,72.235,9319622,6025.374752
Ecuador,Americas,1952,48.357,3548753,3522.110717
Ecuador,Americas,1957,51.356,4058385,3780.546651
Ecuador,Americas,1962,54.64,4681707,4086.114078
Ecuador,Americas,1967,56.678,5432424,4579.074215
Ecuador,Americas,1972,58.796,6298651,5280.99471
Ecuador,Americas,1977,61.31,7278866,6679.62326
Ecuador,Americas,1982,64.342,8365850,7213.791267
Ecuador,Americas,1987,67.231,9545158,6481.776993
Ecuador,Americas,1992,69.613,10748394,7103.702595
Ecuador,Americas,1997,72.312,11911819,7429.455877
Ecuador,Americas,2002,74.173,12921234,5773.044512
Ecuador,Americas,2007,74.994,13755680,6873.262326
Egypt,Africa,1952,41.893,22223309,1418.822445
Egypt,Africa,1957,44.444,25009741,1458.915272
Egypt,Africa,1962,46.992,28173309,1693.335853
Egypt,Africa,1967,49.293,31681188,1814.880728
Egypt,Africa,1972,51.137,34807417,2024.008147
Egypt,Africa,1977,53.319,38783863,2785.493582
Egypt,Africa,1982,56.006,45681811,3503.729636
Egypt,Africa,1987,59.797,52799062,3885.46071
Egypt,Africa,1992,63.674,59402198,3794.755195
Egypt,Africa,1997,67.217,66134291,4173.181797
Egypt,Africa,2002,69.806,73312559,4754.604414
Egypt,Africa,2007,71.338,80264543,5581.180998
El Salvador,Americas,1952,45.262,2042865,3048.3029
El Salvador,Americas,1957,48.57,2355805,3421.523218
El Salvador,Americas,1962,52.307,2747687,3776.803627
El Salvador,Americas,1967,55.855,3232927,4358.595393
El Salvador,Americas,1972,58.207,3790903,4520.246008
El Salvador,Americas,1977,56.696,4282586,5138.922374
El Salvador,Americas,1982,56.604,4474873,4098.344175
El Salvador,Americas,1987,63.154,4842194,4140.442097
El Salvador,Americas,1992,66.798,5274649,4444.2317
El Salvador,Americas,1997,69.535,5783439,5154.825496
El Salvador,Americas,2002,70.734,6353681,5351.568666
El Salvador,Americas,2007,71.878,6939688,5728.353514
Equatorial Guinea,Africa,1952,34.482,216964,375.6431231
Equatorial Guinea,Africa,1957,35.983,232922,426.0964081
Equatorial Guinea,Africa,1962,37.485,249220,582.8419714
Equatorial Guinea,Africa,1967,38.987,259864,915.5960025
Equatorial Guinea,Africa,1972,40.516,277603,672.4122571
Equatorial Guinea,Africa,1977,42.024,192675,958.5668124
Equatorial Guinea,Africa,1982,43.662,285483,927.8253427
Equatorial Guinea,Africa,1987,45.664,341244,966.8968149
Equatorial Guinea,Africa,1992,47.545,387838,1132.055034
Equatorial Guinea,Africa,1997,48.245,439971,2814.480755
Equatorial Guinea,Africa,2002,49.348,495627,7703.4959
Equatorial Guinea,Africa,2007,51.579,551201,12154.08975
Eritrea,Africa,1952,35.928,1438760,328.9405571
Eritrea,Africa,1957,38.047,1542611,344.1618859
Eritrea,Africa,1962,40.158,1666618,380.9958433
Eritrea,Africa,1967,42.189,1820319,468.7949699
Eritrea,Africa,1972,44.142,2260187,514.3242082
Eritrea,Africa,1977,44.535,2512642,505.7538077
Eritrea,Africa,1982,43.89,2637297,524.8758493
Eritrea,Africa,1987,46.453,2915959,521.1341333
Eritrea,Africa,1992,49.991,3668440,582.8585102
Eritrea,Africa,1997,53.378,4058319,913.47079
Eritrea,Africa,2002,55.24,4414865,765.3500015
Eritrea,Africa,2007,58.04,4906585,641.3695236
Estonia,Europe,1973,70.7,1410836,8313.114403
Estonia,Europe,1990,69.9,1569322,10389.81937
Estonia,Europe,1991,69.8,1559547,9409.44704
Estonia,Europe,1992,69.14,1528715,8245.731835
Estonia,Europe,1993,68.2,1491426,7733.482692
Estonia,Europe,1994,66.66,1467535,7733.631213
Estonia,Europe,1995,67.72,1446509,8199.116863
Estonia,Europe,1996,69.94,1427827,8680.183712
Estonia,Europe,1997,70.13,1413351,9689.843315
Estonia,Europe,1998,69.72,1400972,10283.78692
Estonia,Europe,1999,70.49,1389756,10356.41525
Estonia,Europe,2000,70.78,1379835,11244.48624
Estonia,Europe,2001,70.65,1369983,12050.17139
Estonia,Europe,2002,71.21,1360122,13011.43876
Estonia,Europe,2003,71.81,1350722,13770.18991
Estonia,Europe,2004,72.29,1341664,15014.21701
Estonia,Europe,2005,72.96,1332893,16654
Estonia,Europe,2007,71.37,1315912,19967.40265
Ethiopia,Africa,1952,34.078,20860941,362.1462796
Ethiopia,Africa,1957,36.667,22815614,378.9041632
Ethiopia,Africa,1962,40.059,25145372,419.4564161
Ethiopia,Africa,1967,42.115,27860297,516.1186438
Ethiopia,Africa,1972,43.515,30770372,566.2439442
Ethiopia,Africa,1977,44.51,34617799,556.8083834
Ethiopia,Africa,1982,44.916,38111756,577.8607471
Ethiopia,Africa,1987,46.684,42999530,573.7413142
Ethiopia,Africa,1992,48.091,52088559,421.3534653
Ethiopia,Africa,1997,49.402,59861301,515.8894013
Ethiopia,Africa,2002,50.725,67946797,530.0535319
Ethiopia,Africa,2007,52.947,76511887,690.8055759
Fiji,Oceania,1962,56.494,421869,2039.393277
Fiji,Oceania,1967,58.607,485000,2170.073285
Fiji,Oceania,1972,60.642,544000,2797.759484
Fiji,Oceania,1977,62.669,599339,3182.5696
Fiji,Oceania,1982,64.683,658906,3209.257468
Fiji,Oceania,1987,66.626,719574,2974.850227
Fiji,Oceania,1992,66.575,750242,3410.28604
Fiji,Oceania,1997,66.836,797890,3643.629208
Fiji,Oceania,2002,67.832,856346,4004.481972
Fiji,Oceania,2007,68.774,918675,4118.158294
Finland,Europe,1950,64.24,4008900,5845.626316
Finland,Europe,1951,65.67,4047300,6282.553916
Finland,Europe,1952,66.55,4090500,6424.519071
Finland,Europe,1953,66.61,4139400,6393.115429
Finland,Europe,1954,67.57,4186900,6874.027206
Finland,Europe,1955,67.37,4234900,7142.394529
Finland,Europe,1956,67.99,4281700,7277.784158
Finland,Europe,1957,67.49,4324000,7545.415386
Finland,Europe,1958,68.63,4359800,7523.807653
Finland,Europe,1959,68.81,4394700,7907.517148
Finland,Europe,1960,69.01,4429600,8562.873298
Finland,Europe,1961,69.04,4461004,9150.501094
Finland,Europe,1962,68.75,4491443,9371.842561
Finland,Europe,1963,69.16,4523309,9612.397646
Finland,Europe,1964,69.37,4548544,10042.2193
Finland,Europe,1965,69.13,4563732,10540.93525
Finland,Europe,1966,69.65,4580869,10753.82335
Finland,Europe,1967,69.83,4605744,10921.63626
Finland,Europe,1968,69.79,4626469,11122.84283
Finland,Europe,1969,69.67,4623785,12201.15061
Finland,Europe,1970,70.36,4606307,13162.24522
Finland,Europe,1971,70.18,4612124,13420.39361
Finland,Europe,1972,70.87,4639657,14358.8759
Finland,Europe,1973,71.38,4666081,15235.13292
Finland,Europe,1974,71.3,4690574,15614.72342
Finland,Europe,1975,71.85,4711439,15724.68289
Finland,Europe,1976,72,4725664,15610.74835
Finland,Europe,1977,72.52,4738902,15605.42283
Finland,Europe,1978,73.08,4752528,15886.30722
Finland,Europe,1979,73.37,4764690,16948.21601
Finland,Europe,1980,73.66,4779535,17796.77274
Finland,Europe,1981,73.98,4799964,18051.16806
Finland,Europe,1982,74.55,4826933,18533.15761
Finland,Europe,1983,74.46,4855787,18920.89628
Finland,Europe,1984,74.77,4881788,19387.97098
Finland,Europe,1985,74.44,4901783,19958.81374
Finland,Europe,1986,74.8,4917386,20367.54884
Finland,Europe,1987,74.83,4931729,21141.01223
Finland,Europe,1988,74.79,4946633,22110.8847
Finland,Europe,1989,75.01,4962441,23289.79916
Finland,Europe,1990,75.04,4986431,23180.78249
Finland,Europe,1991,75.45,5013786,21581.74989
Finland,Europe,1992,75.7,5041039,20647.16499
Finland,Europe,1993,75.94,5064846,20294.8084
Finland,Europe,1994,76.64,5086044,21005.54254
Finland,Europe,1995,76.66,5104654,21650.14541
Finland,Europe,1996,76.94,5120310,22402.49628
Finland,Europe,1997,77.13,5134406,23723.9502
Finland,Europe,1998,77.34,5146983,25004.32237
Finland,Europe,1999,77.53,5158097,25915.26438
Finland,Europe,2000,77.76,5168595,27171.96611
Finland,Europe,2001,78.23,5180309,27825.5291
Finland,Europe,2002,78.37,5193039,28204.59057
Finland,Europe,2003,78.63,5204405,28650.02742
Finland,Europe,2004,78.96,5214512,29651.4045
Finland,Europe,2005,79.09,5223442,30469
Finland,Europe,2006,79.49,5231372,31902.6734
Finland,Europe,2007,79.313,5238460,33207.0844
France,Europe,1950,66.39,41828673,6595.926631
France,Europe,1951,66.12,42155534,6913.756537
France,Europe,1952,67.41,42459667,7029.809327
France,Europe,1953,67.34,42751746,7171.244319
France,Europe,1954,68.21,43056505,7485.855759
France,Europe,1955,68.47,43427669,7851.776992
France,Europe,1956,68.5,43843075,8224.217165
France,Europe,1957,68.93,44310863,8662.834898
France,Europe,1958,70.16,44788852,8855.252659
France,Europe,1959,70.19,45239729,9040.636982
France,Europe,1960,70.4,45670000,9640.940051
France,Europe,1961,70.98,46189000,10070.70911
France,Europe,1962,70.51,47124000,10560.48553
