 LAUS Code,State FIPS Code,County FIPS Code,County Name/State Abbreviation,Year,Labor Force,Employed,Unemployed,Unemployment Rate (%)
CN1811300000000,18,113,"Noble County, IN",2016,"23,363     ","22,414     ",949     ,4.1     
CN1811500000000,18,115,"Ohio County, IN",2016,"3,235     ","3,078     ",157     ,4.9     
CN1811700000000,18,117,"Orange County, IN",2016,"8,863     ","8,410     ",453     ,5.1     
CN1811900000000,18,119,"Owen County, IN",2016,"9,343     ","8,828     ",515     ,5.5     
CN1812100000000,18,121,"Parke County, IN",2016,"7,241     ","6,860     ",381     ,5.3     
CN1812300000000,18,123,"Perry County, IN",2016,"9,475     ","9,037     ",438     ,4.6     
CN1812500000000,18,125,"Pike County, IN",2016,"6,299     ","6,022     ",277     ,4.4     
CN1812700000000,18,127,"Porter County, IN",2016,"85,964     ","81,547     ","4,417     ",5.1     
CN1812900000000,18,129,"Posey County, IN",2016,"13,460     ","12,926     ",534     ,4.0     
CN1813100000000,18,131,"Pulaski County, IN",2016,"6,351     ","6,062     ",289     ,4.6     
CN1813300000000,18,133,"Putnam County, IN",2016,"16,788     ","16,039     ",749     ,4.5     
CN1813500000000,18,135,"Randolph County, IN",2016,"12,608     ","12,038     ",570     ,4.5     
CN1813700000000,18,137,"Ripley County, IN",2016,"13,995     ","13,353     ",642     ,4.6     
CN1813900000000,18,139,"Rush County, IN",2016,"8,930     ","8,591     ",339     ,3.8     
CN1814100000000,18,141,"St. Joseph County, IN",2016,"133,809     ","127,748     ","6,061     ",4.5     
CN1814300000000,18,143,"Scott County, IN",2016,"10,568     ","10,057     ",511     ,4.8     
CN1814500000000,18,145,"Shelby County, IN",2016,"23,208     ","22,287     ",921     ,4.0     
CN1814700000000,18,147,"Spencer County, IN",2016,"10,987     ","10,535     ",452     ,4.1     
CN1814900000000,18,149,"Starke County, IN",2016,"10,881     ","10,291     ",590     ,5.4     
CN1815100000000,18,151,"Steuben County, IN",2016,"19,970     ","19,226     ",744     ,3.7     
CN1815300000000,18,153,"Sullivan County, IN",2016,"8,713     ","8,199     ",514     ,5.9     
CN1815500000000,18,155,"Switzerland County, IN",2016,"4,984     ","4,741     ",243     ,4.9     
CN1815700000000,18,157,"Tippecanoe County, IN",2016,"95,085     ","91,285     ","3,800     ",4.0     
CN1815900000000,18,159,"Tipton County, IN",2016,"8,514     ","8,183     ",331     ,3.9     
CN1816100000000,18,161,"Union County, IN",2016,"3,630     ","3,483     ",147     ,4.0     
CN1816300000000,18,163,"Vanderburgh County, IN",2016,"93,215     ","89,387     ","3,828     ",4.1     
CN1816500000000,18,165,"Vermillion County, IN",2016,"7,258     ","6,781     ",477     ,6.6     
CN1816700000000,18,167,"Vigo County, IN",2016,"49,137     ","46,474     ","2,663     ",5.4     
CN1816900000000,18,169,"Wabash County, IN",2016,"15,484     ","14,819     ",665     ,4.3     
CN1817100000000,18,171,"Warren County, IN",2016,"4,109     ","3,909     ",200     ,4.9     
CN1817300000000,18,173,"Warrick County, IN",2016,"32,150     ","30,843     ","1,307     ",4.1     
CN1817500000000,18,175,"Washington County, IN",2016,"13,861     ","13,232     ",629     ,4.5     
CN1817700000000,18,177,"Wayne County, IN",2016,"30,909     ","29,425     ","1,484     ",4.8     
CN1817900000000,18,179,"Wells County, IN",2016,"14,233     ","13,725     ",508     ,3.6     
CN1818100000000,18,181,"White County, IN",2016,"13,659     ","13,113     ",546     ,4.0     
CN1818300000000,18,183,"Whitley County, IN",2016,"17,285     ","16,612     ",673     ,3.9     
CN1900100000000,19,001,"Adair County, IA",2016,"4,242     ","4,113     ",129     ,3.0     
CN1900300000000,19,003,"Adams County, IA",2016,"2,258     ","2,198     ",60     ,2.7     
CN1900500000000,19,005,"Allamakee County, IA",2016,"7,717     ","7,329     ",388     ,5.0     
CN1900700000000,19,007,"Appanoose County, IA",2016,"6,204     ","5,906     ",298     ,4.8     
CN1900900000000,19,009,"Audubon County, IA",2016,"3,319     ","3,209     ",110     ,3.3     
CN1901100000000,19,011,"Benton County, IA",2016,"13,695     ","13,196     ",499     ,3.6     
CN1901300000000,19,013,"Black Hawk County, IA",2016,"69,678     ","66,398     ","3,280     ",4.7     
CN1901500000000,19,015,"Boone County, IA",2016,"15,264     ","14,832     ",432     ,2.8     
CN1901700000000,19,017,"Bremer County, IA",2016,"13,890     ","13,382     ",508     ,3.7     
CN1901900000000,19,019,"Buchanan County, IA",2016,"11,271     ","10,800     ",471     ,4.2     
CN1902100000000,19,021,"Buena Vista County, IA",2016,"11,611     ","11,195     ",416     ,3.6     
CN1902300000000,19,023,"Butler County, IA",2016,"8,102     ","7,745     ",357     ,4.4     
CN1902500000000,19,025,"Calhoun County, IA",2016,"4,518     ","4,343     ",175     ,3.9     
CN1902700000000,19,027,"Carroll County, IA",2016,"11,359     ","11,062     ",297     ,2.6     
CN1902900000000,19,029,"Cass County, IA",2016,"7,334     ","7,089     ",245     ,3.3     
CN1903100000000,19,031,"Cedar County, IA",2016,"10,918     ","10,550     ",368     ,3.4     
CN1903300000000,19,033,"Cerro Gordo County, IA",2016,"23,150     ","22,304     ",846     ,3.7     
CN1903500000000,19,035,"Cherokee County, IA",2016,"6,351     ","6,117     ",234     ,3.7     
CN1903700000000,19,037,"Chickasaw County, IA",2016,"6,442     ","6,154     ",288     ,4.5     
CN1903900000000,19,039,"Clarke County, IA",2016,"4,855     ","4,688     ",167     ,3.4     
CN1904100000000,19,041,"Clay County, IA",2016,"8,749     ","8,404     ",345     ,3.9     
CN1904300000000,19,043,"Clayton County, IA",2016,"10,391     ","9,943     ",448     ,4.3     
CN1904500000000,19,045,"Clinton County, IA",2016,"23,914     ","22,712     ","1,202     ",5.0     
CN1904700000000,19,047,"Crawford County, IA",2016,"8,484     ","8,012     ",472     ,5.6     
CN1904900000000,19,049,"Dallas County, IA",2016,"44,232     ","43,037     ","1,195     ",2.7     
CN1905100000000,19,051,"Davis County, IA",2016,"4,306     ","4,119     ",187     ,4.3     
CN1905300000000,19,053,"Decatur County, IA",2016,"4,448     ","4,302     ",146     ,3.3     
CN1905500000000,19,055,"Delaware County, IA",2016,"10,795     ","10,414     ",381     ,3.5     
CN1905700000000,19,057,"Des Moines County, IA",2016,"20,222     ","19,213     ","1,009     ",5.0     
CN1905900000000,19,059,"Dickinson County, IA",2016,"10,359     ","9,908     ",451     ,4.4     
CN1906100000000,19,061,"Dubuque County, IA",2016,"55,049     ","53,058     ","1,991     ",3.6     
CN1906300000000,19,063,"Emmet County, IA",2016,"5,611     ","5,367     ",244     ,4.3     
CN1906500000000,19,065,"Fayette County, IA",2016,"10,767     ","10,281     ",486     ,4.5     
CN1906700000000,19,067,"Floyd County, IA",2016,"8,724     ","8,399     ",325     ,3.7     
CN1906900000000,19,069,"Franklin County, IA",2016,"5,985     ","5,773     ",212     ,3.5     
CN1907100000000,19,071,"Fremont County, IA",2016,"4,018     ","3,884     ",134     ,3.3     
CN1907300000000,19,073,"Greene County, IA",2016,"5,704     ","5,523     ",181     ,3.2     
CN1907500000000,19,075,"Grundy County, IA",2016,"6,713     ","6,478     ",235     ,3.5     
CN1907700000000,19,077,"Guthrie County, IA",2016,"5,739     ","5,532     ",207     ,3.6     
CN1907900000000,19,079,"Hamilton County, IA",2016,"7,172     ","6,896     ",276     ,3.8     
CN1908100000000,19,081,"Hancock County, IA",2016,"6,460     ","6,283     ",177     ,2.7     
CN1908300000000,19,083,"Hardin County, IA",2016,"8,621     ","8,279     ",342     ,4.0     
CN1908500000000,19,085,"Harrison County, IA",2016,"7,602     ","7,344     ",258     ,3.4     
CN1908700000000,19,087,"Henry County, IA",2016,"9,614     ","9,266     ",348     ,3.6     
CN1908900000000,19,089,"Howard County, IA",2016,"5,363     ","5,167     ",196     ,3.7     
CN1909100000000,19,091,"Humboldt County, IA",2016,"5,437     ","5,277     ",160     ,2.9     
CN1909300000000,19,093,"Ida County, IA",2016,"4,040     ","3,935     ",105     ,2.6     
CN1909500000000,19,095,"Iowa County, IA",2016,"10,691     ","10,355     ",336     ,3.1     
CN1909700000000,19,097,"Jackson County, IA",2016,"11,173     ","10,700     ",473     ,4.2     
CN1909900000000,19,099,"Jasper County, IA",2016,"19,302     ","18,604     ",698     ,3.6     
CN1910100000000,19,101,"Jefferson County, IA",2016,"9,182     ","8,843     ",339     ,3.7     
CN1910300000000,19,103,"Johnson County, IA",2016,"84,510     ","82,301     ","2,209     ",2.6     
CN1910500000000,19,105,"Jones County, IA",2016,"10,795     ","10,328     ",467     ,4.3     
CN1910700000000,19,107,"Keokuk County, IA",2016,"5,349     ","5,116     ",233     ,4.4     
CN1910900000000,19,109,"Kossuth County, IA",2016,"8,909     ","8,670     ",239     ,2.7     
CN1911100000000,19,111,"Lee County, IA",2016,"17,483     ","16,404     ","1,079     ",6.2     
CN1911300000000,19,113,"Linn County, IA",2016,"118,969     ","114,542     ","4,427     ",3.7     
CN1911500000000,19,115,"Louisa County, IA",2016,"6,153     ","5,908     ",245     ,4.0     
CN1911700000000,19,117,"Lucas County, IA",2016,"4,387     ","4,245     ",142     ,3.2     
CN1911900000000,19,119,"Lyon County, IA",2016,"7,111     ","6,964     ",147     ,2.1     
CN1912100000000,19,121,"Madison County, IA",2016,"8,343     ","8,045     ",298     ,3.6     
CN1912300000000,19,123,"Mahaska County, IA",2016,"11,917     ","11,468     ",449     ,3.8     
CN1912500000000,19,125,"Marion County, IA",2016,"17,559     ","17,020     ",539     ,3.1     
CN1912700000000,19,127,"Marshall County, IA",2016,"19,314     ","18,362     ",952     ,4.9     
CN1912900000000,19,129,"Mills County, IA",2016,"7,437     ","7,164     ",273     ,3.7     
CN1913100000000,19,131,"Mitchell County, IA",2016,"5,924     ","5,765     ",159     ,2.7     
CN1913300000000,19,133,"Monona County, IA",2016,"4,766     ","4,568     ",198     ,4.2     
CN1913500000000,19,135,"Monroe County, IA",2016,"3,970     ","3,784     ",186     ,4.7     
CN1913700000000,19,137,"Montgomery County, IA",2016,"5,131     ","4,946     ",185     ,3.6     
CN1913900000000,19,139,"Muscatine County, IA",2016,"22,595     ","21,722     ",873     ,3.9     
CN1914100000000,19,141,"O'Brien County, IA",2016,"8,424     ","8,188     ",236     ,2.8     
CN1914300000000,19,143,"Osceola County, IA",2016,"3,674     ","3,574     ",100     ,2.7     
CN1914500000000,19,145,"Page County, IA",2016,"6,512     ","6,180     ",332     ,5.1     
CN1914700000000,19,147,"Palo Alto County, IA",2016,"5,007     ","4,849     ",158     ,3.2     
CN1914900000000,19,149,"Plymouth County, IA",2016,"14,847     ","14,456     ",391     ,2.6     
CN1915100000000,19,151,"Pocahontas County, IA",2016,"4,384     ","4,258     ",126     ,2.9     
CN1915300000000,19,153,"Polk County, IA",2016,"258,529     ","249,472     ","9,057     ",3.5     
CN1915500000000,19,155,"Pottawattamie County, IA",2016,"48,943     ","47,275     ","1,668     ",3.4     
CN1915700000000,19,157,"Poweshiek County, IA",2016,"10,433     ","10,067     ",366     ,3.5     
CN1915900000000,19,159,"Ringgold County, IA",2016,"2,622     ","2,529     ",93     ,3.5     
CN1916100000000,19,161,"Sac County, IA",2016,"5,558     ","5,388     ",170     ,3.1     
CN1916300000000,19,163,"Scott County, IA",2016,"86,289     ","82,290     ","3,999     ",4.6     
CN1916500000000,19,165,"Shelby County, IA",2016,"6,845     ","6,639     ",206     ,3.0     
CN1916700000000,19,167,"Sioux County, IA",2016,"20,808     ","20,322     ",486     ,2.3     
CN1916900000000,19,169,"Story County, IA",2016,"57,150     ","55,802     ","1,348     ",2.4     
CN1917100000000,19,171,"Tama County, IA",2016,"9,851     ","9,434     ",417     ,4.2     
CN1917300000000,19,173,"Taylor County, IA",2016,"3,246     ","3,149     ",97     ,3.0     
CN1917500000000,19,175,"Union County, IA",2016,"6,571     ","6,319     ",252     ,3.8     
CN1917700000000,19,177,"Van Buren County, IA",2016,"3,896     ","3,751     ",145     ,3.7     
CN1917900000000,19,179,"Wapello County, IA",2016,"17,997     ","16,936     ","1,061     ",5.9     
CN1918100000000,19,181,"Warren County, IA",2016,"27,010     ","26,134     ",876     ,3.2     
CN1918300000000,19,183,"Washington County, IA",2016,"12,542     ","12,172     ",370     ,3.0     
CN1918500000000,19,185,"Wayne County, IA",2016,"2,849     ","2,739     ",110     ,3.9     
CN1918700000000,19,187,"Webster County, IA",2016,"20,675     ","19,838     ",837     ,4.0     
CN1918900000000,19,189,"Winnebago County, IA",2016,"5,210     ","5,026     ",184     ,3.5     
CN1919100000000,19,191,"Winneshiek County, IA",2016,"12,095     ","11,660     ",435     ,3.6     
CN1919300000000,19,193,"Woodbury County, IA",2016,"56,031     ","54,004     ","2,027     ",3.6     
CN1919500000000,19,195,"Worth County, IA",2016,"4,286     ","4,136     ",150     ,3.5     
CN1919700000000,19,197,"Wright County, IA",2016,"6,745     ","6,465     ",280     ,4.2     
CN2000100000000,20,001,"Allen County, KS",2016,"6,354     ","5,977     ",377     ,5.9     
CN2000300000000,20,003,"Anderson County, KS",2016,"4,195     ","4,005     ",190     ,4.5     
CN2000500000000,20,005,"Atchison County, KS",2016,"7,153     ","6,694     ",459     ,6.4     
CN2000700000000,20,007,"Barber County, KS",2016,"2,525     ","2,422     ",103     ,4.1     
CN2000900000000,20,009,"Barton County, KS",2016,"14,037     ","13,373     ",664     ,4.7     
CN2001100000000,20,011,"Bourbon County, KS",2016,"7,125     ","6,764     ",361     ,5.1     
CN2001300000000,20,013,"Brown County, KS",2016,"5,168     ","4,969     ",199     ,3.9     
CN2001500000000,20,015,"Butler County, KS",2016,"31,877     ","30,497     ","1,380     ",4.3     
CN2001700000000,20,017,"Chase County, KS",2016,"1,399     ","1,347     ",52     ,3.7     
CN2001900000000,20,019,"Chautauqua County, KS",2016,"1,520     ","1,436     ",84     ,5.5     
CN2002100000000,20,021,"Cherokee County, KS",2016,"10,300     ","9,823     ",477     ,4.6     
CN2002300000000,20,023,"Cheyenne County, KS",2016,"1,343     ","1,304     ",39     ,2.9     
CN2002500000000,20,025,"Clark County, KS",2016,"1,125     ","1,092     ",33     ,2.9     
CN2002700000000,20,027,"Clay County, KS",2016,"3,998     ","3,818     ",180     ,4.5     
CN2002900000000,20,029,"Cloud County, KS",2016,"4,121     ","3,935     ",186     ,4.5     
CN2003100000000,20,031,"Coffey County, KS",2016,"4,471     ","4,191     ",280     ,6.3     
CN2003300000000,20,033,"Comanche County, KS",2016,954     ,922     ,32     ,3.4     
CN2003500000000,20,035,"Cowley County, KS",2016,"17,024     ","16,244     ",780     ,4.6     
CN2003700000000,20,037,"Crawford County, KS",2016,"18,958     ","18,017     ",941     ,5.0     
CN2003900000000,20,039,"Decatur County, KS",2016,"1,318     ","1,263     ",55     ,4.2     
CN2004100000000,20,041,"Dickinson County, KS",2016,"9,309     ","8,880     ",429     ,4.6     
CN2004300000000,20,043,"Doniphan County, KS",2016,"4,280     ","4,105     ",175     ,4.1     
CN2004500000000,20,045,"Douglas County, KS",2016,"65,556     ","63,205     ","2,351     ",3.6     
CN2004700000000,20,047,"Edwards County, KS",2016,"1,664     ","1,612     ",52     ,3.1     
CN2004900000000,20,049,"Elk County, KS",2016,"1,212     ","1,148     ",64     ,5.3     
CN2005100000000,20,051,"Ellis County, KS",2016,"17,130     ","16,586     ",544     ,3.2     
CN2005300000000,20,053,"Ellsworth County, KS",2016,"2,803     ","2,685     ",118     ,4.2     
CN2005500000000,20,055,"Finney County, KS",2016,"20,285     ","19,637     ",648     ,3.2     
CN2005700000000,20,057,"Ford County, KS",2016,"18,043     ","17,450     ",593     ,3.3     
CN2005900000000,20,059,"Franklin County, KS",2016,"14,231     ","13,616     ",615     ,4.3     
CN2006100000000,20,061,"Geary County, KS",2016,"12,295     ","11,580     ",715     ,5.8     
CN2006300000000,20,063,"Gove County, KS",2016,"1,470     ","1,432     ",38     ,2.6     
CN2006500000000,20,065,"Graham County, KS",2016,"1,207     ","1,147     ",60     ,5.0     
CN2006700000000,20,067,"Grant County, KS",2016,"3,797     ","3,654     ",143     ,3.8     
CN2006900000000,20,069,"Gray County, KS",2016,"3,422     ","3,342     ",80     ,2.3     
CN2007100000000,20,071,"Greeley County, KS",2016,913     ,892     ,21     ,2.3     
CN2007300000000,20,073,"Greenwood County, KS",2016,"3,303     ","3,132     ",171     ,5.2     
CN2007500000000,20,075,"Hamilton County, KS",2016,"1,602     ","1,559     ",43     ,2.7     
CN2007700000000,20,077,"Harper County, KS",2016,"2,849     ","2,739     ",110     ,3.9     
CN2007900000000,20,079,"Harvey County, KS",2016,"17,183     ","16,431     ",752     ,4.4     
CN2008100000000,20,081,"Haskell County, KS",2016,"2,309     ","2,247     ",62     ,2.7     
CN2008300000000,20,083,"Hodgeman County, KS",2016,"1,030     ","1,000     ",30     ,2.9     
CN2008500000000,20,085,"Jackson County, KS",2016,"7,229     ","6,970     ",259     ,3.6     
CN2008700000000,20,087,"Jefferson County, KS",2016,"10,160     ","9,748     ",412     ,4.1     
CN2008900000000,20,089,"Jewell County, KS",2016,"1,347     ","1,284     ",63     ,4.7     
CN2009100000000,20,091,"Johnson County, KS",2016,"325,758     ","314,887     ","10,871     ",3.3     
CN2009300000000,20,093,"Kearny County, KS",2016,"2,088     ","2,019     ",69     ,3.3     
CN2009500000000,20,095,"Kingman County, KS",2016,"3,612     ","3,443     ",169     ,4.7     
CN2009700000000,20,097,"Kiowa County, KS",2016,"1,455     ","1,413     ",42     ,2.9     
CN2009900000000,20,099,"Labette County, KS",2016,"10,747     ","10,138     ",609     ,5.7     
CN2010100000000,20,101,"Lane County, KS",2016,826     ,798     ,28     ,3.4     
CN2010300000000,20,103,"Leavenworth County, KS",2016,"35,390     ","33,818     ","1,572     ",4.4     
CN2010500000000,20,105,"Lincoln County, KS",2016,"1,746     ","1,680     ",66     ,3.8     
CN2010700000000,20,107,"Linn County, KS",2016,"4,337     ","4,045     ",292     ,6.7     
CN2010900000000,20,109,"Logan County, KS",2016,"1,706     ","1,659     ",47     ,2.8     
CN2011100000000,20,111,"Lyon County, KS",2016,"16,927     ","16,217     ",710     ,4.2     
CN2011300000000,20,113,"McPherson County, KS",2016,"16,446     ","15,909     ",537     ,3.3     
CN2011500000000,20,115,"Marion County, KS",2016,"6,050     ","5,792     ",258     ,4.3     
CN2011700000000,20,117,"Marshall County, KS",2016,"5,599     ","5,420     ",179     ,3.2     
CN2011900000000,20,119,"Meade County, KS",2016,"2,381     ","2,313     ",68     ,2.9     
CN2012100000000,20,121,"Miami County, KS",2016,"16,808     ","16,087     ",721     ,4.3     
CN2012300000000,20,123,"Mitchell County, KS",2016,"3,660     ","3,530     ",130     ,3.6     
CN2012500000000,20,125,"Montgomery County, KS",2016,"15,884     ","14,866     ","1,018     ",6.4     
CN2012700000000,20,127,"Morris County, KS",2016,"3,099     ","2,973     ",126     ,4.1     
CN2012900000000,20,129,"Morton County, KS",2016,"1,376     ","1,319     ",57     ,4.1     
CN2013100000000,20,131,"Nemaha County, KS",2016,"5,931     ","5,765     ",166     ,2.8     
CN2013300000000,20,133,"Neosho County, KS",2016,"6,108     ","5,648     ",460     ,7.5     
CN2013500000000,20,135,"Ness County, KS",2016,"1,415     ","1,361     ",54     ,3.8     
CN2013700000000,20,137,"Norton County, KS",2016,"2,887     ","2,812     ",75     ,2.6     
CN2013900000000,20,139,"Osage County, KS",2016,"8,005     ","7,635     ",370     ,4.6     
CN2014100000000,20,141,"Osborne County, KS",2016,"2,078     ","2,002     ",76     ,3.7     
CN2014300000000,20,143,"Ottawa County, KS",2016,"3,190     ","3,063     ",127     ,4.0     
CN2014500000000,20,145,"Pawnee County, KS",2016,"3,203     ","3,088     ",115     ,3.6     
CN2014700000000,20,147,"Phillips County, KS",2016,"2,876     ","2,783     ",93     ,3.2     
CN2014900000000,20,149,"Pottawatomie County, KS",2016,"12,317     ","11,885     ",432     ,3.5     
CN2015100000000,20,151,"Pratt County, KS",2016,"5,071     ","4,853     ",218     ,4.3     
CN2015300000000,20,153,"Rawlins County, KS",2016,"1,518     ","1,478     ",40     ,2.6     
CN2015500000000,20,155,"Reno County, KS",2016,"30,107     ","28,735     ","1,372     ",4.6     
CN2015700000000,20,157,"Republic County, KS",2016,"2,552     ","2,478     ",74     ,2.9     
CN2015900000000,20,159,"Rice County, KS",2016,"5,345     ","5,123     ",222     ,4.2     
CN2016100000000,20,161,"Riley County, KS",2016,"36,884     ","35,657     ","1,227     ",3.3     
CN2016300000000,20,163,"Rooks County, KS",2016,"2,683     ","2,543     ",140     ,5.2     
CN2016500000000,20,165,"Rush County, KS",2016,"1,749     ","1,675     ",74     ,4.2     
CN2016700000000,20,167,"Russell County, KS",2016,"3,557     ","3,397     ",160     ,4.5     
CN2016900000000,20,169,"Saline County, KS",2016,"30,819     ","29,654     ","1,165     ",3.8     
CN2017100000000,20,171,"Scott County, KS",2016,"2,879     ","2,805     ",74     ,2.6     
CN2017300000000,20,173,"Sedgwick County, KS",2016,"245,673     ","233,914     ","11,759     ",4.8     
CN2017500000000,20,175,"Seward County, KS",2016,"10,228     ","9,757     ",471     ,4.6     
CN2017700000000,20,177,"Shawnee County, KS",2016,"91,289     ","87,522     ","3,767     ",4.1     
CN2017900000000,20,179,"Sheridan County, KS",2016,"1,448     ","1,411     ",37     ,2.6     
CN2018100000000,20,181,"Sherman County, KS",2016,"2,952     ","2,850     ",102     ,3.5     
CN2018300000000,20,183,"Smith County, KS",2016,"2,035     ","1,963     ",72     ,3.5     
CN2018500000000,20,185,"Stafford County, KS",2016,"2,087     ","2,002     ",85     ,4.1     
CN2018700000000,20,187,"Stanton County, KS",2016,"1,047     ","1,015     ",32     ,3.1     
CN2018900000000,20,189,"Stevens County, KS",2016,"2,885     ","2,758     ",127     ,4.4     
CN2019100000000,20,191,"Sumner County, KS",2016,"10,994     ","10,507     ",487     ,4.4     
CN2019300000000,20,193,"Thomas County, KS",2016,"4,320     ","4,194     ",126     ,2.9     
CN2019500000000,20,195,"Trego County, KS",2016,"1,511     ","1,448     ",63     ,4.2     
CN2019700000000,20,197,"Wabaunsee County, KS",2016,"3,712     ","3,572     ",140     ,3.8     
CN2019900000000,20,199,"Wallace County, KS",2016,864     ,839     ,25     ,2.9     
CN2020100000000,20,201,"Washington County, KS",2016,"3,085     ","2,976     ",109     ,3.5     
CN2020300000000,20,203,"Wichita County, KS",2016,"1,212     ","1,182     ",30     ,2.5     
CN2020500000000,20,205,"Wilson County, KS",2016,"4,152     ","3,885     ",267     ,6.4     
CN2020700000000,20,207,"Woodson County, KS",2016,"1,592     ","1,494     ",98     ,6.2     
CN2020900000000,20,209,"Wyandotte County, KS",2016,"76,263     ","71,894     ","4,369     ",5.7     
CN2100100000000,21,001,"Adair County, KY",2016,"6,738     ","6,291     ",447     ,6.6     
CN2100300000000,21,003,"Allen County, KY",2016,"8,788     ","8,419     ",369     ,4.2     
CN2100500000000,21,005,"Anderson County, KY",2016,"11,211     ","10,766     ",445     ,4.0     
CN2100700000000,21,007,"Ballard County, KY",2016,"3,690     ","3,373     ",317     ,8.6     
CN2100900000000,21,009,"Barren County, KY",2016,"18,885     ","18,016     ",869     ,4.6     
CN2101100000000,21,011,"Bath County, KY",2016,"4,729     ","4,387     ",342     ,7.2     
CN2101300000000,21,013,"Bell County, KY",2016,"8,661     ","7,884     ",777     ,9.0     
CN2101500000000,21,015,"Boone County, KY",2016,"65,523     ","63,043     ","2,480     ",3.8     
CN2101700000000,21,017,"Bourbon County, KY",2016,"9,826     ","9,363     ",463     ,4.7     
CN2101900000000,21,019,"Boyd County, KY",2016,"18,117     ","16,645     ","1,472     ",8.1     
CN2102100000000,21,021,"Boyle County, KY",2016,"12,157     ","11,565     ",592     ,4.9     
CN2102300000000,21,023,"Bracken County, KY",2016,"3,722     ","3,498     ",224     ,6.0     
CN2102500000000,21,025,"Breathitt County, KY",2016,"3,882     ","3,519     ",363     ,9.4     
CN2102700000000,21,027,"Breckinridge County, KY",2016,"7,883     ","7,411     ",472     ,6.0     
CN2102900000000,21,029,"Bullitt County, KY",2016,"39,731     ","38,092     ","1,639     ",4.1     
CN2103100000000,21,031,"Butler County, KY",2016,"5,160     ","4,885     ",275     ,5.3     
CN2103300000000,21,033,"Caldwell County, KY",2016,"5,397     ","5,112     ",285     ,5.3     
CN2103500000000,21,035,"Calloway County, KY",2016,"18,431     ","17,604     ",827     ,4.5     
CN2103700000000,21,037,"Campbell County, KY",2016,"47,693     ","45,876     ","1,817     ",3.8     
CN2103900000000,21,039,"Carlisle County, KY",2016,"2,723     ","2,561     ",162     ,5.9     
CN2104100000000,21,041,"Carroll County, KY",2016,"5,083     ","4,831     ",252     ,5.0     
CN2104300000000,21,043,"Carter County, KY",2016,"10,066     ","9,043     ","1,023     ",10.2     
CN2104500000000,21,045,"Casey County, KY",2016,"6,831     ","6,517     ",314     ,4.6     
CN2104700000000,21,047,"Christian County, KY",2016,"24,725     ","23,236     ","1,489     ",6.0     
CN2104900000000,21,049,"Clark County, KY",2016,"16,862     ","16,065     ",797     ,4.7     
CN2105100000000,21,051,"Clay County, KY",2016,"5,635     ","5,093     ",542     ,9.6     
CN2105300000000,21,053,"Clinton County, KY",2016,"3,732     ","3,458     ",274     ,7.3     
CN2105500000000,21,055,"Crittenden County, KY",2016,"4,081     ","3,877     ",204     ,5.0     
CN2105700000000,21,057,"Cumberland County, KY",2016,"2,900     ","2,740     ",160     ,5.5     
CN2105900000000,21,059,"Daviess County, KY",2016,"45,469     ","43,433     ","2,036     ",4.5     
CN2106100000000,21,061,"Edmonson County, KY",2016,"4,734     ","4,444     ",290     ,6.1     
CN2106300000000,21,063,"Elliott County, KY",2016,"2,160     ","1,925     ",235     ,10.9     
CN2106500000000,21,065,"Estill County, KY",2016,"5,312     ","5,010     ",302     ,5.7     
CN2106700000000,21,067,"Fayette County, KY",2016,"168,079     ","162,204     ","5,875     ",3.5     
CN2106900000000,21,069,"Fleming County, KY",2016,"6,035     ","5,677     ",358     ,5.9     
CN2107100000000,21,071,"Floyd County, KY",2016,"11,684     ","10,416     ","1,268     ",10.9     
CN2107300000000,21,073,"Franklin County, KY",2016,"24,023     ","23,057     ",966     ,4.0     
CN2107500000000,21,075,"Fulton County, KY",2016,"2,067     ","1,927     ",140     ,6.8     
CN2107700000000,21,077,"Gallatin County, KY",2016,"3,838     ","3,654     ",184     ,4.8     
CN2107900000000,21,079,"Garrard County, KY",2016,"7,570     ","7,212     ",358     ,4.7     
CN2108100000000,21,081,"Grant County, KY",2016,"11,056     ","10,517     ",539     ,4.9     
CN2108300000000,21,083,"Graves County, KY",2016,"15,461     ","14,537     ",924     ,6.0     
CN2108500000000,21,085,"Grayson County, KY",2016,"10,876     ","10,175     ",701     ,6.4     
CN2108700000000,21,087,"Green County, KY",2016,"5,033     ","4,813     ",220     ,4.4     
CN2108900000000,21,089,"Greenup County, KY",2016,"13,577     ","12,403     ","1,174     ",8.6     
CN2109100000000,21,091,"Hancock County, KY",2016,"3,900     ","3,689     ",211     ,5.4     
CN2109300000000,21,093,"Hardin County, KY",2016,"47,349     ","45,265     ","2,084     ",4.4     
CN2109500000000,21,095,"Harlan County, KY",2016,"7,208     ","6,334     ",874     ,12.1     
CN2109700000000,21,097,"Harrison County, KY",2016,"8,474     ","8,085     ",389     ,4.6     
CN2109900000000,21,099,"Hart County, KY",2016,"7,942     ","7,578     ",364     ,4.6     
CN2110100000000,21,101,"Henderson County, KY",2016,"21,180     ","20,177     ","1,003     ",4.7     
CN2110300000000,21,103,"Henry County, KY",2016,"7,712     ","7,399     ",313     ,4.1     
CN2110500000000,21,105,"Hickman County, KY",2016,"2,010     ","1,898     ",112     ,5.6     
CN2110700000000,21,107,"Hopkins County, KY",2016,"20,017     ","18,917     ","1,100     ",5.5     
CN2110900000000,21,109,"Jackson County, KY",2016,"4,262     ","3,943     ",319     ,7.5     
