"","name","province","region","English","French","both","either","neither","total","engperc","frenperc"
"1030","Notre-Dame-Auxiliatrice-de-Buckland","pr24","Québec",105,785,105,785,0,785,13.3757961783439,100
"1031","Saint-Nazaire-de-Dorchester","pr24","Québec",40,355,40,355,0,355,11.2676056338028,100
"1032","Saint-Léon-de-Standon","pr24","Québec",120,1125,120,1125,0,1125,10.6666666666667,100
"1033","Saint-Malachie","pr24","Québec",325,1470,320,1475,0,1475,22.0338983050847,99.6610169491526
"1034","Saint-Damien-de-Buckland","pr24","Québec",325,1845,325,1845,0,1845,17.6151761517615,100
"1035","Armagh","pr24","Québec",205,1460,205,1460,0,1460,14.041095890411,100
"1036","Saint-Nérée","pr24","Québec",115,745,115,745,0,745,15.4362416107383,100
"1037","Saint-Lazare-de-Bellechasse","pr24","Québec",165,1165,165,1165,0,1165,14.1630901287554,100
"1038","Sainte-Claire","pr24","Québec",535,3265,535,3265,0,3265,16.385911179173,100
"1039","Saint-Anselme","pr24","Québec",580,3385,570,3395,5,3400,17.0588235294118,99.5588235294118
"1040","Saint-Henri","pr24","Québec",1030,5015,1025,5020,0,5020,20.5179282868526,99.9003984063745
"1041","Honfleur","pr24","Québec",115,760,115,760,0,760,15.1315789473684,100
"1042","Saint-Gervais","pr24","Québec",290,2025,285,2030,0,2030,14.2857142857143,99.7536945812808
"1043","Saint-Raphaël","pr24","Québec",310,2410,310,2410,0,2410,12.8630705394191,100
"1044","La Durantaye","pr24","Québec",115,720,115,720,0,720,15.9722222222222,100
"1045","Saint-Charles-de-Bellechasse","pr24","Québec",375,2240,375,2240,0,2240,16.7410714285714,100
"1046","Beaumont","pr24","Québec",645,2415,635,2425,0,2425,26.5979381443299,99.5876288659794
"1047","Saint-Michel-de-Bellechasse","pr24","Québec",500,1775,495,1780,0,1780,28.0898876404494,99.7191011235955
"1048","Saint-Vallier","pr24","Québec",210,1045,210,1045,0,1045,20.0956937799043,100
"1049","Saint-françois-de-l'Île-d'Orléans","pr24","Québec",155,520,155,520,0,520,29.8076923076923,100
"1050","Sainte-Famille","pr24","Québec",215,820,215,820,0,820,26.219512195122,100
"1051","Saint-Jean-de-l'Île-d'Orléans","pr24","Québec",330,920,330,920,0,920,35.8695652173913,100
"1052","Saint-Laurent-de-l'Île-d'Orléans","pr24","Québec",525,1580,525,1580,0,1580,33.2278481012658,100
"1053","Saint-Pierre-de-l'Île-d'Orléans","pr24","Québec",410,1735,405,1740,0,1740,23.5632183908046,99.7126436781609
"1054","Sainte-Pétronille","pr24","Québec",455,1040,455,1040,0,1040,43.75,100
"1055","Saint-Tite-des-Caps","pr24","Québec",215,1500,210,1505,0,1505,14.2857142857143,99.6677740863787
"1056","Saint-Ferréol-les-Neiges","pr24","Québec",1165,2950,1150,2965,0,2965,39.29173693086,99.4940978077572
"1057","Saint-Joachim","pr24","Québec",235,1440,235,1440,0,1440,16.3194444444444,100
"1058","Beaupré","pr24","Québec",925,3275,920,3280,0,3280,28.2012195121951,99.8475609756098
"1059","Sainte-Anne-de-Beaupré","pr24","Québec",595,2835,590,2840,0,2840,20.9507042253521,99.8239436619718
"1060","Château-Richer","pr24","Québec",845,3795,840,3800,0,3800,22.2368421052632,99.8684210526316
"1061","L'Ange-Gardien","pr24","Québec",860,3630,860,3630,5,3635,23.6588720770289,99.8624484181568
"1062","Boischatel","pr24","Québec",2035,6320,2030,6325,0,6325,32.1739130434783,99.9209486166008
"1063","Sainte-Catherine-de-la-Jacques-Cartier","pr24","Québec",2110,6275,2100,6285,0,6285,33.5719968178202,99.8408910103421
"1064","Fossambault-sur-le-Lac","pr24","Québec",670,1610,665,1615,0,1615,41.4860681114551,99.6904024767802
"1065","Lac-Saint-Joseph","pr24","Québec",140,250,140,250,0,250,56,100
"1066","Shannon","pr24","Québec",2565,4990,2470,5085,0,5085,50.4424778761062,98.1317600786627
"1067","Saint-Gabriel-de-Valcartier","pr24","Québec",1445,2870,1380,2935,0,2935,49.2333901192504,97.7853492333901
"1068","Lac-Delage","pr24","Québec",305,595,300,600,0,600,50.8333333333333,99.1666666666667
"1069","Stoneham-et-Tewkesbury","pr24","Québec",2440,7085,2425,7100,5,7105,34.3420126671358,99.7185080928923
"1070","Lac-Beauport","pr24","Québec",3540,7270,3530,7280,5,7285,48.5929993136582,99.7940974605353
"1071","Sainte-Brigitte-de-Laval","pr24","Québec",1565,5680,1555,5690,5,5695,27.4802458296752,99.7366110623354
"1072","Notre-Dame-des-Anges","pr24","Québec",0,25,0,25,0,25,0,100
"1073","Québec","pr24","Québec",191760,507265,190625,508400,1520,509920,37.6058989645435,99.4793300909947
"1074","L'Ancienne-Lorette","pr24","Québec",5750,16675,5730,16695,20,16715,34.4002393060126,99.7606939874364
"1075","Saint-Augustin-de-Desmaures","pr24","Québec",8050,17805,8035,17820,10,17830,45.1486259113853,99.8597868760516
"1076","Lévis","pr24","Québec",44255,137015,44120,137150,45,137195,32.2570064506724,99.8687998833777
"1077","Frampton","pr24","Québec",270,1360,270,1360,0,1360,19.8529411764706,100
"1078","Saints-Anges","pr24","Québec",230,1140,230,1140,0,1140,20.1754385964912,100
"1079","Vallée-Jonction","pr24","Québec",360,1930,355,1935,0,1935,18.6046511627907,99.7416020671835
"1080","Saint-Elzéar","pr24","Québec",390,2100,390,2100,5,2105,18.5273159144893,99.7624703087886
"1081","Sainte-Marie","pr24","Québec",3055,12760,3050,12765,5,12770,23.9232576350822,99.9216914643696
"1082","Sainte-Marguerite","pr24","Québec",175,1070,175,1070,0,1070,16.3551401869159,100
"1083","Sainte-Hénédine","pr24","Québec",190,1165,190,1165,0,1165,16.3090128755365,100
"1084","Scott","pr24","Québec",445,2075,445,2075,5,2080,21.3942307692308,99.7596153846154
"1085","Saint-Bernard","pr24","Québec",305,2130,305,2130,0,2130,14.3192488262911,100
"1086","Saint-Isidore","pr24","Québec",525,2895,525,2895,0,2895,18.1347150259067,100
"1087","Saint-Lambert-de-Lauzon","pr24","Québec",1495,6160,1495,6160,0,6160,24.2694805194805,100
"1088","Saint-Victor","pr24","Québec",365,2350,365,2350,0,2350,15.531914893617,100
"1089","Saint-Alfred","pr24","Québec",100,485,100,485,0,485,20.6185567010309,100
"1090","Beauceville","pr24","Québec",1200,6200,1200,6200,0,6200,19.3548387096774,100
"1091","Saint-Odilon-de-Cranbourne","pr24","Québec",170,1430,165,1435,0,1435,11.8466898954704,99.6515679442509
"1092","Saint-Joseph-de-Beauce","pr24","Québec",875,4645,875,4645,0,4645,18.8374596340151,100
"1093","Saint-Joseph-des-Érables","pr24","Québec",65,420,65,420,0,420,15.4761904761905,100
"1094","Saint-Jules","pr24","Québec",75,570,75,570,0,570,13.1578947368421,100
"1095","Tring-Jonction","pr24","Québec",185,1465,185,1465,0,1465,12.6279863481229,100
"1096","Saint-Frédéric","pr24","Québec",180,1080,175,1085,0,1085,16.5898617511521,99.5391705069124
"1097","Saint-Séverin","pr24","Québec",50,265,50,265,0,265,18.8679245283019,100
"1098","Saint-Zacharie","pr24","Québec",220,1745,215,1750,0,1750,12.5714285714286,99.7142857142857
"1099","Sainte-Aurélie","pr24","Québec",150,910,150,910,0,910,16.4835164835165,100
"1100","Saint-Prosper","pr24","Québec",645,3520,645,3520,5,3525,18.2978723404255,99.8581560283688
"1101","Saint-Benjamin","pr24","Québec",175,885,170,890,0,890,19.6629213483146,99.438202247191
"1102","Sainte-Rose-de-Watford","pr24","Québec",100,785,100,785,0,785,12.7388535031847,100
"1103","Saint-Louis-de-Gonzague","pr24","Québec",60,425,60,425,0,425,14.1176470588235,100
"1104","Saint-Cyprien","pr24","Québec",60,545,60,545,0,545,11.0091743119266,100
"1105","Sainte-Justine","pr24","Québec",310,1795,305,1800,0,1800,17.2222222222222,99.7222222222222
"1106","Lac-Etchemin","pr24","Québec",750,3845,745,3850,0,3850,19.4805194805195,99.8701298701299
"1107","Saint-Luc-de-Bellechasse","pr24","Québec",65,475,65,475,0,475,13.6842105263158,100
"1108","Sainte-Sabine","pr24","Québec",75,375,70,380,0,380,19.7368421052632,98.6842105263158
"1109","Saint-Camille-de-Lellis","pr24","Québec",95,835,95,835,0,835,11.377245508982,100
"1110","Saint-Magloire","pr24","Québec",100,690,100,690,0,690,14.4927536231884,100
"1111","Saint-Théophile","pr24","Québec",120,745,120,745,0,745,16.1073825503356,100
"1112","Saint-Gédéon-de-Beauce","pr24","Québec",255,2275,255,2275,0,2275,11.2087912087912,100
"1113","Saint-Hilaire-de-Dorset","pr24","Québec",5,50,5,50,0,50,10,100
"1114","Saint-Évariste-de-Forsyth","pr24","Québec",65,525,65,525,0,525,12.3809523809524,100
"1115","La Guadeloupe","pr24","Québec",225,1745,225,1745,0,1745,12.8939828080229,100
"1116","Saint-Honoré-de-Shenley","pr24","Québec",210,1610,210,1610,5,1615,13.0030959752322,99.6904024767802
"1117","Saint-Martin","pr24","Québec",340,2440,335,2445,0,2445,13.9059304703476,99.7955010224949
"1118","Saint-René","pr24","Québec",90,655,90,655,0,655,13.7404580152672,100
"1119","Saint-Câme--Linière","pr24","Québec",515,3220,510,3225,0,3225,15.968992248062,99.8449612403101
"1120","Saint-Philibert","pr24","Québec",75,365,75,365,0,365,20.5479452054795,100
"1121","Saint-Georges","pr24","Québec",7685,30680,7670,30695,15,30710,25.0244220123738,99.9023119505047
"1122","Lac-Poulin","pr24","Québec",65,130,65,130,0,130,50,100
"1123","Saint-Beno¯t-Labre","pr24","Québec",280,1585,280,1585,0,1585,17.6656151419558,100
"1124","Saint-Éphrem-de-Beauce","pr24","Québec",410,2515,410,2515,0,2515,16.3021868787276,100
"1125","Notre-Dame-des-Pins","pr24","Québec",240,1105,240,1105,0,1105,21.7194570135747,100
"1126","Saint-Simon-les-Mines","pr24","Québec",120,500,120,500,0,500,24,100
"1127","Saint-Augustin-de-Woburn","pr24","Québec",140,695,140,695,0,695,20.1438848920863,100
"1128","Notre-Dame-des-Bois","pr24","Québec",250,905,250,905,0,905,27.6243093922652,100
"1129","Val-Racine","pr24","Québec",45,170,45,170,0,170,26.4705882352941,100
"1130","Piopolis","pr24","Québec",130,370,130,370,0,370,35.1351351351351,100
"1131","Frontenac","pr24","Québec",370,1645,365,1650,5,1655,22.3564954682779,99.3957703927493
"1132","Lac-Mégantic","pr24","Québec",1330,5820,1325,5825,0,5825,22.8326180257511,99.9141630901288
"1133","Marston","pr24","Québec",160,655,160,655,0,655,24.4274809160305,100
"1134","Milan","pr24","Québec",70,255,70,255,0,255,27.4509803921569,100
"1135","Nantes","pr24","Québec",220,1375,220,1375,0,1375,16,100
"1136","Sainte-Cécile-de-Whitton","pr24","Québec",130,870,130,870,0,870,14.9425287356322,100
"1137","Audet","pr24","Québec",105,725,105,725,0,725,14.4827586206897,100
"1138","Saint-Robert-Bellarmin","pr24","Québec",55,670,55,670,0,670,8.2089552238806,100
"1139","Saint-Ludger","pr24","Québec",145,1230,145,1230,0,1230,11.7886178861789,100
"1140","Lac-Drolet","pr24","Québec",180,1065,180,1065,0,1065,16.9014084507042,100
"1141","Saint-Sébastien","pr24","Québec",85,695,85,695,0,695,12.2302158273381,100
"1142","Courcelles","pr24","Québec",120,1005,120,1005,0,1005,11.9402985074627,100
"1143","Lambton","pr24","Québec",290,1560,290,1560,0,1560,18.5897435897436,100
"1144","Saint-Romain","pr24","Québec",135,710,135,710,0,710,19.0140845070423,100
"1145","Stornoway","pr24","Québec",105,560,105,560,0,560,18.75,100
"1146","Stratford","pr24","Québec",275,1055,275,1055,0,1055,26.0663507109005,100
"1147","Beaulac-Garthby","pr24","Québec",200,875,200,875,0,875,22.8571428571429,100
"1148","Disraeli","pr24","Québec",375,2425,375,2425,5,2430,15.4320987654321,99.7942386831276
"1149","Disraeli","pr24","Québec",230,1170,230,1170,0,1170,19.6581196581197,100
"1150","Saint-Jacques-le-Majeur-de-Wolfestown","pr24","Québec",45,185,40,190,0,190,23.6842105263158,97.3684210526316
"1151","Saint-Fortunat","pr24","Québec",60,280,60,280,0,280,21.4285714285714,100
"1152","Saint-Julien","pr24","Québec",75,400,75,400,0,400,18.75,100
"1153","Irlande","pr24","Québec",175,950,170,955,0,955,18.3246073298429,99.4764397905759
"1154","Saint-Joseph-de-Coleraine","pr24","Québec",320,1850,315,1855,0,1855,17.2506738544474,99.7304582210243
"1155","Sainte-Praxède","pr24","Québec",75,365,75,365,0,365,20.5479452054795,100
"1156","Adstock","pr24","Québec",530,2620,530,2620,5,2625,20.1904761904762,99.8095238095238
"1157","Sainte-Clotilde-de-Beauce","pr24","Québec",90,645,90,645,0,645,13.953488372093,100
"1158","Thetford Mines","pr24","Québec",5200,25060,5175,25085,10,25095,20.7212592149831,99.860529986053
"1159","Saint-Adrien-d'Irlande","pr24","Québec",65,390,65,390,0,390,16.6666666666667,100
"1160","Saint-Jean-de-Brébeuf","pr24","Québec",100,355,95,360,0,360,27.7777777777778,98.6111111111111
"1161","Kinnear's Mills","pr24","Québec",125,355,110,370,0,370,33.7837837837838,95.9459459459459
"1162","East Broughton","pr24","Québec",275,2195,275,2195,0,2195,12.5284738041002,100
"1163","Sacré-Coeur-de-Jésus","pr24","Québec",65,565,65,565,0,565,11.5044247787611,100
"1164","Saint-Pierre-de-Broughton","pr24","Québec",170,870,170,870,0,870,19.5402298850575,100
"1165","Saint-Jacques-de-Leeds","pr24","Québec",170,700,160,710,0,710,23.943661971831,98.5915492957747
"1166","Saint-Ferdinand","pr24","Québec",340,2015,340,2015,0,2015,16.8734491315136,100
"1167","Sainte-Sophie-d'Halifax","pr24","Québec",110,670,110,670,0,670,16.4179104477612,100
"1168","Princeville","pr24","Québec",810,5650,805,5655,10,5665,14.2983230361871,99.7352162400706
"1169","Plessisville","pr24","Québec",1205,6560,1200,6565,5,6570,18.3409436834094,99.8477929984779
"1170","Plessisville","pr24","Québec",425,2645,420,2650,0,2650,16.0377358490566,99.811320754717
"1171","Saint-Pierre-Baptiste","pr24","Québec",100,480,100,480,0,480,20.8333333333333,100
"1172","Inverness","pr24","Québec",210,810,200,820,0,820,25.609756097561,98.780487804878
"1173","Lyster","pr24","Québec",280,1585,280,1585,0,1585,17.6656151419558,100
"1174","Laurierville","pr24","Québec",230,1455,230,1455,0,1455,15.807560137457,100
"1175","Notre-Dame-de-Lourdes","pr24","Québec",115,695,110,700,5,705,16.3120567375887,98.5815602836879
"1176","Villeroy","pr24","Québec",60,480,60,480,0,480,12.5,100
"1177","Saint-Sylvestre","pr24","Québec",190,1005,185,1010,0,1010,18.8118811881188,99.5049504950495
"1178","Sainte-Agathe-de-Lotbinière","pr24","Québec",250,1100,245,1105,0,1105,22.6244343891403,99.5475113122172
"1179","Saint-Patrice-de-Beaurivage","pr24","Québec",180,1080,180,1080,0,1080,16.6666666666667,100
"1180","Saint-Narcisse-de-Beaurivage","pr24","Québec",180,1090,180,1090,0,1090,16.5137614678899,100
"1181","Saint-Gilles","pr24","Québec",390,2135,385,2140,0,2140,18.2242990654206,99.7663551401869
"1182","Dosquet","pr24","Québec",120,890,120,890,0,890,13.4831460674157,100
"1183","Saint-Agapit","pr24","Québec",640,3510,635,3515,0,3515,18.2076813655761,99.8577524893314
"1184","Saint-Flavien","pr24","Québec",205,1530,205,1530,0,1530,13.3986928104575,100
"1185","Laurier-Station","pr24","Québec",430,2565,430,2565,0,2565,16.7641325536062,100
"1186","Saint-Janvier-de-Joly","pr24","Québec",145,960,140,965,0,965,15.0259067357513,99.4818652849741
"1187","Val-Alain","pr24","Québec",190,955,190,955,0,955,19.8952879581152,100
"1188","Saint-Édouard-de-Lotbinière","pr24","Québec",165,1220,165,1220,0,1220,13.5245901639344,100
"1189","Notre-Dame-du-Sacré-Coeur-d'Issoudun","pr24","Québec",150,860,150,860,0,860,17.4418604651163,100
"1190","Saint-Apollinaire","pr24","Québec",1010,5040,1005,5045,25,5070,19.9211045364891,99.4082840236686
"1191","Saint-Antoine-de-Tilly","pr24","Québec",545,1600,545,1600,0,1600,34.0625,100
"1192","Sainte-Croix","pr24","Québec",395,2290,395,2290,0,2290,17.2489082969432,100
"1193","Lotbinière","pr24","Québec",185,845,185,845,0,845,21.8934911242604,100
"1194","Leclercville","pr24","Québec",105,470,105,470,0,470,22.3404255319149,100
"1195","Neuville","pr24","Québec",1285,3880,1285,3880,5,3885,33.0759330759331,99.8712998712999
"1196","Pont-Rouge","pr24","Québec",2110,8710,2100,8720,5,8725,24.1833810888252,99.8280802292264
"1197","Donnacona","pr24","Québec",1390,5905,1385,5910,5,5915,23.4995773457312,99.8309382924768
"1198","Cap-Santé","pr24","Québec",780,2985,775,2990,0,2990,26.0869565217391,99.8327759197324
"1199","Saint-Basile","pr24","Québec",450,2440,450,2440,0,2440,18.4426229508197,100
"1200","Portneuf","pr24","Québec",660,3085,660,3085,15,3100,21.2903225806452,99.5161290322581
"1201","Deschambault-Grondines","pr24","Québec",570,2130,565,2135,0,2135,26.6978922716628,99.7658079625293
"1202","Saint-Gilbert","pr24","Québec",55,285,55,285,0,285,19.2982456140351,100
"1203","Saint-Marc-des-Carrières","pr24","Québec",425,2735,420,2740,0,2740,15.5109489051095,99.8175182481752
"1204","Saint-Casimir","pr24","Québec",205,1495,200,1500,0,1500,13.6666666666667,99.6666666666667
"1205","Saint-Thuribe","pr24","Québec",40,290,40,290,0,290,13.7931034482759,100
"1206","Saint-Ubalde","pr24","Québec",205,1400,205,1400,0,1400,14.6428571428571,100
"1207","Saint-Alban","pr24","Québec",200,1220,200,1220,0,1220,16.3934426229508,100
"1208","Sainte-Christine-d'Auvergne","pr24","Québec",90,445,90,445,0,445,20.2247191011236,100
"1209","Saint-Léonard-de-Portneuf","pr24","Québec",165,1015,165,1015,0,1015,16.256157635468,100
"1210","Lac-Sergent","pr24","Québec",190,465,190,465,0,465,40.8602150537634,100
"1211","Saint-Raymond","pr24","Québec",1775,9465,1770,9470,0,9470,18.7434002111932,99.9472016895459
"1212","Rivière-à-Pierre","pr24","Québec",90,665,85,670,0,670,13.4328358208955,99.2537313432836
"1213","Notre-Dame-de-Montauban","pr24","Québec",115,750,115,750,0,750,15.3333333333333,100
"1214","Lac-aux-Sables","pr24","Québec",225,1370,225,1370,0,1370,16.4233576642336,100
"1215","Saint-Adelphe","pr24","Québec",165,945,165,945,0,945,17.4603174603175,100
"1216","Saint-Séverin","pr24","Québec",110,860,110,860,0,860,12.7906976744186,100
"1217","Saint-Tite","pr24","Québec",485,3815,480,3820,0,3820,12.696335078534,99.869109947644
"1218","Hérouxville","pr24","Québec",205,1335,205,1335,0,1335,15.3558052434457,100
"1219","Grandes-Piles","pr24","Québec",105,360,105,360,0,360,29.1666666666667,100
"1220","Saint-Roch-de-Mékinac","pr24","Québec",65,440,65,440,0,440,14.7727272727273,100
"1221","Sainte-Thècle","pr24","Québec",305,2445,305,2445,0,2445,12.4744376278119,100
"1222","Trois-Rives","pr24","Québec",105,490,105,490,0,490,21.4285714285714,100
"1223","Shawinigan","pr24","Québec",10535,48595,10485,48645,35,48680,21.6413311421528,99.8253903040263
"1224","Trois-Rivières","pr24","Québec",38055,129345,37880,129520,205,129725,29.3351320100212,99.7070726536905
"1225","Sainte-Anne-de-la-Pérade","pr24","Québec",400,2030,400,2030,0,2030,19.7044334975369,100
"1226","Batiscan","pr24","Québec",250,940,250,940,0,940,26.5957446808511,100
"1227","Sainte-Geneviève-de-Batiscan","pr24","Québec",210,1060,210,1060,0,1060,19.811320754717,100
"1228","Champlain","pr24","Québec",430,1665,430,1665,5,1670,25.748502994012,99.7005988023952
"1229","Saint-Luc-de-Vincennes","pr24","Québec",105,580,105,580,0,580,18.1034482758621,100
"1230","Saint-Maurice","pr24","Québec",525,2750,525,2750,5,2755,19.0562613430127,99.8185117967332
"1231","Notre-Dame-du-Mont-Carmel","pr24","Québec",1125,5430,1120,5435,0,5435,20.6991720331187,99.9080036798528
"1232","Saint-Narcisse","pr24","Québec",310,1705,310,1705,0,1705,18.1818181818182,100
"1233","Saint-Stanislas","pr24","Québec",180,1025,175,1030,0,1030,17.4757281553398,99.5145631067961
"1234","Saint-Prosper-de-Champlain","pr24","Québec",75,510,75,510,0,510,14.7058823529412,100
"1235","Saint-Sylvère","pr24","Québec",120,870,120,870,0,870,13.7931034482759,100
"1236","Bécancour","pr24","Québec",3140,12020,3125,12035,5,12040,26.0797342192691,99.8338870431894
"1237","Sainte-Marie-de-Blandford","pr24","Québec",105,470,105,470,0,470,22.3404255319149,100
"1238","Lemieux","pr24","Québec",60,305,60,305,0,305,19.672131147541,100
"1239","Manseau","pr24","Québec",95,825,95,825,0,825,11.5151515151515,100
"1240","Sainte-françoise","pr24","Québec",70,480,70,480,0,480,14.5833333333333,100
"1241","Sainte-Sophie-de-Lévrard","pr24","Québec",120,730,120,730,0,730,16.4383561643836,100
"1242","Fortierville","pr24","Québec",115,650,110,655,5,660,17.4242424242424,98.4848484848485
"1243","Parisville","pr24","Québec",65,525,65,525,0,525,12.3809523809524,100
"1244","Sainte-Cécile-de-Lévrard","pr24","Québec",80,365,80,365,0,365,21.9178082191781,100
"1245","Saint-Pierre-les-Becquets","pr24","Québec",235,1190,235,1190,0,1190,19.7478991596639,100
"1246","Deschaillons-sur-Saint-Laurent","pr24","Québec",185,930,185,930,0,930,19.8924731182796,100
"1247","Wâlinak","pr24","Québec",40,180,40,180,0,180,22.2222222222222,100
"1248","Saints-Martyrs-Canadiens","pr24","Québec",65,225,65,225,0,225,28.8888888888889,100
"1249","Ham-Nord","pr24","Québec",160,785,160,785,5,790,20.253164556962,99.3670886075949
"1250","Notre-Dame-de-Ham","pr24","Québec",70,415,70,415,0,415,16.8674698795181,100
"1251","Saint-Rémi-de-Tingwick","pr24","Québec",105,475,105,475,0,475,22.1052631578947,100
"1252","Tingwick","pr24","Québec",315,1390,310,1395,0,1395,22.5806451612903,99.6415770609319
"1253","Chesterville","pr24","Québec",170,890,170,890,0,890,19.1011235955056,100
"1254","Sainte-Hélène-de-Chester","pr24","Québec",75,360,75,360,0,360,20.8333333333333,100
"1255","Saint-Norbert-d'Arthabaska","pr24","Québec",175,1180,175,1180,0,1180,14.8305084745763,100
"1256","Saint-Christophe-d'Arthabaska","pr24","Québec",600,2890,600,2890,5,2895,20.7253886010363,99.8272884283247
"1257","Victoriaville","pr24","Québec",9630,42780,9605,42805,75,42880,22.4580223880597,99.7667910447761
"1258","Warwick","pr24","Québec",980,4705,975,4710,5,4715,20.7847295864263,99.7879109225875
"1259","Saint-Albert","pr24","Québec",255,1530,250,1535,0,1535,16.6123778501629,99.6742671009772
"1260","Sainte-Élizabeth-de-Warwick","pr24","Québec",70,370,70,370,0,370,18.9189189189189,100
"1261","Kingsey Falls","pr24","Québec",690,1990,685,1995,5,2000,34.5,99.5
"1262","Sainte-Séraphine","pr24","Québec",70,380,70,380,0,380,18.4210526315789,100
"1263","Sainte-Clotilde-de-Horton","pr24","Québec",310,1620,310,1620,0,1620,19.1358024691358,100
"1264","Saint-Samuel","pr24","Québec",135,740,135,740,0,740,18.2432432432432,100
"1265","Saint-Valère","pr24","Québec",210,1280,205,1285,5,1290,16.2790697674419,99.2248062015504
"1266","Saint-Rosaire","pr24","Québec",135,840,135,840,0,840,16.0714285714286,100
"1267","Sainte-Anne-du-Sault","pr24","Québec",185,1270,185,1270,0,1270,14.5669291338583,100
"1268","Daveluyville","pr24","Québec",150,950,145,955,0,955,15.7068062827225,99.4764397905759
"1269","Maddington","pr24","Québec",70,440,70,440,0,440,15.9090909090909,100
"1270","Saint-Louis-de-Blandford","pr24","Québec",155,900,155,900,0,900,17.2222222222222,100
"1271","Saint-Joseph-de-Ham-Sud","pr24","Québec",70,205,70,205,0,205,34.1463414634146,100
"1272","Saint-Adrien","pr24","Québec",105,490,100,495,0,495,21.2121212121212,98.989898989899
"1273","Wotton","pr24","Québec",245,1385,245,1385,0,1385,17.6895306859206,100
"1274","Saint-Camille","pr24","Québec",120,510,120,510,0,510,23.5294117647059,100
"1275","Saint-Georges-de-Windsor","pr24","Québec",210,905,210,905,0,905,23.2044198895028,100
"1276","Asbestos","pr24","Québec",1530,6955,1520,6965,0,6965,21.9669777458722,99.8564249820531
"1277","Danville","pr24","Québec",1335,3940,1245,4030,20,4050,32.962962962963,97.2839506172839
"1278","Saint-Isidore-de-Clifton","pr24","Québec",215,685,185,715,0,715,30.0699300699301,95.8041958041958
"1279","Chartierville","pr24","Québec",105,305,105,305,0,305,34.4262295081967,100
"1280","La Patrie","pr24","Québec",235,740,230,745,0,745,31.5436241610738,99.3288590604027
"1281","Newport","pr24","Québec",380,605,260,725,0,725,52.4137931034483,83.448275862069
"1282","Cookshire-Eaton","pr24","Québec",2330,4775,1980,5125,0,5125,45.4634146341463,93.1707317073171
"1283","Ascot Corner","pr24","Québec",840,2845,805,2880,0,2880,29.1666666666667,98.7847222222222
"1284","East Angus","pr24","Québec",975,3640,955,3660,0,3660,26.6393442622951,99.4535519125683
"1285","Westbury","pr24","Québec",270,990,260,1000,0,1000,27,99
"1286","Bury","pr24","Québec",690,1000,550,1140,0,1140,60.5263157894737,87.719298245614
"1287","Hampden","pr24","Québec",75,215,70,220,0,220,34.0909090909091,97.7272727272727
"1288","Scotstown","pr24","Québec",160,535,150,545,0,545,29.3577981651376,98.1651376146789
"1289","Lingwick","pr24","Québec",145,380,130,395,0,395,36.7088607594937,96.2025316455696
"1290","Weedon","pr24","Québec",535,2600,530,2605,5,2610,20.4980842911877,99.6168582375479
"1291","Dudswell","pr24","Québec",635,1705,615,1725,0,1725,36.8115942028986,98.8405797101449
"1292","Stoke","pr24","Québec",880,2760,875,2765,0,2765,31.8264014466546,99.8191681735986
"1293","Saint-françois-Xavier-de-Brompton","pr24","Québec",580,2095,570,2105,0,2105,27.5534441805226,99.5249406175772
"1294","Saint-Denis-de-Brompton","pr24","Québec",1295,3375,1290,3380,0,3380,38.3136094674556,99.8520710059172
"1295","Racine","pr24","Québec",450,1250,445,1255,0,1255,35.8565737051793,99.601593625498
"1296","Bonsecours","pr24","Québec",190,570,185,575,0,575,33.0434782608696,99.1304347826087
"1297","Lawrenceville","pr24","Québec",140,650,140,650,0,650,21.5384615384615,100
"1298","Sainte-Anne-de-la-Rochelle","pr24","Québec",175,605,170,610,0,610,28.6885245901639,99.1803278688525
"1299","Valcourt","pr24","Québec",630,2285,625,2290,0,2290,27.5109170305677,99.7816593886463
"1300","Valcourt","pr24","Québec",290,1040,285,1045,0,1045,27.7511961722488,99.5215311004785
"1301","Maricourt","pr24","Québec",150,490,145,495,0,495,30.3030303030303,98.989898989899
"1302","Kingsbury","pr24","Québec",65,125,60,130,0,130,50,96.1538461538462
"1303","Melbourne","pr24","Québec",615,915,525,1005,0,1005,61.1940298507463,91.044776119403
"1304","Ulverton","pr24","Québec",235,400,215,420,5,425,55.2941176470588,94.1176470588235
"1305","Windsor","pr24","Québec",1485,5315,1475,5325,0,5325,27.887323943662,99.81220657277
"1306","Val-Joli","pr24","Québec",425,1495,420,1500,0,1500,28.3333333333333,99.6666666666667
"1307","Richmond","pr24","Québec",1760,2990,1530,3220,0,3220,54.6583850931677,92.8571428571429
"1308","Saint-Claude","pr24","Québec",250,1105,250,1105,0,1105,22.6244343891403,100
"1309","Cleveland","pr24","Québec",920,1385,750,1555,0,1555,59.1639871382637,89.0675241157556
"1310","Sherbrooke","pr24","Québec",65840,149635,63815,151660,795,152455,43.1865140533272,98.1502738513004
"1311","Saint-Malo","pr24","Québec",110,480,105,485,0,485,22.680412371134,98.9690721649485
"1312","Saint-Venant-de-Paquette","pr24","Québec",45,105,45,105,0,105,42.8571428571429,100
"1313","East Hereford","pr24","Québec",140,290,125,305,0,305,45.9016393442623,95.0819672131148
"1314","Saint-Herménégilde","pr24","Québec",270,685,250,705,0,705,38.2978723404255,97.1631205673759
