"City, State",Classification,Definition,DRG,Hospital Referral Region Description,Provider City,Provider Id,Provider Name,Provider State,Provider Street Address,Provider Zip Code,Average Covered Charges ,Average Total Payments ,Number of Records,Reimbursement Rate,Total Discharges ,Total Payment
"MICHIGAN CITY, IN",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,IN - Gary,MICHIGAN CITY,150015,FRANCISCAN ST ANTHONY HEALTH - MICHIGAN CITY,IN,301 W HOMER ST,46360,12609.00,4694.00,1,0.372263859,24,"112,653"
"CROWN POINT, IN",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,IN - Gary,CROWN POINT,150126,FRANCISCAN ST ANTHONY HEALTH - CROWN POINT,IN,1201 S MAIN ST,46307,12770.00,4864.00,1,0.380896744,25,"121,599"
"HOBART, IN",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,IN - Gary,HOBART,150034,ST MARY MEDICAL CENTER INC,IN,1500 S LAKE PARK AVE,46342,16812.00,4777.00,1,0.284153059,79,"377,403.00"
"VALPARAISO, IN",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,IN - Gary,VALPARAISO,150035,PORTER VALPARAISO HOSPITAL,IN,814 LAPORTE AVE,46383,18187.00,4856.00,1,0.26702052,96,"466,197"
"GARY, IN",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,IN - Gary,GARY,150002,METHODIST HOSPITALS INC,IN,600 GRANT ST,46402,13747.00,5463.00,1,0.397359608,102,"557,184.00"
"KOKOMO, IN",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,IN - Indianapolis,KOKOMO,150007,HOWARD REGIONAL HEALTH SYSTEM,IN,3500 S LAFOUNTAIN ST,46904,12907.00,4308.00,1,0.333772372,12,"51,696"
"MARTINSVILLE, IN",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,IN - Indianapolis,MARTINSVILLE,150038,INDIANA UNIVERSITY HEALTH MORGAN HOSPITAL INC,IN,2209 JOHN R WOODEN DR,46151,17560.00,4842.00,1,0.275767054,13,"62,951.00"
"COLUMBUS, IN",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,IN - Indianapolis,COLUMBUS,150112,COLUMBUS REGIONAL HOSPITAL,IN,2400 E 17TH ST,47201,12708.00,4803.00,1,0.377976549,15,"72,048"
"GREENFIELD, IN",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,IN - Indianapolis,GREENFIELD,150037,HANCOCK REGIONAL HOSPITAL,IN,801 N STATE ST,46140,12438.00,4449.00,1,0.357688412,15,"66,735"
"ANDERSON, IN",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,IN - Indianapolis,ANDERSON,150088,SAINT JOHN'S HEALTH SYSTEM,IN,2015 JACKSON ST,46016,13500.00,4724.00,1,0.349928705,16,"75,586"
"KOKOMO, IN",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,IN - Indianapolis,KOKOMO,150010,ST JOSEPH HOSPITAL & HEALTH CENTER INC,IN,1907 W SYCAMORE ST,46904,17041.00,4510.00,1,0.26468927,16,"72,167"
"LEBANON, IN",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,IN - Indianapolis,LEBANON,150104,WITHAM HEALTH SERVICES,IN,2605 N LEBANON ST,46052,15277.00,5299.00,1,0.346862714,16,"84,784"
"NEW CASTLE, IN",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,IN - Indianapolis,NEW CASTLE,150030,HENRY COUNTY MEMORIAL HOSPITAL,IN,1000 N 16TH ST,47362,15433.00,5118.00,1,0.33162569,16,"81,888"
"INDIANAPOLIS, IN",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,IN - Indianapolis,INDIANAPOLIS,150162,FRANCISCAN ST FRANCIS HEALTH - INDIANAPOLIS,IN,8111 S EMERSON AVE,46237,17037.00,5292.00,1,0.310587228,17,"89,956.00"
"INDIANAPOLIS, IN",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,IN - Indianapolis,INDIANAPOLIS,150074,COMMUNITY HOSPITAL EAST,IN,1500 N RITTER AVE,46219,17416.00,5247.00,1,0.301275998,18,"94,444.00"
"NOBLESVILLE, IN",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,IN - Indianapolis,NOBLESVILLE,150059,RIVERVIEW HOSPITAL,IN,395 WESTFIELD RD,46060,12566.00,4506.00,1,0.35857398,18,"81,108"
"BLOOMINGTON, IN",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,IN - Indianapolis,BLOOMINGTON,150051,INDIANA UNIVERSITY HEALTH BLOOMINGTON HOSPITAL,IN,601 W SECOND ST,47403,14212.00,4999.00,1,0.351754063,21,"104,981.00"
"INDIANAPOLIS, IN",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,IN - Indianapolis,INDIANAPOLIS,150128,COMMUNITY HOSPITAL SOUTH,IN,1402 E COUNTY LINE RD S,46227,14895.00,4314.00,1,0.289615174,23,"99,221.00"
"ANDERSON, IN",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,IN - Indianapolis,ANDERSON,150113,COMMUNITY HOSPITAL OF ANDERSON AND MADISON COUNTY,IN,1515 N MADISON AVE,46011,15452.00,5035.00,1,0.325818247,24,"120,831"
"MARION, IN",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,IN - Indianapolis,MARION,150011,MARION GENERAL HOSPITAL,IN,441 N WABASH AVE,46952,10250.00,4818.00,1,0.470028211,24,"115,626"
"AVON, IN",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,IN - Indianapolis,AVON,150158,IU HEALTH WEST HOSPITAL,IN,1111 N RONALD REAGAN PKWY,46123,18368.00,4415.00,1,0.240337796,25,"110,366"
"INDIANAPOLIS, IN",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,IN - Indianapolis,INDIANAPOLIS,150024,WILLIAM N WISHARD MEMORIAL HOSPITAL,IN,1001 W 10TH ST,46202,9807.00,7397.00,1,0.754307312,30,"221,924.00"
"DANVILLE, IN",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,IN - Indianapolis,DANVILLE,150005,HENDRICKS REGIONAL HEALTH,IN,1000 E MAIN ST,46122,13358.00,4451.00,1,0.33320695,31,"137,976.00"
"INDIANAPOLIS, IN",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,IN - Indianapolis,INDIANAPOLIS,150169,COMMUNITY HOSPITAL NORTH,IN,7150 CLEARVISTA DR,46256,19048.00,4740.00,1,0.248836534,34,"161,155.00"
"BEECH GROVE, IN",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,IN - Indianapolis,BEECH GROVE,150033,FRANCISCAN ST FRANCIS HEALTH - BEECH GROVE,IN,1600 ALBANY ST,46107,15615.00,4499.00,1,0.288094889,38,"170,946.00"
"RICHMOND, IN",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,IN - Indianapolis,RICHMOND,150048,REID HOSPITAL & HEALTH CARE SERVICES,IN,1100 REID PKWY,47374,11793.00,5361.00,1,0.454578491,63,"337,745.00"
"INDIANAPOLIS, IN",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,IN - Indianapolis,INDIANAPOLIS,150084,ST VINCENT HOSPITAL & HEALTH SERVICES,IN,2001 W 86TH ST,46260,23158.00,5740.00,1,0.2478683,90,"516,620.00"
"INDIANAPOLIS, IN",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,IN - Indianapolis,INDIANAPOLIS,150056,INDIANA UNIVERSITY HEALTH,IN,1701 N SENATE BLVD,46206,24047.00,7680.00,1,0.319371193,105,"806,403.00"
"LAFAYETTE, IN",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,IN - Lafayette,LAFAYETTE,150109,FRANCISCAN ST ELIZABETH HEALTH - LAFAYETTE EAST,IN,1701 S CREASY LN,47905,13797.00,5096.00,1,0.369309851,13,"66,242.00"
"LAFAYETTE, IN",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,IN - Lafayette,LAFAYETTE,150173,INDIANA UNIVERSITY HEALTH ARNETT HOSPITAL,IN,5165 MCCARTY LN,47905,19777.00,4920.00,1,0.248773305,25,"122,998"
"MUNCIE, IN",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,IN - Muncie,MUNCIE,150089,INDIANA UNIVERSITY HEALTH BALL MEMORIAL HOSPITAL,IN,2401 UNIVERSITY AVE,47303,23455.00,5235.00,1,0.223200474,32,"167,522"
"DYER, IN",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,IN - Munster,DYER,150090,FRANCISCAN ST MARGARET HEALTH - DYER,IN,24 JOLIET ST,46311,15551.00,4751.00,1,0.305513929,23,"109,275.00"
"EAST CHICAGO, IN",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,IN - Munster,EAST CHICAGO,150008,ST CATHERINE HOSPITAL INC,IN,4321 FIR ST,46312,15361.00,5484.00,1,0.357028521,34,"186,466.00"
"HAMMOND, IN",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,IN - Munster,HAMMOND,150004,FRANCISCAN ST MARGARET HEALTH - HAMMOND,IN,5454 HOHMAN AVE,46320,17586.00,5574.00,1,0.316977439,38,"211,830.00"
"MUNSTER, IN",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,IN - Munster,MUNSTER,150125,COMMUNITY HOSPITAL,IN,901 MACARTHUR BLVD,46321,16766.00,4859.00,1,0.289816459,139,"675,399.00"
"GOSHEN, IN",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,IN - South Bend,GOSHEN,150026,IU HEALTH GOSHEN HOSPITAL,IN,200 HIGH PARK AVE,46526,17075.00,4573.00,1,0.267811726,14,"64,022"
"LA PORTE, IN",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,IN - South Bend,LA PORTE,150006,INDIANA UNIVERSITY HEALTH LA PORTE HOSPITAL,IN,1007 LINCOLNWAY,46350,24470.00,4297.00,1,0.175604467,17,"73,049"
"MISHAWAKA, IN",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,IN - South Bend,MISHAWAKA,150012,SAINT JOSEPH REGIONAL MEDICAL CENTER,IN,5215 HOLY CROSS PKWY,46545,16316.00,5682.00,1,0.34822579,44,"250,000.00"
"ELKHART, IN",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,IN - South Bend,ELKHART,150018,ELKHART GENERAL HOSPITAL,IN,600 E BLVD,46514,13755.00,4571.00,1,0.332347218,55,"251,422.00"
"SOUTH BEND, IN",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,IN - South Bend,SOUTH BEND,150058,MEMORIAL HOSPITAL OF SOUTH BEND,IN,615 N MICHIGAN ST,46601,19479.00,5376.00,1,0.275999225,67,"360,203.00"
"TERRE HAUTE, IN",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,IN - Terre Haute,TERRE HAUTE,150046,TERRE HAUTE REGIONAL HOSPITAL,IN,3901 S SEVENTH ST,47802,20993.00,4733.00,1,0.22548179,25,"118,336"
"TERRE HAUTE, IN",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,IN - Terre Haute,TERRE HAUTE,150023,UNION HOSPITAL INC,IN,1606 N SEVENTH ST,47804,16392.00,4862.00,1,0.296616636,71,"345,206.00"
"MADISON, IN",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,KY - Louisville,MADISON,150069,"KING'S DAUGHTERS' HOSPITAL AND HEALTH SERVICES,THE",IN,ONE KINGS DAUGHTERS DR,47250,15161.00,4541.00,1,0.299537461,16,"72,660"
"NEW ALBANY, IN",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,KY - Louisville,NEW ALBANY,150044,FLOYD MEMORIAL HOSPITAL AND HEALTH SERVICES,IN,1850 STATE ST,47150,16292.00,4387.00,1,0.269238066,44,"193,006"
"JEFFERSONVILLE, IN",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,KY - Louisville,JEFFERSONVILLE,150009,CLARK MEMORIAL HOSPITAL,IN,1220 MISSOURI AVE,47130,12340.00,4603.00,1,0.373046717,46,"211,754.00"
"LAWRENCEBURG, IN",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,OH - Cincinnati,LAWRENCEBURG,150086,DEARBORN COUNTY HOSPITAL,IN,600 WILSON CREEK RD,47025,16158.00,4591.00,1,0.284137449,17,"78,050.00"
"TOPEKA, KS",Blood Diseases,RED BLOOD CELL DISORDERS W MCC,811,KS - Topeka,TOPEKA,170086,STORMONT-VAIL HEALTHCARE,KS,1500 SW 10TH ST,66604,31880.00,7632.00,1,0.239381641,18,"137,367"
"HUTCHINSON, KS",Blood Diseases,RED BLOOD CELL DISORDERS W MCC,811,KS - Wichita,HUTCHINSON,170020,HUTCHINSON REGIONAL MEDICAL CENTER INC,KS,1701 E 23RD AVENUE,67502,31655.00,8664.00,1,0.273704223,11,"95,306.00"
"WICHITA, KS",Blood Diseases,RED BLOOD CELL DISORDERS W MCC,811,KS - Wichita,WICHITA,170122,VIA CHRISTI HOSPITALS WICHITA INC,KS,929 N ST FRANCIS ST,67214,29444.00,7509.00,1,0.255015793,15,"112,629"
"WICHITA, KS",Blood Diseases,RED BLOOD CELL DISORDERS W MCC,811,KS - Wichita,WICHITA,170123,WESLEY MEDICAL CENTER,KS,550 N HILLSIDE ST,67214,57089.00,8133.00,1,0.142463607,15,"121,997.00"
"WICHITA, KS",Blood Diseases,RED BLOOD CELL DISORDERS W MCC,811,KS - Wichita,WICHITA,170192,GALICHIA HEART HOSPITAL LLC,KS,2610 N WOODLAWN,67220,13626.00,6485.00,1,0.475932482,17,"110,245"
"FORT SCOTT, KS",Blood Diseases,RED BLOOD CELL DISORDERS W MCC,811,MO - Joplin,FORT SCOTT,170058,MERCY HEALTH CENTER,KS,401 WOODLAND HILLS BLVD,66701,44349.00,7565.00,1,0.170574369,11,"83,213.00"
"LAWRENCE, KS",Blood Diseases,RED BLOOD CELL DISORDERS W MCC,811,MO - Kansas City,LAWRENCE,170137,LAWRENCE MEMORIAL HOSPITAL,KS,325 MAINE ST,66044,21432.00,7348.00,1,0.34285581,12,"88,176"
"KANSAS CITY, KS",Blood Diseases,RED BLOOD CELL DISORDERS W MCC,811,MO - Kansas City,KANSAS CITY,170146,PROVIDENCE MEDICAL CENTER,KS,8929 PARALLEL PARKWAY,66112,27115.00,7436.00,1,0.274219879,15,"111,534"
"KANSAS CITY, KS",Blood Diseases,RED BLOOD CELL DISORDERS W MCC,811,MO - Kansas City,KANSAS CITY,170040,UNIVERSITY OF KANSAS HOSPITAL,KS,3901 RAINBOW BLVD,66160,44718.00,8982.00,1,0.20085544,15,"134,727"
"SHAWNEE MISSION, KS",Blood Diseases,RED BLOOD CELL DISORDERS W MCC,811,MO - Kansas City,SHAWNEE MISSION,170104,SHAWNEE MISSION MEDICAL CENTER,KS,9100 W 74TH STREET,66204,41243.00,7176.00,1,0.173987562,16,"114,813"
"TOPEKA, KS",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,KS - Topeka,TOPEKA,170086,STORMONT-VAIL HEALTHCARE,KS,1500 SW 10TH ST,66604,22519.00,4970.00,1,0.220689152,56,"278,308.00"
"SALINA, KS",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,KS - Wichita,SALINA,170012,SALINA REGIONAL HEALTH CENTER,KS,400 SOUTH SANTA FE AVENUE,67401,19986.00,4754.00,1,0.237883399,11,"52,297.00"
"NEWTON, KS",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,KS - Wichita,NEWTON,170103,NEWTON MEDICAL CENTER,KS,800 MEDICAL CENTER DR,67114,11522.00,4114.00,1,0.357060198,15,"61,710"
"WICHITA, KS",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,KS - Wichita,WICHITA,170192,GALICHIA HEART HOSPITAL LLC,KS,2610 N WOODLAWN,67220,9685.00,4114.00,1,0.424765969,18,"74,052"
"HUTCHINSON, KS",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,KS - Wichita,HUTCHINSON,170020,HUTCHINSON REGIONAL MEDICAL CENTER INC,KS,1701 E 23RD AVENUE,67502,23681.00,5086.00,1,0.214769274,22,"111,892"
"WICHITA, KS",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,KS - Wichita,WICHITA,170123,WESLEY MEDICAL CENTER,KS,550 N HILLSIDE ST,67214,35450.00,5202.00,1,0.146746078,22,"114,448.00"
"WICHITA, KS",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,KS - Wichita,WICHITA,170122,VIA CHRISTI HOSPITALS WICHITA INC,KS,929 N ST FRANCIS ST,67214,19155.00,4954.00,1,0.258642443,60,"297,250.00"
"PITTSBURG, KS",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,MO - Joplin,PITTSBURG,170006,VIA CHRISTI HOSPITAL PITTSBURG INC,KS,1 MT CARMEL WAY,66762,10558.00,5027.00,1,0.476100573,15,"75,401.00"
"OVERLAND PARK, KS",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,MO - Kansas City,OVERLAND PARK,170182,MENORAH MEDICAL CENTER,KS,5721 WEST 119TH STREET,66209,27894.00,5384.00,1,0.193022999,13,"69,994.00"
"OLATHE, KS",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,MO - Kansas City,OLATHE,170049,OLATHE MEDICAL CENTER,KS,20375 W 151ST ST #303,66061,17328.00,4819.00,1,0.27807594,25,"120,465"
"LAWRENCE, KS",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,MO - Kansas City,LAWRENCE,170137,LAWRENCE MEMORIAL HOSPITAL,KS,325 MAINE ST,66044,11775.00,4661.00,1,0.395825435,28,"130,508"
"KANSAS CITY, KS",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,MO - Kansas City,KANSAS CITY,170146,PROVIDENCE MEDICAL CENTER,KS,8929 PARALLEL PARKWAY,66112,22707.00,5230.00,1,0.230350209,29,"151,684.00"
"OVERLAND PARK, KS",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,MO - Kansas City,OVERLAND PARK,170185,SAINT LUKE'S SOUTH HOSPITAL,KS,12300 METCALF AVENUE,66213,23881.00,4705.00,1,0.197005121,30,"141,139.00"
"KANSAS CITY, KS",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,MO - Kansas City,KANSAS CITY,170040,UNIVERSITY OF KANSAS HOSPITAL,KS,3901 RAINBOW BLVD,66160,27327.00,5732.00,1,0.209747488,39,"223,543.00"
"SHAWNEE MISSION, KS",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,MO - Kansas City,SHAWNEE MISSION,170104,SHAWNEE MISSION MEDICAL CENTER,KS,9100 W 74TH STREET,66204,20454.00,4458.00,1,0.217956425,61,"271,939.00"
"FORT THOMAS, KY",Blood Diseases,RED BLOOD CELL DISORDERS W MCC,811,KY - Covington,FORT THOMAS,180001,ST ELIZABETH FT THOMAS,KY,85 NORTH GRAND AVENUE,41075,16590.00,7386.00,1,0.445204316,11,"81,244.00"
"COVINGTON, KY",Blood Diseases,RED BLOOD CELL DISORDERS W MCC,811,KY - Covington,COVINGTON,180035,ST ELIZABETH MEDICAL CENTER NORTH,KY,401 EAST 20TH STREET,41014,24860.00,7553.00,1,0.303821132,19,"143,509.00"
"PRESTONSBURG, KY",Blood Diseases,RED BLOOD CELL DISORDERS W MCC,811,KY - Lexington,PRESTONSBURG,180005,HIGHLANDS REGIONAL MEDICAL CENTER,KY,5000 KENTUCKY RTE 321,41653,16453.00,7588.00,1,0.461193345,11,"83,470.00"
"PIKEVILLE, KY",Blood Diseases,RED BLOOD CELL DISORDERS W MCC,811,KY - Lexington,PIKEVILLE,180044,PIKEVILLE MEDICAL CENTER,KY,911 BYPASS ROAD,41501,42609.00,9265.00,1,0.217437536,13,"120,443.00"
"SOMERSET, KY",Blood Diseases,RED BLOOD CELL DISORDERS W MCC,811,KY - Lexington,SOMERSET,180132,LAKE CUMBERLAND REGIONAL HOSPITAL,KY,"305 LANGDON STREET, P O BOX 620",42502,29624.00,7913.00,1,0.26711363,13,"102,870.00"
"DANVILLE, KY",Blood Diseases,RED BLOOD CELL DISORDERS W MCC,811,KY - Lexington,DANVILLE,180048,EPHRAIM MCDOWELL REGIONAL MEDICAL CENTER,KY,217 SOUTH THIRD STREET,40422,19572.00,7325.00,1,0.374285053,17,"124,531.00"
"HAZARD, KY",Blood Diseases,RED BLOOD CELL DISORDERS W MCC,811,KY - Lexington,HAZARD,180029,HAZARD ARH REGIONAL MEDICAL CENTER,KY,100 MEDICAL CENTER DRIVE,41701,29699.00,10649.00,1,0.358570157,18,"191,683.00"
"LEXINGTON, KY",Blood Diseases,RED BLOOD CELL DISORDERS W MCC,811,KY - Lexington,LEXINGTON,180010,SAINT JOSEPH HOSPITAL,KY,ONE SAINT JOSEPH DRIVE,40504,14121.00,6758.00,1,0.478601031,23,"155,441.00"
"ELIZABETHTOWN, KY",Blood Diseases,RED BLOOD CELL DISORDERS W MCC,811,KY - Louisville,ELIZABETHTOWN,180012,HARDIN MEMORIAL HOSPITAL,KY,913 NORTH DIXIE AVENUE,42701,17232.00,8213.00,1,0.476583423,20,"164,254"
"LOUISVILLE, KY",Blood Diseases,RED BLOOD CELL DISORDERS W MCC,811,KY - Louisville,LOUISVILLE,180130,BAPTIST HOSPITAL EAST,KY,4000 KRESGE WAY,40207,23598.00,6911.00,1,0.292874829,21,"145,135.00"
"LOUISVILLE, KY",Blood Diseases,RED BLOOD CELL DISORDERS W MCC,811,KY - Louisville,LOUISVILLE,180040,JEWISH HOSPITAL & ST MARY'S HEALTHCARE,KY,200 ABRAHAM FLEXNER WAY,40202,25935.00,9057.00,1,0.34922327,34,"307,936.00"
"LOUISVILLE, KY",Blood Diseases,RED BLOOD CELL DISORDERS W MCC,811,KY - Louisville,LOUISVILLE,180088,"NORTON HOSPITALS, INC",KY,200 EAST CHESTNUT STREET,40202,28389.00,8470.00,1,0.298350805,41,"347,269.00"
"OWENSBORO, KY",Blood Diseases,RED BLOOD CELL DISORDERS W MCC,811,KY - Owensboro,OWENSBORO,180038,OWENSBORO MEDICAL HEALTH SYSTEM,KY,811 EAST PARRISH AVENUE,42303,16659.00,8615.00,1,0.51716439,31,"267,073.00"
"PADUCAH, KY",Blood Diseases,RED BLOOD CELL DISORDERS W MCC,811,KY - Paducah,PADUCAH,180104,WESTERN BAPTIST HOSPITAL,KY,2501 KENTUCKY AVENUE,42003,26010.00,7184.00,1,0.27619901,13,"93,392"
"PADUCAH, KY",Blood Diseases,RED BLOOD CELL DISORDERS W MCC,811,KY - Paducah,PADUCAH,180102,LOURDES HOSPITAL,KY,1530 LONE OAK ROAD,42001,21562.00,6481.00,1,0.300571449,23,"149,063"
"MIDDLESBORO, KY",Blood Diseases,RED BLOOD CELL DISORDERS W MCC,811,TN - Knoxville,MIDDLESBORO,180020,MIDDLESBORO APPALACHIAN REGIONAL HEALTHCARE HOSPIT,KY,3600 WEST CUMBERLAND AVENUE,40965,15286.00,7336.00,1,0.479941308,14,"102,706.00"
"BOWLING GREEN, KY",Blood Diseases,RED BLOOD CELL DISORDERS W MCC,811,TN - Nashville,BOWLING GREEN,180013,THE MEDICAL CENTER AT BOWLING GREEN,KY,250 PARK STREET,42101,20677.00,7927.00,1,0.383370775,20,"158,538"
"HOPKINSVILLE, KY",Blood Diseases,RED BLOOD CELL DISORDERS W MCC,811,TN - Nashville,HOPKINSVILLE,180051,JENNIE STUART MEDICAL CENTER,KY,320 WEST 18TH STREET,42240,19936.00,7695.00,1,0.385970575,23,"176,976.00"
"ASHLAND, KY",Blood Diseases,RED BLOOD CELL DISORDERS W MCC,811,WV - Huntington,ASHLAND,180009,KING'S DAUGHTERS' MEDICAL CENTER,KY,2201 LEXINGTON AVENUE,41101,25113.00,7796.00,1,0.310439163,27,"210,497.00"
"HENDERSON, KY",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,IN - Evansville,HENDERSON,180056,METHODIST HOSPITAL,KY,1305 N ELM ST,42420,13419.00,5434.00,1,0.404922376,36,"195,618.00"
"FLORENCE, KY",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,KY - Covington,FLORENCE,180045,ST ELIZABETH FLORENCE,KY,4900 HOUSTON ROAD,41042,10929.00,4829.00,1,0.441842624,13,"62,777"
"FORT THOMAS, KY",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,KY - Covington,FORT THOMAS,180001,ST ELIZABETH FT THOMAS,KY,85 NORTH GRAND AVENUE,41075,11476.00,4806.00,1,0.418812324,23,"110,543.00"
"COVINGTON, KY",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,KY - Covington,COVINGTON,180035,ST ELIZABETH MEDICAL CENTER NORTH,KY,401 EAST 20TH STREET,41014,11599.00,4877.00,1,0.420445848,57,"277,966.00"
"MOUNT STERLING, KY",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,KY - Lexington,MOUNT STERLING,180064,SAINT JOSEPH MOUNT STERLING,KY,225 FALCON DRIVE,40353,8031.00,5428.00,1,0.675862303,11,"59,705.00"
"FRANKFORT, KY",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,KY - Lexington,FRANKFORT,180127,FRANKFORT REGIONAL MEDICAL CENTER,KY,299 KINGS DAUGHTERS DRIVE,40601,21177.00,4812.00,1,0.227212271,12,"57,741"
"MAYSVILLE, KY",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,KY - Lexington,MAYSVILLE,180019,MEADOWVIEW REGIONAL MEDICAL CENTER,KY,989 MEDICAL PARK DRIVE,41056,9751.00,6949.00,1,0.712597525,13,"90,331.00"
"RICHMOND, KY",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,KY - Lexington,RICHMOND,180049,PATTIE A CLAY REGIONAL MEDICAL CENTER,KY,801 EASTERN BYPASS,40475,9782.00,5316.00,1,0.543437781,14,"74,420.00"
"CYNTHIANA, KY",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,KY - Lexington,CYNTHIANA,180079,HARRISON MEMORIAL HOSPITAL,KY,1210 KY HWY 36 E,41031,9476.00,5114.00,1,0.539685666,15,"76,712.00"
"LEXINGTON, KY",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,KY - Lexington,LEXINGTON,180143,SAINT JOSEPH EAST,KY,150 NORTH EAGLE CREEK DRIVE,40509,11196.00,4875.00,1,0.435425673,15,"73,128"
"SOUTH WILLIAMSO, KY",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,KY - Lexington,SOUTH WILLIAMSO,180069,WILLIAMSON ARH HOSPITAL,KY,260 HOSPITAL DRIVE,41503,12079.00,4744.00,1,0.392786919,16,"75,910"
"PAINTSVILLE, KY",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,KY - Lexington,PAINTSVILLE,180078,PAUL B HALL REGIONAL MEDICAL CENTER,KY,"625 JAMES S TRIMBLE BOULEVARD, P O BOX 1848",41240,31957.00,4526.00,1,0.141628594,17,"76,942"
"PRESTONSBURG, KY",Blood Diseases,RED BLOOD CELL DISORDERS W/O MCC,812,KY - Lexington,PRESTONSBURG,180005,HIGHLANDS REGIONAL MEDICAL CENTER,KY,5000 KENTUCKY RTE 321,41653,10643.00,4911.00,1,0.461485087,26,"127,698.00"
