country,continent,year,lifeExp,pop,gdpPercap,iso_alpha
Ecuador,Americas,1992,69.613,10748394,7103.702595,ECU
Ecuador,Americas,1997,72.312,11911819,7429.455877,ECU
Ecuador,Americas,2002,74.173,12921234,5773.044512,ECU
Ecuador,Americas,2007,74.994,13755680,6873.262326,ECU
Egypt,Africa,1952,41.893,22223309,1418.822445,EGY
Egypt,Africa,1957,44.444,25009741,1458.915272,EGY
Egypt,Africa,1962,46.992,28173309,1693.335853,EGY
Egypt,Africa,1967,49.293,31681188,1814.880728,EGY
Egypt,Africa,1972,51.137,34807417,2024.008147,EGY
Egypt,Africa,1977,53.319,38783863,2785.493582,EGY
Egypt,Africa,1982,56.006,45681811,3503.729636,EGY
Egypt,Africa,1987,59.797,52799062,3885.46071,EGY
Egypt,Africa,1992,63.674,59402198,3794.755195,EGY
Egypt,Africa,1997,67.217,66134291,4173.181797,EGY
Egypt,Africa,2002,69.806,73312559,4754.604414,EGY
Egypt,Africa,2007,71.338,80264543,5581.180998,EGY
El Salvador,Americas,1952,45.262,2042865,3048.3029,SLV
El Salvador,Americas,1957,48.57,2355805,3421.523218,SLV
El Salvador,Americas,1962,52.307,2747687,3776.803627,SLV
El Salvador,Americas,1967,55.855,3232927,4358.595393,SLV
El Salvador,Americas,1972,58.207,3790903,4520.246008,SLV
El Salvador,Americas,1977,56.696,4282586,5138.922374,SLV
El Salvador,Americas,1982,56.604,4474873,4098.344175,SLV
El Salvador,Americas,1987,63.154,4842194,4140.442097,SLV
El Salvador,Americas,1992,66.798,5274649,4444.2317,SLV
El Salvador,Americas,1997,69.535,5783439,5154.825496,SLV
El Salvador,Americas,2002,70.734,6353681,5351.568666,SLV
El Salvador,Americas,2007,71.878,6939688,5728.353514,SLV
Equatorial Guinea,Africa,1952,34.482,216964,375.6431231,GNQ
Equatorial Guinea,Africa,1957,35.983,232922,426.0964081,GNQ
Equatorial Guinea,Africa,1962,37.485,249220,582.8419714,GNQ
Equatorial Guinea,Africa,1967,38.987,259864,915.5960025,GNQ
Equatorial Guinea,Africa,1972,40.516,277603,672.4122571,GNQ
Equatorial Guinea,Africa,1977,42.024,192675,958.5668124,GNQ
Equatorial Guinea,Africa,1982,43.662,285483,927.8253427,GNQ
Equatorial Guinea,Africa,1987,45.664,341244,966.8968149,GNQ
Equatorial Guinea,Africa,1992,47.545,387838,1132.055034,GNQ
Equatorial Guinea,Africa,1997,48.245,439971,2814.480755,GNQ
Equatorial Guinea,Africa,2002,49.348,495627,7703.4959,GNQ
Equatorial Guinea,Africa,2007,51.579,551201,12154.08975,GNQ
Eritrea,Africa,1952,35.928,1438760,328.9405571,ERI
Eritrea,Africa,1957,38.047,1542611,344.1618859,ERI
Eritrea,Africa,1962,40.158,1666618,380.9958433,ERI
Eritrea,Africa,1967,42.189,1820319,468.7949699,ERI
Eritrea,Africa,1972,44.142,2260187,514.3242082,ERI
Eritrea,Africa,1977,44.535,2512642,505.7538077,ERI
Eritrea,Africa,1982,43.89,2637297,524.8758493,ERI
Eritrea,Africa,1987,46.453,2915959,521.1341333,ERI
Eritrea,Africa,1992,49.991,3668440,582.8585102,ERI
Eritrea,Africa,1997,53.378,4058319,913.47079,ERI
Eritrea,Africa,2002,55.24,4414865,765.3500015,ERI
Eritrea,Africa,2007,58.04,4906585,641.3695236,ERI
Ethiopia,Africa,1952,34.078,20860941,362.1462796,ETH
Ethiopia,Africa,1957,36.667,22815614,378.9041632,ETH
Ethiopia,Africa,1962,40.059,25145372,419.4564161,ETH
Ethiopia,Africa,1967,42.115,27860297,516.1186438,ETH
Ethiopia,Africa,1972,43.515,30770372,566.2439442,ETH
Ethiopia,Africa,1977,44.51,34617799,556.8083834,ETH
Ethiopia,Africa,1982,44.916,38111756,577.8607471,ETH
Ethiopia,Africa,1987,46.684,42999530,573.7413142,ETH
Ethiopia,Africa,1992,48.091,52088559,421.3534653,ETH
Ethiopia,Africa,1997,49.402,59861301,515.8894013,ETH
Ethiopia,Africa,2002,50.725,67946797,530.0535319,ETH
Ethiopia,Africa,2007,52.947,76511887,690.8055759,ETH
Finland,Europe,1952,66.55,4090500,6424.519071,FIN
Finland,Europe,1957,67.49,4324000,7545.415386,FIN
Finland,Europe,1962,68.75,4491443,9371.842561,FIN
Finland,Europe,1967,69.83,4605744,10921.63626,FIN
Finland,Europe,1972,70.87,4639657,14358.8759,FIN
Finland,Europe,1977,72.52,4738902,15605.42283,FIN
Finland,Europe,1982,74.55,4826933,18533.15761,FIN
Finland,Europe,1987,74.83,4931729,21141.01223,FIN
Finland,Europe,1992,75.7,5041039,20647.16499,FIN
Finland,Europe,1997,77.13,5134406,23723.9502,FIN
Finland,Europe,2002,78.37,5193039,28204.59057,FIN
Finland,Europe,2007,79.313,5238460,33207.0844,FIN
France,Europe,1952,67.41,42459667,7029.809327,FRA
France,Europe,1957,68.93,44310863,8662.834898,FRA
France,Europe,1962,70.51,47124000,10560.48553,FRA
France,Europe,1967,71.55,49569000,12999.91766,FRA
France,Europe,1972,72.38,51732000,16107.19171,FRA
France,Europe,1977,73.83,53165019,18292.63514,FRA
France,Europe,1982,74.89,54433565,20293.89746,FRA
France,Europe,1987,76.34,55630100,22066.44214,FRA
France,Europe,1992,77.46,57374179,24703.79615,FRA
France,Europe,1997,78.64,58623428,25889.78487,FRA
France,Europe,2002,79.59,59925035,28926.03234,FRA
France,Europe,2007,80.657,61083916,30470.0167,FRA
Gabon,Africa,1952,37.003,420702,4293.476475,GAB
Gabon,Africa,1957,38.999,434904,4976.198099,GAB
Gabon,Africa,1962,40.489,455661,6631.459222,GAB
Gabon,Africa,1967,44.598,489004,8358.761987,GAB
Gabon,Africa,1972,48.69,537977,11401.94841,GAB
Gabon,Africa,1977,52.79,706367,21745.57328,GAB
Gabon,Africa,1982,56.564,753874,15113.36194,GAB
Gabon,Africa,1987,60.19,880397,11864.40844,GAB
Gabon,Africa,1992,61.366,985739,13522.15752,GAB
Gabon,Africa,1997,60.461,1126189,14722.84188,GAB
Gabon,Africa,2002,56.761,1299304,12521.71392,GAB
Gabon,Africa,2007,56.735,1454867,13206.48452,GAB
Gambia,Africa,1952,30,284320,485.2306591,GMB
Gambia,Africa,1957,32.065,323150,520.9267111,GMB
Gambia,Africa,1962,33.896,374020,599.650276,GMB
Gambia,Africa,1967,35.857,439593,734.7829124,GMB
Gambia,Africa,1972,38.308,517101,756.0868363,GMB
Gambia,Africa,1977,41.842,608274,884.7552507,GMB
Gambia,Africa,1982,45.58,715523,835.8096108,GMB
Gambia,Africa,1987,49.265,848406,611.6588611,GMB
Gambia,Africa,1992,52.644,1025384,665.6244126,GMB
Gambia,Africa,1997,55.861,1235767,653.7301704,GMB
Gambia,Africa,2002,58.041,1457766,660.5855997,GMB
Gambia,Africa,2007,59.448,1688359,752.7497265,GMB
Germany,Europe,1952,67.5,69145952,7144.114393,DEU
Germany,Europe,1957,69.1,71019069,10187.82665,DEU
Germany,Europe,1962,70.3,73739117,12902.46291,DEU
Germany,Europe,1967,70.8,76368453,14745.62561,DEU
Germany,Europe,1972,71,78717088,18016.18027,DEU
Germany,Europe,1977,72.5,78160773,20512.92123,DEU
Germany,Europe,1982,73.8,78335266,22031.53274,DEU
Germany,Europe,1987,74.847,77718298,24639.18566,DEU
Germany,Europe,1992,76.07,80597764,26505.30317,DEU
Germany,Europe,1997,77.34,82011073,27788.88416,DEU
Germany,Europe,2002,78.67,82350671,30035.80198,DEU
Germany,Europe,2007,79.406,82400996,32170.37442,DEU
Ghana,Africa,1952,43.149,5581001,911.2989371,GHA
Ghana,Africa,1957,44.779,6391288,1043.561537,GHA
Ghana,Africa,1962,46.452,7355248,1190.041118,GHA
Ghana,Africa,1967,48.072,8490213,1125.69716,GHA
Ghana,Africa,1972,49.875,9354120,1178.223708,GHA
Ghana,Africa,1977,51.756,10538093,993.2239571,GHA
Ghana,Africa,1982,53.744,11400338,876.032569,GHA
Ghana,Africa,1987,55.729,14168101,847.0061135,GHA
Ghana,Africa,1992,57.501,16278738,925.060154,GHA
Ghana,Africa,1997,58.556,18418288,1005.245812,GHA
Ghana,Africa,2002,58.453,20550751,1111.984578,GHA
Ghana,Africa,2007,60.022,22873338,1327.60891,GHA
Greece,Europe,1952,65.86,7733250,3530.690067,GRC
Greece,Europe,1957,67.86,8096218,4916.299889,GRC
Greece,Europe,1962,69.51,8448233,6017.190733,GRC
Greece,Europe,1967,71,8716441,8513.097016,GRC
Greece,Europe,1972,72.34,8888628,12724.82957,GRC
Greece,Europe,1977,73.68,9308479,14195.52428,GRC
Greece,Europe,1982,75.24,9786480,15268.42089,GRC
Greece,Europe,1987,76.67,9974490,16120.52839,GRC
Greece,Europe,1992,77.03,10325429,17541.49634,GRC
Greece,Europe,1997,77.869,10502372,18747.69814,GRC
Greece,Europe,2002,78.256,10603863,22514.2548,GRC
Greece,Europe,2007,79.483,10706290,27538.41188,GRC
Guatemala,Americas,1952,42.023,3146381,2428.237769,GTM
Guatemala,Americas,1957,44.142,3640876,2617.155967,GTM
Guatemala,Americas,1962,46.954,4208858,2750.364446,GTM
Guatemala,Americas,1967,50.016,4690773,3242.531147,GTM
Guatemala,Americas,1972,53.738,5149581,4031.408271,GTM
Guatemala,Americas,1977,56.029,5703430,4879.992748,GTM
Guatemala,Americas,1982,58.137,6395630,4820.49479,GTM
Guatemala,Americas,1987,60.782,7326406,4246.485974,GTM
Guatemala,Americas,1992,63.373,8486949,4439.45084,GTM
Guatemala,Americas,1997,66.322,9803875,4684.313807,GTM
Guatemala,Americas,2002,68.978,11178650,4858.347495,GTM
Guatemala,Americas,2007,70.259,12572928,5186.050003,GTM
Guinea,Africa,1952,33.609,2664249,510.1964923,GIN
Guinea,Africa,1957,34.558,2876726,576.2670245,GIN
Guinea,Africa,1962,35.753,3140003,686.3736739,GIN
Guinea,Africa,1967,37.197,3451418,708.7595409,GIN
Guinea,Africa,1972,38.842,3811387,741.6662307,GIN
Guinea,Africa,1977,40.762,4227026,874.6858643,GIN
Guinea,Africa,1982,42.891,4710497,857.2503577,GIN
Guinea,Africa,1987,45.552,5650262,805.5724718,GIN
Guinea,Africa,1992,48.576,6990574,794.3484384,GIN
Guinea,Africa,1997,51.455,8048834,869.4497668,GIN
Guinea,Africa,2002,53.676,8807818,945.5835837,GIN
Guinea,Africa,2007,56.007,9947814,942.6542111,GIN
Guinea-Bissau,Africa,1952,32.5,580653,299.850319,GNB
Guinea-Bissau,Africa,1957,33.489,601095,431.7904566,GNB
Guinea-Bissau,Africa,1962,34.488,627820,522.0343725,GNB
Guinea-Bissau,Africa,1967,35.492,601287,715.5806402,GNB
Guinea-Bissau,Africa,1972,36.486,625361,820.2245876,GNB
Guinea-Bissau,Africa,1977,37.465,745228,764.7259628,GNB
Guinea-Bissau,Africa,1982,39.327,825987,838.1239671,GNB
Guinea-Bissau,Africa,1987,41.245,927524,736.4153921,GNB
Guinea-Bissau,Africa,1992,43.266,1050938,745.5398706,GNB
Guinea-Bissau,Africa,1997,44.873,1193708,796.6644681,GNB
Guinea-Bissau,Africa,2002,45.504,1332459,575.7047176,GNB
Guinea-Bissau,Africa,2007,46.388,1472041,579.231743,GNB
Haiti,Americas,1952,37.579,3201488,1840.366939,HTI
Haiti,Americas,1957,40.696,3507701,1726.887882,HTI
Haiti,Americas,1962,43.59,3880130,1796.589032,HTI
Haiti,Americas,1967,46.243,4318137,1452.057666,HTI
Haiti,Americas,1972,48.042,4698301,1654.456946,HTI
Haiti,Americas,1977,49.923,4908554,1874.298931,HTI
Haiti,Americas,1982,51.461,5198399,2011.159549,HTI
Haiti,Americas,1987,53.636,5756203,1823.015995,HTI
Haiti,Americas,1992,55.089,6326682,1456.309517,HTI
Haiti,Americas,1997,56.671,6913545,1341.726931,HTI
Haiti,Americas,2002,58.137,7607651,1270.364932,HTI
Haiti,Americas,2007,60.916,8502814,1201.637154,HTI
Honduras,Americas,1952,41.912,1517453,2194.926204,HND
Honduras,Americas,1957,44.665,1770390,2220.487682,HND
Honduras,Americas,1962,48.041,2090162,2291.156835,HND
Honduras,Americas,1967,50.924,2500689,2538.269358,HND
Honduras,Americas,1972,53.884,2965146,2529.842345,HND
Honduras,Americas,1977,57.402,3055235,3203.208066,HND
Honduras,Americas,1982,60.909,3669448,3121.760794,HND
Honduras,Americas,1987,64.492,4372203,3023.096699,HND
Honduras,Americas,1992,66.399,5077347,3081.694603,HND
Honduras,Americas,1997,67.659,5867957,3160.454906,HND
Honduras,Americas,2002,68.565,6677328,3099.72866,HND
Honduras,Americas,2007,70.198,7483763,3548.330846,HND
"Hong Kong, China",Asia,1952,60.96,2125900,3054.421209,HKG
"Hong Kong, China",Asia,1957,64.75,2736300,3629.076457,HKG
"Hong Kong, China",Asia,1962,67.65,3305200,4692.648272,HKG
"Hong Kong, China",Asia,1967,70,3722800,6197.962814,HKG
"Hong Kong, China",Asia,1972,72,4115700,8315.928145,HKG
"Hong Kong, China",Asia,1977,73.6,4583700,11186.14125,HKG
"Hong Kong, China",Asia,1982,75.45,5264500,14560.53051,HKG
"Hong Kong, China",Asia,1987,76.2,5584510,20038.47269,HKG
"Hong Kong, China",Asia,1992,77.601,5829696,24757.60301,HKG
"Hong Kong, China",Asia,1997,80,6495918,28377.63219,HKG
"Hong Kong, China",Asia,2002,81.495,6762476,30209.01516,HKG
"Hong Kong, China",Asia,2007,82.208,6980412,39724.97867,HKG
Hungary,Europe,1952,64.03,9504000,5263.673816,HUN
Hungary,Europe,1957,66.41,9839000,6040.180011,HUN
Hungary,Europe,1962,67.96,10063000,7550.359877,HUN
Hungary,Europe,1967,69.5,10223422,9326.64467,HUN
Hungary,Europe,1972,69.76,10394091,10168.65611,HUN
Hungary,Europe,1977,69.95,10637171,11674.83737,HUN
Hungary,Europe,1982,69.39,10705535,12545.99066,HUN
Hungary,Europe,1987,69.58,10612740,12986.47998,HUN
Hungary,Europe,1992,69.17,10348684,10535.62855,HUN
Hungary,Europe,1997,71.04,10244684,11712.7768,HUN
Hungary,Europe,2002,72.59,10083313,14843.93556,HUN
Hungary,Europe,2007,73.338,9956108,18008.94444,HUN
Iceland,Europe,1952,72.49,147962,7267.688428,ISL
Iceland,Europe,1957,73.47,165110,9244.001412,ISL
Iceland,Europe,1962,73.68,182053,10350.15906,ISL
Iceland,Europe,1967,73.73,198676,13319.89568,ISL
Iceland,Europe,1972,74.46,209275,15798.06362,ISL
Iceland,Europe,1977,76.11,221823,19654.96247,ISL
Iceland,Europe,1982,76.99,233997,23269.6075,ISL
Iceland,Europe,1987,77.23,244676,26923.20628,ISL
Iceland,Europe,1992,78.77,259012,25144.39201,ISL
Iceland,Europe,1997,78.95,271192,28061.09966,ISL
Iceland,Europe,2002,80.5,288030,31163.20196,ISL
Iceland,Europe,2007,81.757,301931,36180.78919,ISL
India,Asia,1952,37.373,372000000,546.5657493,IND
India,Asia,1957,40.249,409000000,590.061996,IND
India,Asia,1962,43.605,454000000,658.3471509,IND
India,Asia,1967,47.193,506000000,700.7706107,IND
India,Asia,1972,50.651,567000000,724.032527,IND
India,Asia,1977,54.208,634000000,813.337323,IND
India,Asia,1982,56.596,708000000,855.7235377,IND
India,Asia,1987,58.553,788000000,976.5126756,IND
India,Asia,1992,60.223,872000000,1164.406809,IND
India,Asia,1997,61.765,959000000,1458.817442,IND
India,Asia,2002,62.879,1034172547,1746.769454,IND
India,Asia,2007,64.698,1110396331,2452.210407,IND
Indonesia,Asia,1952,37.468,82052000,749.6816546,IDN
Indonesia,Asia,1957,39.918,90124000,858.9002707,IDN
Indonesia,Asia,1962,42.518,99028000,849.2897701,IDN
Indonesia,Asia,1967,45.964,109343000,762.4317721,IDN
Indonesia,Asia,1972,49.203,121282000,1111.107907,IDN
Indonesia,Asia,1977,52.702,136725000,1382.702056,IDN
Indonesia,Asia,1982,56.159,153343000,1516.872988,IDN
Indonesia,Asia,1987,60.137,169276000,1748.356961,IDN
Indonesia,Asia,1992,62.681,184816000,2383.140898,IDN
Indonesia,Asia,1997,66.041,199278000,3119.335603,IDN
Indonesia,Asia,2002,68.588,211060000,2873.91287,IDN
Indonesia,Asia,2007,70.65,223547000,3540.651564,IDN
Iran,Asia,1952,44.869,17272000,3035.326002,IRN
Iran,Asia,1957,47.181,19792000,3290.257643,IRN
Iran,Asia,1962,49.325,22874000,4187.329802,IRN
Iran,Asia,1967,52.469,26538000,5906.731805,IRN
Iran,Asia,1972,55.234,30614000,9613.818607,IRN
Iran,Asia,1977,57.702,35480679,11888.59508,IRN
Iran,Asia,1982,59.62,43072751,7608.334602,IRN
Iran,Asia,1987,63.04,51889696,6642.881371,IRN
Iran,Asia,1992,65.742,60397973,7235.653188,IRN
Iran,Asia,1997,68.042,63327987,8263.590301,IRN
Iran,Asia,2002,69.451,66907826,9240.761975,IRN
Iran,Asia,2007,70.964,69453570,11605.71449,IRN
Iraq,Asia,1952,45.32,5441766,4129.766056,IRQ
Iraq,Asia,1957,48.437,6248643,6229.333562,IRQ
Iraq,Asia,1962,51.457,7240260,8341.737815,IRQ
Iraq,Asia,1967,54.459,8519282,8931.459811,IRQ
Iraq,Asia,1972,56.95,10061506,9576.037596,IRQ
Iraq,Asia,1977,60.413,11882916,14688.23507,IRQ
Iraq,Asia,1982,62.038,14173318,14517.90711,IRQ
Iraq,Asia,1987,65.044,16543189,11643.57268,IRQ
Iraq,Asia,1992,59.461,17861905,3745.640687,IRQ
Iraq,Asia,1997,58.811,20775703,3076.239795,IRQ
Iraq,Asia,2002,57.046,24001816,4390.717312,IRQ
Iraq,Asia,2007,59.545,27499638,4471.061906,IRQ
Ireland,Europe,1952,66.91,2952156,5210.280328,IRL
Ireland,Europe,1957,68.9,2878220,5599.077872,IRL
Ireland,Europe,1962,70.29,2830000,6631.597314,IRL
Ireland,Europe,1967,71.08,2900100,7655.568963,IRL
Ireland,Europe,1972,71.28,3024400,9530.772896,IRL
Ireland,Europe,1977,72.03,3271900,11150.98113,IRL
Ireland,Europe,1982,73.1,3480000,12618.32141,IRL
Ireland,Europe,1987,74.36,3539900,13872.86652,IRL
Ireland,Europe,1992,75.467,3557761,17558.81555,IRL
Ireland,Europe,1997,76.122,3667233,24521.94713,IRL
Ireland,Europe,2002,77.783,3879155,34077.04939,IRL
Ireland,Europe,2007,78.885,4109086,40675.99635,IRL
Israel,Asia,1952,65.39,1620914,4086.522128,ISR
Israel,Asia,1957,67.84,1944401,5385.278451,ISR
Israel,Asia,1962,69.39,2310904,7105.630706,ISR
Israel,Asia,1967,70.75,2693585,8393.741404,ISR
Israel,Asia,1972,71.63,3095893,12786.93223,ISR
Israel,Asia,1977,73.06,3495918,13306.61921,ISR
Israel,Asia,1982,74.45,3858421,15367.0292,ISR
Israel,Asia,1987,75.6,4203148,17122.47986,ISR
Israel,Asia,1992,76.93,4936550,18051.52254,ISR
Israel,Asia,1997,78.269,5531387,20896.60924,ISR
Israel,Asia,2002,79.696,6029529,21905.59514,ISR
Israel,Asia,2007,80.745,6426679,25523.2771,ISR
Italy,Europe,1952,65.94,47666000,4931.404155,ITA
Italy,Europe,1957,67.81,49182000,6248.656232,ITA
Italy,Europe,1962,69.24,50843200,8243.58234,ITA
Italy,Europe,1967,71.06,52667100,10022.40131,ITA
Italy,Europe,1972,72.19,54365564,12269.27378,ITA
Italy,Europe,1977,73.48,56059245,14255.98475,ITA
Italy,Europe,1982,74.98,56535636,16537.4835,ITA
Italy,Europe,1987,76.42,56729703,19207.23482,ITA
Italy,Europe,1992,77.44,56840847,22013.64486,ITA
Italy,Europe,1997,78.82,57479469,24675.02446,ITA
Italy,Europe,2002,80.24,57926999,27968.09817,ITA
Italy,Europe,2007,80.546,58147733,28569.7197,ITA
Jamaica,Americas,1952,58.53,1426095,2898.530881,JAM
Jamaica,Americas,1957,62.61,1535090,4756.525781,JAM
Jamaica,Americas,1962,65.61,1665128,5246.107524,JAM
Jamaica,Americas,1967,67.51,1861096,6124.703451,JAM
Jamaica,Americas,1972,69,1997616,7433.889293,JAM
Jamaica,Americas,1977,70.11,2156814,6650.195573,JAM
Jamaica,Americas,1982,71.21,2298309,6068.05135,JAM
Jamaica,Americas,1987,71.77,2326606,6351.237495,JAM
Jamaica,Americas,1992,71.766,2378618,7404.923685,JAM
Jamaica,Americas,1997,72.262,2531311,7121.924704,JAM
Jamaica,Americas,2002,72.047,2664659,6994.774861,JAM
Jamaica,Americas,2007,72.567,2780132,7320.880262,JAM
Japan,Asia,1952,63.03,86459025,3216.956347,JPN
Japan,Asia,1957,65.5,91563009,4317.694365,JPN
Japan,Asia,1962,68.73,95831757,6576.649461,JPN
Japan,Asia,1967,71.43,100825279,9847.788607,JPN
Japan,Asia,1972,73.42,107188273,14778.78636,JPN
Japan,Asia,1977,75.38,113872473,16610.37701,JPN
Japan,Asia,1982,77.11,118454974,19384.10571,JPN
Japan,Asia,1987,78.67,122091325,22375.94189,JPN
Japan,Asia,1992,79.36,124329269,26824.89511,JPN
Japan,Asia,1997,80.69,125956499,28816.58499,JPN
Japan,Asia,2002,82,127065841,28604.5919,JPN
Japan,Asia,2007,82.603,127467972,31656.06806,JPN
Jordan,Asia,1952,43.158,607914,1546.907807,JOR
Jordan,Asia,1957,45.669,746559,1886.080591,JOR
Jordan,Asia,1962,48.126,933559,2348.009158,JOR
Jordan,Asia,1967,51.629,1255058,2741.796252,JOR
Jordan,Asia,1972,56.528,1613551,2110.856309,JOR
Jordan,Asia,1977,61.134,1937652,2852.351568,JOR
Jordan,Asia,1982,63.739,2347031,4161.415959,JOR
Jordan,Asia,1987,65.869,2820042,4448.679912,JOR
Jordan,Asia,1992,68.015,3867409,3431.593647,JOR
Jordan,Asia,1997,69.772,4526235,3645.379572,JOR
Jordan,Asia,2002,71.263,5307470,3844.917194,JOR
Jordan,Asia,2007,72.535,6053193,4519.461171,JOR
Kenya,Africa,1952,42.27,6464046,853.540919,KEN
Kenya,Africa,1957,44.686,7454779,944.4383152,KEN
Kenya,Africa,1962,47.949,8678557,896.9663732,KEN
Kenya,Africa,1967,50.654,10191512,1056.736457,KEN
Kenya,Africa,1972,53.559,12044785,1222.359968,KEN
Kenya,Africa,1977,56.155,14500404,1267.613204,KEN
Kenya,Africa,1982,58.766,17661452,1348.225791,KEN
Kenya,Africa,1987,59.339,21198082,1361.936856,KEN
Kenya,Africa,1992,59.285,25020539,1341.921721,KEN
Kenya,Africa,1997,54.407,28263827,1360.485021,KEN
Kenya,Africa,2002,50.992,31386842,1287.514732,KEN
Kenya,Africa,2007,54.11,35610177,1463.249282,KEN
"Korea, Dem. Rep.",Asia,1952,50.056,8865488,1088.277758,KOR
"Korea, Dem. Rep.",Asia,1957,54.081,9411381,1571.134655,KOR
"Korea, Dem. Rep.",Asia,1962,56.656,10917494,1621.693598,KOR
"Korea, Dem. Rep.",Asia,1967,59.942,12617009,2143.540609,KOR
"Korea, Dem. Rep.",Asia,1972,63.983,14781241,3701.621503,KOR
"Korea, Dem. Rep.",Asia,1977,67.159,16325320,4106.301249,KOR
"Korea, Dem. Rep.",Asia,1982,69.1,17647518,4106.525293,KOR
"Korea, Dem. Rep.",Asia,1987,70.647,19067554,4106.492315,KOR
"Korea, Dem. Rep.",Asia,1992,69.978,20711375,3726.063507,KOR
"Korea, Dem. Rep.",Asia,1997,67.727,21585105,1690.756814,KOR
"Korea, Dem. Rep.",Asia,2002,66.662,22215365,1646.758151,KOR
"Korea, Dem. Rep.",Asia,2007,67.297,23301725,1593.06548,KOR
"Korea, Rep.",Asia,1952,47.453,20947571,1030.592226,KOR
"Korea, Rep.",Asia,1957,52.681,22611552,1487.593537,KOR
"Korea, Rep.",Asia,1962,55.292,26420307,1536.344387,KOR
"Korea, Rep.",Asia,1967,57.716,30131000,2029.228142,KOR
"Korea, Rep.",Asia,1972,62.612,33505000,3030.87665,KOR
"Korea, Rep.",Asia,1977,64.766,36436000,4657.22102,KOR
"Korea, Rep.",Asia,1982,67.123,39326000,5622.942464,KOR
"Korea, Rep.",Asia,1987,69.81,41622000,8533.088805,KOR
"Korea, Rep.",Asia,1992,72.244,43805450,12104.27872,KOR
"Korea, Rep.",Asia,1997,74.647,46173816,15993.52796,KOR
"Korea, Rep.",Asia,2002,77.045,47969150,19233.98818,KOR
"Korea, Rep.",Asia,2007,78.623,49044790,23348.13973,KOR
Kuwait,Asia,1952,55.565,160000,108382.3529,KWT
Kuwait,Asia,1957,58.033,212846,113523.1329,KWT
Kuwait,Asia,1962,60.47,358266,95458.11176,KWT
Kuwait,Asia,1967,64.624,575003,80894.88326,KWT
Kuwait,Asia,1972,67.712,841934,109347.867,KWT
Kuwait,Asia,1977,69.343,1140357,59265.47714,KWT
Kuwait,Asia,1982,71.309,1497494,31354.03573,KWT
Kuwait,Asia,1987,74.174,1891487,28118.42998,KWT
Kuwait,Asia,1992,75.19,1418095,34932.91959,KWT
Kuwait,Asia,1997,76.156,1765345,40300.61996,KWT
Kuwait,Asia,2002,76.904,2111561,35110.10566,KWT
Kuwait,Asia,2007,77.588,2505559,47306.98978,KWT
Lebanon,Asia,1952,55.928,1439529,4834.804067,LBN
Lebanon,Asia,1957,59.489,1647412,6089.786934,LBN
Lebanon,Asia,1962,62.094,1886848,5714.560611,LBN
Lebanon,Asia,1967,63.87,2186894,6006.983042,LBN
Lebanon,Asia,1972,65.421,2680018,7486.384341,LBN
Lebanon,Asia,1977,66.099,3115787,8659.696836,LBN
Lebanon,Asia,1982,66.983,3086876,7640.519521,LBN
Lebanon,Asia,1987,67.926,3089353,5377.091329,LBN
Lebanon,Asia,1992,69.292,3219994,6890.806854,LBN
Lebanon,Asia,1997,70.265,3430388,8754.96385,LBN
Lebanon,Asia,2002,71.028,3677780,9313.93883,LBN
Lebanon,Asia,2007,71.993,3921278,10461.05868,LBN
Lesotho,Africa,1952,42.138,748747,298.8462121,LSO
Lesotho,Africa,1957,45.047,813338,335.9971151,LSO
Lesotho,Africa,1962,47.747,893143,411.8006266,LSO
Lesotho,Africa,1967,48.492,996380,498.6390265,LSO
Lesotho,Africa,1972,49.767,1116779,496.5815922,LSO
Lesotho,Africa,1977,52.208,1251524,745.3695408,LSO
Lesotho,Africa,1982,55.078,1411807,797.2631074,LSO
Lesotho,Africa,1987,57.18,1599200,773.9932141,LSO
Lesotho,Africa,1992,59.685,1803195,977.4862725,LSO
Lesotho,Africa,1997,55.558,1982823,1186.147994,LSO
Lesotho,Africa,2002,44.593,2046772,1275.184575,LSO
Lesotho,Africa,2007,42.592,2012649,1569.331442,LSO
Liberia,Africa,1952,38.48,863308,575.5729961,LBR
Liberia,Africa,1957,39.486,975950,620.9699901,LBR
Liberia,Africa,1962,40.502,1112796,634.1951625,LBR
Liberia,Africa,1967,41.536,1279406,713.6036483,LBR
Liberia,Africa,1972,42.614,1482628,803.0054535,LBR
Liberia,Africa,1977,43.764,1703617,640.3224383,LBR
Liberia,Africa,1982,44.852,1956875,572.1995694,LBR
Liberia,Africa,1987,46.027,2269414,506.1138573,LBR
Liberia,Africa,1992,40.802,1912974,636.6229191,LBR
Liberia,Africa,1997,42.221,2200725,609.1739508,LBR
Liberia,Africa,2002,43.753,2814651,531.4823679,LBR
Liberia,Africa,2007,45.678,3193942,414.5073415,LBR
Libya,Africa,1952,42.723,1019729,2387.54806,LBY
Libya,Africa,1957,45.289,1201578,3448.284395,LBY
Libya,Africa,1962,47.808,1441863,6757.030816,LBY
Libya,Africa,1967,50.227,1759224,18772.75169,LBY
Libya,Africa,1972,52.773,2183877,21011.49721,LBY
Libya,Africa,1977,57.442,2721783,21951.21176,LBY
Libya,Africa,1982,62.155,3344074,17364.27538,LBY
Libya,Africa,1987,66.234,3799845,11770.5898,LBY
Libya,Africa,1992,68.755,4364501,9640.138501,LBY
Libya,Africa,1997,71.555,4759670,9467.446056,LBY
