colorVal,blockHeight,blockWidth,cycMaterial,blockMaterial,totalWeight,assemblyPW,HstW,minHW,minWD,rfBlock
-238,52100,543500,2,0,305,52,491400,-2251,445289,10439
-236,53900,513700,2,0,303,52,459799,2529,415489,10077
-243,54500,519700,2,0,309,54,465200,2530,421489,10337
-265,61600,469000,2,0,324,61,407400,14700,370789,10278
-461,59700,557400,0,0,543,139,497700,3959,387223,10402
-1370,218200,515000,2,0,1231,861,296800,166700,416789,40924
-241,54700,511000,2,0,306,53,456300,3599,412789,10160
-948,189200,382700,2,0,865,464,193500,150930,284489,24221
-389,55599,521400,0,0,477,105,465800,3459,351223,8787
-341,70600,497900,2,0,388,86,427299,20810,399689,12698
-336,63700,571100,2,0,388,84,507400,6590,472889,13555
-603,107100,514099,2,0,603,207,407000,55690,415889,20043
-449,68800,461100,0,0,532,125,392299,22690,290923,9006
-245,55700,505600,2,0,310,54,449900,5139,407389,10211
-1716,56400,563300,0,2,1249,3281,506900,69,393123,30486
-258,57400,509200,2,0,321,58,451800,6480,410989,10615
-66,32000,446300,2,0,162,15,414299,-12630,348089,5012
-397,83200,458000,2,0,431,108,374799,37400,359789,13470
-289,61200,518000,2,0,346,68,456800,9400,419789,11561
-985,217900,316500,2,0,880,523,98600,186250,218289,21404
-299,62100,525600,2,0,355,71,463500,9540,427389,11943
-1063,62400,515700,2,2,789,1197,453300,10830,417489,35820
-260,60900,468600,2,0,320,59,407700,14040,370389,10150
-428,60700,516300,3,0,383,120,455600,9070,395381,10799
-254,56300,515400,2,0,317,57,459099,4760,417189,10569
-254,57600,499000,2,0,317,57,441400,7700,400789,10388
-566,105399,487500,2,0,571,187,382100,56650,389289,18464
-264,60000,486900,2,0,324,60,426900,11310,388689,10494
-258,56700,519099,2,0,321,58,462400,4790,420889,10739
-911,221200,270200,2,0,810,483,49000,194180,171989,17119
-1156,157700,290900,1,0,1075,696,133200,128610,146311,10382
-268,58200,518000,2,0,329,61,459799,6400,419789,10994
-399,58099,509900,3,0,363,109,451800,7109,388981,10169
-245,54700,519300,2,0,310,54,464600,2769,421089,10365
-430,60900,517299,3,0,385,121,456400,9170,396381,10862
-263,61300,468700,2,0,322,60,407400,14430,370489,10219
-1083,162600,582300,2,0,1005,563,419700,104370,484089,35420
-286,60900,517200,2,0,344,67,456300,9179,418989,11482
-1307,224600,461100,2,0,1169,797,236500,178490,362889,36677
-442,57699,558600,0,0,526,130,500900,1839,388423,10085
-217,52699,490500,2,0,286,47,437800,3649,392289,9303
-268,59600,499099,2,0,328,61,439500,9690,400889,10751
-1223,71200,507100,2,3,558,1473,435900,20490,408889,26201
-226,52100,517600,2,0,295,49,465500,339,419389,9832
-419,57500,535200,0,0,505,119,477700,3980,365023,9444
-281,60500,512100,2,0,339,65,451599,9289,413889,11268
-629,134900,375300,2,0,608,231,240400,97370,277089,16820
-1145,67200,506100,2,3,526,1307,438900,16590,407889,24669
-297,63700,502200,2,0,352,71,438500,13480,403989,11580
-247,55000,519600,2,0,312,55,464600,3039,421389,10429
-341,65199,559900,2,0,391,85,494700,9209,461689,13545
-1003,161600,531200,2,0,933,491,369600,108480,432989,31487
-414,80300,508100,2,0,448,114,427800,29490,409889,14811
-1312,70000,553600,2,3,590,1705,483600,14640,455389,28689
-368,73300,510700,2,0,411,96,437400,22230,412489,13605
-998,56200,538600,2,3,463,1039,482400,2340,440389,22274
-343,68400,525200,2,0,391,86,456800,15880,426989,13142
-760,183700,286400,2,0,697,346,102700,155060,188189,15556
-1214,180100,581800,2,0,1113,690,401700,121920,483589,39192
-264,56400,534900,2,0,327,60,478500,2909,436689,11083
-1336,77600,503500,2,3,604,1724,425900,27250,405289,28305
-932,197800,345400,2,0,845,462,147600,163260,247189,22002
-1188,215799,428300,2,0,1066,677,212500,172970,330089,32055
-268,56600,539400,2,0,330,61,482800,2660,441189,11237
-395,73300,552000,2,0,435,106,478700,18100,453789,14968
-851,57500,523400,2,1,750,664,465900,5159,425189,15304
-262,57500,516300,2,0,325,59,458800,5870,418089,10818
-797,55199,514099,2,1,709,590,458900,3790,415889,14371
-478,54800,519200,1,0,523,134,464400,2880,374611,9237
-251,55900,515800,2,0,315,56,459900,4320,417589,10504
-298,63300,508000,2,0,353,71,444700,12500,409789,11672
-833,106400,500400,0,0,882,355,394000,56360,330223,15811
-788,163200,374900,2,0,736,338,211700,125710,276689,20320
-532,70800,529900,3,0,456,168,459099,17810,408981,13030
-1440,71900,527100,3,1,1111,1600,455200,19190,406181,18281
-1135,166000,6.00E+05,2,0,1050,612,434000,106000,501789,37483
-444,114100,309600,2,0,454,141,195500,83140,211389,10853
-913,100900,583500,0,0,955,437,482600,42550,413323,18766
-1876,164300,6.00E+05,1,0,1728,1438,435700,104300,455411,33670
-395,93600,376000,2,0,423,111,282400,56000,277789,11700
-845,150000,473900,2,0,796,367,323900,102609,375689,25359
-734,98200,484799,0,0,793,283,386599,49720,314623,13903
-1458,161400,419300,1,0,1348,942,257900,119469,274711,19952
-843,200400,287200,2,0,761,412,86800,171680,188989,17043
-994,92600,596600,1,0,970,453,504000,32940,452011,18835
-688,127600,464600,2,0,668,259,337000,81140,366389,21038
-438,97600,398900,2,0,459,128,301300,57710,300689,13206
-349,84400,383900,2,0,386,92,299500,46010,285689,10850
-724,96600,487000,0,0,783,277,390400,47900,316823,13772
-208,55599,431900,2,0,276,45,376300,12410,333689,8348
-764,100500,490700,0,0,820,304,390200,51430,320523,14495
-722,112000,6.00E+05,2,0,708,278,488000,52000,501789,25290
-493,110000,381100,2,0,501,156,271100,71890,282889,14003
-703,89800,515800,0,0,764,269,426000,38220,345623,13966
-423,97700,381500,2,0,445,123,283800,59550,283289,12454
-465,84200,540900,2,0,492,136,456700,30110,442689,16773
-431,79600,539100,2,0,464,121,459500,25690,440889,15792
-482,102400,416500,2,0,496,148,314100,60750,318289,14666
-385,84800,428800,2,0,419,104,344000,41920,330589,12615
-1141,86900,439300,2,1,967,1063,352400,42970,341089,18555
-1228,166600,441300,0,0,1243,676,274700,122470,271123,20326
-689,91300,496000,0,0,751,257,404700,41700,325823,13386
-439,79600,550800,2,0,472,125,471200,24520,452589,16211
-334,78100,414300,2,0,377,85,336200,36670,316089,11108
-386,85800,422100,2,0,419,105,336300,43590,323889,12505
-761,88200,598200,3,0,628,301,510000,28380,477281,18943
-466,104200,387800,2,0,480,142,283600,65420,289589,13578
-634,76600,561100,0,0,701,232,484500,20490,390923,13475
-328,83300,364000,2,0,368,85,280700,46900,265789,9963
-477,110800,359700,2,0,486,150,248900,74830,261489,13037
-2190,75600,523400,0,3,949,4912,447800,23260,353223,24033
-652,76100,455300,1,0,668,226,379200,30570,310711,10640
-736,113800,6.00E+05,2,0,720,287,486200,53800,501789,25696
-490,86400,380400,0,0,570,135,294000,48360,210223,8173
-394,86800,424000,2,0,425,108,337200,44400,325789,12725
-497,74800,458600,0,0,576,147,383800,28940,288423,9708
-306,77100,382500,2,0,352,77,305400,38850,284289,9863
-426,95200,401100,2,0,449,123,305900,55090,302889,12975
-395,86900,425100,2,0,427,109,338200,44390,326889,12783
-1566,172300,550500,0,0,1551,1131,378200,117250,380323,29488
-297,69700,436599,2,0,349,72,366900,26040,338389,10613
-452,87500,493200,2,0,478,131,405700,38180,394989,15552
-328,79600,393200,2,0,370,84,313600,40279,294989,10566
-271,65300,437900,2,0,327,63,372600,21509,339689,9981
-341,80800,401100,2,0,381,88,320300,40690,302889,11013
-340,82400,386300,2,0,379,88,303900,43770,288089,10682
-279,67100,432299,2,0,333,66,365200,23870,334089,10087
-363,79400,444799,2,0,403,95,365400,34920,346589,12383
-346,78500,428200,2,0,387,89,349700,35680,329989,11656
-340,84800,368800,2,0,378,90,284000,47920,270589,10325
-323,76100,415700,2,0,368,81,339600,34530,317489,10872
-462,47200,369900,2,1,450,222,322700,10209,271689,8027
-341,79400,413400,2,0,382,88,334000,38060,315189,11261
-334,78200,413000,2,0,376,85,334799,36900,314789,11077
-1320,220300,482100,2,0,1184,808,261800,172090,383889,38056
-275,66100,436000,2,0,330,64,369900,22500,337789,10047
-304,78300,368600,2,0,349,76,290300,41440,270389,9527
-523,85900,369300,3,0,416,179,283400,48970,248381,9601
-408,92100,401300,2,0,435,115,309200,51970,303089,12561
-340,80800,400400,2,0,381,88,319600,40759,302189,10987
-315,74500,418300,2,0,362,78,343800,32670,320089,10731
-314,72800,432299,2,0,362,77,359500,29570,334089,10944
-480,36200,278800,1,2,426,236,242600,8320,134211,6680
-335,75800,436100,2,0,379,85,360300,32190,337889,11525
-328,77400,411800,2,0,372,83,334400,36220,313589,10922
-294,69600,431300,2,0,345,71,361700,26469,333089,10432
-1142,62600,551100,2,2,841,1381,488500,7490,452889,38982
-403,90700,406300,2,0,432,113,315600,50070,308089,12574
-1115,70700,541500,2,1,952,1075,470800,16550,443289,19619
-416,93100,404200,2,0,441,118,311100,52680,305989,12819
-155,40400,547200,2,0,238,31,506800,-14320,448989,8162
-254,62600,437000,2,0,313,58,374400,18900,338789,9543
-412,94400,390200,2,0,437,117,295800,55380,291989,12403
-468,73600,417900,3,0,392,144,344300,31810,296981,9836
-873,72000,415800,2,1,763,653,343800,30419,317589,14314
-752,138200,460600,2,0,719,301,322400,92140,362389,22537
-332,75400,434900,2,0,376,84,359500,31910,336689,11423
-324,73300,442600,2,0,370,81,369300,29040,344389,11359
-731,170700,309300,2,0,679,315,138600,139770,211089,16214
-344,75500,452000,2,0,387,88,376500,30299,353789,12020
-551,144500,272200,2,0,531,207,127700,117280,173989,11313
-514,76600,459700,0,0,591,155,383100,30630,289523,9979
-303,72000,423300,2,0,352,74,351300,29670,325089,10532
-335,78200,414799,2,0,377,86,336599,36720,316589,11140
-81,33200,468900,2,0,174,17,435700,-13690,370689,5538
-320,74100,429300,2,0,366,80,355200,31170,331089,11040
-286,67900,436700,2,0,340,68,368800,24230,338489,10342
-371,35300,427400,2,1,383,166,392100,-7440,329189,7274
-313,72000,438800,2,0,361,77,366800,28120,340589,11035
-289,69900,421100,2,0,341,69,351200,27790,322889,10156
-282,68600,421700,2,0,335,67,353100,26429,323489,9986
-294,69400,434000,2,0,346,71,364600,26000,335789,10486
-348,74300,470700,2,0,392,89,396400,27230,372489,12454
-345,73400,474799,2,0,390,88,401400,25920,376589,12438
-758,128400,521599,2,0,731,303,393200,76240,423389,24463
-1006,71800,414400,2,3,477,989,342600,30360,316189,20432
-964,217399,307300,2,0,861,509,89900,186670,209089,20455
-386,86500,416700,2,0,419,105,330200,44830,318489,12397
-1166,174200,579600,2,0,1073,642,405400,116240,481389,37736
-283,67800,432400,2,0,337,67,364600,24560,334189,10196
-501,86500,566100,2,0,523,153,479600,29890,467889,18212
-931,136800,416200,0,0,972,405,279400,95180,246023,15145
-638,125399,432500,2,0,624,231,307100,82150,334289,18863
-363,75200,483100,2,0,404,94,407900,26890,384889,13024
-474,108000,373200,2,0,485,147,265200,70680,274989,13364
-354,72700,494799,2,0,398,90,422100,23220,396589,12974
-1394,223900,507400,2,0,1249,889,283500,173160,409189,41227
-314,67300,489700,2,0,366,76,422400,18330,391489,11856
-324,73600,440800,2,0,371,81,367200,29520,342589,11346
-365,86500,389200,2,0,400,98,302700,47580,290989,11326
-385,83800,436599,2,0,419,104,352800,40140,338389,12760
-293,70900,418000,2,0,344,71,347100,29100,319789,10202
-951,72900,446500,2,1,823,773,373600,28250,348289,15894
-316,71300,450700,2,0,365,78,379400,26230,352489,11309
-1082,71800,445200,2,3,506,1146,373400,27280,346989,22422
-943,88600,594100,1,0,925,413,505500,29190,449511,17922
-243,60300,443900,2,0,305,55,383600,15910,345689,9380
-554,77200,489000,0,0,628,178,411800,28300,318823,11075
-303,65300,493300,2,0,357,73,428000,15970,395089,11609
-265,63300,448900,2,0,323,61,385600,18410,350689,9989
-1044,68900,449700,2,3,489,1077,380800,23929,351489,21795
-889,127100,406000,3,0,662,421,278900,86500,285081,16305
-304,70700,437400,2,0,354,74,366700,26960,339189,10791
-938,223600,278100,2,0,833,503,54500,195790,179889,18100
-302,68700,453400,2,0,353,73,384700,23360,355189,10980
-317,66000,509500,2,0,369,77,443500,15049,411289,12215
-302,70800,433000,2,0,352,73,362200,27500,334789,10666
-290,69000,431200,2,0,342,69,362200,25880,332989,10339
-523,60599,308600,2,1,493,255,248000,29740,210389,7981
-314,65700,507500,2,0,366,76,441800,14950,409289,12100
-272,64200,452500,2,0,329,63,388300,18950,354289,10235
-917,150700,524700,2,0,862,420,374000,98230,426489,28922
-277,65000,451700,2,0,333,65,386700,19830,353489,10339
-311,68700,468700,2,0,361,76,4.00E+05,21830,370489,11453
-943,75800,423600,2,1,816,752,347800,33440,325389,15440
-836,154200,447200,2,0,785,363,293000,109480,348989,24216
-414,63300,472600,0,0,500,112,409300,16040,302423,8614
-490,103400,418500,2,0,502,151,315100,61550,320289,14903
-319,70200,466000,2,0,368,78,395800,23600,367789,11618
-289,66400,457000,2,0,343,68,390600,20700,358789,10720
-298,69200,442299,2,0,349,72,373100,24970,344089,10714
-317,71000,455000,2,0,366,78,384000,25500,356789,11399
-285,65700,458400,2,0,340,67,392700,19860,360189,10649
-267,62300,463800,2,0,325,61,401500,15920,365589,10249
-309,70100,450900,2,0,359,75,380800,25010,352689,11125
-323,72200,452900,2,0,371,80,380700,26910,354689,11523
-357,68700,544200,2,0,403,91,475500,14280,445989,13787
-277,64600,456500,2,0,333,65,391900,18950,358289,10415
-335,67600,521700,2,0,385,84,454099,15430,423489,12882
-278,61800,490900,2,0,336,65,429099,12709,392689,10920
-300,68100,457200,2,0,352,72,389099,22380,358989,11001
-742,129200,502500,2,0,716,292,373300,78950,404289,23505
-897,54900,499099,2,3,424,847,444200,4990,400889,19807
-353,77600,446800,2,0,395,91,369200,32920,348589,12172
-3626,169700,597000,2,3,1525,11709,427299,110000,498789,76180
-284,67100,440600,2,0,338,67,373500,23040,342389,10338
-287,64100,478700,2,0,342,67,414600,16230,380489,10975
-418,69300,428700,0,0,504,110,359400,26429,258523,8062
-343,65700,556900,2,0,392,86,491200,10009,458689,13561
-1691,64600,498300,1,3,808,2467,433700,14770,353711,20564
-314,71800,442000,2,0,362,77,370200,27599,343789,11107
-270,65199,437900,2,0,327,63,372700,21410,339689,9966
-239,61800,419000,2,0,300,54,357200,19900,320789,8921
-1182,198400,486000,2,0,1073,662,287600,149800,387789,34621
-1260,208800,490700,2,0,1137,742,281900,159730,392489,36878
-329,72100,463000,2,0,376,82,390900,25800,364789,11835
-273,59800,505500,2,0,332,63,445700,9250,407289,10960
-311,66200,496700,2,0,363,75,430500,16530,398489,11871
-283,62900,486200,2,0,340,66,423300,14280,387989,10982
-935,152500,528300,2,0,876,434,375800,99670,430089,29514
-469,72200,434200,3,0,396,144,362000,28780,313281,10178
-256,57600,502600,2,0,319,58,445000,7340,404389,10481
-281,61300,502400,2,0,339,65,441100,11060,404189,11149
-272,61900,477800,2,0,330,63,415900,14120,379589,10573
-222,54900,470500,2,0,290,48,415600,7850,372289,9197
-1116,177200,533400,2,0,1026,594,356200,123859,435189,34702
-417,79500,520700,2,0,452,115,441200,27430,422489,15114
-281,60800,508400,2,0,339,65,447600,9960,410189,11222
-227,67000,346400,2,0,286,53,279400,32360,248189,7482
-278,61100,498900,2,0,336,64,437800,11210,400689,11016
-933,155600,511300,2,0,873,433,355700,104469,413089,28924
-429,63400,486900,0,0,514,119,423500,14710,316723,9036
-281,61500,499300,2,0,339,65,437800,11570,401089,11100
-310,65100,508100,2,0,363,75,443000,14290,409889,12007
-940,150000,545700,2,0,883,438,395700,95429,447489,30205
-278,64500,458400,2,0,334,65,393900,18660,360189,10454
-262,56800,524300,2,0,324,59,467500,4369,426089,10890
-271,59600,504700,2,0,331,62,445100,9129,406489,10902
-263,59000,497299,2,0,324,60,438300,9270,399089,10595
-266,63000,454300,2,0,324,61,391300,17570,356089,10095
-265,59000,501100,2,0,326,60,442100,8890,402889,10696
-249,56700,499900,2,0,313,56,443200,6709,401689,10249
-263,59000,497800,2,0,324,60,438800,9220,399589,10609
-264,58400,506900,2,0,325,60,448500,7710,408689,10740
-273,60700,494500,2,0,332,63,433800,11250,396289,10824
-249,56700,501000,2,0,313,56,444300,6599,402789,10277
-258,56900,515300,2,0,321,58,458400,5370,417089,10679
-244,54900,515000,2,0,309,54,460100,3400,416789,10296
-776,54800,505300,2,1,692,561,450500,4270,407089,13965
-228,52200,520200,2,0,296,49,468000,179,421989,9912
-247,54700,524099,2,0,312,55,469400,2290,425889,10483
-237,54800,502600,2,0,303,52,447800,4540,404389,9972
-275,62000,483000,2,0,333,64,421000,13700,384789,10735
-673,134700,413400,2,0,649,254,278700,93360,315189,19105
-712,115700,562300,2,0,697,271,446599,59470,464089,24162
-415,59700,511700,3,0,374,115,452000,8529,390781,10498
-224,51500,523500,2,0,294,48,472000,-851,425289,9856
-305,66900,478800,2,0,357,73,411900,19020,380589,11457
-248,55599,514600,2,0,313,55,459000,4139,416389,10418
-252,56400,511100,2,0,316,56,454700,5289,412889,10479
-226,52900,505500,2,0,294,49,452600,2350,407289,9695
-252,56800,505300,2,0,316,56,448500,6269,407089,10405
-896,52900,519099,2,3,422,853,466200,990,420889,20038
-960,58200,499600,2,3,450,954,441400,8240,401389,21024
-259,57699,506900,2,0,321,59,449200,7010,408689,10611
-270,59100,510500,2,0,331,62,451400,8050,412289,10964
-234,53200,519900,2,0,302,51,466700,1210,421689,10095
-1483,55800,512400,1,3,713,1951,456599,4560,367811,18471
-235,53300,520400,2,0,303,52,467100,1259,422189,10126
-276,60400,504500,2,0,335,64,444099,9949,406289,11042
-259,58200,500900,2,0,321,59,442700,8110,402689,10546
-946,107500,433200,1,0,916,430,325700,64180,288611,13961
-379,55500,515900,3,0,350,100,460400,3909,394981,9864
-250,56800,500700,2,0,313,56,443900,6729,402489,10287
-241,54400,517100,2,0,307,53,462700,2690,418889,10254
-249,56100,508200,2,0,313,55,452100,5280,409989,10350
-1238,201400,505900,2,0,1121,717,304500,150810,407689,36948
-247,56600,498900,2,0,312,55,442299,6709,400689,10205
-1602,176200,274800,2,1,1299,1725,98600,148720,176589,19478
-453,84400,523200,2,0,481,131,438800,32080,424989,16141
-240,54100,518100,2,0,306,53,464000,2289,419889,10222
-1193,214700,434600,2,0,1072,681,219899,171240,336389,32500
-238,55800,491100,2,0,304,53,435300,6690,392889,9865
-636,123699,439900,2,0,622,229,316200,79710,341689,19020
-1053,173700,508300,2,0,970,536,334600,122870,410089,32054
-258,73600,338800,2,0,310,63,265200,39720,240589,7968
-245,55199,513900,2,0,310,54,458700,3809,415689,10325
-1337,169200,464600,3,0,980,842,295400,122739,343681,26167
-441,82600,524000,2,0,472,126,441400,30200,425789,15826
-253,56500,511100,2,0,317,57,454600,5390,412889,10497
-1179,62300,565900,2,3,535,1413,503600,5709,467689,26223
-267,59100,503700,2,0,328,61,444600,8730,405489,10784
-850,151900,331700,0,0,898,321,179800,118730,161523,11040
-678,122700,484200,2,0,661,252,361500,74280,385989,21312
-336,66700,533800,2,0,386,84,467100,13320,435589,13074
-275,58200,530700,2,0,335,63,472500,5130,432489,11326
-257,56400,519799,2,0,320,58,463400,4419,421589,10699
-276,57400,544000,2,0,337,63,486599,3000,445789,11514
-244,55000,513200,2,0,309,54,458200,3679,414989,10271
-227,56000,466100,2,0,293,50,410100,9389,367889,9270
-1657,111900,484799,2,1,1362,2153,372900,63420,386589,27080
-294,60400,537100,2,0,351,69,476700,6690,438889,11929
-932,149700,541300,2,0,876,432,391599,95570,443089,29848
-359,71700,513500,2,0,403,92,441800,20350,415289,13399
-256,56600,515100,2,0,319,57,458500,5090,416889,10618
-496,93800,495600,2,0,514,151,401800,44240,397389,16773
-1201,178700,580400,2,0,1102,677,401700,120660,482189,38775
-423,80900,514600,2,0,456,118,433700,29440,416389,15158
-243,54700,517000,2,0,309,54,462299,2999,418789,10308
-474,87700,519600,2,0,498,140,431900,35740,421389,16630
-724,118900,552000,2,0,706,279,433100,63700,453789,24280
-237,52300,538400,2,0,305,52,486100,-1540,440189,10359
-1016,195900,399700,2,0,922,519,203800,155930,301489,26577
-1814,190200,448000,1,0,1655,1391,257800,145400,303411,25968
-269,58000,522100,2,0,330,61,464099,5790,423889,11063
-214,51300,503600,2,0,284,46,452299,939,405389,9358
-1019,211300,353100,2,0,915,538,141800,175990,254889,24236
-239,54500,511300,2,0,305,53,456800,3370,413089,10131
-256,56600,515700,2,0,319,58,459099,5030,417489,10633
-478,56900,487700,1,0,522,135,430800,8129,343111,8785
-544,111800,421700,2,0,546,178,309900,69630,323489,16274
-241,54900,509200,2,0,307,53,454300,3980,410989,10153
-473,79400,6.00E+05,2,0,502,140,520600,19400,501789,17928
-289,69700,422400,2,0,341,69,352700,27460,324189,10168
-303,62800,523700,2,0,358,72,460900,10430,425489,12024
-415,78600,526700,2,0,450,115,448100,25930,428489,15155
-261,57600,513000,2,0,324,59,455400,6300,414789,10751
-249,55199,521500,2,0,314,56,466300,3050,423289,10514
-259,57000,516400,2,0,322,58,459400,5360,418189,10726
-257,56600,518100,2,0,320,58,461500,4789,419889,10694
-259,57200,513300,2,0,321,58,456100,5870,415089,10684
-339,68600,516700,2,0,388,85,448100,16930,418489,12918
-241,53800,524400,2,0,307,53,470600,1360,426189,10318
-229,53900,499099,2,0,297,50,445200,3990,400889,9723
-245,54900,517299,2,0,310,54,462400,3170,419089,10353
-616,122500,428600,2,0,605,218,306100,79640,330389,18212
-303,63500,514700,2,0,358,72,451200,12030,416489,11901
-1142,179300,540300,2,0,1048,618,361000,125269,442089,35670
-260,57800,507500,2,0,322,59,449700,7050,409289,10645
-250,55700,517200,2,0,315,56,461500,3980,418989,10501
-442,89400,464900,2,0,468,127,375500,42910,366689,14751
-294,61800,519099,2,0,350,69,457299,9890,420889,11704
-85,32000,512100,2,0,179,18,480099,-19210,413889,5960
-1252,79000,537200,2,1,1056,1321,458200,25280,438989,21709
-1201,214100,440900,2,0,1079,688,226800,170010,342689,33016
-285,61400,507900,2,0,342,67,446500,10610,409689,11319
-255,56000,522500,2,0,319,57,466500,3749,424289,10692
-373,54900,514799,3,0,345,98,459900,3420,393881,9730
-291,61900,513900,2,0,348,69,452000,10510,415689,11579
-249,55100,523500,2,0,314,56,468400,2749,425289,10545
-268,58800,510100,2,0,329,61,451300,7790,411889,10898
-245,54400,525100,2,0,311,54,470700,1890,426889,10450
-459,82600,548400,2,0,488,133,465800,27759,450189,16733
-841,176300,361100,2,0,775,382,184800,140190,262889,20856
-254,56600,512700,2,0,318,57,456100,5329,414489,10557
-247,55100,518100,2,0,312,55,463000,3289,419889,10411
-425,59100,524400,0,0,510,120,465300,6660,354223,9420
-935,141700,588900,2,0,884,434,447200,82810,490689,31288
-1043,60100,527800,2,2,776,1165,467700,7319,429589,35500
-248,54500,528500,2,0,313,55,474000,1650,430289,10552
-250,71700,341500,2,0,304,60,269800,37550,243289,7849
-401,58900,500100,0,0,488,108,441200,8889,329923,8744
-268,58800,510300,2,0,329,61,451500,7769,412089,10903
-225,52100,516000,2,0,294,49,463900,499,417789,9795
-414,60000,504200,0,0,501,114,444200,9579,334023,9018
-252,56900,502900,2,0,315,56,446000,6610,404689,10362
-339,77700,424200,2,0,381,86,346500,35280,325989,11398
-292,62600,506599,2,0,348,69,444000,11940,408389,11504
-961,57900,502700,2,3,450,957,444799,7629,404489,21077
-231,53300,511000,2,0,299,50,457700,2200,412789,9900
-874,52400,512200,2,3,414,814,459799,1180,413989,19523
-1041,59800,524099,2,3,481,1112,464300,7390,425889,22921
-1530,218900,595200,2,0,1377,1052,376300,159380,496989,48955
-291,70700,415700,2,0,342,70,345000,29129,317489,10100
-1264,218200,460400,2,0,1135,751,242200,172160,362189,35563
-667,144700,361800,2,0,637,257,217100,108520,263589,17163
-235,53300,519700,2,0,302,51,466400,1330,421489,10109
-259,57200,514300,2,0,322,59,457100,5769,416089,10710
-243,53900,527300,2,0,309,54,473400,1170,429089,10407
-239,54000,516900,2,0,305,52,462900,2310,418689,10174
-246,55400,512900,2,0,311,55,457500,4110,414689,10338
-882,107700,532100,3,0,696,392,424400,54490,411181,19927
-236,53800,514900,2,0,303,52,461100,2309,416689,10088
-484,121300,312800,2,0,486,160,191500,90020,214589,11713
-224,52400,510400,2,0,293,49,458000,1360,412189,9719
-242,54600,515100,2,0,308,53,460500,3090,416889,10242
-1247,199500,518500,2,0,1131,726,319000,147650,420289,37731
-543,118200,383900,2,0,541,181,265700,79810,285689,15195
-247,80900,269400,2,0,295,64,188500,53960,171189,6232
-1323,202900,547800,2,0,1198,806,344900,148120,449589,41049
-256,56600,515000,2,0,319,57,458400,5100,416789,10615
-234,53400,515100,2,0,301,51,461700,1890,416889,10017
-224,52100,514300,2,0,293,49,462200,669,416089,9755
-257,56600,518700,2,0,321,58,462100,4730,420489,10709
-1255,222600,316300,0,0,1268,629,93699,190970,146123,14637
-209,50300,508700,2,0,281,45,458400,-570,410489,9291
-307,65100,503200,2,0,361,74,438100,14780,404989,11864
-238,54200,512700,2,0,304,52,458500,2929,414489,10109
-240,54600,511599,2,0,306,53,457000,3439,413389,10156
-281,60199,515500,2,0,339,65,455300,8649,417289,11304
-3366,183700,506599,2,3,1439,9789,322900,133040,408389,67519
-639,134800,384900,2,0,618,237,250100,96310,286689,17390
-676,146300,362200,2,0,644,263,215900,110079,263989,17379
-303,62500,527700,2,0,359,72,465200,9729,429489,12079
-234,52600,527500,2,0,302,51,474900,-151,429289,10161
-255,56500,515600,2,0,319,57,459099,4940,417389,10612
-229,53099,510100,2,0,297,50,457000,2090,411889,9842
-751,180700,289800,2,0,690,337,109100,151720,191589,15579
-265,57800,517400,2,0,327,60,459600,6060,419189,10903
-232,53500,510600,2,0,299,51,457100,2439,412389,9928
-232,52000,531900,2,0,300,50,479900,-1190,433689,10148
-239,54300,513800,2,0,305,53,459500,2919,415589,10154
-479,87300,530100,2,0,503,143,442800,34290,431889,16966
-264,57699,517600,2,0,326,60,459900,5939,419389,10889
-243,54300,522700,2,0,309,54,468400,2029,424489,10372
-314,64400,522900,2,0,367,76,458500,12110,424689,12307
-344,68500,525700,2,0,392,87,457200,15930,427489,13177
-1073,213299,376000,2,0,964,580,162700,175700,277789,26663
-263,57300,520100,2,0,325,60,462800,5290,421889,10878
-221,51800,512100,2,0,291,48,460300,589,413889,9647
-253,56300,513900,2,0,317,57,457600,4910,415689,10531
-209,50000,512400,2,0,281,44,462400,-1241,414189,9319
-337,67200,528600,2,0,386,84,461400,14340,430389,13014
-210,49500,521900,2,0,282,45,472400,-2690,423689,9437
-210,51100,498500,2,0,281,45,447400,1250,400289,9204
-312,63500,530200,2,0,366,75,466700,10480,431989,12344
-295,62400,514700,2,0,351,70,452299,10930,416489,11695
-976,165500,494200,2,0,906,470,328700,116080,395989,29491
-118,49300,315900,2,0,198,26,266600,17710,217689,4829
-224,51200,527900,2,0,294,48,476700,-1590,429689,9900
-978,58099,514700,2,2,733,1034,456599,6629,416489,33272
-406,77700,521599,2,0,442,110,443900,25540,423389,14803
-250,40800,521599,0,0,350,56,480800,-11360,351423,6452
-250,55000,526700,2,0,315,56,471700,2330,428489,10605
-304,63500,516400,2,0,359,73,452900,11860,418189,11949
-398,78000,507900,2,0,435,108,429900,27210,409689,14380
-1350,208000,542600,2,0,1220,837,334600,153740,444389,41594
-259,56900,518600,2,0,322,59,461700,5040,420389,10764
-269,58099,521500,2,0,330,62,463400,5950,423289,11066
-241,53900,523500,2,0,307,53,469600,1549,425289,10315
-401,83600,459700,2,0,434,110,376100,37630,361489,13599
-248,55599,513400,2,0,313,55,457800,4259,415189,10388
-238,53800,517900,2,0,304,52,464099,2010,419689,10160
-1325,86300,515400,2,1,1111,1450,429099,34760,417189,22538
-248,55100,521400,2,0,313,55,466300,2959,423189,10492
