"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"FRA","HUR","TOT","PC_LF","M","2022-06",7.5,
"FRA","HUR","TOT","PC_LF","M","2022-07",7.3,
"FRA","HUR","TOT","PC_LF","M","2022-08",7.2,
"FRA","HUR","TOT","PC_LF","M","2022-09",7.1,
"FRA","HUR","TOT","PC_LF","M","2022-10",7.2,
"FRA","HUR","TOT","PC_LF","M","2022-11",7.2,
"FRA","HUR","TOT","PC_LF","M","2022-12",7.2,
"FRA","HUR","TOT","PC_LF","M","2023-01",7.1,
"FRA","HUR","TOT","PC_LF","M","2023-02",7,
"FRA","HUR","TOT","PC_LF","M","2023-03",7,
"FRA","HUR","TOT","PC_LF","M","2023-04",7,
"DEU","HUR","TOT","PC_LF","M","2003-06",9.8,
"DEU","HUR","TOT","PC_LF","M","2003-07",9.8,
"DEU","HUR","TOT","PC_LF","M","2003-08",9.8,
"DEU","HUR","TOT","PC_LF","M","2003-09",9.8,
"DEU","HUR","TOT","PC_LF","M","2003-10",9.8,
"DEU","HUR","TOT","PC_LF","M","2003-11",9.8,
"DEU","HUR","TOT","PC_LF","M","2003-12",9.8,
"DEU","HUR","TOT","PC_LF","M","2004-01",9.8,
"DEU","HUR","TOT","PC_LF","M","2004-02",10.1,
"DEU","HUR","TOT","PC_LF","M","2004-03",10.3,
"DEU","HUR","TOT","PC_LF","M","2004-04",10.3,
"DEU","HUR","TOT","PC_LF","M","2004-05",10.3,
"DEU","HUR","TOT","PC_LF","M","2004-06",10.3,
"DEU","HUR","TOT","PC_LF","M","2004-07",10.3,
"DEU","HUR","TOT","PC_LF","M","2004-08",10.4,
"DEU","HUR","TOT","PC_LF","M","2004-09",10.4,
"DEU","HUR","TOT","PC_LF","M","2004-10",10.5,
"DEU","HUR","TOT","PC_LF","M","2004-11",10.6,
"DEU","HUR","TOT","PC_LF","M","2004-12",10.7,
"DEU","HUR","TOT","PC_LF","M","2005-01",10.7,
"DEU","HUR","TOT","PC_LF","M","2005-02",10.9,
"DEU","HUR","TOT","PC_LF","M","2005-03",10.9,
"DEU","HUR","TOT","PC_LF","M","2005-04",11.2,
"DEU","HUR","TOT","PC_LF","M","2005-05",11.2,
"DEU","HUR","TOT","PC_LF","M","2005-06",11.2,
"DEU","HUR","TOT","PC_LF","M","2005-07",11.2,
"DEU","HUR","TOT","PC_LF","M","2005-08",11.2,
"DEU","HUR","TOT","PC_LF","M","2005-09",11.1,
"DEU","HUR","TOT","PC_LF","M","2005-10",11,
"DEU","HUR","TOT","PC_LF","M","2005-11",10.9,
"DEU","HUR","TOT","PC_LF","M","2005-12",10.7,
"DEU","HUR","TOT","PC_LF","M","2006-01",10.6,
"DEU","HUR","TOT","PC_LF","M","2006-02",10.5,
"DEU","HUR","TOT","PC_LF","M","2006-03",10.5,
"DEU","HUR","TOT","PC_LF","M","2006-04",10.3,
"DEU","HUR","TOT","PC_LF","M","2006-05",10.2,
"DEU","HUR","TOT","PC_LF","M","2006-06",10.1,
"DEU","HUR","TOT","PC_LF","M","2006-07",10,
"DEU","HUR","TOT","PC_LF","M","2006-08",9.9,
"DEU","HUR","TOT","PC_LF","M","2006-09",9.8,
"DEU","HUR","TOT","PC_LF","M","2006-10",9.7,
"DEU","HUR","TOT","PC_LF","M","2006-11",9.6,
"DEU","HUR","TOT","PC_LF","M","2006-12",9.4,
"DEU","HUR","TOT","PC_LF","M","2007-01",9.2,
"DEU","HUR","TOT","PC_LF","M","2007-02",9.1,
"DEU","HUR","TOT","PC_LF","M","2007-03",8.9,
"DEU","HUR","TOT","PC_LF","M","2007-04",8.8,
"DEU","HUR","TOT","PC_LF","M","2007-05",8.6,
"DEU","HUR","TOT","PC_LF","M","2007-06",8.6,
"DEU","HUR","TOT","PC_LF","M","2007-07",8.5,
"DEU","HUR","TOT","PC_LF","M","2007-08",8.4,
"DEU","HUR","TOT","PC_LF","M","2007-09",8.4,
"DEU","HUR","TOT","PC_LF","M","2007-10",8.3,
"DEU","HUR","TOT","PC_LF","M","2007-11",8.2,
"DEU","HUR","TOT","PC_LF","M","2007-12",8.1,
"DEU","HUR","TOT","PC_LF","M","2008-01",8,
"DEU","HUR","TOT","PC_LF","M","2008-02",7.9,
"DEU","HUR","TOT","PC_LF","M","2008-03",7.8,
"DEU","HUR","TOT","PC_LF","M","2008-04",7.7,
"DEU","HUR","TOT","PC_LF","M","2008-05",7.6,
"DEU","HUR","TOT","PC_LF","M","2008-06",7.4,
"DEU","HUR","TOT","PC_LF","M","2008-07",7.3,
"DEU","HUR","TOT","PC_LF","M","2008-08",7.1,
"DEU","HUR","TOT","PC_LF","M","2008-09",7,
"DEU","HUR","TOT","PC_LF","M","2008-10",7,
"DEU","HUR","TOT","PC_LF","M","2008-11",7,
"DEU","HUR","TOT","PC_LF","M","2008-12",7,
"DEU","HUR","TOT","PC_LF","M","2009-01",7.1,
"DEU","HUR","TOT","PC_LF","M","2009-02",7.1,
"DEU","HUR","TOT","PC_LF","M","2009-03",7.2,
"DEU","HUR","TOT","PC_LF","M","2009-04",7.3,
"DEU","HUR","TOT","PC_LF","M","2009-05",7.3,
"DEU","HUR","TOT","PC_LF","M","2009-06",7.4,
"DEU","HUR","TOT","PC_LF","M","2009-07",7.4,
"DEU","HUR","TOT","PC_LF","M","2009-08",7.4,
"DEU","HUR","TOT","PC_LF","M","2009-09",7.3,
"DEU","HUR","TOT","PC_LF","M","2009-10",7.2,
"DEU","HUR","TOT","PC_LF","M","2009-11",7.1,
"DEU","HUR","TOT","PC_LF","M","2009-12",7.1,
"DEU","HUR","TOT","PC_LF","M","2010-01",7,
"DEU","HUR","TOT","PC_LF","M","2010-02",7,
"DEU","HUR","TOT","PC_LF","M","2010-03",6.9,
"DEU","HUR","TOT","PC_LF","M","2010-04",6.8,
"DEU","HUR","TOT","PC_LF","M","2010-05",6.7,
"DEU","HUR","TOT","PC_LF","M","2010-06",6.5,
"DEU","HUR","TOT","PC_LF","M","2010-07",6.4,
"DEU","HUR","TOT","PC_LF","M","2010-08",6.4,
"DEU","HUR","TOT","PC_LF","M","2010-09",6.3,
"DEU","HUR","TOT","PC_LF","M","2010-10",6.3,
"DEU","HUR","TOT","PC_LF","M","2010-11",6.2,
"DEU","HUR","TOT","PC_LF","M","2010-12",6.1,
"DEU","HUR","TOT","PC_LF","M","2011-01",6,
"DEU","HUR","TOT","PC_LF","M","2011-02",5.9,
"DEU","HUR","TOT","PC_LF","M","2011-03",5.7,
"DEU","HUR","TOT","PC_LF","M","2011-04",5.6,
"DEU","HUR","TOT","PC_LF","M","2011-05",5.6,
"DEU","HUR","TOT","PC_LF","M","2011-06",5.5,
"DEU","HUR","TOT","PC_LF","M","2011-07",5.5,
"DEU","HUR","TOT","PC_LF","M","2011-08",5.4,
"DEU","HUR","TOT","PC_LF","M","2011-09",5.4,
"DEU","HUR","TOT","PC_LF","M","2011-10",5.3,
"DEU","HUR","TOT","PC_LF","M","2011-11",5.2,
"DEU","HUR","TOT","PC_LF","M","2011-12",5.2,
"DEU","HUR","TOT","PC_LF","M","2012-01",5.1,
"DEU","HUR","TOT","PC_LF","M","2012-02",5.1,
"DEU","HUR","TOT","PC_LF","M","2012-03",5.1,
"DEU","HUR","TOT","PC_LF","M","2012-04",5.1,
"DEU","HUR","TOT","PC_LF","M","2012-05",5.1,
"DEU","HUR","TOT","PC_LF","M","2012-06",5.1,
"DEU","HUR","TOT","PC_LF","M","2012-07",5.1,
"DEU","HUR","TOT","PC_LF","M","2012-08",5,
"DEU","HUR","TOT","PC_LF","M","2012-09",5,
"DEU","HUR","TOT","PC_LF","M","2012-10",5,
"DEU","HUR","TOT","PC_LF","M","2012-11",5,
"DEU","HUR","TOT","PC_LF","M","2012-12",5,
"DEU","HUR","TOT","PC_LF","M","2013-01",5.1,
"DEU","HUR","TOT","PC_LF","M","2013-02",5.1,
"DEU","HUR","TOT","PC_LF","M","2013-03",5,
"DEU","HUR","TOT","PC_LF","M","2013-04",5,
"DEU","HUR","TOT","PC_LF","M","2013-05",5,
"DEU","HUR","TOT","PC_LF","M","2013-06",4.9,
"DEU","HUR","TOT","PC_LF","M","2013-07",4.9,
"DEU","HUR","TOT","PC_LF","M","2013-08",4.9,
"DEU","HUR","TOT","PC_LF","M","2013-09",4.9,
"DEU","HUR","TOT","PC_LF","M","2013-10",4.8,
"DEU","HUR","TOT","PC_LF","M","2013-11",4.8,
"DEU","HUR","TOT","PC_LF","M","2013-12",4.9,
"DEU","HUR","TOT","PC_LF","M","2014-01",4.8,
"DEU","HUR","TOT","PC_LF","M","2014-02",4.8,
"DEU","HUR","TOT","PC_LF","M","2014-03",4.8,
"DEU","HUR","TOT","PC_LF","M","2014-04",4.8,
"DEU","HUR","TOT","PC_LF","M","2014-05",4.7,
"DEU","HUR","TOT","PC_LF","M","2014-06",4.7,
"DEU","HUR","TOT","PC_LF","M","2014-07",4.7,
"DEU","HUR","TOT","PC_LF","M","2014-08",4.7,
"DEU","HUR","TOT","PC_LF","M","2014-09",4.7,
"DEU","HUR","TOT","PC_LF","M","2014-10",4.7,
"DEU","HUR","TOT","PC_LF","M","2014-11",4.6,
"DEU","HUR","TOT","PC_LF","M","2014-12",4.6,
"DEU","HUR","TOT","PC_LF","M","2015-01",4.5,
"DEU","HUR","TOT","PC_LF","M","2015-02",4.5,
"DEU","HUR","TOT","PC_LF","M","2015-03",4.5,
"DEU","HUR","TOT","PC_LF","M","2015-04",4.4,
"DEU","HUR","TOT","PC_LF","M","2015-05",4.4,
"DEU","HUR","TOT","PC_LF","M","2015-06",4.4,
"DEU","HUR","TOT","PC_LF","M","2015-07",4.3,
"DEU","HUR","TOT","PC_LF","M","2015-08",4.3,
"DEU","HUR","TOT","PC_LF","M","2015-09",4.3,
"DEU","HUR","TOT","PC_LF","M","2015-10",4.3,
"DEU","HUR","TOT","PC_LF","M","2015-11",4.2,
"DEU","HUR","TOT","PC_LF","M","2015-12",4.2,
"DEU","HUR","TOT","PC_LF","M","2016-01",4.2,
"DEU","HUR","TOT","PC_LF","M","2016-02",4.1,
"DEU","HUR","TOT","PC_LF","M","2016-03",4.1,
"DEU","HUR","TOT","PC_LF","M","2016-04",4,
"DEU","HUR","TOT","PC_LF","M","2016-05",4,
"DEU","HUR","TOT","PC_LF","M","2016-06",4,
"DEU","HUR","TOT","PC_LF","M","2016-07",3.9,
"DEU","HUR","TOT","PC_LF","M","2016-08",3.9,
"DEU","HUR","TOT","PC_LF","M","2016-09",3.8,
"DEU","HUR","TOT","PC_LF","M","2016-10",3.8,
"DEU","HUR","TOT","PC_LF","M","2016-11",3.7,
"DEU","HUR","TOT","PC_LF","M","2016-12",3.7,
"DEU","HUR","TOT","PC_LF","M","2017-01",3.7,
"DEU","HUR","TOT","PC_LF","M","2017-02",3.7,
"DEU","HUR","TOT","PC_LF","M","2017-03",3.7,
"DEU","HUR","TOT","PC_LF","M","2017-04",3.6,
"DEU","HUR","TOT","PC_LF","M","2017-05",3.6,
"DEU","HUR","TOT","PC_LF","M","2017-06",3.6,
"DEU","HUR","TOT","PC_LF","M","2017-07",3.5,
"DEU","HUR","TOT","PC_LF","M","2017-08",3.5,
"DEU","HUR","TOT","PC_LF","M","2017-09",3.5,
"DEU","HUR","TOT","PC_LF","M","2017-10",3.5,
"DEU","HUR","TOT","PC_LF","M","2017-11",3.4,
"DEU","HUR","TOT","PC_LF","M","2017-12",3.4,
"DEU","HUR","TOT","PC_LF","M","2018-01",3.3,
"DEU","HUR","TOT","PC_LF","M","2018-02",3.3,
"DEU","HUR","TOT","PC_LF","M","2018-03",3.3,
"DEU","HUR","TOT","PC_LF","M","2018-04",3.3,
"DEU","HUR","TOT","PC_LF","M","2018-05",3.2,
"DEU","HUR","TOT","PC_LF","M","2018-06",3.2,
"DEU","HUR","TOT","PC_LF","M","2018-07",3.2,
"DEU","HUR","TOT","PC_LF","M","2018-08",3.2,
"DEU","HUR","TOT","PC_LF","M","2018-09",3.2,
"DEU","HUR","TOT","PC_LF","M","2018-10",3.1,
"DEU","HUR","TOT","PC_LF","M","2018-11",3.1,
"DEU","HUR","TOT","PC_LF","M","2018-12",3.1,
"DEU","HUR","TOT","PC_LF","M","2019-01",3.1,
"DEU","HUR","TOT","PC_LF","M","2019-02",3,
"DEU","HUR","TOT","PC_LF","M","2019-03",3,
"DEU","HUR","TOT","PC_LF","M","2019-04",3,
"DEU","HUR","TOT","PC_LF","M","2019-05",2.9,
"DEU","HUR","TOT","PC_LF","M","2019-06",2.9,
"DEU","HUR","TOT","PC_LF","M","2019-07",2.9,
"DEU","HUR","TOT","PC_LF","M","2019-08",2.9,
"DEU","HUR","TOT","PC_LF","M","2019-09",2.9,
"DEU","HUR","TOT","PC_LF","M","2019-10",3,
"DEU","HUR","TOT","PC_LF","M","2019-11",3.1,
"DEU","HUR","TOT","PC_LF","M","2019-12",3.2,
"DEU","HUR","TOT","PC_LF","M","2020-01",3.2,
"DEU","HUR","TOT","PC_LF","M","2020-02",3.3,
"DEU","HUR","TOT","PC_LF","M","2020-03",3.4,
"DEU","HUR","TOT","PC_LF","M","2020-04",3.5,
"DEU","HUR","TOT","PC_LF","M","2020-05",3.6,
"DEU","HUR","TOT","PC_LF","M","2020-06",3.7,
"DEU","HUR","TOT","PC_LF","M","2020-07",3.8,
"DEU","HUR","TOT","PC_LF","M","2020-08",3.9,
"DEU","HUR","TOT","PC_LF","M","2020-09",3.9,
"DEU","HUR","TOT","PC_LF","M","2020-10",3.9,
"DEU","HUR","TOT","PC_LF","M","2020-11",3.9,
"DEU","HUR","TOT","PC_LF","M","2020-12",3.9,
"DEU","HUR","TOT","PC_LF","M","2021-01",3.9,
"DEU","HUR","TOT","PC_LF","M","2021-02",3.9,
"DEU","HUR","TOT","PC_LF","M","2021-03",3.9,
"DEU","HUR","TOT","PC_LF","M","2021-04",3.8,
"DEU","HUR","TOT","PC_LF","M","2021-05",3.7,
"DEU","HUR","TOT","PC_LF","M","2021-06",3.6,
"DEU","HUR","TOT","PC_LF","M","2021-07",3.5,
"DEU","HUR","TOT","PC_LF","M","2021-08",3.4,
"DEU","HUR","TOT","PC_LF","M","2021-09",3.4,
"DEU","HUR","TOT","PC_LF","M","2021-10",3.3,
"DEU","HUR","TOT","PC_LF","M","2021-11",3.3,
"DEU","HUR","TOT","PC_LF","M","2021-12",3.2,
"DEU","HUR","TOT","PC_LF","M","2022-01",3.1,
"DEU","HUR","TOT","PC_LF","M","2022-02",3.1,
"DEU","HUR","TOT","PC_LF","M","2022-03",3,
"DEU","HUR","TOT","PC_LF","M","2022-04",3,
"DEU","HUR","TOT","PC_LF","M","2022-05",3,
"DEU","HUR","TOT","PC_LF","M","2022-06",3,
"DEU","HUR","TOT","PC_LF","M","2022-07",3,
"DEU","HUR","TOT","PC_LF","M","2022-08",3.1,
"DEU","HUR","TOT","PC_LF","M","2022-09",3.1,
"DEU","HUR","TOT","PC_LF","M","2022-10",3.1,
"DEU","HUR","TOT","PC_LF","M","2022-11",3.1,
"DEU","HUR","TOT","PC_LF","M","2022-12",3,
"DEU","HUR","TOT","PC_LF","M","2023-01",3,
"DEU","HUR","TOT","PC_LF","M","2023-02",3,
"DEU","HUR","TOT","PC_LF","M","2023-03",2.9,
"DEU","HUR","TOT","PC_LF","M","2023-04",2.9,
"GRC","HUR","TOT","PC_LF","M","2003-06",9.7,
"GRC","HUR","TOT","PC_LF","M","2003-07",9.7,
"GRC","HUR","TOT","PC_LF","M","2003-08",9.7,
"GRC","HUR","TOT","PC_LF","M","2003-09",9.7,
"GRC","HUR","TOT","PC_LF","M","2003-10",9.9,
"GRC","HUR","TOT","PC_LF","M","2003-11",9.9,
"GRC","HUR","TOT","PC_LF","M","2003-12",9.9,
"GRC","HUR","TOT","PC_LF","M","2004-01",11.3,
"GRC","HUR","TOT","PC_LF","M","2004-02",10.5,
"GRC","HUR","TOT","PC_LF","M","2004-03",10.8,
"GRC","HUR","TOT","PC_LF","M","2004-04",10.7,
"GRC","HUR","TOT","PC_LF","M","2004-05",10.5,
"GRC","HUR","TOT","PC_LF","M","2004-06",10.6,
"GRC","HUR","TOT","PC_LF","M","2004-07",10.6,
"GRC","HUR","TOT","PC_LF","M","2004-08",10.5,
"GRC","HUR","TOT","PC_LF","M","2004-09",10.5,
"GRC","HUR","TOT","PC_LF","M","2004-10",10.4,
"GRC","HUR","TOT","PC_LF","M","2004-11",10.3,
"GRC","HUR","TOT","PC_LF","M","2004-12",10.4,
"GRC","HUR","TOT","PC_LF","M","2005-01",10.2,
"GRC","HUR","TOT","PC_LF","M","2005-02",9.8,
"GRC","HUR","TOT","PC_LF","M","2005-03",10.2,
"GRC","HUR","TOT","PC_LF","M","2005-04",10,
"GRC","HUR","TOT","PC_LF","M","2005-05",9.8,
"GRC","HUR","TOT","PC_LF","M","2005-06",10.3,
"GRC","HUR","TOT","PC_LF","M","2005-07",10.2,
"GRC","HUR","TOT","PC_LF","M","2005-08",10,
"GRC","HUR","TOT","PC_LF","M","2005-09",10.5,
"GRC","HUR","TOT","PC_LF","M","2005-10",10.1,
"GRC","HUR","TOT","PC_LF","M","2005-11",9.5,
"GRC","HUR","TOT","PC_LF","M","2005-12",9.7,
"GRC","HUR","TOT","PC_LF","M","2006-01",9.3,
"GRC","HUR","TOT","PC_LF","M","2006-02",9.5,
"GRC","HUR","TOT","PC_LF","M","2006-03",9.1,
"GRC","HUR","TOT","PC_LF","M","2006-04",9,
"GRC","HUR","TOT","PC_LF","M","2006-05",9.2,
"GRC","HUR","TOT","PC_LF","M","2006-06",9.2,
"GRC","HUR","TOT","PC_LF","M","2006-07",8.7,
"GRC","HUR","TOT","PC_LF","M","2006-08",8.8,
"GRC","HUR","TOT","PC_LF","M","2006-09",9.1,
"GRC","HUR","TOT","PC_LF","M","2006-10",8.4,
"GRC","HUR","TOT","PC_LF","M","2006-11",8.9,
"GRC","HUR","TOT","PC_LF","M","2006-12",9.1,
"GRC","HUR","TOT","PC_LF","M","2007-01",8.4,
"GRC","HUR","TOT","PC_LF","M","2007-02",8.5,
"GRC","HUR","TOT","PC_LF","M","2007-03",8.9,
"GRC","HUR","TOT","PC_LF","M","2007-04",8.4,
"GRC","HUR","TOT","PC_LF","M","2007-05",8.4,
"GRC","HUR","TOT","PC_LF","M","2007-06",8.7,
"GRC","HUR","TOT","PC_LF","M","2007-07",8.4,
"GRC","HUR","TOT","PC_LF","M","2007-08",8.2,
"GRC","HUR","TOT","PC_LF","M","2007-09",8.8,
"GRC","HUR","TOT","PC_LF","M","2007-10",8.2,
"GRC","HUR","TOT","PC_LF","M","2007-11",7.6,
"GRC","HUR","TOT","PC_LF","M","2007-12",8.3,
"GRC","HUR","TOT","PC_LF","M","2008-01",7.5,
"GRC","HUR","TOT","PC_LF","M","2008-02",7.5,
"GRC","HUR","TOT","PC_LF","M","2008-03",8.3,
"GRC","HUR","TOT","PC_LF","M","2008-04",7.6,
"GRC","HUR","TOT","PC_LF","M","2008-05",7.4,
"GRC","HUR","TOT","PC_LF","M","2008-06",7.9,
"GRC","HUR","TOT","PC_LF","M","2008-07",7.6,
"GRC","HUR","TOT","PC_LF","M","2008-08",7.7,
"GRC","HUR","TOT","PC_LF","M","2008-09",8.1,
"GRC","HUR","TOT","PC_LF","M","2008-10",7.7,
"GRC","HUR","TOT","PC_LF","M","2008-11",7.7,
"GRC","HUR","TOT","PC_LF","M","2008-12",8.6,
"GRC","HUR","TOT","PC_LF","M","2009-01",9,
"GRC","HUR","TOT","PC_LF","M","2009-02",9.1,
"GRC","HUR","TOT","PC_LF","M","2009-03",9.1,
"GRC","HUR","TOT","PC_LF","M","2009-04",9.4,
"GRC","HUR","TOT","PC_LF","M","2009-05",9.4,
"GRC","HUR","TOT","PC_LF","M","2009-06",9.4,
"GRC","HUR","TOT","PC_LF","M","2009-07",10,
"GRC","HUR","TOT","PC_LF","M","2009-08",10,
"GRC","HUR","TOT","PC_LF","M","2009-09",9.9,
"GRC","HUR","TOT","PC_LF","M","2009-10",10.3,
"GRC","HUR","TOT","PC_LF","M","2009-11",11,
"GRC","HUR","TOT","PC_LF","M","2009-12",10.3,
"GRC","HUR","TOT","PC_LF","M","2010-01",11.2,
"GRC","HUR","TOT","PC_LF","M","2010-02",11.8,
"GRC","HUR","TOT","PC_LF","M","2010-03",11.4,
"GRC","HUR","TOT","PC_LF","M","2010-04",12.3,
"GRC","HUR","TOT","PC_LF","M","2010-05",12.6,
"GRC","HUR","TOT","PC_LF","M","2010-06",12.6,
"GRC","HUR","TOT","PC_LF","M","2010-07",13.1,
"GRC","HUR","TOT","PC_LF","M","2010-08",13.2,
"GRC","HUR","TOT","PC_LF","M","2010-09",13.5,
"GRC","HUR","TOT","PC_LF","M","2010-10",14.2,
"GRC","HUR","TOT","PC_LF","M","2010-11",14.3,
"GRC","HUR","TOT","PC_LF","M","2010-12",14.8,
"GRC","HUR","TOT","PC_LF","M","2011-01",15.3,
"GRC","HUR","TOT","PC_LF","M","2011-02",15.7,
"GRC","HUR","TOT","PC_LF","M","2011-03",16.4,
"GRC","HUR","TOT","PC_LF","M","2011-04",16.4,
"GRC","HUR","TOT","PC_LF","M","2011-05",17.5,
"GRC","HUR","TOT","PC_LF","M","2011-06",17.2,
"GRC","HUR","TOT","PC_LF","M","2011-07",18,
"GRC","HUR","TOT","PC_LF","M","2011-08",19.2,
"GRC","HUR","TOT","PC_LF","M","2011-09",18.8,
"GRC","HUR","TOT","PC_LF","M","2011-10",20.4,
"GRC","HUR","TOT","PC_LF","M","2011-11",20.9,
"GRC","HUR","TOT","PC_LF","M","2011-12",21.3,
"GRC","HUR","TOT","PC_LF","M","2012-01",21.6,
"GRC","HUR","TOT","PC_LF","M","2012-02",22.6,
"GRC","HUR","TOT","PC_LF","M","2012-03",23,
"GRC","HUR","TOT","PC_LF","M","2012-04",23.5,
"GRC","HUR","TOT","PC_LF","M","2012-05",24.1,
"GRC","HUR","TOT","PC_LF","M","2012-06",25.4,
"GRC","HUR","TOT","PC_LF","M","2012-07",25.3,
"GRC","HUR","TOT","PC_LF","M","2012-08",25.8,
"GRC","HUR","TOT","PC_LF","M","2012-09",26.5,
"GRC","HUR","TOT","PC_LF","M","2012-10",26.2,
"GRC","HUR","TOT","PC_LF","M","2012-11",27.1,
"GRC","HUR","TOT","PC_LF","M","2012-12",26.8,
"GRC","HUR","TOT","PC_LF","M","2013-01",27.5,
"GRC","HUR","TOT","PC_LF","M","2013-02",27.5,
"GRC","HUR","TOT","PC_LF","M","2013-03",27.6,
"GRC","HUR","TOT","PC_LF","M","2013-04",28,
"GRC","HUR","TOT","PC_LF","M","2013-05",27.9,
"GRC","HUR","TOT","PC_LF","M","2013-06",27.8,
"GRC","HUR","TOT","PC_LF","M","2013-07",28.2,
"GRC","HUR","TOT","PC_LF","M","2013-08",27.7,
"GRC","HUR","TOT","PC_LF","M","2013-09",28.1,
"GRC","HUR","TOT","PC_LF","M","2013-10",27.8,
"GRC","HUR","TOT","PC_LF","M","2013-11",27.9,
"GRC","HUR","TOT","PC_LF","M","2013-12",27.8,
"GRC","HUR","TOT","PC_LF","M","2014-01",27.2,
"GRC","HUR","TOT","PC_LF","M","2014-02",27.7,
"GRC","HUR","TOT","PC_LF","M","2014-03",27.1,
"GRC","HUR","TOT","PC_LF","M","2014-04",27.1,
"GRC","HUR","TOT","PC_LF","M","2014-05",27.3,
"GRC","HUR","TOT","PC_LF","M","2014-06",26.4,
"GRC","HUR","TOT","PC_LF","M","2014-07",26.3,
"GRC","HUR","TOT","PC_LF","M","2014-08",26.6,
"GRC","HUR","TOT","PC_LF","M","2014-09",26.1,
"GRC","HUR","TOT","PC_LF","M","2014-10",26.2,
"GRC","HUR","TOT","PC_LF","M","2014-11",25.8,
"GRC","HUR","TOT","PC_LF","M","2014-12",26.1,
"GRC","HUR","TOT","PC_LF","M","2015-01",25.5,
"GRC","HUR","TOT","PC_LF","M","2015-02",25.6,
"GRC","HUR","TOT","PC_LF","M","2015-03",26.2,
"GRC","HUR","TOT","PC_LF","M","2015-04",25.2,
"GRC","HUR","TOT","PC_LF","M","2015-05",24.7,
"GRC","HUR","TOT","PC_LF","M","2015-06",25.1,
"GRC","HUR","TOT","PC_LF","M","2015-07",24.9,
"GRC","HUR","TOT","PC_LF","M","2015-08",24.3,
"GRC","HUR","TOT","PC_LF","M","2015-09",24.8,
"GRC","HUR","TOT","PC_LF","M","2015-10",24.8,
"GRC","HUR","TOT","PC_LF","M","2015-11",24.4,
"GRC","HUR","TOT","PC_LF","M","2015-12",24.2,
"GRC","HUR","TOT","PC_LF","M","2016-01",24.7,
"GRC","HUR","TOT","PC_LF","M","2016-02",23.9,
"GRC","HUR","TOT","PC_LF","M","2016-03",24.3,
"GRC","HUR","TOT","PC_LF","M","2016-04",23.8,
"GRC","HUR","TOT","PC_LF","M","2016-05",23.9,
"GRC","HUR","TOT","PC_LF","M","2016-06",23.9,
"GRC","HUR","TOT","PC_LF","M","2016-07",23.6,
"GRC","HUR","TOT","PC_LF","M","2016-08",23.9,
"GRC","HUR","TOT","PC_LF","M","2016-09",23.4,
"GRC","HUR","TOT","PC_LF","M","2016-10",23.3,
"GRC","HUR","TOT","PC_LF","M","2016-11",23.7,
"GRC","HUR","TOT","PC_LF","M","2016-12",23.9,
"GRC","HUR","TOT","PC_LF","M","2017-01",23.2,
"GRC","HUR","TOT","PC_LF","M","2017-02",23,
"GRC","HUR","TOT","PC_LF","M","2017-03",22.7,
"GRC","HUR","TOT","PC_LF","M","2017-04",21.9,
"GRC","HUR","TOT","PC_LF","M","2017-05",22.3,
"GRC","HUR","TOT","PC_LF","M","2017-06",21.8,
"GRC","HUR","TOT","PC_LF","M","2017-07",21.1,
"GRC","HUR","TOT","PC_LF","M","2017-08",21.2,
"GRC","HUR","TOT","PC_LF","M","2017-09",21.1,
"GRC","HUR","TOT","PC_LF","M","2017-10",21.1,
"GRC","HUR","TOT","PC_LF","M","2017-11",21.4,
"GRC","HUR","TOT","PC_LF","M","2017-12",21.2,
"GRC","HUR","TOT","PC_LF","M","2018-01",20.6,
"GRC","HUR","TOT","PC_LF","M","2018-02",20.9,
"GRC","HUR","TOT","PC_LF","M","2018-03",20.5,
"GRC","HUR","TOT","PC_LF","M","2018-04",20.3,
"GRC","HUR","TOT","PC_LF","M","2018-05",19.8,
"GRC","HUR","TOT","PC_LF","M","2018-06",19.7,
"GRC","HUR","TOT","PC_LF","M","2018-07",19.3,
"GRC","HUR","TOT","PC_LF","M","2018-08",19.5,
"GRC","HUR","TOT","PC_LF","M","2018-09",19.2,
"GRC","HUR","TOT","PC_LF","M","2018-10",19.2,
"GRC","HUR","TOT","PC_LF","M","2018-11",19.1,
"GRC","HUR","TOT","PC_LF","M","2018-12",18.8,
"GRC","HUR","TOT","PC_LF","M","2019-01",19.4,
"GRC","HUR","TOT","PC_LF","M","2019-02",19,
"GRC","HUR","TOT","PC_LF","M","2019-03",18.5,
"GRC","HUR","TOT","PC_LF","M","2019-04",18.5,
"GRC","HUR","TOT","PC_LF","M","2019-05",17.5,
"GRC","HUR","TOT","PC_LF","M","2019-06",17.3,
"GRC","HUR","TOT","PC_LF","M","2019-07",17.8,
"GRC","HUR","TOT","PC_LF","M","2019-08",17.3,
"GRC","HUR","TOT","PC_LF","M","2019-09",17.3,
"GRC","HUR","TOT","PC_LF","M","2019-10",17.4,
"GRC","HUR","TOT","PC_LF","M","2019-11",16.9,
"GRC","HUR","TOT","PC_LF","M","2019-12",16.9,
"GRC","HUR","TOT","PC_LF","M","2020-01",16.9,
"GRC","HUR","TOT","PC_LF","M","2020-02",16.2,
"GRC","HUR","TOT","PC_LF","M","2020-03",17.2,
"GRC","HUR","TOT","PC_LF","M","2020-04",18.6,
