City,State,Population,lat,lon
Norfolk,Virginia,246139,36.8507689,-76.28587259999999
Hillsboro,Oregon,97368,45.5228939,-122.989827
San Jacinto,California,45851,33.783908399999994,-116.95863500000002
Pensacola,Florida,52703,30.421309,-87.2169149
Hamilton,Ohio,62258,39.3995008,-84.5613355
Florence,South Carolina,37792,34.1954331,-79.7625625
San Bernardino,California,213708,34.1083449,-117.2897652
Peachtree Corners,Georgia,40059,33.9698929,-84.2214551
Victorville,California,121096,34.5362184,-117.29276409999999
Gary,Indiana,78450,41.5933696,-87.3464271
Casa Grande,Arizona,50111,32.8795022,-111.75735209999999
Morgan Hill,California,40836,37.130501200000005,-121.65439009999999
Dubuque,Iowa,58253,42.5005583,-90.6645718
Syracuse,New York,144669,43.0481221,-76.1474244
Clarksville,Tennessee,142357,36.5297706,-87.3594528
Lakeland,Florida,100710,28.039465399999997,-81.9498042
Valley Stream,New York,37659,40.664269899999994,-73.7084645
Dover,Delaware,37366,39.158167999999996,-75.5243682
Moorhead,Minnesota,39398,46.8737648,-96.7678039
Culver City,California,39428,34.021122399999996,-118.3964665
Palatine,Illinois,69350,42.1103041,-88.03424
Seattle,Washington,652405,47.6062095,-122.33207079999998
Covington,Kentucky,40956,39.083671200000005,-84.5085536
Elk Grove,California,161007,38.4087993,-121.37161780000001
Shreveport,Louisiana,200327,32.5251516,-93.75017890000001
Ogden,Utah,84249,41.223,-111.9738304
Harrisonburg,Virginia,51395,38.449568799999994,-78.8689155
Inglewood,California,111542,33.9616801,-118.3531311
Pasadena,California,139731,34.1477849,-118.1445155
Lawrence,Massachusetts,77657,42.7070354,-71.1631137
Lake Oswego,Oregon,37610,45.4206749,-122.67064979999999
Petaluma,California,59440,38.232417,-122.6366524
Springfield,Ohio,59357,39.9242266,-83.8088171
Napa,California,79068,38.2975381,-122.28686499999999
Aurora,Colorado,345803,39.729431899999994,-104.8319195
Duluth,Minnesota,86128,46.7866719,-92.10048520000001
Roanoke,Virginia,98465,37.270970399999996,-79.9414266
Bend,Oregon,81236,44.058172799999994,-121.31530959999999
Apple Valley,California,70924,34.5008311,-117.18587590000001
Waltham,Massachusetts,62227,42.376485200000005,-71.2356113
Fort Myers,Florida,68190,26.640628000000003,-81.87230840000001
Tampa,Florida,352957,27.950575,-82.4571776
Upland,California,75413,34.09751,-117.64838759999999
Danville,Virginia,42907,36.585971799999996,-79.3950228
Beloit,Wisconsin,36888,42.5083482,-89.0317765
Plantation,Florida,90268,26.1275862,-80.23310359999999
Colorado Springs,Colorado,439886,38.8338816,-104.82136340000001
Modesto,California,204933,37.6390972,-120.99687820000001
Grand Rapids,Michigan,192294,42.9633599,-85.6680863
Oak Park,Illinois,52066,41.885031700000006,-87.7845025
Sarasota,Florida,53326,27.3364347,-82.5306527
Jurupa Valley,California,98030,33.9971974,-117.48548020000001
Bellflower,California,77593,33.881681799999996,-118.1170117
Boulder,Colorado,103166,40.0149856,-105.2705456
Santa Fe,New Mexico,69976,35.686975200000006,-105.937799
Coachella,California,43092,33.6803003,-116.17389399999999
Marlborough,Massachusetts,39414,42.3459271,-71.55228740000001
Riverside,California,316619,33.9533487,-117.3961564
Palmdale,California,157161,34.5794343,-118.11646129999998
Novato,California,54194,38.107419799999995,-122.5697032
Layton,Utah,70790,41.0602216,-111.9710529
Bolingbrook,Illinois,73936,41.6986416,-88.0683955
Mission Viejo,California,96346,33.6000232,-117.67199529999999
Glenview,Illinois,45417,42.069750899999995,-87.7878408
Lincoln,California,45237,38.891565,-121.29300790000002
Folsom,California,73098,38.6779591,-121.17605829999998
Prescott Valley,Arizona,39791,34.6100243,-112.315721
Las Cruces,New Mexico,101324,32.3199396,-106.7636538
Bozeman,Montana,39860,45.676997899999996,-111.04293390000001
Schaumburg,Illinois,74907,42.0333607,-88.0834059
Warren,Michigan,134873,42.5144566,-83.01465259999999
St. Peters,Missouri,54842,38.7874699,-90.6298922
Ames,Iowa,61792,42.034721999999995,-93.62
Surprise,Arizona,123546,33.62923370000001,-112.36792790000001
Richardson,Texas,104475,32.948333500000004,-96.72985190000001
Midland,Michigan,42181,43.6155825,-84.24721159999999
San Marcos,Texas,54076,29.8832749,-97.9413941
Wilkes-Barre,Pennsylvania,41108,41.245914899999995,-75.88130749999999
Appleton,Wisconsin,73596,44.2619309,-88.4153847
Shawnee,Kansas,64323,39.0228485,-94.7151865
Mentor,Ohio,46979,41.666157299999995,-81.339552
Livermore,California,85156,37.6818745,-121.7680088
Charlotte,North Carolina,792862,35.2270869,-80.8431267
Owensboro,Kentucky,58416,37.771907399999996,-87.1111676
Jupiter,Florida,58298,26.934224600000004,-80.09420870000001
Rohnert Park,California,41398,38.3396367,-122.70109840000002
Chicago,Illinois,2718782,41.8781136,-87.62979820000001
Billings,Montana,109059,45.783285600000006,-108.50069040000001
Wauwatosa,Wisconsin,47134,43.049457200000006,-88.0075875
Lombard,Illinois,43907,41.8800296,-88.0078435
New Haven,Connecticut,130660,41.308274,-72.9278835
York,Pennsylvania,43935,39.9625984,-76.727745
Knoxville,Tennessee,183270,35.96063839999999,-83.9207392
Elyria,Ohio,53956,41.36837979999999,-82.10764859999999
Barnstable Town,Massachusetts,44641,41.7003208,-70.3002024
Murray,Utah,48612,40.6668916,-111.8879909
Alameda,California,76419,37.7652065,-122.2416355
Manteca,California,71948,37.797427299999995,-121.21605259999998
Maplewood,Minnesota,39765,44.953021500000006,-92.9952153
Medford,Oregon,77677,42.3265152,-122.8755949
Murfreesboro,Tennessee,117044,35.8456213,-86.39027
Yuba City,California,65416,39.1404477,-121.6169108
Shelton,Connecticut,40999,41.3164856,-73.0931641
Cedar Falls,Iowa,40566,42.5348993,-92.4453161
Germantown,Tennessee,39375,35.08675770000001,-89.8100858
Scranton,Pennsylvania,75806,41.408969,-75.66241219999999
Auburn,Alabama,58582,32.6098566,-85.48078249999999
Manassas,Virginia,41705,38.750948799999996,-77.4752667
Vacaville,California,94275,38.3565773,-121.98774440000001
Santa Monica,California,92472,34.01945429999999,-118.4911912
Suffolk,Virginia,85728,36.7282054,-76.5835621
Rochester Hills,Michigan,72952,42.6583661,-83.14993220000001
La Quinta,California,39331,33.663357299999994,-116.31000949999999
Charleston,West Virginia,50821,38.3498195,-81.6326234
Delano,California,52403,35.7688425,-119.24705359999999
St. Cloud,Florida,40918,28.2489016,-81.2811801
Charleston,South Carolina,127999,32.776474900000004,-79.9310512
Kannapolis,North Carolina,44359,35.487361299999996,-80.62173409999998
Corona,California,159503,33.8752935,-117.56643840000001
Rocklin,California,59738,38.7907339,-121.2357828
Lee's Summit,Missouri,93184,38.9108408,-94.3821724
Palm Coast,Florida,78740,29.584452399999996,-81.2078699
Sandy,Utah,90231,40.564978100000005,-111.8389726
Bentonville,Arkansas,40167,36.372853799999994,-94.2088172
Santa Clarita,California,179590,34.3916641,-118.54258600000001
Altamonte Springs,Florida,42150,28.6611089,-81.36562420000001
New Braunfels,Texas,63279,29.7030024,-98.1244531
Memphis,Tennessee,653450,35.1495343,-90.0489801
Irving,Texas,228653,32.814017699999994,-96.9488945
Alexandria,Virginia,148892,38.804835499999996,-77.0469214
Hesperia,California,92147,34.4263886,-117.3008784
Holyoke,Massachusetts,40249,42.2042586,-72.61620090000001
Dunwoody,Georgia,47591,33.9462125,-84.3346473
Skokie,Illinois,65176,42.0324025,-87.7416246
Kearny,New Jersey,41664,40.7684342,-74.1454214
Bethlehem,Pennsylvania,75018,40.6259316,-75.3704579
St. Joseph,Missouri,77147,39.767457799999995,-94.846681
Redondo Beach,California,67815,33.8491816,-118.3884078
Houston,Texas,2195914,29.7604267,-95.36980279999999
Temecula,California,106780,33.4936391,-117.14836480000001
Ann Arbor,Michigan,117025,42.2808256,-83.7430378
Beaumont,Texas,117796,30.080174,-94.12655620000001
East Lansing,Michigan,48554,42.7369792,-84.48386540000001
Santee,California,56105,32.8383828,-116.97391670000002
Tamarac,Florida,63155,26.2128609,-80.2497707
Bellevue,Nebraska,53663,41.154362299999995,-95.9145568
Pembroke Pines,Florida,162329,26.007765,-80.2962555
Springdale,Arkansas,75229,36.18674420000001,-94.1288141
Oxnard,California,203007,34.1975048,-119.17705159999998
Odessa,Texas,110720,31.8456816,-102.3676431
Stillwater,Oklahoma,47186,36.1156071,-97.0583681
Brockton,Massachusetts,94089,42.083433500000005,-71.0183787
Bayonne,New Jersey,65028,40.6687141,-74.11430909999999
Paramount,California,54980,33.8894598,-118.15979109999998
Moline,Illinois,43116,41.5067003,-90.5151342
Meridian,Mississippi,40921,32.3643098,-88.70365600000001
Cleveland,Tennessee,42774,35.1595182,-84.8766115
Jersey City,New Jersey,257342,40.7281575,-74.0776417
St. Paul,Minnesota,294873,44.953702899999996,-93.0899578
Deltona,Florida,86290,28.9005446,-81.2636738
Freeport,New York,43167,40.65760220000001,-73.58318349999999
Iowa City,Iowa,71591,41.6611277,-91.5301683
Anaheim,California,345012,33.8352932,-117.91450359999999
Apple Valley,Minnesota,50201,44.7319094,-93.21772
Great Falls,Montana,59351,47.4941836,-111.2833449
West Valley City,Utah,133579,40.691613200000006,-112.00105009999999
Hampton,Virginia,136699,37.0298687,-76.3452218
Georgetown,Texas,54898,30.633261800000003,-97.67798420000001
Orem,Utah,91648,40.2968979,-111.69464750000002
Monrovia,California,37101,34.14426160000001,-118.0019482
Keller,Texas,42907,32.9341893,-97.229298
Goose Creek,South Carolina,39823,32.9810059,-80.03258670000001
Little Rock,Arkansas,197357,34.7464809,-92.2895948
Santa Ana,California,334227,33.7455731,-117.8678338
White Plains,New York,57866,41.0339862,-73.76290970000001
Idaho Falls,Idaho,58292,43.491651399999995,-112.0339645
Bellevue,Washington,133992,47.610377,-122.20067859999999
Roseville,California,127035,38.752123499999996,-121.28800590000002
Perth Amboy,New Jersey,51982,40.5067723,-74.2654234
Peabody,Massachusetts,52044,42.5278731,-70.92866090000001
Grand Island,Nebraska,50550,40.92639570000001,-98.34201180000001
Columbia,Missouri,115276,38.95170529999999,-92.33407240000001
Racine,Wisconsin,78199,42.7261309,-87.78285229999999
Carmel,Indiana,85927,39.978371,-86.1180435
Portage,Michigan,47523,42.20115379999999,-85.5800022
Middletown,Ohio,48630,39.5150576,-84.39827629999999
Woodland,California,56590,38.6785157,-121.7732971
Revere,Massachusetts,53756,42.408430200000005,-71.0119948
Euless,Texas,53224,32.8370727,-97.08195409999999
Arlington Heights,Illinois,75994,42.0883603,-87.9806265
Hemet,California,81750,33.7475203,-116.97196840000001
High Point,North Carolina,107741,35.955692299999995,-80.0053176
Newark,Ohio,47777,40.0581205,-82.4012642
Midwest City,Oklahoma,56756,35.4495065,-97.39670190000001
San Marcos,California,89387,33.1433723,-117.1661449
Port Orange,Florida,57203,29.1383165,-80.9956105
Lakewood,California,81121,33.853626899999995,-118.13395630000001
Westerville,Ohio,37530,40.126174299999995,-82.9290696
Rockford,Illinois,150251,42.2711311,-89.09399520000001
El Cajon,California,102211,32.7947731,-116.96252690000001
St. Petersburg,Florida,249688,27.773056,-82.64
Downers Grove,Illinois,49670,41.8089191,-88.01117459999999
Milford,Connecticut,51644,41.2306979,-73.064036
Albany,Oregon,51583,44.6365107,-123.10592820000001
Las Vegas,Nevada,603488,36.169941200000004,-115.13982959999998
Pasadena,Texas,152735,29.6910625,-95.2091006
Port St. Lucie,Florida,171016,27.273049199999996,-80.3582261
Cedar Rapids,Iowa,128429,41.9778795,-91.66562320000001
Ormond Beach,Florida,38661,29.285812899999996,-81.05588940000001
Quincy,Massachusetts,93494,42.25287720000001,-71.0022705
Miramar,Florida,130288,25.9860762,-80.3035602
El Paso,Texas,674433,31.7775757,-106.44245590000001
Topeka,Kansas,127679,39.055823499999995,-95.6890185
Rosemead,California,54561,34.0805651,-118.072846
Keizer,Oregon,37064,44.9901194,-123.0262077
Minnetonka,Minnesota,51368,44.9211836,-93.46874890000001
Akron,Ohio,198100,41.081444700000006,-81.51900529999999
Edinburg,Texas,80836,26.3017374,-98.1633432
Rancho Cucamonga,California,171386,34.1063989,-117.5931084
North Charleston,South Carolina,104054,32.8546197,-79.9748103
Louisville,Kentucky,609893,38.252664700000004,-85.7584557
Watsonville,California,52477,36.910231,-121.7568946
Coconut Creek,Florida,56792,26.2517482,-80.17893509999999
Bradenton,Florida,51763,27.4989278,-82.5748194
Carlsbad,California,110972,33.158093300000004,-117.3505939
Texas City,Texas,46081,29.383845,-94.9027002
Redding,California,91119,40.5865396,-122.3916754
Wyoming,Michigan,74100,42.9133602,-85.7053085
Lorain,Ohio,63710,41.452819,-82.18237459999999
Roy,Utah,37733,41.1616108,-112.02633130000001
Fort Lauderdale,Florida,172389,26.122438600000002,-80.13731740000001
Warner Robins,Georgia,72531,32.6130007,-83.624201
Clearwater,Florida,109703,27.9658533,-82.8001026
Cutler Bay,Florida,43328,25.5808323,-80.3468593
Florence,Alabama,40059,34.79981,-87.677251
Terre Haute,Indiana,61025,39.4667034,-87.4139092
Temple,Texas,70190,31.0982344,-97.342782
Beavercreek,Ohio,45712,39.7092262,-84.0632685
Sioux Falls,South Dakota,164676,43.5445959,-96.73110340000001
Columbus,Indiana,45775,39.201440399999996,-85.9213796
Margate,Florida,55456,26.244526300000004,-80.206436
Leominster,Massachusetts,41002,42.5250906,-71.759794
Warwick,Rhode Island,81971,41.700100899999995,-71.4161671
Bakersfield,California,363630,35.3732921,-119.0187125
Miami,Florida,417650,25.7616798,-80.1917902
Lake Charles,Louisiana,74024,30.226594899999995,-93.21737579999999
Richland,Washington,52413,46.2856907,-119.2844621
Hickory,North Carolina,40361,35.7344538,-81.3444573
South San Francisco,California,66174,37.654656,-122.40774979999999
Plymouth,Minnesota,73987,45.01051939999999,-93.4555093
South Bend,Indiana,100886,41.676354499999995,-86.25198979999999
Edmond,Oklahoma,87004,35.6528323,-97.4780954
Des Moines,Iowa,207510,41.600544799999994,-93.6091064
Bonita Springs,Florida,47547,26.339806,-81.77869720000001
Draper,Utah,45285,40.5246711,-111.8638226
Whittier,California,86635,33.97917929999999,-118.032844
Livonia,Michigan,95208,42.36837,-83.3527097
Milwaukee,Wisconsin,599164,43.0389025,-87.9064736
Auburn,Washington,74860,47.307322799999994,-122.22845320000002
Sumter,South Carolina,41190,33.9204354,-80.3414693
Beverly,Massachusetts,40664,42.5584283,-70.880049
Renton,Washington,97003,47.4828776,-122.21706609999998
Centennial,Colorado,106114,39.5807452,-104.87717260000001
Richmond,Virginia,214114,37.540724600000004,-77.4360481
Anderson,Indiana,55670,40.1053196,-85.6802541
Beaumont,California,40481,33.929460600000006,-116.977248
Pflugerville,Texas,53752,30.4393696,-97.62000429999999
Hoboken,New Jersey,52575,40.7439905,-74.0323626
Lexington-Fayette,Kentucky,308428,38.040583700000006,-84.50371640000002
Norwalk,California,106589,33.9022367,-118.08173300000001
Yuma,Arizona,91923,32.6926512,-114.62769159999999
Highland,California,54291,34.1283442,-117.2086513
Carol Stream,Illinois,40379,41.9125286,-88.1347927
Joliet,Illinois,147806,41.525031,-88.0817251
Rock Hill,South Carolina,69103,34.9248667,-81.02507840000001
Rancho Cordova,California,67911,38.5890723,-121.302728
Dearborn Heights,Michigan,56620,42.3369816,-83.2732627
Honolulu,Hawaii,347884,21.3069444,-157.8583333
Victoria,Texas,65098,28.805267399999998,-97.00359820000001
Attleboro,Massachusetts,43886,41.9445441,-71.2856082
Wylie,Texas,44575,33.0151201,-96.53887890000001
Carrollton,Texas,126700,32.975641499999995,-96.88996359999999
Plainfield,Illinois,41734,41.632222999999996,-88.2120315
Hoffman Estates,Illinois,52398,42.062991499999995,-88.1227199
Methuen,Massachusetts,48514,42.7262016,-71.19089240000001
North Port,Florida,59212,27.044224,-82.23592540000001
Rockville,Maryland,64072,39.0839973,-77.1527578
Burbank,California,104709,34.18083920000001,-118.30896609999998
Fullerton,California,138981,33.8703596,-117.9242966
Oshkosh,Wisconsin,66778,44.024706200000004,-88.5426136
Huntsville,Texas,39795,30.723526300000003,-95.55077709999999
Farmington Hills,Michigan,81295,42.4989936,-83.3677168
Pico Rivera,California,63771,33.9830688,-118.09673500000001
Cerritos,California,49707,33.858348299999996,-118.0647871
La Puente,California,40435,34.0200114,-117.94950829999999
Grand Junction,Colorado,59778,39.0638705,-108.5506486
Enid,Oklahoma,50725,36.3955891,-97.8783911
San Jose,California,998537,37.338208200000004,-121.88632859999998
Round Rock,Texas,109821,30.508255100000003,-97.678896
Maple Grove,Minnesota,65415,45.072464200000006,-93.4557877
Norman,Oklahoma,118197,35.222566799999996,-97.4394777
Homestead,Florida,64079,25.468722399999997,-80.4775569
Friendswood,Texas,37587,29.529399800000004,-95.20104470000001
Irvine,California,236716,33.6839473,-117.79469420000001
Pocatello,Idaho,54350,42.8713032,-112.4455344
Pacifica,California,38606,37.613825299999995,-122.48691940000002
Sheboygan,Wisconsin,48725,43.750828399999996,-87.71453000000001
Bossier City,Louisiana,66333,32.5159852,-93.7321228
Cedar Park,Texas,61238,30.505197999999996,-97.82028879999999
Sandy Springs,Georgia,99770,33.9304352,-84.3733147
Champaign,Illinois,83424,40.116420399999996,-88.2433829
Clifton,New Jersey,85390,40.858432799999996,-74.16375529999999
Moore,Oklahoma,58414,35.339507899999994,-97.48670279999999
Blue Springs,Missouri,53294,39.0169509,-94.2816148
Lancaster,California,159523,34.6867846,-118.1541632
Bryan,Texas,78709,30.674364299999997,-96.3699632
Hurst,Texas,38448,32.82346210000001,-97.1705678
Cape Coral,Florida,165831,26.5628537,-81.94953309999998
Cupertino,California,60189,37.322997799999996,-122.03218229999999
Pittsfield,Massachusetts,44057,42.450084499999996,-73.2453824
Gilroy,California,51701,37.0057816,-121.5682751
Manchester,New Hampshire,110378,42.995639700000005,-71.4547891
Virginia Beach,Virginia,448479,36.8529263,-75.977985
Salina,Kansas,47846,38.8402805,-97.6114237
Somerville,Massachusetts,78804,42.3875968,-71.0994968
Largo,Florida,78409,27.909466499999997,-82.7873244
Fresno,California,509924,36.7468422,-119.7725868
Phenix City,Alabama,37498,32.4709761,-85.0007653
Berwyn,Illinois,56758,41.8505874,-87.79366850000001
Palm Beach Gardens,Florida,50699,26.8233946,-80.1386547
Pawtucket,Rhode Island,71172,41.878710999999996,-71.38255579999999
San Gabriel,California,40275,34.0961111,-118.10583329999999
Winston-Salem,North Carolina,236441,36.0998596,-80.24421600000001
Alpharetta,Georgia,62298,34.07537620000001,-84.2940899
O'Fallon,Missouri,82809,38.8106075,-90.6998477
Redwood City,California,80872,37.4852152,-122.2363548
Union City,California,72528,37.59339179999999,-122.0438298
Hallandale Beach,Florida,38632,25.981202399999997,-80.148379
Mankato,Minnesota,40641,44.1635775,-93.99939959999999
Aliso Viejo,California,50175,33.5676842,-117.72560829999999
Menifee,California,83447,33.6971468,-117.185294
Loveland,Colorado,71334,40.397761200000005,-105.0749801
Carpentersville,Illinois,38241,42.1211364,-88.2578582
Providence,Rhode Island,177994,41.8239891,-71.4128343
Hialeah,Florida,233394,25.8575963,-80.2781057
San Ramon,California,74513,37.7799273,-121.9780153
Ontario,California,167500,34.0633443,-117.65088759999999
Kirkland,Washington,84430,47.6814875,-122.20873529999999
St. George,Utah,76817,37.0965278,-113.5684164
Hilton Head Island,South Carolina,39412,32.216316,-80.752608
Glendale,California,196021,34.1425078,-118.255075
Meriden,Connecticut,60456,41.5381535,-72.8070435
Gardena,California,59957,33.8883487,-118.30896240000001
Westfield,Massachusetts,41301,42.1250929,-72.749538
Elgin,Illinois,110145,42.035408399999994,-88.2825668
Plano,Texas,274409,33.0198431,-96.6988856
Longmont,Colorado,89919,40.167206799999995,-105.10192749999999
Coppell,Texas,40342,32.954568699999996,-97.01500779999999
Lakewood,Ohio,51143,41.481993200000005,-81.7981908
Jonesboro,Arkansas,71551,35.8422967,-90.704279
College Station,Texas,100050,30.627977,-96.3344068
Dearborn,Michigan,95884,42.3222599,-83.1763145
Utica,New York,61808,43.100903,-75.232664
Monroe,Louisiana,49761,32.5093109,-92.1193012
Baltimore,Maryland,622104,39.2903848,-76.6121893
Springfield,Missouri,164122,37.20895720000001,-93.2922989
Pine Bluff,Arkansas,46094,34.2284312,-92.00319549999999
Plainfield,New Jersey,50588,40.6337136,-74.40737359999999
Lynn,Massachusetts,91589,42.466763,-70.9494938
Woodbury,Minnesota,65656,44.923855200000006,-92.9593797
Gainesville,Florida,127488,29.6516344,-82.3248262
West Sacramento,California,49891,38.5804609,-121.53023400000001
Sammamish,Washington,50169,47.616268299999994,-122.0355736
Aventura,Florida,37199,25.9564812,-80.1392121
Fayetteville,Arkansas,78960,36.0625795,-94.1574263
San Rafael,California,58994,37.9735346,-122.5310874
Conway,Arkansas,63816,35.0886963,-92.44210109999999
Tacoma,Washington,203446,47.252876799999996,-122.4442906
Middletown,Connecticut,47333,41.562320899999996,-72.6506488
Burlington,Vermont,42284,44.475882500000004,-73.21207199999999
Twin Falls,Idaho,45981,42.5629668,-114.46087109999999
Sherman,Texas,39296,33.635661799999994,-96.60888050000001
New York,New York,8405837,40.7127837,-74.00594129999999
Simi Valley,California,126181,34.2694474,-118.78148200000001
West Covina,California,107740,34.0686208,-117.93895259999998
Castle Rock,Colorado,53063,39.372212100000006,-104.8560902
Valdosta,Georgia,56481,30.8327022,-83.2784851
Fort Worth,Texas,792727,32.7554883,-97.3307658
Carson,California,92599,33.8316745,-118.28169299999999
Evansville,Indiana,120310,37.9715592,-87.5710898
Santa Maria,California,102216,34.953033700000006,-120.43571909999999
Brentwood,Tennessee,40021,36.0331164,-86.7827772
La Mesa,California,58642,32.7678287,-117.02308390000002
Westminster,Colorado,110945,39.836652799999996,-105.03720459999998
Reading,Pennsylvania,87893,40.335648299999995,-75.9268747
Turlock,California,70365,37.494656799999994,-120.84659409999999
Greeley,Colorado,96539,40.42331420000001,-104.7091322
Tyler,Texas,100223,32.351260100000005,-95.3010624
Winter Garden,Florida,37711,28.5652787,-81.5861847
Waco,Texas,129030,31.549333,-97.1466695
Martinez,California,37165,38.0193657,-122.1341321
Thousand Oaks,California,128731,34.1705609,-118.83759369999999
Azusa,California,47842,34.1336186,-117.90756270000001
Bridgeport,Connecticut,147216,41.18654779999999,-73.1951767
St. Louis Park,Minnesota,47411,44.9597376,-93.3702186
Chesterfield,Missouri,47749,38.6631083,-90.5770675
Greenacres,Florida,38696,26.6276276,-80.1353896
Pasco,Washington,67599,46.239579299999995,-119.10056570000002
Torrance,California,147478,33.835849200000006,-118.34062879999999
Madison,Wisconsin,243344,43.07305170000001,-89.4012302
Janesville,Wisconsin,63820,42.6827885,-89.01872220000001
Waukegan,Illinois,88826,42.3636331,-87.84479379999999
Bowling Green,Kentucky,61488,36.9685219,-86.48080429999999
Arlington,Texas,379577,32.735687,-97.10806559999999
Lewisville,Texas,101074,33.046233,-96.994174
Farmington,New Mexico,45426,36.7280583,-108.21868559999999
Oakley,California,38194,37.9974219,-121.71245359999999
Palo Alto,California,66642,37.441883399999995,-122.14301950000001
Springfield,Oregon,60177,44.0462362,-123.02202890000001
New Bedford,Massachusetts,95078,41.6362152,-70.934205
Redmond,Washington,57530,47.6739881,-122.12151200000001
Brentwood,California,55000,37.931868,-121.6957863
Davis,California,66205,38.5449065,-121.74051670000001
La Mirada,California,49133,33.9172357,-118.01200859999999
Smyrna,Tennessee,43060,35.9828412,-86.51860450000001
Altoona,Pennsylvania,45796,40.5186809,-78.3947359
Dothan,Alabama,68001,31.223231300000002,-85.39048879999999
East Orange,New Jersey,64544,40.767323,-74.20486770000001
Tinley Park,Illinois,57282,41.5731442,-87.7932939
Biloxi,Mississippi,44820,30.396031800000003,-88.88530779999999
Urbana,Illinois,41752,40.1105875,-88.2072697
Garden Grove,California,175140,33.773905299999996,-117.9414477
Lynwood,California,71371,33.930293,-118.21146029999998
Northglenn,Colorado,37499,39.8961821,-104.98114679999999
Canton,Ohio,72535,40.7989473,-81.378447
Brookhaven,Georgia,50603,33.8651033,-84.3365917
Baton Rouge,Louisiana,229426,30.458282899999997,-91.1403196
Bristol,Connecticut,60568,41.6717648,-72.9492703
Independence,Missouri,117240,39.0911161,-94.4155068
Lansing,Michigan,113972,42.732535,-84.55553470000001
Orland Park,Illinois,58590,41.6303103,-87.8539425
Vineland,New Jersey,61050,39.4863773,-75.0259637
Green Bay,Wisconsin,104779,44.519159,-88.019826
Evanston,Illinois,75570,42.0450722,-87.6876969
Ocoee,Florida,39172,28.569167699999998,-81.5439619
Los Angeles,California,3884307,34.0522342,-118.24368490000002
Federal Way,Washington,92734,47.3223221,-122.3126222
West Jordan,Utah,110077,40.6096698,-111.9391031
Yucaipa,California,52536,34.033625,-117.0430865
Pittsburgh,Pennsylvania,305841,40.440624799999995,-79.9958864
Downey,California,113242,33.9401088,-118.13315929999999
Cicero,Illinois,84103,41.8455877,-87.7539448
South Gate,California,95677,33.954737,-118.21201609999999
Panama City,Florida,36877,30.158812899999997,-85.6602058
Joplin,Missouri,50789,37.0842271,-94.513281
League City,Texas,90983,29.5074538,-95.0949303
Salt Lake City,Utah,191180,40.760779299999996,-111.89104740000002
Fort Pierce,Florida,43074,27.446705600000005,-80.3256056
Phoenix,Arizona,1513367,33.4483771,-112.07403729999999
Corvallis,Oregon,55298,44.5645659,-123.2620435
Cedar Hill,Texas,46663,32.5884689,-96.9561152
Chicopee,Massachusetts,55717,42.14870429999999,-72.6078672
Ocala,Florida,57468,29.187198600000002,-82.14009229999999
Roswell,Georgia,94034,34.0232431,-84.36155550000001
Park Ridge,Illinois,37839,42.011141200000004,-87.8406192
Concord,New Hampshire,42419,43.2081366,-71.5375718
Olympia,Washington,48338,47.0378741,-122.9006951
Huntington Beach,California,197575,33.660297,-117.99922649999999
Corpus Christi,Texas,316381,27.800582799999997,-97.396381
Haverhill,Massachusetts,62088,42.7762015,-71.0772796
Hanover Park,Illinois,38510,41.9994722,-88.1450735
Cambridge,Massachusetts,107289,42.373615799999996,-71.10973349999999
Glendale,Arizona,234632,33.538652299999995,-112.18598659999999
Stanton,California,38623,33.802515500000005,-117.9931165
Summerville,South Carolina,46074,33.0185039,-80.17564809999999
Davenport,Iowa,102157,41.5236437,-90.57763670000001
Boca Raton,Florida,89407,26.3683064,-80.1289321
New Britain,Connecticut,72939,41.6612104,-72.77954190000001
Roseville,Michigan,47555,42.4972583,-82.93714090000002
Cleveland Heights,Ohio,45394,41.5200518,-81.556235
Gresham,Oregon,109397,45.5001357,-122.43020130000001
Lauderhill,Florida,69813,26.1403635,-80.2133808
Hendersonville,Tennessee,54068,36.304773499999996,-86.6199957
Santa Clara,California,120245,37.354107899999995,-121.9552356
Oceanside,California,172794,33.1958696,-117.3794834
Lake Forest,California,79312,33.6469661,-117.689218
Novi,Michigan,57960,42.48059,-83.47549129999999
West New York,New Jersey,52122,40.787878799999994,-74.0143064
Everett,Massachusetts,42935,42.408429999999996,-71.0536625
Linden,New Jersey,41301,40.6220478,-74.2445902
Asheville,North Carolina,87236,35.5950581,-82.5514869
Compton,California,97877,33.8958492,-118.2200712
