Order Date,Purchase Price Per Unit,Quantity,Shipping Address State,Title,ASIN/ISBN (Product Code),Category,Survey ResponseID
6/17/2020,5.55,1,PA,"Amazon Basic Care Stool Softener Laxative, Docusate Sodium 100 mg, Softgels, 100 Count",B07BHYGRV8,MEDICATION,R_037XK72IZBJyF69
6/17/2020,3.28,1,PA,"Scotch Double Sided Tape with Dispenser, Great for Gift Wrapping, Narrow Width, Engineered for Holding, 1/2 x 250 Inches (136)",B00004Z47L,ADHESIVE_TAPES,R_037XK72IZBJyF69
6/18/2020,5.06,2,PA,"Arm & Hammer For Pets Brushies Dental Treats for Dogs | Dog Dental Chews with Baking Soda Fight Bad Breath, Plaque & Tartar without Brushing | Mint Flavor, 8 Pcs",B01AY52LFM,PET_FOOD,R_037XK72IZBJyF69
6/19/2020,6.99,1,PA,"NOW Supplements, Zinc (Zinc Gluconate) 50 mg, Supports Enzyme Functions*, Immune Support*, 100 Tablets",B009K6TN08,MINERAL_SUPPLEMENT,R_037XK72IZBJyF69
6/19/2020,9.49,1,PA,"CTREEY Micro USB Cable, 90 Degree 3 Pack 3FT 6FT 10FT Premium Nylon Braided Android Fast Charger USB to Micro USB Charging Cable for Samsung Galaxy S7 Edge/S6/S5 (Blue)",B07HGZCVZ3,ELECTRONIC_CABLE,R_037XK72IZBJyF69
6/19/2020,14.99,1,PA,"NUTRO ULTRA Adult Toy Breed High Protein Natural Dry Dog Food with a Trio of Proteins from Chicken, Lamb and Salmon, 4 lb. Bag",B007CRDSV2,PET_FOOD,R_037XK72IZBJyF69
6/23/2020,9.95,1,PA,"BIC Hybrid 3 Comfort Disposable Razors for Men, 1 Handle and 12 Cartridges With 3 Blades, 13 Piece Razor Kit for Men",B00VBUYGNA,MANUAL_SHAVING_RAZOR,R_037XK72IZBJyF69
6/26/2020,16.38,1,PA,"Secret Outlast Xtend Antiperspirant Deodorant, Clear Gel, Unscented, 2.6 Ounce (Pack of 2)",B00X1MUJ28,BODY_DEODORANT,R_037XK72IZBJyF69
7/12/2020,9.99,1,PA,Korean Workbook Hangul Writing Korean Language Children Kid Textbook Study 5 Age,8915094549,ABIS_BOOK,R_037XK72IZBJyF69
7/12/2020,13.97,1,PA,"Higgins Vita Seed Parakeet Food, Large",B00DF2UK4G,PET_FOOD,R_037XK72IZBJyF69
7/12/2020,11.23,1,PA,Amazon Essentials Women's Elastic Waist Performance Full-Length Legging,B079XFV2DW,PANTS,R_037XK72IZBJyF69
7/12/2020,19.99,1,PA,Organic Extra Large Bamboo Cutting Board with Lifetime Replacements - Extra Large Wood Cutting Board - Bamboo Chopping Board for Meat Cheese and Vegetables - Large Wooden Cutting Boards for Kitchen,B00MW8NBW2,CUTTING_BOARD,R_037XK72IZBJyF69
7/12/2020,18.99,1,PA,Hanes Women's 8 Pack Microfiber Bikini,B00M3ZKKXC,UNDERPANTS,R_037XK72IZBJyF69
7/14/2020,22.99,1,PA,"Lakanto Golden Monk Fruit Sweetener with Erythritol - Raw Cane Sugar Substitute, Zero Calorie, Keto Diet Friendly, Zero Net Carbs, Baking, Extract, Sugar Replacement (Golden - 3 lb)",B01LDNBC86,SUGAR_SUBSTITUTE,R_037XK72IZBJyF69
7/14/2020,5.99,1,PA,,1718813244,,R_037XK72IZBJyF69
7/14/2020,9.99,1,PA,"SlipX Solutions Adjustable Better Soak Overflow Drain Cover Fits All Drain Types for The Deepest Baths (Silicone, White)",B07WRMFQG5,HOME_BED_AND_BATH,R_037XK72IZBJyF69
7/19/2020,6.83,2,PA,"Arm & Hammer For Pets Brushies Dental Treats for Dogs | Dog Dental Chews with Baking Soda Fight Bad Breath, Plaque & Tartar without Brushing | Mint Flavor, 8 Pcs",B01AY52LFM,PET_FOOD,R_037XK72IZBJyF69
7/25/2020,16.95,1,PA,"Pepcid Complete Acid Reducer + Antacid Chews for Heartburn, Famotidine, Berry, 50 Ct",B00006J3G2,MEDICATION,R_037XK72IZBJyF69
7/25/2020,8.5,1,PA,"Neutrogena T/Gel Therapeutic Shampoo Original Formula, Anti-Dandruff Treatment for Long-Lasting Relief of Itching and Flaking Scalp as a Result of Psoriasis and Seborrheic Dermatitis, 16 Fl Oz",B0009KN8UA,SHAMPOO,R_037XK72IZBJyF69
7/26/2020,9.99,1,PA,Lip Scrub Brush - LIONVISON 4pcs Lip Exfoliator Brush Soft Silicone Double-Sided Lip Brush and 2pcs Silicone Facial Cleansing Brush Face Scrubber for Smoother and Fuller Lip Appearance,B081VFG24B,COSMETIC_BRUSH,R_037XK72IZBJyF69
7/26/2020,14.99,1,PA,"2 Packs Lip Sleeping Mask with Double Effect, Lip Repair Lip Mask for Dry, Cracked Lips, Lip Repair Balm, Lip Moisturizer for Lip Treatment Care",B082KFJDQS,SKIN_EXFOLIANT,R_037XK72IZBJyF69
7/26/2020,8.5,1,PA,"Epielle Character Sheet Masks | Animal Spa Mask | -For All Skin Types |spa gifts for women, Spa Gift, Birthday Party Gift for her kids, Spa Day Party, Girls Night, Fun Face Masks, Summer Skincare, stocking stuffers| (Assorted Character Mask-6pk )",B07JYLWSGH,SKIN_TREATMENT_MASK,R_037XK72IZBJyF69
7/26/2020,14.95,1,PA,"2 Pairs of Foot Peel Mask for Cracked Heels, Dead Skin and Calluses, Exfoliating Foot Peel Mask for Soft Feet in 1-2 Weeks",B083S4WVQY,SKIN_TREATMENT_MASK,R_037XK72IZBJyF69
7/31/2020,14.99,1,PA,"NUTRO ULTRA Adult Toy Breed High Protein Natural Dry Dog Food with a Trio of Proteins from Chicken, Lamb and Salmon, 4 lb. Bag",B007CRDSV2,PET_FOOD,R_037XK72IZBJyF69
8/14/2020,5.99,1,PA,PUREDERM Shiny & Soft Foot Peeling Mask (3 Pack) - Exfoliating Peeling Treatment for Cracked feet Dry skin Callused Feet - Foot peel masks that remove Dead Skin With Lemon & Other Natural Botanical Extracts Makes Your Feet Baby Soft & Skin Smooth Easy foot care - Enjoy your own SPA time at home,B01B4D01HI,SKIN_TREATMENT_MASK,R_037XK72IZBJyF69
8/14/2020,35,1,,Amazon.com eGift Card,B07MB4HN9X,GIFT_CARD,R_037XK72IZBJyF69
8/14/2020,16.47,1,PA,Women Mesh Sun Hats Summer Beach UV Protection UPF Packable Wide Brim Chin Strap,B07QWTZCWC,HAT,R_037XK72IZBJyF69
8/14/2020,13.96,1,PA,SOJOS Large Square Oversized Sunglasses for Women Big Designer Style Sunnies SJ1082,B07BXF33WN,SUNGLASSES,R_037XK72IZBJyF69
8/18/2020,9.22,2,PA,"Arm & Hammer For Pets Brushies Dental Treats for Dogs | Dog Dental Chews with Baking Soda Fight Bad Breath, Plaque & Tartar without Brushing | Mint Flavor, 8 Pcs",B01AY52LFM,PET_FOOD,R_037XK72IZBJyF69
8/20/2020,14.5,1,PA,"Alexa Light Bulb, LED Light Bulb, Smart Bulb, Work with Alexa Google Echo Dot(No Hub Required), WiFi Color Changing Light Bulb, RGBCW A19 E26 Equivalent 60W, Dimmable 2.4Ghz only, 2 Pack CT CAPETRONIX",B08CMQ79BV,LIGHT_BULB,R_037XK72IZBJyF69
8/22/2020,14.99,1,PA,"NUTRO ULTRA Adult Toy Breed High Protein Natural Dry Dog Food with a Trio of Proteins from Chicken, Lamb and Salmon, 4 lb. Bag",B007CRDSV2,PET_FOOD,R_037XK72IZBJyF69
8/31/2020,18.12,1,PA,Mike's Mighty Good Craft Ramen Vegetarian Kimchi Soup - Instant Ramen Noodles - Organic Instant Noodles - Vegan Ramen Soup - 2.3 Ounces - 7 Pillow Packs,B07F8JWRFJ,PACKAGED_SOUP_AND_STEW,R_037XK72IZBJyF69
8/31/2020,20.62,1,PA,"Glad for Pets Black Charcoal Puppy Pads 23"" x 23"" | Puppy Potty Training Pads That ABSORB & NEUTRALIZE Urine Instantly | New & Improved Quality Puppy Pee Pads, 100 count",B01LWS9514,DISPOSABLE_INCONTINENCE_SURFACE_PROTECTOR,R_037XK72IZBJyF69
8/31/2020,17.99,1,PA,Fruit of the Loom Men's Knit Boxers,B07R4XLTR5,UNDERPANTS,R_037XK72IZBJyF69
9/2/2020,12.45,1,PA,"Amazon Basic Care Dual Action Complete, Chewable Acid Reducer & Antacid Tablets, Berry Flavor; Helps to relieve heartburn due to acid indigestion, 50 Count",B07MJ87WS5,MEDICATION,R_037XK72IZBJyF69
9/2/2020,13.99,1,PA,E6000 1-Ounce Jewelry and Bead Adhesive with 4 Precision Applicator Tips for Jewelry Pixiss Art Dotting Stylus Pens 5 pcs Set - Rhinestone Applicator Application Kit,B07HNR78WM,ART_SUPPLIES,R_037XK72IZBJyF69
9/4/2020,6.94,1,PA,Getting Out: Your Guide to Leaving America (Updated and Expanded Edition) (Process Self-reliance Series),1934170291,ABIS_BOOK,R_037XK72IZBJyF69
9/4/2020,13.99,1,PA,"Graduated Medical Compression Socks for Women and Men - Best for Circulation, Medical, Running, Athletic, Nurse, Travel",B07VW5VXN9,SOCKS,R_037XK72IZBJyF69
9/4/2020,22.99,1,PA,Halife Women's Summer Fall Short Sleeve Long Sleeve Lace Hem T-Shirt Loose Dress with Pockets,B07D37DDG7,DRESS,R_037XK72IZBJyF69
9/4/2020,12.49,1,PA,"What Color Is Your Parachute? for Teens, Third Edition: Discover Yourself, Design Your Future, and Plan for Your Dream Job",1607745771,ABIS_BOOK,R_037XK72IZBJyF69
9/4/2020,27.99,1,PA,"Journal Set - A5 Dotted Bullet Planner Notebook with Numbered Pages, Thick White Paper 120gsm + 10 Fineliners + 20 Stencils + 9 Washi Tapes",B07SRK6MWN,BLANK_BOOK,R_037XK72IZBJyF69
9/4/2020,8.5,1,PA,"Epielle Night Time Makeup Remover Cleansing Wipes Towelettes for Face, All-in-One Cleansing Wipes for Waterproof Makeup, alcohol-free Makeup Remover Tissue, 30 Count | 2 Pack Beauty Stocking Stuffers Gift White Elephant gifts for adults",B07Z5FLHL8,SKIN_CLEANING_WIPE,R_037XK72IZBJyF69
9/6/2020,21.99,1,PA,"Lille Home Premium Stainless Steel Food Containers/Bento Lunch Box With Anti-Slip Exterior, Set of 3, 470ML, 900ML,1.4L, Leakproof, BPA Free, Portion Control, Green",B07MHKXS52,FOOD_STORAGE_CONTAINER,R_037XK72IZBJyF69
9/6/2020,11.95,1,PA,"LifeSmart USA Baby Diaper Caddy Organizer Basket Removable Handles for a Classic Look Luxury Portable Nursery Diaper Storage Bin With Removable Compartments For Home, Car and Nursery",B073HNVM2K,CADDY,R_037XK72IZBJyF69
9/6/2020,2.97,1,PA,"Lion Brand Yarn (1 Skein) Hometown Bulky, Oakland Black yarn, 1 Pack",B005AXNHD4,YARN,R_037XK72IZBJyF69
9/6/2020,2.97,1,PA,"Lion Brand Yarn (1 Skein Hometown Bulky, Los Angeles Tan Yarn, 1-Pack",B0042TLR2U,YARN,R_037XK72IZBJyF69
9/6/2020,6.12,1,PA,"Knitter's Pride-Basix Fixed Circular Needles 24"", Size 13/9mm",B006H7QUJK,KNITTING_NEEDLE,R_037XK72IZBJyF69
9/6/2020,6.88,1,PA,"Lion Brand Yarn (1 Skein 860-134A Vanna's Choice, Terracotta Yarn, 276 Foot",B003D7IUT0,YARN,R_037XK72IZBJyF69
9/18/2020,12.45,2,PA,"Arm & Hammer For Pets Brushies Dental Treats for Dogs | Dog Dental Chews with Baking Soda Fight Bad Breath, Plaque & Tartar without Brushing | Mint Flavor, 8 Pcs",B01AY52LFM,PET_FOOD,R_037XK72IZBJyF69
9/18/2020,25.99,1,PA,,B003LYDBCG,,R_037XK72IZBJyF69
9/18/2020,27.99,1,PA,"LIFE-FLO Progesta-Care Complete Cream | Supports a Healthy Balance w/ Progesterone USP, Pregnenolone & 7-Keto DHEA | 4oz",B001QG5MH8,SKIN_MOISTURIZER,R_037XK72IZBJyF69
9/18/2020,26.99,1,PA,"Monthly Pill Organizer 2 Times A Day, Barhon Extra Large Month Medicine Organizer, Daily Pill Box Organizer 28 Days for Vitamin Fish Oil Supplements (Rainbow)",B088BJ7Y62,PERSONAL_PILL_DISPENSER,R_037XK72IZBJyF69
9/18/2020,6.99,1,PA,"YISAN Highlighter,Pastel Highlighters,6 Colors Chisel Tip Cute Marker Pens, Water Based,Quick Dry for Home,School,Kids Journaling 901686",B07SQQMSX8,MARKING_PEN,R_037XK72IZBJyF69
9/18/2020,8.99,1,PA,"Dual Tip Brush Pens, AGPTEK 36 Colors Dual Tip Brush Marker Pens with 0.4 Fine Tip, Non-Toxic, Odorless & Blendable, Perfect for Illustration, Calligraphy, Sketch Book & Hand Lettering",B07P9X4XFF,MARKING_PEN,R_037XK72IZBJyF69
9/20/2020,19.03,1,PA,"Redi Shade No Tools Original Light Filtering Pleated Paper Shade White, 36 in x 72 in, 6 Pack",B000SDX54M,WINDOW_SHADE,R_037XK72IZBJyF69
9/22/2020,12.99,1,PA,3PACK Mesh Reusable Bag|Mesh Bags|Hanging Storage|Onion Holder|Protable|Washable Cotton Mesh String Organic Organizer|Mesh produce bags|Eco friendly Over the Door Pantry Organizer (Green-XL),B089SX37W8,CARRIER_BAG_CASE,R_037XK72IZBJyF69
9/22/2020,27.5,1,PA,PIN Worm Medicine Reese's 1 OZ -3 Pack,B018CG8J2O,HEALTH_PERSONAL_CARE,R_037XK72IZBJyF69
10/19/2020,12.99,2,PA,"Arm & Hammer For Pets Brushies Dental Treats for Dogs | Dog Dental Chews with Baking Soda Fight Bad Breath, Plaque & Tartar without Brushing | Mint Flavor, 8 Pcs",B01AY52LFM,PET_FOOD,R_037XK72IZBJyF69
10/23/2020,8,1,PA,"Elizavecca Aqua Hyaluronic Acid Water Drop Wrinkle Functional Care Cream, 1.7 Ounce/water facial cream before and after/water cream/korean skin care/k beauty/k beauty skincare",B01J3L2Z0E,SKIN_MOISTURIZER,R_037XK72IZBJyF69
10/23/2020,14,1,PA,"The Original CJ's BUTTer® Quick Stick - Oatmeal, Milk & Honey",B01LZAQTKY,SKIN_PROTECTANT,R_037XK72IZBJyF69
10/23/2020,12.21,1,PA,"NUTRO ULTRA Adult Toy Breed High Protein Natural Dry Dog Food with a Trio of Proteins from Chicken, Lamb and Salmon, 4 lb. Bag",B007CRDSV2,PET_FOOD,R_037XK72IZBJyF69
10/23/2020,15.95,1,PA,"Pepcid Complete Acid Reducer + Antacid Chews for Heartburn, Famotidine, Berry, 50 Ct",B00006J3G2,MEDICATION,R_037XK72IZBJyF69
10/23/2020,10.49,1,PA,"Higgins Vita Seed Parakeet Food, Large",B00DF2UK4G,PET_FOOD,R_037XK72IZBJyF69
10/23/2020,17.99,1,PA," Care Check Lens Wipes, 300 Pre-Moistened Cleaning Wipes for Cameras, Laptops, Cell Phones, Eyeglasses, Other Screens and More    ",B072YS3PVM,SURFACE_CLEANING_WIPE,R_037XK72IZBJyF69
10/23/2020,13.89,1,PA,Into the Magic Shop: A Neurosurgeon's Quest to Discover the Mysteries of the Brain and the Secrets of the Heart,0399183647,ABIS_BOOK,R_037XK72IZBJyF69
10/30/2020,50,1,,Amazon.com Gift Card Balance Reload,B00IX1I3G6,GIFT_CARD,R_037XK72IZBJyF69
10/30/2020,2.99,1,PA,"220Pcs Earring Backs Replacements, Upgrade Rubber Earring Backing Droopy Ears, Compact Clear Ear Safety Back Pads for Fish Hook Wire Earrings DIY Making- for Women or Baby",B083DYHN6K,JEWELRY_FINDING,R_037XK72IZBJyF69
10/30/2020,12.5,1,PA,Fruit of the Loom Women's Spaghetti Strap Cotton Pullover Sports Bra,B0013XWDGC,BRA,R_037XK72IZBJyF69
10/30/2020,8.99,1,PA,"Suction Cup Hooks, SUNDOKI Suction Shower Hooks Heavy Duty Hangers for Window Glass Door Kitchen Bathroom Shower Wall - 4 Pack (Large)",B07D1JRV3V,STORAGE_HOOK,R_037XK72IZBJyF69
10/30/2020,9.99,1,PA,"Command Medium Picture Hanging Strips, Damage Free Hanging Picture Hangers, No Tools Wall Hanging Strips for Christmas Decorations, 16 Black Adhesive Strip Pairs (32 Command Strips)",B073XRDYF4,LOCK,R_037XK72IZBJyF69
10/30/2020,5.99,1,PA,"HYOUJIN Black Large Wide Tooth Comb Detangler Detangling Hair Brush,Paddle Hair Comb,Care Handgrip Comb-Best Styling Comb for Curly,Wet,Long Hair",B0744CXZD3,HAIR_COMB,R_037XK72IZBJyF69
10/30/2020,8.99,1,PA,4 Pack 4 Inches Elegant Automatic Hair Clip Long and Thin Handmade Celluloid Onyx Hair Clip Barrette Ponytail Holders for Women Girls,B07PML3NNN,HAIR_CLIP,R_037XK72IZBJyF69
10/31/2020,14.5,1,PA,TONYMOLY Panda's Dream White Sleeping Pack,B071JDFW1L,SKIN_MOISTURIZER,R_037XK72IZBJyF69
11/4/2020,20.99,1,PA,AIZESI 4PCS Tension Rods 28-48inch Curtains Spring Rod for Kitchen Window Tier Valance Covering Bathroom(Black),B076TRQJ2V,HANGING_ROD,R_037XK72IZBJyF69
11/4/2020,13.99,1,PA,"NTBAY 100% Brushed Microfiber Queen Pillowcases Set of 4, 1800 Super Soft and Cozy, Wrinkle, Fade, Stain Resistant with Envelope Closure Bed Pillow Cases, 20x30 Inches, Dark Grey",B06Y2RZRNG,PILLOWCASE,R_037XK72IZBJyF69
11/4/2020,25.09,2,PA,"WUBODTI Beige Kitchen Curtains Tie Up Balloon Shades 63 Inch Length, Room Darkening Cream Embroidered Floral Curtain Valance for Small Windows Bedroom Living Room Farmhouse Bathroom Home Decor",B07LBT8ZZP,CURTAIN,R_037XK72IZBJyF69
11/13/2020,19.45,1,PA,"Great Stuff 99112809 Smart Dispenser Pestblock, Gray, 12 Ounce",B07GL5H78K,BUILDING_MATERIAL,R_037XK72IZBJyF69
11/13/2020,39.97,1,PA,"Airtight Food Storage Containers for Kitchen & Pantry Organization and Storage (7 Pack) - BPA Free Plastic Food Containers with Lock Lids - Sugar, Flour, Pasta & Cereal Canister with Labels & Marker",B07L6MH96Z,FOOD_STORAGE_CONTAINER,R_037XK72IZBJyF69
11/13/2020,29.99,1,PA,,B08JCTV4JD,,R_037XK72IZBJyF69
11/13/2020,6.99,1,PA,KINGMAS 100 Pack Disposable Eyeliner Brushes Applicator Makeup Eye Liner Wands,B00DW2Z9JK,COSMETIC_BRUSH,R_037XK72IZBJyF69
11/13/2020,6.3,1,PA,ETUDE My Lash Serum 0.3fl.oz(9g) 18AD | Discontinued,B07KV65G25,MAKE_UP,R_037XK72IZBJyF69
11/13/2020,12.59,1,PA,"Garden of Life Vitamin Code Raw Iron Supplement - 30 Vegan Capsules, 22mg Once Daily Iron, Vitamins C, B12, Folate, Fruit, Veggies & Probiotics, Iron Supplements for Women, Energy & Anemia Support",B00280M13O,MINERAL_SUPPLEMENT,R_037XK72IZBJyF69
11/14/2020,11.75,1,PA,"Swanson Prebiotic Capsules - Promotes Friendly Flora Support & Overall Digestive Health - Prebiotic Fiber Promoting Gut Health & Immune Health Support - (120 Veggie Capsules, 750mg Each) 1 Pack",B075NDQP5B,NUTRITIONAL_SUPPLEMENT,R_037XK72IZBJyF69
11/18/2020,19.99,1,PA,"mDesign Wallmount Metal Storage Basket Tray with Handles - Decorative Organizer for Hanging in Entryway, Mudroom, Bedroom, Bathroom, Laundry Room - Small - Hooks Included - 2 Pack - Graphite Gray",B07KB8TMS1,ITEM_CONTAINER,R_037XK72IZBJyF69
11/18/2020,9.8,1,PA,Etude House AC Clean Up Daily Cleansing Foam 150ml (Renewal) | Amino Acid Base Gentle Foaming Cleanser Treatment for Acne Prone Skin | PH Balancing | Korean Face Wash Skin Care,B084Z2JFDB,SKIN_CLEANING_AGENT,R_037XK72IZBJyF69
11/18/2020,13.99,1,PA,"12 Pack White Hands Towels Fingertip Towel Make Up Face Wipes Highly Absorbent Washcloths (12"" Wx12 L)",B01FRKV5P6,TOWEL,R_037XK72IZBJyF69
11/18/2020,12.99,1,PA,"YOSSEE Hair Towel for Women & Girls, Quick Drying Hair Wrap, Unique Material - Microfiber on Top/Cotton Inside, Ultra Absorbent Turban, Size: 10 x 24 Inches, Made in EU",B07RTSX4JJ,TOWEL,R_037XK72IZBJyF69
11/18/2020,5.49,1,PA,"Puritan's Pride Vitamin D3 10000 IU Bolsters Health Immune System Support and Healthy Bones & Teeth Softgels, Yellow, 100 Count",B004R5ZJQ4,VITAMIN,R_037XK72IZBJyF69
11/18/2020,12.98,2,PA,"Arm & Hammer For Pets Brushies Dental Treats for Dogs | Dog Dental Chews with Baking Soda Fight Bad Breath, Plaque & Tartar without Brushing | Mint Flavor, 8 Pcs",B01AY52LFM,PET_FOOD,R_037XK72IZBJyF69
11/19/2020,12.88,1,PA,"Acne Treatment Differin Gel, 30 Day Supply, Retinoid Treatment for Face with 0.1% Adapalene, Gentle Skin Care for Acne Prone Sensitive Skin, 15g Tube",B07L1PHSY9,SKIN_CLEANING_AGENT,R_037XK72IZBJyF69
11/24/2020,11.92,1,PA,,B08GHTSBRD,,R_037XK72IZBJyF69
11/24/2020,12.99,1,PA,"Leggings Depot High Waisted Leggings for Women Buttery Soft 3” Waistband Women's Leggings Solid Yoga - Reg, Plus, 1X3X, 3X5X",B07JMQG7LM,PANTS,R_037XK72IZBJyF69
11/27/2020,11,1,PA,"Etude House SoonJung Moist Relief All In One Gel 120ml | Moisturizing Soothing Multi-Gel | Toner, Emulsion and Essence all Korean Skin Care Routine in One to Refresh and Relieve Tired Skin",B07TCBQHQ3,ASTRINGENT_SUBSTANCE,R_037XK72IZBJyF69
11/27/2020,24.99,2,PA,"Cool Mist Humidifier, Quiet Ultrasonic Humidifiers for Bedroom Home Baby, 4.5L Top Fill Air Humidifier with Adjustable Mist Output, Sleep Mode, Auto Shut-Off and Long Working Time",B08DHLHXWN,HUMIDIFIER,R_037XK72IZBJyF69
11/27/2020,11.51,1,PA,"Dr. Teal's Pure Epsom Salt Body Wash, Detox, 24 Fluid Ounce",B00VADOSJU,SKIN_CLEANING_AGENT,R_037XK72IZBJyF69
11/27/2020,18.39,1,PA,Halife Women's Summer Fall Short Sleeve Long Sleeve Lace Hem T-Shirt Loose Dress with Pockets,B07G36PV11,DRESS,R_037XK72IZBJyF69
11/27/2020,29.99,1,PA,"Elite World Snack Sampler Box - 30+ Foreign snacks and global candies - Huge Assortment of Asian Snacks, European Treats, Central American Candy and more - Gift Care Package",B07BXBQ38C,FOOD,R_037XK72IZBJyF69
11/30/2020,12.59,1,PA,"Garden of Life Vitamin Code Raw Iron Supplement - 30 Vegan Capsules, 22mg Once Daily Iron, Vitamins C, B12, Folate, Fruit, Veggies & Probiotics, Iron Supplements for Women, Energy & Anemia Support",B00280M13O,MINERAL_SUPPLEMENT,R_037XK72IZBJyF69
11/30/2020,19.96,1,PA,WEKILI Women's Color Block Long Sleeve Tunic Tops Crew Neck Sweatshirt Pockets Loose Casual Blouse Shirts,B07XCYL3GZ,TUNIC,R_037XK72IZBJyF69
11/30/2020,10.99,1,PA,Winter Touchscreen Gloves for Women Chenille Warm Cable Knit with 3 Touch Screen Fingers Texting Elastic Cuff Thermal Glove,B07TSGKR3H,APPAREL_GLOVES,R_037XK72IZBJyF69
11/30/2020,16.99,1,PA,OZERO Winter Thermal Gloves Men Women Touch Screen Water Resistant Windproof Anti Slip Heated Glove Hands Warm for Hiking Driving Running Bike Cycling,B06XYTSHP8,SPORT_ACTIVITY_GLOVE,R_037XK72IZBJyF69
11/30/2020,8.99,1,PA,Anezus Craft Knife Precision Cutter and Self Healing Cutting Craft Mat Hobby Knife Set with 30 PCS Hobby Blades Art Knife for Art Hobby Craft Scrapbooking Stencil,B07QQBCBBL,UTILITY_KNIFE,R_037XK72IZBJyF69
11/30/2020,22.39,1,PA,,B07VNQQZFK,,R_037XK72IZBJyF69
12/4/2020,19.96,1,PA,WEKILI Women's Color Block Long Sleeve Tunic Tops Crew Neck Sweatshirt Pockets Loose Casual Blouse Shirts,B07XBVRWDY,TUNIC,R_037XK72IZBJyF69
12/5/2020,12.21,1,PA,"NUTRO ULTRA Adult Toy Breed High Protein Natural Dry Dog Food with a Trio of Proteins from Chicken, Lamb and Salmon, 4 lb. Bag",B007CRDSV2,PET_FOOD,R_037XK72IZBJyF69
12/10/2020,59.34,1,PA,"National Tree Company Artificial Christmas Tree, Silver Tinsel, Includes Stand, 7 feet",B074D9BSDF,ARTIFICIAL_TREE,R_037XK72IZBJyF69
12/14/2020,13.53,1,PA,"Scotch Magic Tape, 6 Rolls with Dispenser, Great for Gift Wrapping, Numerous Applications, Invisible, Engineered for Repairing, 3/4 x 1000 Inches, Boxed (810K6C38)",B000Y52D5G,ADHESIVE_TAPES,R_037XK72IZBJyF69
12/14/2020,14.99,1,PA,ORIENTAL CHERRY Arts and Crafts for Kids Ages 8-12 - Make Your Own GEM Keychains - 5D Diamond Painting by Numbers Art Kits Gifts for Girls Kids Toddler Ages 3-5 4-6 6-8,B089PZD8LZ,ART_CRAFT_KIT,R_037XK72IZBJyF69
12/14/2020,14.99,1,PA,"Hallmark Christmas Wrapping Paper with Cut Lines on Reverse (3 Rolls: 120 sq. ft. ttl) Woodland Storybook Critters, Deer, Snowmen, Mint Green and Teal Blue Plaid",B088SP1PC2,GIFT_WRAP,R_037XK72IZBJyF69
12/14/2020,21.99,1,PA,"OGlink Christmas Tree Topper Lighted Star Tree Toppers with LED Rotating Star Projector Lights, 3D Glitter Hollow Star for Christmas Tree Decorations, for Christmas Indoor Decoration…",B08LMLYNQF,TREE_TOPPER,R_037XK72IZBJyF69
12/14/2020,29.83,1,PA,The Last of Us Part II - PlayStation 4,B07DJRFSDF,PHYSICAL_VIDEO_GAME_SOFTWARE,R_037XK72IZBJyF69
12/14/2020,10.89,1,PA,"Socialism 101: From the Bolsheviks and Karl Marx to Universal Healthcare and the Democratic Socialists, Everything You Need to Know about Socialism (Adams 101)",1507211368,ABIS_BOOK,R_037XK72IZBJyF69
12/14/2020,11.29,1,PA,Communism for Kids,0262533359,ABIS_BOOK,R_037XK72IZBJyF69
12/14/2020,13.49,1,PA,Llewellyn's 2021 Witches' Calendar,0738754889,CALENDAR,R_037XK72IZBJyF69
12/14/2020,22.98,1,PA,Hand Body Warmers Stick on Clothes Adhesive Mini Size 30pk (Japan Import) by Onraku,B000KXCKZ0,HEALTH_PERSONAL_CARE,R_037XK72IZBJyF69
12/14/2020,12.15,1,PA,Meera Lee Patel 2021 Wall Calendar,1631366734,CALENDAR,R_037XK72IZBJyF69
12/14/2020,20.87,1,PA,"Best Friends by Sheri OrthoComfort Deep Dish Cuddler Sherpa Cat and Dog Bed, Pink, Standard",B008GQUZZK,PET_BED_MAT,R_037XK72IZBJyF69
12/16/2020,17.98,1,PA,,B07V6D39N6,,R_037XK72IZBJyF69
12/16/2020,17.99,1,PA,"HESTYA 7 Pieces Metal Dices Set Game Polyhedral Solid Metal Dice Set with Storage Bag and Zinc Alloy with Enamel for Role Playing Game, Math Teaching (Rainbow-Royal Blue)",B07R3W3YPJ,GAME_DICE,R_037XK72IZBJyF69
12/16/2020,20,1,PA,Cards Against Humanity: Green Box • 300-card expansion,B01J2RYK8E,TABLETOP_GAME,R_037XK72IZBJyF69
12/16/2020,25.99,1,PA,"mysuntown Winter Hats for Women and Men, Winter Hat Trapper Hat Ushanka, Ear Flap Chin Strap and Windproof Mask.",B015E0E3AI,HAT,R_037XK72IZBJyF69
12/16/2020,19.99,1,PA,"Simplicity 3-in-1 Multi-Functional Animal Hat, Scarf, & Mitten Combo",B00G4T5LWI,HAT,R_037XK72IZBJyF69
12/16/2020,17.99,1,PA,Brazilian Jiu-Jitsu Funny Murder Yoga Gift T-Shirt,B083259V7P,SHIRT,R_037XK72IZBJyF69
12/16/2020,149.99,1,PA,Greenlight Planet Home 120 Solar Lighting System Plus USB Charger,B01855HOJQ,HOME_LIGHTING_AND_LAMPS,R_037XK72IZBJyF69
12/17/2020,11.99,1,PA,,B08NHLJG85,,R_037XK72IZBJyF69
