,Date,Open,High,Low,Close,Volume,ExDividend,SplitRatio,AdjOpen,AdjHigh,AdjLow,AdjClose,AdjVolume,Stock
545,2015-10-28,116.93,119.3,116.06,119.27,85551352.0,0.0,1.0,112.48802564281999,114.7679933224,111.65107548196,114.73913297203,85551352.0,AAPL
546,2015-10-27,115.4,116.54,113.99,114.55,69884400.0,0.0,1.0,111.01614777372,112.11284108795,109.65971130612,110.19843784645,69884400.0,AAPL
547,2015-10-26,118.08,118.13,114.92,115.28,66333781.0,0.0,1.0,113.59433907383999,113.64243965780001,110.55438216773001,110.90070637222,66333781.0,AAPL
548,2015-10-23,116.7,119.228,116.33,119.08,59366914.0,0.0,1.0,112.26676295661001,114.6987284815,111.91081863533,114.55635075299,59366914.0,AAPL
549,2015-10-22,114.33,115.5,114.1,115.5,41654089.0,0.0,1.0,109.98679527703001,111.11234894164,109.76553259083,111.11234894164,41654089.0,AAPL
550,2015-10-21,114.0,115.58,113.7,113.76,42326974.0,0.0,1.0,109.66933142291,111.18930987597,109.38072791917,109.43844861991998,42326974.0,AAPL
551,2015-10-20,111.34,114.17,110.82,113.77,48967763.0,0.0,1.0,107.11038035638,109.83287340837,106.61013428321999,109.44806873671,48967763.0,AAPL
552,2015-10-19,110.8,111.75,110.11,111.73,29759153.0,0.0,1.0,106.59089404964001,107.50480514483,105.92710599103,107.48556491125,29759153.0,AAPL
553,2015-10-16,111.78,112.0,110.53,111.04,39232609.0,0.0,1.0,107.5336654952,107.74530806462,106.33115089626999,106.82177685263001,39232609.0,AAPL
554,2015-10-15,110.93,112.1,110.49,111.86,37673452.0,0.0,1.0,106.71595556793001,107.84150923253,106.2926704291,107.61062642954,37673452.0,AAPL
555,2015-10-14,111.29,111.52,109.56,110.21,44462449.0,0.0,1.0,107.06227977241998,107.28354245863001,105.39799956749,106.02330715894001,44462449.0,AAPL
556,2015-10-13,110.82,112.45,110.68,111.79,33049256.0,0.0,1.0,106.61013428321999,108.17821332023,106.47545264814,107.543285612,33049256.0,AAPL
557,2015-10-12,112.73,112.75,111.44,111.6,30467204.0,0.0,1.0,108.4475765904,108.46681682398001,107.20658152429,107.36050339296,30467204.0,AAPL
558,2015-10-09,110.0,112.28,109.49,112.12,52766140.0,0.0,1.0,105.82128470632,108.01467133478,105.33065874995,107.86074946611001,52766140.0,AAPL
559,2015-10-08,110.19,110.19,108.21,109.5,61979577.0,0.0,1.0,106.00406692536,106.00406692536,104.09928380064001,105.34027886675,61979577.0,AAPL
560,2015-10-07,111.74,111.77,109.41,110.78,46765550.0,0.0,1.0,107.49518502804001,107.52404537841,105.25369781562,106.57165381605999,46765550.0,AAPL
561,2015-10-06,110.63,111.74,109.765,111.31,48856977.0,0.0,1.0,106.42735206418001,107.49518502804001,105.59521196171998,107.081520006,48856977.0,AAPL
562,2015-10-05,109.88,111.3698,109.07,110.78,52064743.0,0.0,1.0,105.70584330482001,107.13904830442,104.92661384471,106.57165381605999,52064743.0,AAPL
563,2015-10-02,108.01,111.0136,107.55,110.38,58019758.0,0.0,1.0,103.90688146480998,106.7963797443,103.46435609240999,106.1868491444,58019758.0,AAPL
564,2015-10-01,109.07,109.62,107.31,109.58,63929100.0,0.0,1.0,104.92661384471,105.45572026824,103.23347328941,105.41723980108,63929100.0,AAPL
565,2015-09-30,110.17,111.54,108.73,109.95,65041596.0,0.0,1.0,105.98482669178001,107.30278269221,104.5995298738,105.77318412236001,65041596.0,AAPL
566,2015-09-29,112.83,113.51,107.86,109.06,73365384.0,0.0,1.0,108.54377775831,109.19794570013,103.76257971294001,104.91699372792,73365384.0,AAPL
567,2015-09-28,113.85,114.57,112.44,112.44,50782189.0,0.0,1.0,109.52502967104,110.21767808003,108.16859320344,108.16859320344,50782189.0,AAPL
568,2015-09-25,116.44,116.69,114.02,114.71,56151926.0,0.0,1.0,112.01663992003999,112.25714283982,109.6885716565,110.35235971511001,56151926.0,AAPL
569,2015-09-24,113.25,115.5,112.37,115.0,50219475.0,0.0,1.0,108.94782266355,111.11234894164,108.1012523859,110.63134310206001,50219475.0,AAPL
570,2015-09-23,113.63,114.72,113.3,114.32,35756716.0,0.0,1.0,109.31338710163,110.3619798319,108.99592324750999,109.97717516023998,35756716.0,AAPL
571,2015-09-22,113.38,114.18,112.5201,113.4,50346159.0,0.0,1.0,109.07288418184,109.84249352516,108.24565033894001,109.09212441542,50346159.0,AAPL
572,2015-09-21,113.67,115.37,113.66,115.21,50221965.0,0.0,1.0,109.35186756879,110.98728742335,109.34224745200001,110.83336555468,50221965.0,AAPL
573,2015-09-18,112.21,114.3,111.87,113.45,74285291.0,0.0,1.0,107.94733051724,109.95793492666,107.62024654633001,109.14022499938,74285291.0,AAPL
574,2015-09-17,115.66,116.49,113.715,113.92,64112641.0,0.0,1.0,111.2662708103,112.06474050398998,109.39515809435999,109.59237048858,64112641.0,AAPL
575,2015-09-16,116.25,116.54,115.44,116.41,37173489.0,0.0,1.0,111.833857701,112.11284108795,111.05462824088998,111.98777956966002,37173489.0,AAPL
576,2015-09-15,115.93,116.53,114.42,116.28,43341155.0,0.0,1.0,111.52601396366998,112.10322097116001,110.07337632816002,111.86271805137,43341155.0,AAPL
577,2015-09-14,116.58,116.89,114.86,115.31,58363431.0,0.0,1.0,112.15132155511999,112.44954517565,110.49666146698,110.9295667226,58363431.0,AAPL
578,2015-09-11,111.79,114.21,111.76,114.21,49915473.0,0.0,1.0,107.543285612,109.87135387553002,107.51442526161999,109.87135387553002,49915473.0,AAPL
579,2015-09-10,110.27,113.2825,109.9,112.57,62892831.0,0.0,1.0,106.08102785969,108.97908804312,105.72508353840999,108.29365472173001,62892831.0,AAPL
580,2015-09-09,113.76,114.02,109.77,110.15,85010804.0,0.0,1.0,109.43844861991998,109.6885716565,105.60002202012,105.96558645819,85010804.0,AAPL
581,2015-09-08,111.65,112.56,110.32,112.31,54843626.0,0.0,1.0,107.40860397691,108.28403460493999,106.12912844365,108.04353168515,54843626.0,AAPL
582,2015-09-04,108.97,110.45,108.51,109.27,49996311.0,0.0,1.0,104.83041267680001,106.25418996194,104.38788730439,105.11901618054002,49996311.0,AAPL
583,2015-09-03,112.49,112.78,110.04,110.37,53233940.0,0.0,1.0,108.2166937874,108.49567717434999,105.85976517349,106.1772290276,53233940.0,AAPL
584,2015-09-02,110.0,112.34,109.131,112.34,61888812.0,0.0,1.0,105.82128470632,108.07239203553002,104.98529655714,108.07239203553002,61888812.0,AAPL
585,2015-09-01,110.18,111.88,107.36,107.72,76845860.0,0.0,1.0,105.99444680857,107.62986666312,103.28157387337,103.62789807786,76845860.0,AAPL
586,2015-08-31,112.13,114.53,112.0,112.76,56229271.0,0.0,1.0,107.87036958291,110.17919761286001,107.74530806462,108.47643694077,56229271.0,AAPL
587,2015-08-28,112.17,113.31,111.54,113.29,53164407.0,0.0,1.0,107.90885005007,109.00554336430001,107.30278269221,108.98630313071999,53164407.0,AAPL
588,2015-08-27,112.25,113.24,110.02,112.92,84616056.0,0.0,1.0,107.9858109844,108.93820254676001,105.84052493989999,108.63035880943,84616056.0,AAPL
589,2015-08-26,107.085,109.89,105.05,109.69,96774611.0,0.0,1.0,103.0170206616,105.71546342161,101.05932689454,105.52306108578001,96774611.0,AAPL
590,2015-08-25,111.11,111.11,103.5,103.74,103601599.0,0.0,1.0,106.88911767017001,106.88911767017001,99.56820879185601,99.79909159485099,103601599.0,AAPL
591,2015-08-24,94.87,108.8,92.0,103.12,162206292.0,0.0,1.0,91.266048000805,104.66687069134001,88.505074481649,99.202644353779,162206292.0,AAPL
592,2015-08-21,110.43,111.9,105.645,105.76,128275471.0,0.0,1.0,106.23494972834999,107.6491068967,101.63172384363001,101.74235518673001,128275471.0,AAPL
593,2015-08-20,114.08,114.35,111.63,112.65,68501622.0,0.0,1.0,109.74629235725,110.00603551062001,107.38936374333001,108.37061565606,68501622.0,AAPL
594,2015-08-19,116.1,116.52,114.68,115.01,48286510.0,0.0,1.0,111.68955594913,112.09360085437001,110.32349936473,110.64096321885,48286510.0,AAPL
595,2015-08-18,116.43,117.44,116.01,116.5,34560708.0,0.0,1.0,112.00701980324,112.97865159918001,111.602974898,112.07436062078001,34560708.0,AAPL
596,2015-08-17,116.04,117.65,115.5,117.16,40884745.0,0.0,1.0,111.63183524838001,113.1806740518,111.11234894164,112.70928832902,40884745.0,AAPL
597,2015-08-14,114.32,116.31,114.01,115.96,42929516.0,0.0,1.0,109.97717516023998,111.89157840175,109.6789515397,111.55487431403999,42929516.0,AAPL
598,2015-08-13,116.04,116.4,114.54,115.15,48535789.0,0.0,1.0,111.63183524838001,111.97815945286999,110.18881772965,110.77564485392999,48535789.0,AAPL
599,2015-08-12,112.53,115.42,109.63,115.24,101685610.0,0.0,1.0,108.25517425457,111.0353880073,105.46534038504,110.86222590506,101685610.0,AAPL
600,2015-08-11,117.81,118.18,113.33,113.49,97082814.0,0.0,1.0,113.33459592047,113.69054024174999,109.02478359788,109.17870546655001,97082814.0,AAPL
601,2015-08-10,116.53,119.99,116.53,119.72,54951597.0,0.0,1.0,112.10322097116001,115.43178138101001,112.10322097116001,115.17203822764,54951597.0,AAPL
602,2015-08-07,114.58,116.25,114.5,115.52,38670405.0,0.0,1.0,110.22729819681999,111.833857701,110.15033726248998,111.13158917522,38670405.0,AAPL
603,2015-08-06,115.97,116.5,114.115,115.13,52903040.0,0.52,1.0,111.56449443084,112.07436062078001,109.77996276601999,110.75640462035,52903040.0,AAPL
604,2015-08-05,112.95,117.44,112.1,115.4,98384461.0,0.0,1.0,108.1706519833,112.4706628501,107.35661874571,110.51698307988,98384461.0,AAPL
605,2015-08-04,117.42,117.7,113.25,114.64,124138623.0,0.0,1.0,112.45150912686,112.71966125219,108.45795783185999,109.78914159685999,124138623.0,AAPL
606,2015-08-03,121.5,122.57,117.52,118.44,69975968.0,0.0,1.0,116.35886866728998,117.38359286049999,112.54727774305,113.42834901196998,69975968.0,AAPL
607,2015-07-31,122.6,122.6425,120.91,121.3,42884953.0,0.0,1.0,117.41232344535,117.45302510722999,115.79383383179,116.16733143491999,42884953.0,AAPL
608,2015-07-30,122.32,122.5699,121.71,122.37,33628268.0,0.0,1.0,117.14417132003,117.38349709188,116.55998276129,117.19205562812,33628268.0,AAPL
609,2015-07-29,123.15,123.5,122.27,122.99,37011653.0,0.0,1.0,117.93905083438,118.27424099103999,117.09628701193998,117.78582104848,37011653.0,AAPL
610,2015-07-28,123.38,123.91,122.55,123.38,33618097.0,0.0,1.0,118.15931865161001,118.6668923174,117.36443913726002,118.15931865161001,33618097.0,AAPL
611,2015-07-27,123.09,123.61,122.12,122.77,44455540.0,0.0,1.0,117.88158966466999,118.37958646883999,116.95263408765,117.57513009286998,44455540.0,AAPL
612,2015-07-24,125.32,125.74,123.9,124.5,42162332.0,0.0,1.0,120.01722980563999,120.41945799363,118.65731545578001,119.23192715291,42162332.0,AAPL
613,2015-07-23,126.2,127.09,125.06,125.16,50999452.0,0.0,1.0,120.85999362808998,121.71233431215,119.76823140354999,119.86400001973999,50999452.0,AAPL
614,2015-07-22,121.99,125.5,121.99,125.22,115450607.0,0.0,1.0,116.82813488661002,120.18961331478,116.82813488661002,119.92146118945,115450607.0,AAPL
615,2015-07-21,132.85,132.92,130.32,130.75,76756427.0,0.0,1.0,127.22860660453001,127.29564463586,124.80566061498999,125.21746566459998,76756427.0,AAPL
616,2015-07-20,130.97,132.97,130.7,132.07,58900203.0,0.0,1.0,125.42815662021002,127.34352894395,125.16958135651001,126.48161139826999,58900203.0,AAPL
617,2015-07-17,129.08,129.62,128.31,129.62,46164710.0,0.0,1.0,123.61812977428002,124.13528030168999,122.88071142963001,124.13528030168999,46164710.0,AAPL
618,2015-07-16,127.74,128.57,127.35,128.51,36222447.0,0.0,1.0,122.33483031736999,123.12970983171999,121.96133271424,123.07224866201,36222447.0,AAPL
619,2015-07-15,125.72,127.15,125.58,126.82,33649200.0,0.0,1.0,120.40030427039,121.76979548186002,120.26622820773001,121.45375904845,33649200.0,AAPL
620,2015-07-14,126.04,126.37,125.04,125.61,31768139.0,0.0,1.0,120.70676384219,121.02280027561001,119.74907768032,120.29495879258002,31768139.0,AAPL
621,2015-07-13,125.03,125.755,124.32,125.66,41440538.0,0.0,1.0,119.73950081870001,120.43382328605,119.05954364376998,120.34284310068001,41440538.0,AAPL
622,2015-07-10,121.94,123.85,121.21,123.28,61354474.0,0.0,1.0,116.78025057852,118.60943114768999,116.08113968034999,118.06355003542,61354474.0,AAPL
623,2015-07-09,123.85,124.06,119.22,120.07,78595038.0,0.0,1.0,118.60943114768999,118.81054524168002,114.17534421823,114.98937745581999,78595038.0,AAPL
624,2015-07-08,124.48,124.64,122.54,122.57,60761614.0,0.0,1.0,119.21277342967,119.36600321556999,117.35486227563999,117.38359286049999,60761614.0,AAPL
625,2015-07-07,125.89,126.15,123.77,125.69,46946811.0,0.0,1.0,120.56311091791001,120.81210931998999,118.53281625473998,120.37157368553001,46946811.0,AAPL
626,2015-07-06,124.94,126.23,124.85,126.0,28060431.0,0.0,1.0,119.65330906413,120.88872421293999,119.56711730956002,120.66845639571001,28060431.0,AAPL
627,2015-07-02,126.43,126.69,125.77,126.44,27210952.0,0.0,1.0,121.08026144531999,121.3292598474,120.44818857848,121.08983830693998,27210952.0,AAPL
628,2015-07-01,126.9,126.94,125.99,126.6,30238811.0,0.0,1.0,121.5303739414,121.56868138786999,120.65887953408999,121.24306809283999,30238811.0,AAPL
629,2015-06-30,125.57,126.12,124.86,125.425,44370682.0,0.0,1.0,120.25665134611,120.78337873514,119.57669417118,120.11778685264,44370682.0,AAPL
630,2015-06-29,125.46,126.47,124.48,124.53,49161427.0,0.0,1.0,120.1513058683,121.11856889178999,119.21277342967,119.26065773776001,49161427.0,AAPL
631,2015-06-26,127.67,127.99,126.51,126.75,44066841.0,0.0,1.0,122.26779228603998,122.57425185783998,121.15687633827,121.38672101712,44066841.0,AAPL
632,2015-06-25,128.86,129.2,127.5,127.5,31938100.0,0.0,1.0,123.40743881866001,123.73305211370001,122.10498563851999,122.10498563851999,31938100.0,AAPL
633,2015-06-24,127.21,129.8,127.12,128.11,55280855.0,0.0,1.0,121.82725665158002,124.30766381081999,121.74106489701,122.68917419726002,55280855.0,AAPL
634,2015-06-23,127.48,127.61,126.8792,127.03,30268863.0,0.0,1.0,122.08583191528,122.21033111633001,121.51045406923001,121.65487314244,30268863.0,AAPL
635,2015-06-22,127.49,128.06,127.08,127.61,34039345.0,0.0,1.0,122.0954087769,122.64128988917,121.70275745053002,122.21033111633001,34039345.0,AAPL
636,2015-06-19,127.71,127.82,126.4,126.6,54716887.0,0.0,1.0,122.30609973251002,122.41144521032,121.05153086046002,121.24306809283999,54716887.0,AAPL
637,2015-06-18,127.23,128.31,127.22,127.88,35407220.0,0.0,1.0,121.84641037481,122.88071142963001,121.83683351319999,122.46890638003,35407220.0,AAPL
638,2015-06-17,127.72,127.88,126.74,127.3,32918071.0,0.0,1.0,122.31567659413,122.46890638003,121.37714415549999,121.91344840615,32918071.0,AAPL
639,2015-06-16,127.03,127.85,126.37,127.6,31494131.0,0.0,1.0,121.65487314244,122.44017579517,121.02280027561001,122.20075425471,31494131.0,AAPL
640,2015-06-15,126.1,127.24,125.71,126.92,43988946.0,0.0,1.0,120.76422501190001,121.85598723643,120.39072740876999,121.54952766463,43988946.0,AAPL
641,2015-06-12,128.185,128.33,127.11,127.17,36886246.0,0.0,1.0,122.76100065940001,122.89986515286999,121.73148803539,121.7889492051,36886246.0,AAPL
642,2015-06-11,129.18,130.18,128.475,128.59,35390887.0,0.0,1.0,123.71389839046002,124.67158455233,123.03872964633999,123.14886355496,35390887.0,AAPL
643,2015-06-10,127.92,129.34,127.85,128.88,39087250.0,0.0,1.0,122.50721382651001,123.86712817636001,122.44017579517,123.4265925419,39087250.0,AAPL
644,2015-06-09,126.7,128.08,125.62,127.42,56075420.0,0.0,1.0,121.33883670902,122.6604436124,120.3045356542,122.02837074556999,56075420.0,AAPL
645,2015-06-08,128.9,129.21,126.83,127.8,52674786.0,0.0,1.0,123.44574626514,123.74262897532,121.46333591007,122.39229148708,52674786.0,AAPL
646,2015-06-05,129.5,129.69,128.36,128.65,35626800.0,0.0,1.0,124.02035796226002,124.20231833302,122.92859573773,123.20632472467,35626800.0,AAPL
647,2015-06-04,129.58,130.58,128.91,129.36,38450118.0,0.0,1.0,124.09697285521001,125.05465901708,123.45532312676,123.8862818996,38450118.0,AAPL
648,2015-06-03,130.66,130.94,129.9,130.12,30983542.0,0.0,1.0,125.13127391003,125.39942603535,124.40343242701,124.61412338262,30983542.0,AAPL
649,2015-06-02,129.86,130.655,129.32,129.96,33667627.0,0.0,1.0,124.36512498053001,125.12648547922,123.84797445312,124.46089359671998,33667627.0,AAPL
650,2015-06-01,131.2,131.39,130.05,130.535,32112797.0,0.0,1.0,125.64842443744,125.8303848082,124.54708535129,125.01156313979999,32112797.0,AAPL
651,2015-05-29,131.23,131.45,129.9,130.28,50884452.0,0.0,1.0,125.6771550223,125.88784597791,124.40343242701,124.76735316851999,50884452.0,AAPL
652,2015-05-28,131.86,131.95,131.1,131.78,30733309.0,0.0,1.0,126.28049730428002,126.36668905884,125.55265582125,126.20388241133001,30733309.0,AAPL
653,2015-05-27,130.34,132.26,130.05,132.045,45833246.0,0.0,1.0,124.82481433823,126.66357176902001,124.54708535129,126.45766924421999,45833246.0,AAPL
654,2015-05-26,132.6,132.91,129.12,129.62,70697560.0,0.0,1.0,126.98918506406,127.28606777424,123.65643722075,124.13528030168999,70697560.0,AAPL
655,2015-05-22,131.6,132.97,131.4,132.54,45595972.0,0.0,1.0,126.03149890219,127.34352894395,125.83996166982,126.93172389435,45595972.0,AAPL
656,2015-05-21,130.07,131.63,129.83,131.39,39730364.0,0.0,1.0,124.56623907453002,126.06022948705,124.33639439568,125.8303848082,39730364.0,AAPL
657,2015-05-20,130.0,130.98,129.34,130.06,36454932.0,0.0,1.0,124.4992010432,125.43773348183001,123.86712817636001,124.55666221291,36454932.0,AAPL
658,2015-05-19,130.69,130.88,129.64,130.07,44633240.0,0.0,1.0,125.16000449488999,125.34196486564,124.15443402492,124.56623907453002,44633240.0,AAPL
659,2015-05-18,128.38,130.72,128.36,130.19,50882918.0,0.0,1.0,122.94774946097,125.18873507973998,122.92859573773,124.68116141395001,50882918.0,AAPL
660,2015-05-15,129.07,129.49,128.21,128.77,38208034.0,0.0,1.0,123.60855291266,124.01078110063999,122.78494281344999,123.32124706409999,38208034.0,AAPL
661,2015-05-14,127.41,128.95,127.16,128.95,45203456.0,0.0,1.0,122.01879388395001,123.49363057322999,121.77937234347999,123.49363057322999,45203456.0,AAPL
662,2015-05-13,126.15,127.19,125.87,126.01,34694235.0,0.0,1.0,120.81210931998999,121.80810292833999,120.54395719466999,120.67803325733,34694235.0,AAPL
663,2015-05-12,125.6,126.88,124.82,125.865,48160032.0,0.0,1.0,120.28538193096,121.51122021816002,119.53838672471001,120.53916876386002,48160032.0,AAPL
664,2015-05-11,127.39,127.56,125.625,126.32,42035757.0,0.0,1.0,121.99964016071002,122.16244680823,120.30932408501002,120.97491596751001,42035757.0,AAPL
665,2015-05-08,126.68,127.62,126.11,127.62,55550382.0,0.0,1.0,121.31968298578998,122.21990797793998,120.77380187351999,122.21990797793998,55550382.0,AAPL
666,2015-05-07,124.77,126.08,124.02,125.26,43940895.0,0.52,1.0,119.49050241661001,120.74507128866001,118.77223779521002,119.95976863593,43940895.0,AAPL
667,2015-05-06,126.56,126.75,123.36,125.01,72141010.0,0.0,1.0,120.70367561268,120.88488372239999,117.65174955421001,119.22539892811001,72141010.0,AAPL
668,2015-05-05,128.15,128.4498,125.78,125.8,49271416.0,0.0,1.0,122.22010137299,122.50602869558998,119.95976863593,119.97884317379,49271416.0,AAPL
669,2015-05-04,129.5,130.57,128.26,128.7,50988278.0,0.0,1.0,123.50763267891001,124.52812045471,122.32501133125,122.74465116428999,50988278.0,AAPL
670,2015-05-01,126.1,130.13,125.3,128.95,58512638.0,0.0,1.0,120.26496124178001,124.10848062167,119.50197972716002,122.98308288761001,58512638.0,AAPL
671,2015-04-30,127.5,127.88,124.58,125.15,83195423.0,0.0,1.0,121.60017889236,121.9625951118,118.81529636399999,119.35892069316999,83195423.0,AAPL
672,2015-04-29,130.16,131.59,128.3,128.64,63386083.0,0.0,1.0,124.13709242847,125.50092188584999,122.36316040698,122.68742755068999,63386083.0,AAPL
673,2015-04-28,134.455,134.54,129.57,130.56,118923970.0,0.0,1.0,128.23334943508002,128.31441622100002,123.57439356143999,124.51858318578002,118923970.0,AAPL
674,2015-04-27,132.31,133.13,131.15,132.65,96954207.0,0.0,1.0,126.187605249,126.96966130148998,125.08128205281,126.51187239272,96954207.0,AAPL
675,2015-04-24,130.49,130.63,129.23,130.28,44525905.0,0.0,1.0,124.45182230325001,124.5853440683,123.25012641772,124.25153965566003,44525905.0,AAPL
676,2015-04-23,128.3,130.42,128.14,129.67,45770902.0,0.0,1.0,122.36316040698,124.38506142071999,122.21056410405001,123.66976625076,45770902.0,AAPL
677,2015-04-22,126.99,128.87,126.32,128.62,37654505.0,0.0,1.0,121.11377817678999,122.90678473613998,120.4747811583,122.66835301283001,37654505.0,AAPL
678,2015-04-21,128.1,128.2,126.67,126.91,32435057.0,0.0,1.0,122.17241502831999,122.26778771765,120.80858557094,121.03748002533001,32435057.0,AAPL
679,2015-04-20,125.57,128.12,125.17,127.6,47054310.0,0.0,1.0,119.75948598834,122.19148956619,119.37799523103001,121.69555158168998,47054310.0,AAPL
680,2015-04-17,125.55,126.14,124.46,124.75,51957046.0,0.0,1.0,119.74041145048,120.30311031751002,118.70084913681002,118.97742993586,51957046.0,AAPL
681,2015-04-16,126.28,127.1,126.11,126.17,28368987.0,0.0,1.0,120.43663208257,121.21868813504999,120.27449851071,120.33172212431002,28368987.0,AAPL
682,2015-04-15,126.41,127.13,126.01,126.78,28970419.0,0.0,1.0,120.56061657868999,121.24729994184999,120.17912582138001,120.9134955292,28970419.0,AAPL
683,2015-04-14,127.0,127.29,125.91,126.3,25524593.0,0.0,1.0,121.12331544571998,121.39989624476999,120.08375313205,120.45570662043,25524593.0,AAPL
684,2015-04-13,128.37,128.57,126.61,126.85,36365123.0,0.0,1.0,122.42992128951,122.62066666816001,120.75136195735,120.98025641173,36365123.0,AAPL
685,2015-04-10,125.95,127.21,125.26,127.1,40187953.0,0.0,1.0,120.12190220778999,121.32359809331001,119.46383065143,121.21868813504999,40187953.0,AAPL
686,2015-04-09,125.85,126.58,124.66,126.56,32483974.0,0.0,1.0,120.02652951846001,120.72275015055,118.89159451546001,120.70367561268,32483974.0,AAPL
687,2015-04-08,125.85,126.4,124.97,125.6,37329243.0,0.0,1.0,120.02652951846001,120.55107930976001,119.18724985238,119.78809779514,37329243.0,AAPL
688,2015-04-07,127.64,128.1218,125.98,126.01,35012268.0,0.0,1.0,121.73370065741999,122.19320627459999,120.15051401458,120.17912582138001,35012268.0,AAPL
689,2015-04-06,124.47,127.51,124.33,127.35,37193975.0,0.0,1.0,118.71038640574,121.60971616129,118.57686464068001,121.45711985836999,37193975.0,AAPL
690,2015-04-02,125.03,125.56,124.19,125.32,32220131.0,0.0,1.0,119.24447346597,119.74994871941001,118.44334287562,119.52105426501998,32220131.0,AAPL
691,2015-04-01,124.82,125.12,123.1,124.25,40621437.0,0.0,1.0,119.04419081838999,119.33030888636999,117.40378056196,118.50056648921999,40621437.0,AAPL
692,2015-03-31,126.09,126.49,124.355,124.43,42090553.0,0.0,1.0,120.25542397283998,120.63691473015,118.60070781301,118.67223733001002,42090553.0,AAPL
693,2015-03-30,124.05,126.4,124.0,126.37,47099670.0,0.0,1.0,118.30982111057,120.55107930976001,118.2621347659,120.52246750296001,47099670.0,AAPL
694,2015-03-27,124.57,124.7,122.91,123.25,39546151.0,0.0,1.0,118.80575909507,118.92974359118999,117.22257245223,117.54683959594999,39546151.0,AAPL
695,2015-03-26,122.76,124.88,122.6,124.24,47572869.0,0.0,1.0,117.07951341824,119.10141443198,116.92691711532,118.49102922028999,47572869.0,AAPL
696,2015-03-25,126.54,126.82,123.38,123.38,51655177.0,0.0,1.0,120.68460107482001,120.95164460493,117.67082409206999,117.67082409206999,51655177.0,AAPL
697,2015-03-24,127.23,128.04,126.56,126.69,32842304.0,0.0,1.0,121.34267263118,122.11519141472999,120.70367561268,120.82766010881001,32842304.0,AAPL
698,2015-03-23,127.12,127.85,126.52,127.21,37709674.0,0.0,1.0,121.23776267292,121.933983305,120.66552653695,121.32359809331001,37709674.0,AAPL
699,2015-03-20,128.25,128.4,125.16,125.9,68695136.0,0.0,1.0,122.31547406231,122.45853309631,119.3684579621,120.07421586312,68695136.0,AAPL
700,2015-03-19,128.75,129.2451,127.4,127.495,45809490.0,0.0,1.0,122.79233750895,123.26452769381001,121.50480620303001,121.59541025789,45809490.0,AAPL
701,2015-03-18,127.0,129.16,126.37,128.47,65270945.0,0.0,1.0,121.12331544571998,123.18336553518999,120.52246750296001,122.52529397883,65270945.0,AAPL
702,2015-03-17,125.9,127.32,125.65,127.04,51023104.0,0.0,1.0,120.07421586312,121.42850805156999,119.8357841398,121.16146452145,51023104.0,AAPL
703,2015-03-16,123.88,124.95,122.87,124.95,35874300.0,0.0,1.0,118.14768753871,119.16817531451001,117.18442337649999,119.16817531451001,35874300.0,AAPL
704,2015-03-13,124.4,125.3951,122.58,123.59,51827283.0,0.0,1.0,118.64362552321,119.59267915471001,116.90784257745001,117.87110673966002,51827283.0,AAPL
705,2015-03-12,122.31,124.9,121.63,124.45,48362719.0,0.0,1.0,116.65033631626999,119.12048896985,116.00180202883999,118.69131186788,48362719.0,AAPL
706,2015-03-11,124.75,124.77,122.11,122.24,68938974.0,0.0,1.0,118.97742993586,118.99650447372,116.45959093761999,116.58357543373998,68938974.0,AAPL
707,2015-03-10,126.41,127.22,123.8,124.51,68856582.0,0.0,1.0,120.56061657868999,121.33313536223999,118.07138938725001,118.74853548147,68856582.0,AAPL
708,2015-03-09,127.96,129.57,125.06,127.14,88528487.0,0.0,1.0,122.03889326326001,123.57439356143999,119.27308527277,121.25683721078,88528487.0,AAPL
709,2015-03-06,128.4,129.37,126.26,126.6,72842060.0,0.0,1.0,122.45853309631,123.38364818278,120.41755754469999,120.74182468841002,72842060.0,AAPL
710,2015-03-05,128.58,128.75,125.76,126.41,56517146.0,0.0,1.0,122.63020393709,122.79233750895,119.94069409806002,120.56061657868999,56517146.0,AAPL
711,2015-03-04,129.1,129.56,128.32,128.54,31666340.0,0.0,1.0,123.1261419216,123.5648562925,122.38223494484,122.59205486136001,31666340.0,AAPL
712,2015-03-03,128.96,129.52,128.09,129.36,37816283.0,0.0,1.0,122.99262015654,123.52670721677,122.16287775938999,123.37411091385,37816283.0,AAPL
713,2015-03-02,129.25,130.28,128.3,129.09,48096663.0,0.0,1.0,123.26920095558998,124.25153965566003,122.36316040698,123.11660465266,48096663.0,AAPL
714,2015-02-27,130.0,130.57,128.24,128.46,62014847.0,0.0,1.0,123.98449612553999,124.52812045471,122.30593679338001,122.5157567099,62014847.0,AAPL
715,2015-02-26,128.785,130.87,126.61,130.415,91287529.0,0.0,1.0,122.82571795022,124.81423852268999,120.75136195735,124.38029278625,91287529.0,AAPL
716,2015-02-25,131.56,131.6,128.15,128.79,74711746.0,0.0,1.0,125.47231007905,125.51045915478001,122.22010137299,122.83048658468,74711746.0,AAPL
717,2015-02-24,132.94,133.6,131.17,132.17,69228130.0,0.0,1.0,126.78845319177,127.41791294133002,125.10035659066999,126.05408348395001,69228130.0,AAPL
718,2015-02-23,130.02,133.0,129.66,133.0,70974110.0,0.0,1.0,124.00357066341002,126.84567680536001,123.66022898183,126.84567680536001,70974110.0,AAPL
