u,v,w,x,y,z
45.602,3.4319,-0.035777,78.202,23.75,11.428
46.845,11.143,-0.024191,79.805,23.75,11.428
46.845,15.7,-0.001017,81.407,23.75,11.428
47.777,16.751,-0.001017,83.01,23.75,11.428
46.845,6.5864,0.010569,84.613,23.75,11.428
40.633,-10.588,-0.024191,86.216,23.75,11.428
46.224,-9.5368,-0.001017,87.819,23.75,11.428
40.323,-16.897,0.080089,89.421,23.75,11.428
25.725,-14.794,0.010569,91.024,23.75,11.428
33.8,11.143,-0.024191,92.627,23.75,11.428
32.869,16.751,-0.024191,94.23,23.75,11.428
31.005,11.844,-0.024191,95.833,23.75,11.428
27.899,10.442,-0.012604,97.435,23.75,11.428
25.725,9.04,-0.012604,99.038,23.75,11.428
23.862,7.2874,-0.001017,100.64,23.75,11.428
23.862,6.5864,0.010569,102.24,23.75,11.428
23.862,4.8339,0.010569,103.85,23.75,11.428
24.173,3.7824,0.010569,105.45,23.75,11.428
24.173,5.5349,-0.001017,107.05,23.75,11.428
22.93,8.339,-0.012604,108.66,23.75,11.428
20.756,7.9885,-0.024191,110.26,23.75,11.428
19.203,5.1844,-0.024191,111.86,23.75,11.428
16.097,-2.5267,0.010569,113.46,23.75,11.428
17.961,-7.7843,0.010569,115.07,23.75,11.428
20.135,-4.2792,-0.012604,116.67,23.75,11.428
21.377,-3.9287,0.010569,118.27,23.75,11.428
21.998,-7.0833,-0.001017,119.87,23.75,11.428
23.241,-9.8873,0.010569,121.48,23.75,11.428
25.725,-13.042,0.010569,123.08,23.75,11.428
26.347,-15.846,-0.001017,124.68,23.75,11.428
28.21,-16.547,-0.024191,126.29,23.75,11.428
30.074,-14.794,-0.012604,127.89,23.75,11.428
32.558,-12.341,-0.001017,129.49,23.75,11.428
36.285,-10.588,-0.012604,131.09,23.75,11.428
39.08,-10.588,-0.012604,132.7,23.75,11.428
42.186,-10.939,0.36976,134.3,23.75,11.428
27.278,4.8339,-0.30227,70.188,23.75,12.571
28.831,4.1329,-0.001017,71.791,23.75,12.571
32.248,2.0299,-0.001017,73.393,23.75,12.571
40.012,-1.4752,-0.012604,74.996,23.75,12.571
46.534,-2.5267,-0.024191,76.599,23.75,12.571
48.398,2.3804,-0.024191,78.202,23.75,12.571
50.572,10.091,-0.012604,79.805,23.75,12.571
50.882,14.298,-0.001017,81.407,23.75,12.571
52.435,16.05,-0.001017,83.01,23.75,12.571
51.503,6.9369,0.010569,84.613,23.75,12.571
45.913,-8.4853,-0.024191,86.216,23.75,12.571
49.951,-8.4853,-0.001017,87.819,23.75,12.571
44.671,-16.897,0.045329,89.421,23.75,12.571
31.005,-14.794,-0.001017,91.024,23.75,12.571
38.149,9.3905,-0.012604,92.627,23.75,12.571
37.838,15.7,-0.012604,94.23,23.75,12.571
35.664,12.195,-0.012604,95.833,23.75,12.571
32.248,11.494,-0.012604,97.435,23.75,12.571
30.384,10.442,-0.012604,99.038,23.75,12.571
28.521,8.6895,-0.001017,100.64,23.75,12.571
28.21,7.6379,-0.001017,102.24,23.75,12.571
27.899,6.2359,0.010569,103.85,23.75,12.571
27.899,4.8339,0.010569,105.45,23.75,12.571
27.278,7.2874,-0.001017,107.05,23.75,12.571
25.104,9.741,-0.012604,108.66,23.75,12.571
22.93,9.741,-0.024191,110.26,23.75,12.571
21.067,7.2874,-0.024191,111.86,23.75,12.571
17.029,-1.4752,0.010569,113.46,23.75,12.571
18.582,-7.0833,0.010569,115.07,23.75,12.571
20.756,-3.5782,-0.001017,116.67,23.75,12.571
22.62,-2.5267,0.010569,118.27,23.75,12.571
23.862,-6.7328,-0.001017,119.87,23.75,12.571
25.725,-9.8873,-0.001017,121.48,23.75,12.571
27.899,-13.042,0.010569,123.08,23.75,12.571
28.21,-15.846,-0.001017,124.68,23.75,12.571
29.763,-16.196,-0.012604,126.29,23.75,12.571
31.005,-13.743,-0.012604,127.89,23.75,12.571
33.8,-10.238,-0.001017,129.49,23.75,12.571
37.217,-9.1863,-0.012604,131.09,23.75,12.571
39.701,-9.1863,-0.012604,132.7,23.75,12.571
42.497,-9.5368,0.27706,134.3,23.75,12.571
26.968,4.4834,-0.24434,70.188,23.75,13.714
28.831,3.4319,-0.012604,71.791,23.75,13.714
32.248,1.3288,-0.001017,73.393,23.75,13.714
39.701,-1.8257,-0.012604,74.996,23.75,13.714
46.224,-3.5782,-0.012604,76.599,23.75,13.714
48.708,0.97834,-0.012604,78.202,23.75,13.714
51.814,7.6379,-0.012604,79.805,23.75,13.714
53.367,12.195,-0.001017,81.407,23.75,13.714
55.852,14.999,-0.001017,83.01,23.75,13.714
54.299,7.6379,-0.001017,84.613,23.75,13.714
49.951,-6.0318,-0.024191,86.216,23.75,13.714
52.435,-7.7843,-0.012604,87.819,23.75,13.714
48.398,-17.248,0.010569,89.421,23.75,13.714
36.906,-14.093,-0.012604,91.024,23.75,13.714
43.118,4.4834,-0.012604,92.627,23.75,13.714
43.118,12.545,-0.001017,94.23,23.75,13.714
41.565,12.195,-0.001017,95.833,23.75,13.714
38.149,12.195,-0.012604,97.435,23.75,13.714
35.975,11.844,-0.012604,99.038,23.75,13.714
33.179,10.442,-0.001017,100.64,23.75,13.714
32.558,9.04,-0.001017,102.24,23.75,13.714
32.248,7.9885,-0.001017,103.85,23.75,13.714
31.316,6.5864,0.010569,105.45,23.75,13.714
30.074,9.04,0.010569,107.05,23.75,13.714
26.968,11.494,-0.001017,108.66,23.75,13.714
23.862,11.494,-0.012604,110.26,23.75,13.714
21.998,9.3905,-0.012604,111.86,23.75,13.714
16.408,-0.073181,0.010569,113.46,23.75,13.714
17.34,-6.3823,0.010569,115.07,23.75,13.714
19.824,-2.1762,-0.001017,116.67,23.75,13.714
21.998,-1.8257,0.010569,118.27,23.75,13.714
23.241,-6.3823,-0.001017,119.87,23.75,13.714
25.725,-9.5368,-0.001017,121.48,23.75,13.714
27.278,-13.392,-0.001017,123.08,23.75,13.714
27.899,-15.846,-0.001017,124.68,23.75,13.714
28.831,-15.495,-0.012604,126.29,23.75,13.714
29.763,-11.64,-0.012604,127.89,23.75,13.714
31.316,-8.1348,-0.001017,129.49,23.75,13.714
34.422,-7.4338,-0.012604,131.09,23.75,13.714
36.906,-7.4338,-0.012604,132.7,23.75,13.714
39.701,-8.1348,0.18437,134.3,23.75,13.714
23.241,4.4834,-0.20958,70.188,23.75,14.857
24.794,3.0814,-0.012604,71.791,23.75,14.857
28.21,0.97834,-0.001017,73.393,23.75,14.857
34.422,-1.8257,-0.001017,74.996,23.75,14.857
40.323,-3.5782,-0.001017,76.599,23.75,14.857
43.739,-0.42369,-0.001017,78.202,23.75,14.857
47.466,4.1329,-0.001017,79.805,23.75,14.857
49.64,7.9885,-0.001017,81.407,23.75,14.857
52.125,10.442,-0.001017,83.01,23.75,14.857
51.503,6.5864,-0.001017,84.613,23.75,14.857
48.087,-3.9287,-0.012604,86.216,23.75,14.857
49.951,-4.9803,-0.012604,87.819,23.75,14.857
46.534,-10.238,-0.012604,89.421,23.75,14.857
38.149,-6.7328,-0.012604,91.024,23.75,14.857
41.565,4.8339,-0.001017,92.627,23.75,14.857
40.012,9.04,-0.001017,94.23,23.75,14.857
37.217,8.6895,-0.001017,95.833,23.75,14.857
34.422,8.6895,-0.001017,97.435,23.75,14.857
32.248,8.339,-0.012604,99.038,23.75,14.857
29.142,6.9369,-0.012604,100.64,23.75,14.857
27.899,5.1844,-0.001017,102.24,23.75,14.857
26.347,4.8339,-0.001017,103.85,23.75,14.857
24.794,5.1844,-0.001017,105.45,23.75,14.857
23.241,9.04,-0.001017,107.05,23.75,14.857
20.446,12.545,-0.001017,108.66,23.75,14.857
18.272,13.597,-0.012604,110.26,23.75,14.857
17.34,12.896,-0.012604,111.86,23.75,14.857
11.128,2.7309,-0.001017,113.46,23.75,14.857
12.681,-5.3308,-0.001017,115.07,23.75,14.857
16.097,-1.8257,-0.001017,116.67,23.75,14.857
18.582,-1.8257,-0.001017,118.27,23.75,14.857
20.446,-6.3823,-0.001017,119.87,23.75,14.857
22.93,-9.8873,-0.001017,121.48,23.75,14.857
24.483,-13.392,-0.001017,123.08,23.75,14.857
24.173,-14.794,-0.001017,124.68,23.75,14.857
24.483,-13.392,-0.012604,126.29,23.75,14.857
24.483,-8.4853,-0.012604,127.89,23.75,14.857
26.347,-5.3308,-0.012604,129.49,23.75,14.857
29.763,-4.9803,-0.012604,131.09,23.75,14.857
32.248,-4.9803,-0.001017,132.7,23.75,14.857
34.732,-6.0318,0.12644,134.3,23.75,14.857
18.272,4.1329,-0.17482,70.188,23.75,16.0
20.135,2.7309,-0.012604,71.791,23.75,16.0
22.62,0.97834,-0.012604,73.393,23.75,16.0
28.21,-1.4752,-0.001017,74.996,23.75,16.0
32.869,-2.5267,-0.001017,76.599,23.75,16.0
36.906,-1.8257,-0.001017,78.202,23.75,16.0
40.944,0.62783,-0.001017,79.805,23.75,16.0
43.739,2.7309,-0.001017,81.407,23.75,16.0
46.224,5.1844,-0.001017,83.01,23.75,16.0
46.224,4.4834,-0.012604,84.613,23.75,16.0
44.36,-1.8257,-0.012604,86.216,23.75,16.0
45.602,-1.4752,-0.012604,87.819,23.75,16.0
43.118,-1.8257,-0.035777,89.421,23.75,16.0
37.217,2.3804,-0.024191,91.024,23.75,16.0
37.217,7.2874,-0.001017,92.627,23.75,16.0
33.8,4.8339,0.010569,94.23,23.75,16.0
30.384,3.7824,-0.001017,95.833,23.75,16.0
27.278,3.0814,-0.001017,97.435,23.75,16.0
24.794,2.3804,-0.012604,99.038,23.75,16.0
21.998,0.97834,-0.012604,100.64,23.75,16.0
18.893,0.27732,-0.012604,102.24,23.75,16.0
16.719,0.97834,-0.001017,103.85,23.75,16.0
15.166,3.4319,-0.001017,105.45,23.75,16.0
13.302,8.6895,-0.001017,107.05,23.75,16.0
11.439,13.246,-0.001017,108.66,23.75,16.0
10.196,16.401,-0.001017,110.26,23.75,16.0
11.439,17.452,-0.001017,111.86,23.75,16.0
4.2955,6.2359,-0.012604,113.46,23.75,16.0
6.4695,-4.2793,-0.012604,115.07,23.75,16.0
11.128,-1.8257,-0.001017,116.67,23.75,16.0
14.234,-1.8257,-0.012604,118.27,23.75,16.0
16.719,-6.7328,-0.012604,119.87,23.75,16.0
19.203,-10.238,-0.012604,121.48,23.75,16.0
20.446,-13.042,-0.012604,123.08,23.75,16.0
19.824,-13.392,-0.012604,124.68,23.75,16.0
18.893,-10.588,-0.001017,126.29,23.75,16.0
17.961,-5.3308,-0.012604,127.89,23.75,16.0
19.824,-1.8257,-0.012604,129.49,23.75,16.0
23.862,-1.8257,-0.012604,131.09,23.75,16.0
26.968,-2.1762,-0.001017,132.7,23.75,16.0
29.763,-3.9287,0.091676,134.3,23.75,16.0
1.5003,0.62783,-0.001017,70.188,25.0,-0.002
1.1897,0.27732,-0.001017,71.791,25.0,-0.002
0.87909,1.3288,-0.001017,73.393,25.0,-0.002
2.1214,3.0814,-0.001017,74.996,25.0,-0.002
1.5003,3.4319,-0.001017,76.599,25.0,-0.002
0.25794,2.3804,-0.001017,78.202,25.0,-0.002
-0.36322,1.6793,-0.001017,79.805,25.0,-0.002
0.56851,0.27732,-0.001017,81.407,25.0,-0.002
2.1214,1.6793,-0.001017,83.01,25.0,-0.002
3.6743,0.27732,-0.001017,84.613,25.0,-0.002
3.0531,0.97833,-0.001017,86.216,25.0,-0.002
-1.295,-0.42369,-0.001017,87.819,25.0,-0.002
-0.6738,-3.2277,-0.001017,89.421,25.0,-0.002
-2.5373,-1.8257,-0.001017,91.024,25.0,-0.002
-2.2267,-0.42369,-0.001017,92.627,25.0,-0.002
-2.2267,-0.42369,-0.001017,94.23,25.0,-0.002
-1.6055,-0.42369,-0.001017,95.833,25.0,-0.002
0.56851,-1.8257,-0.001017,97.435,25.0,-0.002
3.6743,-0.77419,-0.001017,99.038,25.0,-0.002
4.9166,0.27732,-0.001017,100.64,25.0,-0.002
3.0531,1.3288,-0.001017,102.24,25.0,-0.002
-0.36322,3.7824,-0.001017,103.85,25.0,-0.002
-4.7113,4.8339,-0.001017,105.45,25.0,-0.002
-3.7796,4.1329,-0.001017,107.05,25.0,-0.002
-2.8479,4.1329,-0.001017,108.66,25.0,-0.002
-0.36322,3.4319,-0.001017,110.26,25.0,-0.002
2.1214,2.0299,-0.001017,111.86,25.0,-0.002
2.7426,-1.8257,-0.001017,113.46,25.0,-0.002
0.87909,-1.4752,-0.001017,115.07,25.0,-0.002
1.1897,-2.1762,-0.001017,116.67,25.0,-0.002
2.1214,-3.2277,-0.001017,118.27,25.0,-0.002
2.432,-3.2277,-0.001017,119.87,25.0,-0.002
2.1214,-2.5267,-0.001017,121.48,25.0,-0.002
1.1897,-1.8257,-0.001017,123.08,25.0,-0.002
1.1897,-1.1247,-0.001017,124.68,25.0,-0.002
1.1897,-0.42369,-0.001017,126.29,25.0,-0.002
0.56851,-0.073182,-0.001017,127.89,25.0,-0.002
0.56851,0.27732,-0.001017,129.49,25.0,-0.002
-0.36322,0.97833,-0.001017,131.09,25.0,-0.002
-0.36322,1.3288,-0.001017,132.7,25.0,-0.002
-0.98438,1.6793,-0.001017,134.3,25.0,-0.002
0.56851,0.62783,-0.047364,70.188,25.0,1.141
0.56851,0.27732,-0.001017,71.791,25.0,1.141
1.5003,0.97834,-0.024191,73.393,25.0,1.141
3.6743,2.3804,-0.024191,74.996,25.0,1.141
4.9166,3.0814,0.010569,76.599,25.0,1.141
3.0531,2.7309,0.022156,78.202,25.0,1.141
2.7426,3.0814,-0.001017,79.805,25.0,1.141
3.6743,2.3804,-0.012604,81.407,25.0,1.141
5.5378,2.3804,-0.012604,83.01,25.0,1.141
6.7801,-0.073181,-0.001017,84.613,25.0,1.141
5.5378,-1.1247,0.045329,86.216,25.0,1.141
-0.36322,-3.2277,0.022156,87.819,25.0,1.141
0.87909,-5.6813,-0.012604,89.421,25.0,1.141
-1.6055,-6.3823,-0.001017,91.024,25.0,1.141
-0.6738,-4.9803,-0.012604,92.627,25.0,1.141
3.0531,-1.1247,-0.012604,94.23,25.0,1.141
3.6743,-1.4752,-0.012604,95.833,25.0,1.141
1.1897,-1.8257,-0.012604,97.435,25.0,1.141
3.6743,-0.77419,-0.001017,99.038,25.0,1.141
4.9166,0.27732,-0.001017,100.64,25.0,1.141
3.0531,1.3288,-0.001017,102.24,25.0,1.141
-0.36322,3.7824,-0.001017,103.85,25.0,1.141
-2.8479,7.6379,0.010569,105.45,25.0,1.141
-2.8479,8.339,-0.012604,107.05,25.0,1.141
-2.2267,7.9885,-0.035777,108.66,25.0,1.141
-1.295,5.1844,-0.024191,110.26,25.0,1.141
-1.295,2.3804,-0.024191,111.86,25.0,1.141
-0.98438,-0.42369,-0.012604,113.46,25.0,1.141
-1.295,-1.1247,-0.001017,115.07,25.0,1.141
-1.6055,-1.8257,-0.012604,116.67,25.0,1.141
-1.6055,-3.5782,-0.012604,118.27,25.0,1.141
-2.2267,-3.9287,-0.001017,119.87,25.0,1.141
-4.4008,-4.6298,0.010569,121.48,25.0,1.141
-4.4008,-5.6813,-0.001017,123.08,25.0,1.141
-4.7113,-5.3308,-0.001017,124.68,25.0,1.141
-5.3325,-4.6298,-0.001017,126.29,25.0,1.141
-6.2642,-3.5782,-0.001017,127.89,25.0,1.141
-5.3325,-2.5267,-0.001017,129.49,25.0,1.141
-3.7796,-1.8257,-0.012604,131.09,25.0,1.141
-2.5373,-1.1247,-0.012604,132.7,25.0,1.141
-2.2267,-0.42369,0.11485,134.3,25.0,1.141
0.56851,-1.4752,-0.1053,70.188,25.0,2.284
1.5003,-1.8257,-0.001017,71.791,25.0,2.284
4.2955,-2.5267,-0.047364,73.393,25.0,2.284
8.0224,-2.5267,-0.035777,74.996,25.0,2.284
9.2647,-1.1247,0.022156,76.599,25.0,2.284
8.9541,0.97834,0.045329,78.202,25.0,2.284
9.5753,3.0814,0.010569,79.805,25.0,2.284
11.439,4.1329,-0.024191,81.407,25.0,2.284
14.545,1.6793,-0.024191,83.01,25.0,2.284
14.855,-1.8257,-0.012604,84.613,25.0,2.284
13.302,-7.0833,0.080089,86.216,25.0,2.284
3.6743,-9.5368,0.045329,87.819,25.0,2.284
5.5378,-7.7843,-0.012604,89.421,25.0,2.284
-0.6738,-10.939,-0.001017,91.024,25.0,2.284
2.1214,-6.3823,-0.024191,92.627,25.0,2.284
8.6436,0.97834,-0.024191,94.23,25.0,2.284
9.5753,-1.8257,-0.012604,95.833,25.0,2.284
6.1589,-3.2277,-0.035777,97.435,25.0,2.284
5.5378,-0.42369,-0.012604,99.038,25.0,2.284
6.7801,0.97834,-0.001017,100.64,25.0,2.284
5.2272,2.3804,-0.001017,102.24,25.0,2.284
2.7426,4.4834,0.022156,103.85,25.0,2.284
1.5003,7.6379,0.033743,105.45,25.0,2.284
2.1214,9.741,-0.012604,107.05,25.0,2.284
1.1897,10.792,-0.047364,108.66,25.0,2.284
0.87909,7.6379,-0.035777,110.26,25.0,2.284
0.25793,2.3804,-0.024191,111.86,25.0,2.284
0.25793,-3.2277,-0.012604,113.46,25.0,2.284
-0.98438,-4.9803,0.010569,115.07,25.0,2.284
-1.6055,-4.9803,-0.012604,116.67,25.0,2.284
-1.6055,-5.3308,-0.012604,118.27,25.0,2.284
-2.8479,-5.3308,0.010569,119.87,25.0,2.284
-4.4008,-6.7328,0.010569,121.48,25.0,2.284
-3.469,-8.1348,0.010569,123.08,25.0,2.284
-3.469,-8.1348,-0.001017,124.68,25.0,2.284
-5.0219,-7.4338,0.010569,126.29,25.0,2.284
-5.6431,-6.0318,-0.001017,127.89,25.0,2.284
-5.0219,-5.3308,-0.001017,129.49,25.0,2.284
-2.8479,-5.3308,-0.012604,131.09,25.0,2.284
-0.36322,-4.9803,-0.012604,132.7,25.0,2.284
0.87909,-4.6298,0.2423,134.3,25.0,2.284
3.0531,-1.8257,-0.16323,70.188,25.0,3.427
4.606,-2.1762,-0.001017,71.791,25.0,3.427
8.333,-3.9287,-0.058951,73.393,25.0,3.427
12.681,-4.9803,-0.047364,74.996,25.0,3.427
13.923,-2.5267,0.033743,76.599,25.0,3.427
13.302,0.62783,0.056916,78.202,25.0,3.427
14.545,4.1329,0.010569,79.805,25.0,3.427
17.029,6.9369,-0.035777,81.407,25.0,3.427
20.135,4.4834,-0.024191,83.01,25.0,3.427
20.446,0.27732,-0.012604,84.613,25.0,3.427
18.272,-7.7843,0.10326,86.216,25.0,3.427
7.0907,-8.8358,0.056916,87.819,25.0,3.427
10.196,-3.5782,-0.012604,89.421,25.0,3.427
2.7426,-8.8358,-0.001017,91.024,25.0,3.427
7.0907,-3.9287,-0.024191,92.627,25.0,3.427
13.923,3.4319,-0.024191,94.23,25.0,3.427
14.545,-0.073181,-0.012604,95.833,25.0,3.427
10.818,-0.42369,-0.047364,97.435,25.0,3.427
9.5753,2.0299,-0.035777,99.038,25.0,3.427
9.2647,2.7309,0.010569,100.64,25.0,3.427
7.4013,3.4319,0.010569,102.24,25.0,3.427
5.2272,4.4834,0.033743,103.85,25.0,3.427
3.6743,6.2359,0.033743,105.45,25.0,3.427
3.0531,7.9885,-0.012604,107.05,25.0,3.427
3.0531,8.339,-0.058951,108.66,25.0,3.427
3.3637,5.1844,-0.035777,110.26,25.0,3.427
3.3637,0.62783,-0.035777,111.86,25.0,3.427
3.6743,-6.3823,-0.001017,113.46,25.0,3.427
4.2955,-9.1863,0.010569,115.07,25.0,3.427
3.3637,-7.0833,-0.012604,116.67,25.0,3.427
3.3637,-7.0833,-0.012604,118.27,25.0,3.427
2.1214,-7.7843,0.010569,119.87,25.0,3.427
1.1897,-10.238,0.022156,121.48,25.0,3.427
1.5003,-12.341,0.010569,123.08,25.0,3.427
1.1897,-12.341,-0.001017,124.68,25.0,3.427
0.25794,-10.588,0.010569,126.29,25.0,3.427
-0.36322,-8.1348,-0.001017,127.89,25.0,3.427
0.56851,-7.0833,-0.001017,129.49,25.0,3.427
2.7426,-6.3823,-0.012604,131.09,25.0,3.427
5.2272,-6.3823,-0.012604,132.7,25.0,3.427
6.4695,-6.0318,0.35817,134.3,25.0,3.427
5.2272,-1.8257,-0.22116,70.188,25.0,4.57
7.0907,-2.1762,-0.001017,71.791,25.0,4.57
12.06,-5.3308,-0.058951,73.393,25.0,4.57
17.34,-7.4338,-0.058951,74.996,25.0,4.57
18.582,-4.9803,0.045329,76.599,25.0,4.57
17.961,0.27732,0.080089,78.202,25.0,4.57
19.203,5.1844,0.022156,79.805,25.0,4.57
22.62,9.04,-0.035777,81.407,25.0,4.57
25.104,6.5864,-0.024191,83.01,25.0,4.57
25.725,2.0299,-0.012604,84.613,25.0,4.57
22.93,-8.8358,0.11485,86.216,25.0,4.57
12.06,-10.238,0.080089,87.819,25.0,4.57
16.097,-0.77419,-0.012604,89.421,25.0,4.57
7.0907,-8.1348,-0.012604,91.024,25.0,4.57
13.923,-1.8257,-0.035777,92.627,25.0,4.57
19.824,7.2874,-0.035777,94.23,25.0,4.57
19.824,3.4319,-0.012604,95.833,25.0,4.57
15.166,3.4319,-0.035777,97.435,25.0,4.57
12.992,4.4834,-0.035777,99.038,25.0,4.57
11.128,3.7824,0.010569,100.64,25.0,4.57
9.2647,3.7824,0.010569,102.24,25.0,4.57
7.4013,4.1329,0.033743,103.85,25.0,4.57
6.1589,4.4834,0.022156,105.45,25.0,4.57
4.9166,6.2359,-0.024191,107.05,25.0,4.57
4.606,6.2359,-0.058951,108.66,25.0,4.57
4.606,3.7824,-0.047364,110.26,25.0,4.57
4.9166,-0.42369,-0.047364,111.86,25.0,4.57
5.2272,-7.7843,-0.012604,113.46,25.0,4.57
7.0907,-12.341,0.022156,115.07,25.0,4.57
7.0907,-9.8873,-0.012604,116.67,25.0,4.57
6.7801,-8.4853,-0.012604,118.27,25.0,4.57
5.5378,-9.1863,0.022156,119.87,25.0,4.57
5.5378,-12.691,0.022156,121.48,25.0,4.57
6.4695,-14.444,0.010569,123.08,25.0,4.57
6.4695,-14.444,-0.001017,124.68,25.0,4.57
5.5378,-13.743,-0.001017,126.29,25.0,4.57
5.2272,-10.238,-0.001017,127.89,25.0,4.57
6.1589,-8.4853,-0.012604,129.49,25.0,4.57
8.0224,-7.7843,-0.024191,131.09,25.0,4.57
10.507,-7.4338,-0.012604,132.7,25.0,4.57
11.439,-7.7843,0.43928,134.3,25.0,4.57
7.4013,-1.1247,-0.26751,70.188,25.0,5.713
9.2647,-1.8257,-0.001017,71.791,25.0,5.713
15.166,-5.6813,-0.070537,73.393,25.0,5.713
21.998,-8.8358,-0.058951,74.996,25.0,5.713
22.62,-5.3308,0.045329,76.599,25.0,5.713
21.998,0.62783,0.080089,78.202,25.0,5.713
23.862,6.9369,0.022156,79.805,25.0,5.713
27.278,11.143,-0.035777,81.407,25.0,5.713
30.384,8.6895,-0.024191,83.01,25.0,5.713
31.316,3.7824,-0.012604,84.613,25.0,5.713
28.21,-8.8358,0.11485,86.216,25.0,5.713
17.34,-9.8873,0.056916,87.819,25.0,5.713
21.377,0.62783,-0.012604,89.421,25.0,5.713
11.128,-7.7843,-0.012604,91.024,25.0,5.713
19.203,-1.1247,-0.035777,92.627,25.0,5.713
23.862,10.091,-0.035777,94.23,25.0,5.713
22.62,6.5864,-0.012604,95.833,25.0,5.713
17.961,6.2359,-0.024191,97.435,25.0,5.713
14.855,6.2359,-0.024191,99.038,25.0,5.713
12.371,4.4834,0.010569,100.64,25.0,5.713
10.507,4.1329,0.010569,102.24,25.0,5.713
8.6436,3.4319,0.022156,103.85,25.0,5.713
7.4013,2.7309,0.022156,105.45,25.0,5.713
6.7801,4.1329,-0.024191,107.05,25.0,5.713
6.4695,4.4834,-0.070537,108.66,25.0,5.713
5.5378,3.0814,-0.047364,110.26,25.0,5.713
5.5378,-0.77419,-0.047364,111.86,25.0,5.713
5.5378,-7.4338,-0.012604,113.46,25.0,5.713
8.0224,-10.939,0.022156,115.07,25.0,5.713
8.0224,-8.8358,-0.001017,116.67,25.0,5.713
8.6436,-7.4338,-0.001017,118.27,25.0,5.713
8.0224,-8.8358,0.022156,119.87,25.0,5.713
8.333,-13.042,0.033743,121.48,25.0,5.713
10.507,-15.495,0.010569,123.08,25.0,5.713
11.128,-16.897,-0.012604,124.68,25.0,5.713
11.128,-16.897,-0.001017,126.29,25.0,5.713
11.439,-14.093,-0.001017,127.89,25.0,5.713
12.371,-11.289,-0.012604,129.49,25.0,5.713
13.923,-9.8873,-0.024191,131.09,25.0,5.713
16.097,-9.1863,-0.024191,132.7,25.0,5.713
16.719,-8.8358,0.49721,134.3,25.0,5.713
10.196,-0.42369,-0.31386,70.188,25.0,6.856
12.371,-1.1247,-0.012604,71.791,25.0,6.856
19.203,-5.6813,-0.058951,73.393,25.0,6.856
26.657,-9.1863,-0.047364,74.996,25.0,6.856
26.968,-5.3308,0.033743,76.599,25.0,6.856
26.036,1.3288,0.056916,78.202,25.0,6.856
28.21,7.9885,0.010569,79.805,25.0,6.856
32.248,12.195,-0.024191,81.407,25.0,6.856
35.664,9.741,-0.024191,83.01,25.0,6.856
36.596,4.4834,-0.012604,84.613,25.0,6.856
32.869,-9.1863,0.10326,86.216,25.0,6.856
22.62,-10.238,0.056916,87.819,25.0,6.856
26.657,0.62783,-0.012604,89.421,25.0,6.856
15.166,-8.1348,-0.024191,91.024,25.0,6.856
23.862,-0.77419,-0.035777,92.627,25.0,6.856
27.278,11.844,-0.035777,94.23,25.0,6.856
25.725,8.6895,-0.012604,95.833,25.0,6.856
20.756,8.339,-0.012604,97.435,25.0,6.856
17.34,7.6379,-0.012604,99.038,25.0,6.856
14.855,6.2359,0.010569,100.64,25.0,6.856
12.992,4.8339,0.010569,102.24,25.0,6.856
11.439,3.7824,0.022156,103.85,25.0,6.856
10.196,2.3804,0.022156,105.45,25.0,6.856
9.5753,3.7824,-0.024191,107.05,25.0,6.856
8.9541,4.4834,-0.070537,108.66,25.0,6.856
7.4013,3.4319,-0.047364,110.26,25.0,6.856
7.0907,0.27732,-0.047364,111.86,25.0,6.856
7.0907,-6.3823,-0.012604,113.46,25.0,6.856
9.2647,-9.8873,0.022156,115.07,25.0,6.856
9.5753,-7.7843,-0.001017,116.67,25.0,6.856
11.128,-6.0318,-0.001017,118.27,25.0,6.856
10.507,-7.4338,0.022156,119.87,25.0,6.856
11.128,-10.939,0.033743,121.48,25.0,6.856
14.234,-14.093,0.010569,123.08,25.0,6.856
15.166,-16.196,-0.012604,124.68,25.0,6.856
15.476,-16.897,-0.001017,126.29,25.0,6.856
16.408,-15.145,-0.001017,127.89,25.0,6.856
17.961,-13.042,-0.012604,129.49,25.0,6.856
20.135,-11.64,-0.024191,131.09,25.0,6.856
21.998,-11.289,-0.012604,132.7,25.0,6.856
22.309,-10.588,0.53197,134.3,25.0,6.856
13.302,0.62783,-0.34862,70.188,25.0,7.999
16.408,-0.42369,-0.012604,71.791,25.0,7.999
23.862,-5.6813,-0.058951,73.393,25.0,7.999
31.316,-9.5368,-0.047364,74.996,25.0,7.999
31.937,-4.9803,0.033743,76.599,25.0,7.999
30.384,2.3804,0.045329,78.202,25.0,7.999
32.248,9.04,0.010569,79.805,25.0,7.999
36.596,12.896,-0.024191,81.407,25.0,7.999
40.633,10.793,-0.024191,83.01,25.0,7.999
42.186,5.5349,-0.012604,84.613,25.0,7.999
38.149,-8.8358,0.080089,86.216,25.0,7.999
28.21,-9.8873,0.045329,87.819,25.0,7.999
31.937,0.62783,-0.001017,89.421,25.0,7.999
19.824,-8.4853,-0.024191,91.024,25.0,7.999
28.21,-0.42369,-0.035777,92.627,25.0,7.999
31.005,13.597,-0.024191,94.23,25.0,7.999
28.831,10.442,-0.024191,95.833,25.0,7.999
23.862,10.091,-0.012604,97.435,25.0,7.999
20.446,9.04,-0.012604,99.038,25.0,7.999
